layers, cross_val_score, training_score, testing_score
1,0.807409665631, 0.807408882693, 0.795074349442
2,0.807409665631, 0.807408882693, 0.795074349442
3,0.807409665631, 0.807408882693, 0.795074349442
4,0.807409665631, 0.807408882693, 0.795074349442
5,0.807409665631, 0.807408882693, 0.795074349442
6,0.807210462444, 0.807408882693, 0.794609665428
7,0.80681205607, 0.807408882693, 0.795074349442
8,0.807210462444, 0.807408882693, 0.795539033457
9,0.807012051317, 0.807408882693, 0.795074349442
10,0.807409665631, 0.807408882693, 0.794609665428
11,0.807209271192, 0.807608046206, 0.794609665428
12,0.807409665631, 0.807608046206, 0.794609665428
13,0.807011257676, 0.807408882693, 0.792286245353
14,0.806811259266, 0.807608046206, 0.794609665428
15,0.807409665631, 0.807408882693, 0.794144981413
16,0.806812450519, 0.807209719179, 0.794609665428
17,0.806811656878, 0.807608046206, 0.793680297398
18,0.80760926643, 0.807408882693, 0.794609665428
19,0.806015236997, 0.808006373232, 0.793215613383
20,0.806213252094, 0.807608046206, 0.795074349442
21,0.805814052078, 0.807209719179, 0.792286245353
22,0.806412851311, 0.807408882693, 0.795074349442
23,0.807011259257, 0.807408882693, 0.795074349442
24,0.805414850481, 0.808006373232, 0.793680297398
25,0.805616433011, 0.807807209719, 0.794144981413
26,0.80542040597, 0.808603863772, 0.794144981413
27,0.805618815516, 0.807408882693, 0.795074349442
28,0.80581603381, 0.807408882693, 0.795539033457
29,0.805220011531, 0.808803027285, 0.792750929368
30,0.804023994023, 0.808803027285, 0.792286245353
31,0.806014444936, 0.80661222864, 0.791356877323
32,0.805219216308, 0.808404700259, 0.792286245353
33,0.805218422667, 0.807209719179, 0.790427509294
34,0.805814844138, 0.807608046206, 0.792750929368
35,0.80601563777, 0.807807209719, 0.793215613383
36,0.804422799589, 0.807408882693, 0.795074349442
37,0.805021201212, 0.808205536746, 0.792750929368
38,0.804821999605, 0.80661222864, 0.792286245353
39,0.805216043324, 0.807010555666, 0.790427509294
40,0.806415230654, 0.807608046206, 0.791821561338
41,0.806014842548, 0.807408882693, 0.794609665428
42,0.805218421086, 0.806811392153, 0.790892193309
43,0.805020013121, 0.808803027285, 0.790892193309
44,0.80461882663, 0.808006373232, 0.789962825279
45,0.804421210726, 0.808205536746, 0.791356877323
46,0.804222802761, 0.807408882693, 0.794144981413
47,0.803823994032, 0.808006373232, 0.791356877323
48,0.805219613919, 0.807408882693, 0.792286245353
49,0.805018823449, 0.807807209719, 0.788568773234
50,0.8052196155, 0.807408882693, 0.789962825279
51,0.80342519479, 0.808404700259, 0.792286245353
52,0.804223992432, 0.807807209719, 0.789033457249
53,0.8048196171, 0.808404700259, 0.794609665428
54,0.805020013121, 0.808006373232, 0.793680297398
55,0.804422401978, 0.808205536746, 0.792750929368
56,0.803822805942, 0.808205536746, 0.793680297398
57,0.804421608337, 0.808006373232, 0.789498141264
58,0.804023995604, 0.807010555666, 0.789498141264
59,0.804020819457, 0.807608046206, 0.793215613383
60,0.80222838364, 0.808006373232, 0.788568773234
61,0.803627968572, 0.809998008365, 0.788568773234
62,0.802028385231, 0.809400517825, 0.789962825279
63,0.803624394815, 0.806811392153, 0.791821561338
64,0.80362201231, 0.807408882693, 0.791356877323
65,0.803029166177, 0.808603863772, 0.792286245353
66,0.803025597163, 0.808803027285, 0.792286245353
67,0.803225589248, 0.808205536746, 0.789033457249
68,0.804620811524, 0.809002190799, 0.790892193309
69,0.80242877808, 0.809002190799, 0.789033457249
70,0.802626392404, 0.809201354312, 0.792286245353
71,0.802826786844, 0.807209719179, 0.790892193309
72,0.800639116056, 0.807408882693, 0.789962825279
73,0.803026783672, 0.808404700259, 0.791356877323
74,0.802429967752, 0.807807209719, 0.791821561338
75,0.804420021054, 0.807209719179, 0.791821561338
76,0.804219232165, 0.808404700259, 0.791356877323
77,0.802032751049, 0.808803027285, 0.789498141264
78,0.802031165347, 0.808404700259, 0.789033457249
79,0.800237932727, 0.807807209719, 0.792286245353
80,0.801631166947, 0.808205536746, 0.789033457249
81,0.803027974925, 0.807209719179, 0.790427509294
82,0.803227575723, 0.808603863772, 0.789033457249
83,0.801434346265, 0.807807209719, 0.791356877323
84,0.801830769326, 0.808006373232, 0.790892193309
85,0.804021613099, 0.809002190799, 0.788568773234
86,0.802832342333, 0.808205536746, 0.790892193309
87,0.803227179693, 0.808803027285, 0.791356877323
88,0.802828374126, 0.808205536746, 0.791356877323
89,0.80262917252, 0.808603863772, 0.789962825279
90,0.802827978096, 0.808205536746, 0.789033457249
91,0.801035537536, 0.808205536746, 0.787639405204
92,0.80422359324, 0.808205536746, 0.791356877323
93,0.801234347855, 0.808205536746, 0.791356877323
94,0.802029970933, 0.808205536746, 0.786710037175
95,0.802629170939, 0.808006373232, 0.789962825279
96,0.801435138325, 0.808603863772, 0.792286245353
97,0.802826387651, 0.807408882693, 0.78624535316
98,0.802628375717, 0.807807209719, 0.791356877323
99,0.801832355028, 0.809599681338, 0.789962825279
100,0.803229559036, 0.808803027285, 0.78717472119
