max_depth, cross_val_score, training_score, testing_score
1,0.805616830622, 0.806213901613, 0.796933085502
2,0.795057048347, 0.810595498905, 0.798327137546
3,0.78768809873, 0.822943636726, 0.779275092937
4,0.769156605721, 0.844254132643, 0.751858736059
5,0.756614296298, 0.870145389365, 0.736059479554
6,0.734718965513, 0.89504082852, 0.741635687732
7,0.725157977709, 0.912766381199, 0.73187732342
8,0.722166337171, 0.912965544712, 0.725836431227
9,0.725145659668, 0.912965544712, 0.722583643123
10,0.728733721677, 0.912965544712, 0.720724907063
11,0.733713814006, 0.912965544712, 0.733271375465
12,0.733322151211, 0.912965544712, 0.720260223048
13,0.73132377337, 0.912965544712, 0.734200743494
14,0.732318586987, 0.912965544712, 0.73280669145
15,0.728145629487, 0.912965544712, 0.736524163569
16,0.735122914729, 0.912965544712, 0.738382899628
17,0.733912217228, 0.912965544712, 0.73280669145
18,0.731330111434, 0.912965544712, 0.725371747212
19,0.730138852612, 0.912965544712, 0.721654275093
20,0.731130109863, 0.912965544712, 0.729089219331
21,0.727942447027, 0.912965544712, 0.728159851301
22,0.733916583046, 0.912965544712, 0.723048327138
23,0.728540067655, 0.912965544712, 0.724907063197
24,0.729730130481, 0.912965544712, 0.727230483271
25,0.728744027948, 0.912965544712, 0.724907063197
26,0.725946450109, 0.912965544712, 0.726301115242
27,0.723953217499, 0.912965544712, 0.729553903346
28,0.732123355168, 0.912965544712, 0.726301115242
29,0.726749215959, 0.912965544712, 0.716078066914
30,0.717989018597, 0.912965544712, 0.721654275093
31,0.725954383361, 0.912965544712, 0.722583643123
32,0.727151191348, 0.912965544712, 0.717007434944
33,0.724355994434, 0.912965544712, 0.727695167286
34,0.726953177832, 0.912965544712, 0.725371747212
35,0.727545235067, 0.912965544712, 0.725371747212
36,0.725753190537, 0.912965544712, 0.722118959108
37,0.721175876724, 0.912965544712, 0.71282527881
38,0.719782236988, 0.912965544712, 0.716542750929
39,0.723962338841, 0.912965544712, 0.723977695167
40,0.720574688662, 0.912965544712, 0.718866171004
41,0.721569122059, 0.912965544712, 0.718401486989
42,0.72156872919, 0.912965544712, 0.716542750929
43,0.722171099019, 0.912965544712, 0.719330855019
44,0.722370696656, 0.912965544712, 0.717472118959
45,0.721971495059, 0.912965544712, 0.720724907063
46,0.720573106122, 0.912965544712, 0.71468401487
47,0.722963943561, 0.912965544712, 0.722118959108
48,0.72057826242, 0.912965544712, 0.719330855019
49,0.720776269612, 0.912965544712, 0.722118959108
50,0.726150012791, 0.912965544712, 0.7156133829
51,0.724357578555, 0.912965544712, 0.717472118959
52,0.723166725249, 0.912965544712, 0.721189591078
53,0.721571899013, 0.912965544712, 0.719795539033
54,0.72336196023, 0.912965544712, 0.721654275093
55,0.720971903784, 0.912965544712, 0.719330855019
56,0.720578264001, 0.912965544712, 0.719330855019
57,0.72196951807, 0.912965544712, 0.71375464684
58,0.719775891019, 0.912965544712, 0.7156133829
59,0.722567926016, 0.912965544712, 0.722118959108
60,0.723759175352, 0.912965544712, 0.720260223048
61,0.72097270533, 0.912965544712, 0.71282527881
62,0.724954796829, 0.912965544712, 0.718866171004
63,0.722967514157, 0.912965544712, 0.719795539033
64,0.724158768236, 0.912965544712, 0.71375464684
65,0.723561953896, 0.912965544712, 0.722583643123
66,0.723963140387, 0.912965544712, 0.717936802974
67,0.725356374607, 0.912965544712, 0.716078066914
68,0.721570706179, 0.912965544712, 0.723977695167
69,0.72395798409, 0.912965544712, 0.723048327138
70,0.725749619941, 0.912965544712, 0.717007434944
71,0.723961551523, 0.912965544712, 0.716078066914
72,0.722169516479, 0.912965544712, 0.717007434944
73,0.721963558645, 0.912965544712, 0.721654275093
74,0.723563141987, 0.912965544712, 0.719795539033
75,0.720778257667, 0.912965544712, 0.717472118959
76,0.722570295873, 0.912965544712, 0.717936802974
77,0.72375956822, 0.912965544712, 0.721189591078
78,0.721769122049, 0.912965544712, 0.715148698885
79,0.720570718874, 0.912965544712, 0.726301115242
80,0.723162752299, 0.912965544712, 0.722583643123
81,0.724361145988, 0.912965544712, 0.721654275093
82,0.724355595242, 0.912965544712, 0.720724907063
83,0.722767118136, 0.912965544712, 0.71375464684
84,0.720574691824, 0.912965544712, 0.718401486989
85,0.720378663202, 0.912965544712, 0.723048327138
86,0.723364330087, 0.912965544712, 0.720724907063
87,0.722765928465, 0.912965544712, 0.71468401487
88,0.722763949895, 0.912965544712, 0.717936802974
89,0.725556369855, 0.912965544712, 0.7156133829
90,0.720176683061, 0.912965544712, 0.717472118959
91,0.723168708562, 0.912965544712, 0.7156133829
92,0.722964341173, 0.912965544712, 0.71468401487
93,0.722964342754, 0.912965544712, 0.723977695167
94,0.721766737963, 0.912965544712, 0.716078066914
95,0.722968706991, 0.912965544712, 0.716078066914
96,0.722370303787, 0.912965544712, 0.718866171004
97,0.721974672786, 0.912965544712, 0.716078066914
98,0.722362367374, 0.912965544712, 0.716542750929
99,0.723964724508, 0.912965544712, 0.719795539033
100,0.721971891089, 0.912965544712, 0.71468401487
