max_depth, cross_val_score, training_score, testing_score
1,0.798844779926, 0.798844851623, 0.815055762082
2,0.798844779926, 0.798844851623, 0.815055762082
3,0.799243186301, 0.799840669189, 0.815055762082
4,0.799243186301, 0.799840669189, 0.814126394052
5,0.79784876399, 0.802828121888, 0.808085501859
6,0.794065487553, 0.804620593507, 0.808085501859
7,0.788886996745, 0.807010555666, 0.80343866171
8,0.782314875686, 0.810396335391, 0.802973977695
9,0.77634076022, 0.814180442143, 0.789962825279
10,0.768172637482, 0.822346146186, 0.783921933086
11,0.760802911614, 0.831507667795, 0.781133828996
12,0.749851488677, 0.841665006971, 0.756970260223
13,0.737106444995, 0.850627365067, 0.744888475836
14,0.732922386003, 0.860585540729, 0.746747211896
15,0.735711230624, 0.871738697471, 0.732342007435
16,0.723961806848, 0.880701055567, 0.725371747212
17,0.7151980547, 0.887273451504, 0.715148698885
18,0.712012387824, 0.893447520414, 0.716078066914
19,0.710617965514, 0.897032463653, 0.709107806691
20,0.706435094612, 0.900219079865, 0.710501858736
21,0.703446650773, 0.902609042024, 0.709107806691
22,0.703647438081, 0.904799840669, 0.705855018587
23,0.701256603803, 0.908583947421, 0.705390334572
24,0.701256207773, 0.910177255527, 0.701208178439
25,0.70006098865, 0.910774746067, 0.697026022305
26,0.700260983897, 0.91097390958, 0.693773234201
27,0.698866561587, 0.911770563633, 0.694237918216
28,0.699862181493, 0.911770563633, 0.695167286245
29,0.697273332119, 0.911770563633, 0.693773234201
30,0.697872129771, 0.911770563633, 0.695167286245
31,0.699067348895, 0.911770563633, 0.694237918216
32,0.699265760022, 0.911770563633, 0.69470260223
33,0.696676514617, 0.911770563633, 0.695167286245
34,0.697472931336, 0.911770563633, 0.69563197026
35,0.698469343303, 0.911770563633, 0.693308550186
36,0.698468551242, 0.911770563633, 0.69470260223
37,0.698469739333, 0.911770563633, 0.698420074349
38,0.69866854649, 0.911770563633, 0.692843866171
39,0.698469343303, 0.911770563633, 0.696096654275
40,0.697274124179, 0.911770563633, 0.69656133829
41,0.696876113835, 0.911770563633, 0.695167286245
42,0.699464963209, 0.911770563633, 0.69563197026
43,0.699266156052, 0.911770563633, 0.693308550186
44,0.697472931336, 0.911770563633, 0.69470260223
45,0.697871337711, 0.911770563633, 0.69470260223
46,0.697871733741, 0.911770563633, 0.69563197026
47,0.698468947273, 0.911770563633, 0.69563197026
48,0.697074524962, 0.911770563633, 0.697026022305
49,0.697672530554, 0.911770563633, 0.693773234201
50,0.697273728149, 0.911770563633, 0.695167286245
51,0.699862577523, 0.911770563633, 0.692843866171
52,0.698270536146, 0.911770563633, 0.692843866171
53,0.699266552082, 0.911770563633, 0.69470260223
54,0.697871337711, 0.911770563633, 0.693773234201
55,0.698270536146, 0.911770563633, 0.69563197026
56,0.697871733741, 0.911770563633, 0.69470260223
57,0.699464963209, 0.911770563633, 0.697955390335
58,0.698468947273, 0.911770563633, 0.69563197026
59,0.698070144868, 0.911770563633, 0.693308550186
60,0.697274124179, 0.911770563633, 0.693308550186
61,0.697074524962, 0.911770563633, 0.696096654275
62,0.697472931336, 0.911770563633, 0.691449814126
63,0.699663770366, 0.911770563633, 0.69563197026
64,0.698270140115, 0.911770563633, 0.69470260223
65,0.698270140115, 0.911770563633, 0.693773234201
66,0.697672134524, 0.911770563633, 0.696096654275
67,0.697672134524, 0.911770563633, 0.692843866171
68,0.69866815046, 0.911770563633, 0.696096654275
69,0.698469739333, 0.911770563633, 0.69563197026
70,0.698270140115, 0.911770563633, 0.693308550186
71,0.697274520209, 0.911770563633, 0.694237918216
72,0.698469739333, 0.911770563633, 0.694237918216
73,0.698070144868, 0.911770563633, 0.693308550186
74,0.697872129771, 0.911770563633, 0.697026022305
75,0.697074920992, 0.911770563633, 0.696096654275
76,0.697671738493, 0.911770563633, 0.696096654275
77,0.698468551242, 0.911770563633, 0.693773234201
78,0.697671738493, 0.911770563633, 0.69563197026
79,0.697871733741, 0.911770563633, 0.695167286245
80,0.698070936928, 0.911770563633, 0.69470260223
81,0.697074920992, 0.911770563633, 0.69470260223
82,0.697074920992, 0.911770563633, 0.69470260223
83,0.697871337711, 0.911770563633, 0.693773234201
84,0.699265363991, 0.911770563633, 0.693773234201
85,0.697473327366, 0.911770563633, 0.69563197026
86,0.696277316183, 0.911770563633, 0.695167286245
87,0.700062572771, 0.911770563633, 0.693773234201
88,0.698270140115, 0.911770563633, 0.697026022305
89,0.698269348055, 0.911770563633, 0.694237918216
90,0.698468947273, 0.911770563633, 0.695167286245
91,0.698270140115, 0.911770563633, 0.697026022305
92,0.699663374336, 0.911770563633, 0.696096654275
93,0.699265363991, 0.911770563633, 0.694237918216
94,0.698867353647, 0.911770563633, 0.693773234201
95,0.697672134524, 0.911770563633, 0.69563197026
96,0.698071332958, 0.911770563633, 0.69563197026
97,0.699066556834, 0.911770563633, 0.69470260223
98,0.697473723397, 0.911770563633, 0.694237918216
99,0.698269348055, 0.911770563633, 0.69656133829
100,0.699265760022, 0.911770563633, 0.69470260223
101,0.6964769154, 0.911770563633, 0.69563197026
102,0.698070540898, 0.911770563633, 0.69470260223
103,0.698867353647, 0.911770563633, 0.693773234201
104,0.696875321775, 0.911770563633, 0.69470260223
105,0.698269348055, 0.911770563633, 0.69563197026
106,0.698270140115, 0.911770563633, 0.693773234201
107,0.698071332958, 0.911770563633, 0.692843866171
108,0.699464567179, 0.911770563633, 0.695167286245
109,0.697672134524, 0.911770563633, 0.694237918216
110,0.699863369583, 0.911770563633, 0.695167286245
111,0.698867353647, 0.911770563633, 0.693773234201
112,0.698070144868, 0.911770563633, 0.693773234201
113,0.69866815046, 0.911770563633, 0.69563197026
114,0.697672134524, 0.911770563633, 0.696096654275
115,0.698071332958, 0.911770563633, 0.69563197026
116,0.698468551242, 0.911770563633, 0.69749070632
117,0.698070540898, 0.911770563633, 0.695167286245
118,0.698270140115, 0.911770563633, 0.694237918216
119,0.698070936928, 0.911770563633, 0.696096654275
120,0.697871733741, 0.911770563633, 0.693308550186
121,0.698468947273, 0.911770563633, 0.693308550186
122,0.69866815046, 0.911770563633, 0.697026022305
123,0.69866775443, 0.911770563633, 0.696096654275
124,0.699464963209, 0.911770563633, 0.693773234201
125,0.696875717805, 0.911770563633, 0.694237918216
126,0.697672134524, 0.911770563633, 0.69470260223
127,0.69866815046, 0.911770563633, 0.69563197026
