k, cross_val_score, training_score, testing_score
221,0.804222956114, 0.804222266481, 0.80250929368
222,0.804222956114, 0.804222266481, 0.80250929368
223,0.804222956114, 0.804222266481, 0.80250929368
224,0.804222956114, 0.804222266481, 0.80250929368
225,0.804222956114, 0.804222266481, 0.80250929368
226,0.804222956114, 0.804222266481, 0.80250929368
227,0.804222956114, 0.804222266481, 0.80250929368
228,0.804222956114, 0.804222266481, 0.80250929368
229,0.804222956114, 0.804222266481, 0.80250929368
230,0.804222956114, 0.804222266481, 0.80250929368
231,0.804222956114, 0.804222266481, 0.80250929368
232,0.804222956114, 0.804222266481, 0.80250929368
233,0.804222956114, 0.804222266481, 0.80250929368
234,0.804222956114, 0.804222266481, 0.80250929368
235,0.804222956114, 0.804222266481, 0.80250929368
236,0.804222956114, 0.804222266481, 0.80250929368
237,0.804222956114, 0.804222266481, 0.80250929368
238,0.804222956114, 0.804222266481, 0.80250929368
239,0.804222956114, 0.804222266481, 0.80250929368
240,0.804222956114, 0.804222266481, 0.80250929368
241,0.804222956114, 0.804222266481, 0.80250929368
242,0.804222956114, 0.804222266481, 0.80250929368
243,0.804222956114, 0.804222266481, 0.80250929368
244,0.804222956114, 0.804222266481, 0.80250929368
245,0.804222956114, 0.804222266481, 0.80250929368
246,0.804222956114, 0.804222266481, 0.80250929368
247,0.804222956114, 0.804222266481, 0.80250929368
248,0.804222956114, 0.804222266481, 0.80250929368
249,0.804222956114, 0.804222266481, 0.80250929368
250,0.804222956114, 0.804222266481, 0.80250929368
