k, cross_val_score, training_score, testing_score
1,0.692895132169, 0.889065923123, 0.707713754647
2,0.602875761787, 0.800438159729, 0.60687732342
3,0.752636760332, 0.83489344752, 0.744423791822
4,0.713603577855, 0.815574586736, 0.703996282528
5,0.780524078533, 0.82135032862, 0.774163568773
6,0.760212854293, 0.814578769169, 0.75092936803
7,0.787495809866, 0.816371240789, 0.781133828996
8,0.77773325218, 0.81338378809, 0.76626394052
9,0.794862373816, 0.808803027285, 0.790892193309
10,0.787491846402, 0.805616411073, 0.779275092937
11,0.796257200062, 0.805815574587, 0.791821561338
12,0.794465562629, 0.804421429994, 0.788568773234
13,0.803029324273, 0.806413065126, 0.792750929368
14,0.799444059771, 0.805815574587, 0.790427509294
15,0.802629330616, 0.806213901613, 0.796468401487
16,0.798448834314, 0.80661222864, 0.795539033457
17,0.803427333036, 0.8060147381, 0.798327137546
18,0.801433314689, 0.805616411073, 0.796468401487
19,0.802430124267, 0.805018920534, 0.800650557621
20,0.80203092267, 0.80541724756, 0.799721189591
21,0.803226143374, 0.804819757021, 0.800650557621
22,0.803026940187, 0.804620593507, 0.799721189591
23,0.804222956114, 0.804421429994, 0.80250929368
24,0.803026941768, 0.804421429994, 0.80250929368
25,0.803426143365, 0.804222266481, 0.80250929368
26,0.803028529051, 0.804222266481, 0.80250929368
27,0.804222956114, 0.804222266481, 0.80250929368
28,0.804222956114, 0.804222266481, 0.80250929368
29,0.804222956114, 0.804222266481, 0.80250929368
30,0.804222956114, 0.804222266481, 0.80250929368
31,0.804222956114, 0.804222266481, 0.80250929368
32,0.804222956114, 0.804222266481, 0.80250929368
33,0.804222956114, 0.804222266481, 0.80250929368
34,0.804222956114, 0.804222266481, 0.80250929368
35,0.804222956114, 0.804222266481, 0.80250929368
36,0.804222956114, 0.804222266481, 0.80250929368
37,0.804222956114, 0.804222266481, 0.80250929368
38,0.804222956114, 0.804222266481, 0.80250929368
39,0.804222956114, 0.804222266481, 0.80250929368
40,0.804222956114, 0.804222266481, 0.80250929368
41,0.804222956114, 0.804222266481, 0.80250929368
42,0.804222956114, 0.804222266481, 0.80250929368
43,0.804222956114, 0.804222266481, 0.80250929368
44,0.804222956114, 0.804222266481, 0.80250929368
45,0.804222956114, 0.804222266481, 0.80250929368
46,0.804222956114, 0.804222266481, 0.80250929368
47,0.804222956114, 0.804222266481, 0.80250929368
48,0.804222956114, 0.804222266481, 0.80250929368
49,0.804222956114, 0.804222266481, 0.80250929368
50,0.804222956114, 0.804222266481, 0.80250929368
51,0.804222956114, 0.804222266481, 0.80250929368
52,0.804222956114, 0.804222266481, 0.80250929368
53,0.804222956114, 0.804222266481, 0.80250929368
54,0.804222956114, 0.804222266481, 0.80250929368
55,0.804222956114, 0.804222266481, 0.80250929368
56,0.804222956114, 0.804222266481, 0.80250929368
57,0.804222956114, 0.804222266481, 0.80250929368
58,0.804222956114, 0.804222266481, 0.80250929368
59,0.804222956114, 0.804222266481, 0.80250929368
60,0.804222956114, 0.804222266481, 0.80250929368
61,0.804222956114, 0.804222266481, 0.80250929368
62,0.804222956114, 0.804222266481, 0.80250929368
63,0.804222956114, 0.804222266481, 0.80250929368
64,0.804222956114, 0.804222266481, 0.80250929368
65,0.804222956114, 0.804222266481, 0.80250929368
66,0.804222956114, 0.804222266481, 0.80250929368
67,0.804222956114, 0.804222266481, 0.80250929368
68,0.804222956114, 0.804222266481, 0.80250929368
69,0.804222956114, 0.804222266481, 0.80250929368
70,0.804222956114, 0.804222266481, 0.80250929368
71,0.804222956114, 0.804222266481, 0.80250929368
72,0.804222956114, 0.804222266481, 0.80250929368
73,0.804222956114, 0.804222266481, 0.80250929368
74,0.804222956114, 0.804222266481, 0.80250929368
75,0.804222956114, 0.804222266481, 0.80250929368
76,0.804222956114, 0.804222266481, 0.80250929368
77,0.804222956114, 0.804222266481, 0.80250929368
78,0.804222956114, 0.804222266481, 0.80250929368
79,0.804222956114, 0.804222266481, 0.80250929368
80,0.804222956114, 0.804222266481, 0.80250929368
81,0.804222956114, 0.804222266481, 0.80250929368
82,0.804222956114, 0.804222266481, 0.80250929368
83,0.804222956114, 0.804222266481, 0.80250929368
84,0.804222956114, 0.804222266481, 0.80250929368
85,0.804222956114, 0.804222266481, 0.80250929368
86,0.804222956114, 0.804222266481, 0.80250929368
87,0.804222956114, 0.804222266481, 0.80250929368
88,0.804222956114, 0.804222266481, 0.80250929368
89,0.804222956114, 0.804222266481, 0.80250929368
90,0.804222956114, 0.804222266481, 0.80250929368
91,0.804222956114, 0.804222266481, 0.80250929368
92,0.804222956114, 0.804222266481, 0.80250929368
93,0.804222956114, 0.804222266481, 0.80250929368
94,0.804222956114, 0.804222266481, 0.80250929368
95,0.804222956114, 0.804222266481, 0.80250929368
96,0.804222956114, 0.804222266481, 0.80250929368
97,0.804222956114, 0.804222266481, 0.80250929368
98,0.804222956114, 0.804222266481, 0.80250929368
99,0.804222956114, 0.804222266481, 0.80250929368
100,0.804222956114, 0.804222266481, 0.80250929368
101,0.804222956114, 0.804222266481, 0.80250929368
102,0.804222956114, 0.804222266481, 0.80250929368
103,0.804222956114, 0.804222266481, 0.80250929368
104,0.804222956114, 0.804222266481, 0.80250929368
105,0.804222956114, 0.804222266481, 0.80250929368
106,0.804222956114, 0.804222266481, 0.80250929368
107,0.804222956114, 0.804222266481, 0.80250929368
108,0.804222956114, 0.804222266481, 0.80250929368
109,0.804222956114, 0.804222266481, 0.80250929368
110,0.804222956114, 0.804222266481, 0.80250929368
111,0.804222956114, 0.804222266481, 0.80250929368
112,0.804222956114, 0.804222266481, 0.80250929368
113,0.804222956114, 0.804222266481, 0.80250929368
114,0.804222956114, 0.804222266481, 0.80250929368
115,0.804222956114, 0.804222266481, 0.80250929368
116,0.804222956114, 0.804222266481, 0.80250929368
117,0.804222956114, 0.804222266481, 0.80250929368
118,0.804222956114, 0.804222266481, 0.80250929368
119,0.804222956114, 0.804222266481, 0.80250929368
120,0.804222956114, 0.804222266481, 0.80250929368
121,0.804222956114, 0.804222266481, 0.80250929368
122,0.804222956114, 0.804222266481, 0.80250929368
123,0.804222956114, 0.804222266481, 0.80250929368
124,0.804222956114, 0.804222266481, 0.80250929368
125,0.804222956114, 0.804222266481, 0.80250929368
126,0.804222956114, 0.804222266481, 0.80250929368
127,0.804222956114, 0.804222266481, 0.80250929368
128,0.804222956114, 0.804222266481, 0.80250929368
129,0.804222956114, 0.804222266481, 0.80250929368
130,0.804222956114, 0.804222266481, 0.80250929368
131,0.804222956114, 0.804222266481, 0.80250929368
132,0.804222956114, 0.804222266481, 0.80250929368
133,0.804222956114, 0.804222266481, 0.80250929368
134,0.804222956114, 0.804222266481, 0.80250929368
135,0.804222956114, 0.804222266481, 0.80250929368
136,0.804222956114, 0.804222266481, 0.80250929368
137,0.804222956114, 0.804222266481, 0.80250929368
138,0.804222956114, 0.804222266481, 0.80250929368
139,0.804222956114, 0.804222266481, 0.80250929368
140,0.804222956114, 0.804222266481, 0.80250929368
141,0.804222956114, 0.804222266481, 0.80250929368
142,0.804222956114, 0.804222266481, 0.80250929368
143,0.804222956114, 0.804222266481, 0.80250929368
144,0.804222956114, 0.804222266481, 0.80250929368
145,0.804222956114, 0.804222266481, 0.80250929368
146,0.804222956114, 0.804222266481, 0.80250929368
147,0.804222956114, 0.804222266481, 0.80250929368
148,0.804222956114, 0.804222266481, 0.80250929368
149,0.804222956114, 0.804222266481, 0.80250929368
150,0.804222956114, 0.804222266481, 0.80250929368
151,0.804222956114, 0.804222266481, 0.80250929368
152,0.804222956114, 0.804222266481, 0.80250929368
153,0.804222956114, 0.804222266481, 0.80250929368
154,0.804222956114, 0.804222266481, 0.80250929368
155,0.804222956114, 0.804222266481, 0.80250929368
156,0.804222956114, 0.804222266481, 0.80250929368
157,0.804222956114, 0.804222266481, 0.80250929368
158,0.804222956114, 0.804222266481, 0.80250929368
159,0.804222956114, 0.804222266481, 0.80250929368
160,0.804222956114, 0.804222266481, 0.80250929368
161,0.804222956114, 0.804222266481, 0.80250929368
162,0.804222956114, 0.804222266481, 0.80250929368
163,0.804222956114, 0.804222266481, 0.80250929368
164,0.804222956114, 0.804222266481, 0.80250929368
165,0.804222956114, 0.804222266481, 0.80250929368
166,0.804222956114, 0.804222266481, 0.80250929368
167,0.804222956114, 0.804222266481, 0.80250929368
168,0.804222956114, 0.804222266481, 0.80250929368
169,0.804222956114, 0.804222266481, 0.80250929368
170,0.804222956114, 0.804222266481, 0.80250929368
171,0.804222956114, 0.804222266481, 0.80250929368
172,0.804222956114, 0.804222266481, 0.80250929368
173,0.804222956114, 0.804222266481, 0.80250929368
174,0.804222956114, 0.804222266481, 0.80250929368
175,0.804222956114, 0.804222266481, 0.80250929368
176,0.804222956114, 0.804222266481, 0.80250929368
177,0.804222956114, 0.804222266481, 0.80250929368
178,0.804222956114, 0.804222266481, 0.80250929368
179,0.804222956114, 0.804222266481, 0.80250929368
180,0.804222956114, 0.804222266481, 0.80250929368
181,0.804222956114, 0.804222266481, 0.80250929368
182,0.804222956114, 0.804222266481, 0.80250929368
183,0.804222956114, 0.804222266481, 0.80250929368
184,0.804222956114, 0.804222266481, 0.80250929368
185,0.804222956114, 0.804222266481, 0.80250929368
186,0.804222956114, 0.804222266481, 0.80250929368
187,0.804222956114, 0.804222266481, 0.80250929368
188,0.804222956114, 0.804222266481, 0.80250929368
189,0.804222956114, 0.804222266481, 0.80250929368
190,0.804222956114, 0.804222266481, 0.80250929368
191,0.804222956114, 0.804222266481, 0.80250929368
192,0.804222956114, 0.804222266481, 0.80250929368
193,0.804222956114, 0.804222266481, 0.80250929368
194,0.804222956114, 0.804222266481, 0.80250929368
195,0.804222956114, 0.804222266481, 0.80250929368
196,0.804222956114, 0.804222266481, 0.80250929368
197,0.804222956114, 0.804222266481, 0.80250929368
198,0.804222956114, 0.804222266481, 0.80250929368
199,0.804222956114, 0.804222266481, 0.80250929368
200,0.804222956114, 0.804222266481, 0.80250929368
201,0.804222956114, 0.804222266481, 0.80250929368
202,0.804222956114, 0.804222266481, 0.80250929368
203,0.804222956114, 0.804222266481, 0.80250929368
204,0.804222956114, 0.804222266481, 0.80250929368
205,0.804222956114, 0.804222266481, 0.80250929368
206,0.804222956114, 0.804222266481, 0.80250929368
207,0.804222956114, 0.804222266481, 0.80250929368
208,0.804222956114, 0.804222266481, 0.80250929368
209,0.804222956114, 0.804222266481, 0.80250929368
210,0.804222956114, 0.804222266481, 0.80250929368
211,0.804222956114, 0.804222266481, 0.80250929368
212,0.804222956114, 0.804222266481, 0.80250929368
213,0.804222956114, 0.804222266481, 0.80250929368
214,0.804222956114, 0.804222266481, 0.80250929368
215,0.804222956114, 0.804222266481, 0.80250929368
216,0.804222956114, 0.804222266481, 0.80250929368
217,0.804222956114, 0.804222266481, 0.80250929368
218,0.804222956114, 0.804222266481, 0.80250929368
219,0.804222956114, 0.804222266481, 0.80250929368
220,0.804222956114, 0.804222266481, 0.80250929368
