@relation '2016_New_Coder_Survey-weka.filters.unsupervised.attribute.NumericToNominal-R5_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1_clustered'

@attribute Instance_number numeric
@attribute '0.72 Income+0.685Age+0.093IsSoftwareDev-0.062IsEthnicMinority' numeric
@attribute -0.767IsSoftwareDev+0.568IsEthnicMinority+0.274Age-0.113Income numeric
@attribute -0.799IsEthnicMinority-0.449IsSoftwareDev+0.284Age-0.28Income numeric
@attribute 0.625Income-0.613Age-0.448IsSoftwareDev-0.185IsEthnicMinority numeric
@attribute Gender {0,1}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12}

@data
1374,-0.643578,0.107849,-1.815342,-1.354828,1,cluster8
1375,-0.2967,-0.135306,-2.222824,-0.456359,1,cluster8
1376,-0.202178,0.556534,1.213915,-0.469335,1,cluster7
1377,2.170828,0.327301,0.49543,1.140535,1,cluster6
1378,4.155343,-1.34544,-0.855188,1.174578,1,cluster3
1379,-1.096436,0.271219,0.948421,0.099739,0,cluster4
1380,-0.578868,-1.219452,0.100188,-0.989083,1,cluster5
1381,2.038401,1.150968,1.705371,-1.514223,1,cluster6
1382,0.462203,-1.476652,-0.440995,0.212642,0,cluster2
1383,-0.830049,0.276812,0.912961,0.181368,1,cluster4
1384,3.044923,-1.880366,-1.445472,2.452614,0,cluster6
1385,-0.659122,-1.584774,-0.413747,0.136563,1,cluster2
1386,-1.205381,0.193782,0.854506,0.304064,0,cluster1
1387,1.041228,2.340625,-0.256364,-1.792249,1,cluster6
1388,1.605477,-0.332828,1.022375,-2.97918,0,cluster6
1389,-0.486139,-1.328413,-0.072163,-0.609848,1,cluster11
1390,-0.223832,-1.369416,-0.17418,-0.382351,0,cluster10
1391,-1.547827,-1.540324,-0.204396,-0.33539,1,cluster10
1392,0.600624,0.147645,0.492827,1.123366,0,cluster9
1393,-0.707054,0.16312,0.728839,0.586853,1,cluster1
1394,0.571468,-1.163099,-0.006487,-0.738437,1,cluster11
1395,-0.348855,0.203479,-1.725537,-1.547436,1,cluster8
1396,-0.837316,-1.367987,-0.07187,-0.615607,1,cluster11
1397,0.47968,1.767136,-0.991972,-0.187588,1,cluster12
1398,-0.627382,-1.306335,-0.017231,-0.732346,1,cluster11
1399,0.258044,0.673528,1.307498,-0.667812,1,cluster7
1400,-0.203874,-1.608702,-0.522659,0.38199,1,cluster2
1401,2.094635,0.858778,1.27464,-0.569015,0,cluster7
1402,-0.731092,0.35581,1.010761,-0.031619,1,cluster4
1403,-0.336704,0.248814,-1.662119,-1.686304,1,cluster8
1404,1.436717,0.819919,1.326089,-0.691403,1,cluster7
1405,2.082835,1.191255,1.756233,-1.625092,1,cluster6
1406,1.571868,-0.285689,-2.745122,0.716016,1,cluster6
1407,1.435022,-1.345317,-0.410485,0.159922,1,cluster2
1408,0.22927,0.111226,0.500968,1.100106,1,cluster9
1409,-0.113378,0.259253,0.770518,0.504119,1,cluster1
1410,0.002419,-1.121382,0.146686,-1.082562,1,cluster5
1411,-0.554709,0.188424,-1.713619,-1.576566,1,cluster8
1412,-0.788802,-1.281103,0.045549,-0.872344,1,cluster11
1413,-1.114683,0.179604,0.819232,0.382726,0,cluster1
1414,-0.521475,1.545764,-1.147747,0.139369,1,cluster0
1415,3.296088,-0.880494,-0.044002,-0.61649,1,cluster6
1416,-0.267107,1.647702,-1.042247,-0.088239,1,cluster0
1417,-1.595083,0.065764,0.733496,0.563704,1,cluster1
1418,-0.428127,0.025053,0.484071,1.127576,1,cluster9
1419,-0.216192,0.133625,0.606075,0.863167,1,cluster9
1420,0.156719,0.217034,0.665472,0.738371,0,cluster9
1421,-0.926184,-1.448562,-0.173593,-0.39387,1,cluster10
1422,-1.461999,-0.049505,0.54545,0.977939,1,cluster9
1423,0.782878,0.827656,1.444095,-0.959659,1,cluster7
1424,-0.57397,0.04785,0.540793,1.001088,1,cluster9
1425,-0.336957,-1.493433,-0.334613,-0.032245,0,cluster2
1426,-0.529414,1.688705,-0.94023,-0.315736,1,cluster12
1427,-1.235919,-1.541846,-0.257561,-0.214282,0,cluster10
1428,-1.001655,1.668056,-0.892851,-0.426494,1,cluster12
1429,-0.46198,0.079463,-1.88597,-1.19733,1,cluster8
1430,0.113614,-0.902597,0.444156,-1.733154,1,cluster5
1431,-1.45384,0.043686,0.678564,0.686202,1,cluster9
1432,-0.610246,0.100754,0.623045,0.82022,1,cluster9
1433,-0.767586,0.172582,0.752381,0.534354,1,cluster1
1434,2.54648,0.646448,0.894478,0.271085,1,cluster6
1435,-1.117914,-1.465825,-0.167169,-0.41075,1,cluster10
1436,-1.603339,1.337007,-1.272133,0.396326,1,cluster0
1437,0.649356,0.470661,0.950878,0.119788,1,cluster4
1438,-1.235748,0.198529,0.866316,0.277727,1,cluster1
1439,1.21285,-1.546755,-0.664795,0.714266,0,cluster3
1440,-0.760685,-1.427198,-0.169816,-0.39974,1,cluster10
1441,0.268368,-1.588053,-0.570038,0.492749,1,cluster2
1442,4.612143,-0.566644,0.193732,-1.118554,1,cluster6
1443,0.831392,0.91454,1.561513,-1.216396,1,cluster7
1444,-0.747409,0.169428,0.744534,0.551853,1,cluster1
1445,-0.066491,-1.441243,-0.303517,-0.096484,0,cluster10
1446,-0.57783,0.237387,0.814868,0.400115,0,cluster1
1447,-0.957221,1.708343,-0.841989,-0.537363,1,cluster12
1448,-0.553671,1.645263,-0.998939,-0.187367,1,cluster0
1449,-0.016501,0.574744,1.209844,-0.457705,1,cluster7
1450,-1.243907,0.105337,0.733203,0.569464,0,cluster1
1451,-1.296378,1.572425,-0.982657,-0.233886,0,cluster0
1452,0.439642,0.645142,1.23687,-0.510314,1,cluster7
1453,1.157873,0.438406,0.821248,0.411414,1,cluster4
1454,-0.537475,0.231079,0.799173,0.435115,1,cluster1
1455,-1.341972,-1.525268,-0.216314,-0.306261,1,cluster10
1456,-0.379915,0.395384,1.010467,-0.02586,1,cluster4
1457,-0.117827,0.118249,0.567819,0.948478,1,cluster9
1458,-0.098688,-1.341744,-0.154708,-0.42322,0,cluster10
1459,-0.044935,1.849141,-0.787938,-0.642582,1,cluster12
1460,-0.331499,1.846701,-0.74463,-0.741711,1,cluster12
1461,-0.42435,0.355096,0.959606,0.085009,1,cluster4
1462,-0.994875,-1.532291,-0.283165,-0.154633,1,cluster10
1463,0.455959,0.831525,1.503098,-1.093787,1,cluster7
1464,-0.138321,1.249705,-1.637481,1.218706,0,cluster6
1465,-0.226873,0.040828,0.473943,1.152716,1,cluster9
1466,-0.034295,-1.540743,-0.452326,0.230252,1,cluster2
1467,-0.367897,0.299038,0.869506,0.283377,0,cluster1
1468,-0.002099,-1.640242,-0.601134,0.556988,1,cluster2
1469,-0.715091,1.670495,-0.936159,-0.327366,0,cluster12
1470,-0.942282,-1.398812,-0.099189,-0.557238,1,cluster10
1471,1.217148,-1.264027,-0.257606,-0.178444,1,cluster10
1472,0.685534,1.782192,-1.00389,-0.158458,1,cluster12
1473,4.124185,0.210898,0.0083,2.237041,1,cluster6
1474,0.172938,1.767851,-0.940817,-0.304216,1,cluster12
1475,0.966543,-0.191068,-2.509697,0.191022,0,cluster8
1476,-1.195393,0.192221,0.850621,0.312727,1,cluster1
1477,-0.138921,0.265131,-1.670898,-1.664175,1,cluster8
1478,0.507797,1.621041,-1.207337,0.285016,1,cluster0
1479,-0.41641,0.212155,0.752088,0.540113,1,cluster1
1480,-0.756606,-1.380603,-0.10326,-0.545608,1,cluster10
1481,-0.437845,-1.477663,-0.295376,-0.119744,1,cluster10
1482,-1.272341,1.379734,-1.264579,0.384586,0,cluster0
1483,-0.150023,0.217748,0.716627,0.621742,1,cluster1
1484,-1.070249,0.219892,0.870093,0.271857,1,cluster1
1485,-0.772923,-1.566985,-0.369487,0.037865,1,cluster2
1486,-1.530471,0.102898,0.776511,0.470335,1,cluster1
1487,-0.639912,-1.304377,-0.012358,-0.743213,1,cluster11
1488,0.096186,0.226496,0.689014,0.685871,0,cluster1
1489,2.165393,-0.047832,-2.498953,0.184932,1,cluster6
1490,-1.554826,1.42389,-1.154714,0.139589,1,cluster0
1491,0.680076,-1.557942,-0.593874,0.551008,1,cluster2
1492,-1.196607,-1.453524,-0.136564,-0.478999,1,cluster10
1493,-0.809199,-1.514082,-0.287235,-0.143003,1,cluster10
1494,-0.941025,0.294159,0.956122,0.085119,0,cluster4
1495,-0.270869,0.472805,1.104344,-0.230097,0,cluster4
1496,0.921987,-1.831923,-1.028675,1.507846,1,cluster3
1497,-0.332659,-1.210705,0.072575,-0.924954,1,cluster11
1498,0.793202,-1.433925,-0.433441,0.200902,0,cluster2
1499,-0.0096,-1.025036,0.287647,-1.391798,1,cluster5
1500,-0.183477,-1.375724,-0.189875,-0.347351,0,cluster10
1501,-0.788802,-1.281103,0.045549,-0.872344,1,cluster11
1502,-1.776997,1.222452,-1.409024,0.693933,0,cluster0
1503,-0.688134,-1.533006,-0.33432,-0.038004,1,cluster2
1504,-1.171136,0.235662,0.909331,0.184358,1,cluster1
1505,-0.456765,0.218463,0.767783,0.505114,1,cluster1
1506,-0.610027,0.336886,0.963676,0.073379,0,cluster4
1507,0.143881,-0.907328,0.432385,-1.706905,1,cluster5
1508,1.273504,0.044349,-2.220221,-0.43919,0,cluster8
1509,-1.06209,0.313083,1.003207,-0.019879,1,cluster4
1510,-0.387855,0.538325,1.217985,-0.480964,1,cluster7
1511,-0.650644,0.059836,0.570613,0.934589,1,cluster9
1512,0.679403,0.229798,0.598475,0.892879,0,cluster9
1513,-0.215673,-1.276224,-0.041067,-0.674087,0,cluster11
1514,-0.832198,0.135448,0.709367,0.627723,0,cluster1
1515,0.786754,-1.858017,-1.044223,1.539966,1,cluster3
1516,-0.202397,0.320402,0.873283,0.277507,1,cluster1
1517,1.905317,1.266237,1.893417,-1.928458,1,cluster6
1518,1.267138,0.75196,1.255755,-0.539664,1,cluster7
1519,-0.344775,0.250075,-1.65898,-1.693304,1,cluster8
1520,-0.303601,1.464474,-1.300627,0.477735,1,cluster0
1521,-1.29242,0.018454,0.615784,0.8262,1,cluster9
1522,-0.852376,0.138602,0.717214,0.610223,0,cluster1
1523,-0.034295,-1.540743,-0.452326,0.230252,0,cluster2
1524,1.053564,1.115978,1.815823,-1.77074,1,cluster6
1525,-0.824137,1.593074,-1.030035,-0.123128,0,cluster0
1526,-0.941025,0.294159,0.956122,0.085119,0,cluster4
1527,0.730504,0.93031,1.600751,-1.303895,0,cluster7
1528,-0.63962,-1.446122,-0.216901,-0.294741,1,cluster10
1529,-0.268266,-1.409703,-0.225042,-0.271482,1,cluster10
1530,1.111962,-1.530985,-0.625557,0.626767,1,cluster3
1531,1.443618,-0.779861,0.403891,-1.625496,1,cluster6
1532,-0.166219,1.631932,-1.081484,-0.00074,1,cluster0
1533,0.403147,0.461914,0.978491,0.055659,1,cluster4
1534,0.302259,0.477684,1.017728,-0.03184,0,cluster4
1535,-0.651736,0.014657,-1.948456,-1.063092,0,cluster8
1536,-0.250911,0.233518,0.755865,0.534243,1,cluster1
1537,0.511276,0.683063,-1.174197,-2.743732,1,cluster6
1538,0.148779,0.359975,0.87299,0.283266,1,cluster4
1539,-1.086566,0.033509,0.603866,0.85533,1,cluster9
1540,0.100484,0.509224,1.096203,-0.206838,1,cluster4
1541,-0.276425,-1.502895,-0.358156,0.020255,1,cluster2
1542,0.523895,1.571291,-1.281742,0.448384,0,cluster0
1543,-0.123164,-1.621318,-0.554049,0.451989,0,cluster2
1544,-0.190378,0.224056,0.732322,0.586743,1,cluster1
1545,-0.359738,0.39223,1.00262,-0.00836,1,cluster4
1546,-0.667737,-1.300027,-0.001536,-0.767346,1,cluster11
1547,1.23924,1.134187,1.811752,-1.75911,1,cluster6
1548,-0.904925,0.05235,0.601365,0.86346,1,cluster9
1549,-0.723371,-0.023263,0.462612,1.170326,1,cluster9
1550,-1.293459,-1.438385,-0.098896,-0.562998,1,cluster10
1551,1.01277,0.650021,1.150255,-0.312057,0,cluster7
1552,-0.262711,0.565996,1.237457,-0.521834,1,cluster7
1553,2.663465,0.580929,0.780836,0.521952,1,cluster6
1554,-1.208669,-1.404406,-0.063729,-0.638867,1,cluster11
1555,-0.472644,0.504345,1.182818,-0.405095,1,cluster7
1556,-0.965282,0.250718,0.897413,0.213488,1,cluster1
1557,0.542596,-0.360966,-2.685532,0.570368,1,cluster6
1558,1.354969,-0.624304,0.642799,-2.1506,1,cluster6
1559,-0.408252,0.305346,0.885201,0.248377,1,cluster4
1560,2.69996,0.764157,1.039216,-0.044021,1,cluster7
1561,-0.175537,-1.518665,-0.397393,0.107754,0,cluster2
1562,1.085224,1.908648,-0.886765,-0.409436,1,cluster12
1563,4.205771,1.142812,1.339436,-0.680324,1,cluster6
1564,0.883011,1.467923,-1.489553,0.909249,0,cluster0
1565,-0.385515,-1.627542,-0.520158,0.37386,1,cluster2
1566,-0.291965,-1.547699,-0.420255,0.156183,1,cluster2
1567,-0.231771,-1.226475,0.033337,-0.837455,1,cluster11
1568,-0.747409,0.169428,0.744534,0.551853,1,cluster1
1569,1.650292,0.455901,0.766022,0.539672,1,cluster6
1570,-1.037456,-1.336702,0.005969,-0.789188,1,cluster11
1571,1.83167,0.191383,0.354763,1.444011,1,cluster6
1572,0.657515,0.563852,1.083991,-0.171949,1,cluster7
1573,0.728809,-1.234926,-0.135824,-0.45257,1,cluster10
1574,2.498185,0.795697,1.117691,-0.219019,1,cluster7
1575,-0.262711,0.565996,1.237457,-0.521834,1,cluster7
1576,-0.183477,-1.375724,-0.189875,-0.347351,1,cluster10
1577,0.960177,0.516542,0.966279,0.090548,1,cluster4
1578,1.868822,1.083009,1.635037,-1.362485,1,cluster6
1579,-0.965282,0.250718,0.897413,0.213488,1,cluster1
1580,-0.215673,-1.276224,-0.041067,-0.674087,1,cluster11
1581,-1.001558,0.303621,0.979665,0.03262,0,cluster4
1582,3.724398,1.448876,-1.981341,2.028904,1,cluster6
1583,-0.785039,-0.106206,-2.101042,-0.730486,1,cluster8
1584,-0.678718,0.253157,0.854105,0.312616,0,cluster1
1585,-0.598227,0.004409,0.482084,1.129456,0,cluster9
1586,-0.533396,0.277675,0.865729,0.289247,1,cluster1
1587,1.42812,0.254463,0.511712,1.094016,1,cluster9
1588,0.253965,0.626933,1.240941,-0.521944,1,cluster7
1589,0.967079,-1.083238,0.044081,-0.843546,1,cluster5
1590,0.552329,0.296894,0.71604,0.633262,1,cluster1
1591,-0.308621,-1.403395,-0.209347,-0.306481,1,cluster10
1592,-0.009819,-1.261169,-0.052985,-0.644957,1,cluster11
1593,-0.083975,-1.58021,-0.501147,0.336571,1,cluster2
1594,0.435343,0.362414,0.829682,0.382395,1,cluster1
1595,1.079888,0.169081,-2.008633,-0.905924,0,cluster8
1596,0.16478,1.674659,-1.07393,-0.01248,1,cluster0
1597,-0.319602,0.149789,0.646294,0.773481,1,cluster9
1598,0.213172,0.160976,0.575373,0.936738,1,cluster9
1599,0.443404,1.82004,-0.90972,-0.368456,0,cluster12
1600,1.598137,0.794687,1.263309,-0.551404,0,cluster7
1601,0.306339,0.524279,1.084285,-0.177708,0,cluster4
1602,-0.614325,0.054158,0.556488,0.966088,1,cluster9
1603,-0.540079,-0.051914,0.391325,1.329294,1,cluster9
1604,0.148681,1.724409,-0.999526,-0.175848,1,cluster12
1605,-0.954618,-0.174165,-2.171375,-0.578747,0,cluster8
1606,-0.481241,-0.061111,0.368442,1.380323,1,cluster9
1607,0.861893,-1.350196,-0.32387,-0.038335,1,cluster10
1608,-0.057294,0.108787,0.544276,1.000978,1,cluster9
1609,0.769066,0.1232,-2.024034,-0.876685,1,cluster8
1610,-1.28144,-1.534731,-0.239857,-0.253761,1,cluster10
1611,-1.146967,0.184651,0.831788,0.354726,1,cluster1
1612,-1.033037,-1.337393,0.004251,-0.785355,1,cluster11
1613,0.637118,0.330874,0.751207,0.557393,1,cluster1
1614,-1.269421,-1.631076,-0.380818,0.055475,1,cluster2
1615,-0.856411,0.139233,0.718784,0.606723,0,cluster1
1616,-0.287187,0.286422,0.838116,0.353376,1,cluster1
1617,0.288764,-1.355075,-0.237254,-0.236593,1,cluster10
1618,-0.614369,0.006932,0.488361,1.115457,1,cluster9
1619,0.556627,0.579623,1.123229,-0.259447,0,cluster7
1620,-1.248084,1.423176,-1.20587,0.256218,1,cluster0
1621,1.011196,0.085352,-2.118204,-0.666687,1,cluster8
1622,-0.392153,0.255597,0.810797,0.411745,1,cluster1
1623,-0.0208,0.292016,0.802656,0.435005,1,cluster1
1624,-0.624319,0.244654,0.832948,0.359796,1,cluster1
1625,3.361081,-0.094918,-0.308202,2.919863,1,cluster6
1626,1.436717,0.819919,1.326089,-0.691403,1,cluster7
1627,-0.033135,1.516663,-1.26953,0.413495,1,cluster0
1628,-1.316556,1.575579,-0.974809,-0.251386,1,cluster0
1629,-0.433766,-1.431067,-0.228819,-0.265612,0,cluster10
1630,-0.985776,1.382174,-1.307887,0.483715,0,cluster0
1631,1.234638,-1.597394,-0.741412,0.882568,1,cluster3
1632,-0.509139,0.321116,0.924439,0.160878,1,cluster4
1633,0.854392,-0.73499,0.564911,-1.987122,1,cluster6
1634,0.160579,0.027497,0.391397,1.339344,1,cluster9
1635,0.05605,0.468936,1.045341,-0.095969,1,cluster4
1636,-1.041913,0.309929,0.99536,-0.00238,1,cluster4
1637,0.197074,0.210726,0.649777,0.77337,0,cluster9
1638,4.729348,-0.396032,0.420722,-1.614528,1,cluster6
1639,0.56039,1.75452,-1.023362,-0.117589,1,cluster12
1640,-1.20786,1.275188,-1.425944,0.739322,1,cluster0
1641,-0.918026,-1.35537,-0.04048,-0.685606,1,cluster11
1642,-0.743329,0.216023,0.811091,0.405985,0,cluster1
1643,0.276429,-0.130427,-2.30944,-0.258102,1,cluster8
1644,-0.872553,0.141756,0.725062,0.592723,1,cluster1
1645,-0.492919,1.871933,-0.68185,-0.881709,1,cluster12
1646,1.957253,0.691319,1.055498,-0.09054,1,cluster7
1647,0.843192,0.582062,1.079921,-0.160319,1,cluster7
1648,-0.779824,0.032795,0.552711,0.971958,1,cluster9
1649,-0.198318,0.366997,0.93984,0.131638,0,cluster4
1650,-0.897946,0.00591,-1.920843,-1.127221,1,cluster8
1651,-0.795703,0.318677,0.967747,0.061749,1,cluster4
1652,-0.864395,0.234948,0.858175,0.300987,1,cluster1
1653,0.595189,-0.227487,-2.501556,0.167763,0,cluster8
1654,-0.889787,0.099101,-1.787729,-1.418957,1,cluster8
1655,-0.833236,-1.321391,-0.005313,-0.761476,1,cluster11
1656,-0.982637,-1.392504,-0.083494,-0.592238,1,cluster11
1657,-1.06617,0.266488,0.93665,0.125989,1,cluster4
1658,-0.121687,0.307786,0.841893,0.347506,1,cluster1
1659,-1.461965,1.456608,-1.122687,0.07072,0,cluster0
1660,-1.053262,-0.111512,-2.064867,-0.813707,1,cluster8
1661,-1.329822,-1.479934,-0.152896,-0.445129,1,cluster10
1662,-1.607189,0.067657,0.738205,0.553204,0,cluster1
1663,-0.355659,0.438825,1.069177,-0.154228,1,cluster4
1664,-1.139038,1.500597,-1.111994,0.05198,1,cluster0
1665,-0.880493,0.284697,0.93258,0.137619,0,cluster4
1666,0.58339,0.10499,-2.019964,-0.888314,1,cluster8
1667,-1.087604,-1.42333,-0.110814,-0.533868,0,cluster10
1668,-0.222575,0.323556,0.881131,0.260007,0,cluster4
1669,-0.452686,0.265059,0.834339,0.359246,1,cluster1
1670,-0.916889,-0.227296,-2.254192,-0.39662,1,cluster8
1671,-0.069532,-0.031,0.344606,1.438582,1,cluster9
1672,0.96278,-1.365966,-0.363107,0.049164,1,cluster2
1673,2.013049,-0.073136,-0.056496,2.34835,1,cluster6
1674,-0.399201,-1.15307,0.166598,-1.132071,1,cluster5
1675,-1.829371,1.325106,-1.252368,0.349697,0,cluster0
1676,-0.926857,0.339178,1.018755,-0.051999,1,cluster4
1677,-0.674736,1.664187,-0.951854,-0.292366,1,cluster12
1678,-0.675896,-1.393219,-0.13465,-0.475609,1,cluster10
1679,0.011397,0.192516,0.653848,0.761741,1,cluster9
1680,0.085059,-1.228766,-0.021742,-0.712077,1,cluster11
1681,-0.517254,0.275151,0.859451,0.303246,1,cluster1
1682,-0.688134,-1.533006,-0.33432,-0.038004,1,cluster2
1683,0.128382,0.126996,0.540206,1.012607,1,cluster9
1684,-1.655615,0.075226,0.757039,0.511204,0,cluster1
1685,-0.363696,1.946201,-0.595821,-1.068447,1,cluster12
1686,-0.0208,0.292016,0.802656,0.435005,1,cluster1
1687,-1.208669,-1.404406,-0.063729,-0.638867,1,cluster11
1688,2.232017,1.026236,1.493783,-1.047489,0,cluster7
1689,-0.881028,1.176867,-1.621199,1.172187,0,cluster6
1690,-1.276201,1.569271,-0.990504,-0.216387,1,cluster0
1691,1.236888,-1.739446,-0.946717,1.332738,1,cluster3
1692,-0.135182,-1.524973,-0.413088,0.142753,1,cluster2
1693,-0.521475,1.545764,-1.147747,0.139369,1,cluster0
1694,0.637118,0.330874,0.751207,0.557393,1,cluster1
1695,0.601183,2.220477,-0.357794,-1.576271,1,cluster6
1696,0.460038,0.878121,1.569654,-1.239656,1,cluster7
1697,-0.687914,-1.296873,0.006312,-0.784845,1,cluster11
1698,-0.78096,-0.05961,-2.034485,-0.876354,1,cluster8
1699,-0.662619,0.203407,0.779701,0.475984,1,cluster1
1700,0.580227,-0.085333,0.160043,1.852707,1,cluster6
1701,-0.3245,-1.117513,0.205688,-1.21669,1,cluster5
1702,-0.432508,0.261905,0.826492,0.376745,1,cluster1
1703,1.928698,0.365149,0.5896,0.930538,1,cluster6
1704,2.275794,0.358127,0.52275,1.082166,1,cluster6
1705,1.12922,1.476671,-1.517166,0.973378,1,cluster6
1706,-1.231669,0.245124,0.932873,0.131859,1,cluster4
1707,1.073522,0.876691,1.467344,-1.006399,1,cluster7
1708,0.419245,0.412164,0.904086,0.219027,1,cluster4
1709,-0.756606,-1.380603,-0.10326,-0.545608,1,cluster10
1710,-0.41641,0.212155,0.752088,0.540113,1,cluster1
1711,-1.321795,-1.528422,-0.224162,-0.288761,1,cluster10
1712,0.358932,0.657758,1.26826,-0.580313,1,cluster7
1713,0.426366,-0.951484,0.32252,-1.461908,1,cluster5
1714,-0.684596,0.443009,1.128964,-0.290106,1,cluster4
1715,-0.700021,-1.294981,0.01102,-0.795345,1,cluster11
1716,-0.046533,-1.68053,-0.651996,0.667857,1,cluster3
1717,-0.167335,-1.378247,-0.196153,-0.333351,0,cluster10
1718,0.564786,0.672814,1.256342,-0.551184,0,cluster7
1719,-1.148356,-1.65,-0.427903,0.160473,1,cluster2
1720,-0.667737,-1.300027,-0.001536,-0.767346,1,cluster11
1721,-1.207729,1.416868,-1.221565,0.291217,0,cluster0
1722,-0.089491,0.208286,0.693085,0.674242,0,cluster1
1723,-1.273379,-0.077105,-1.979259,-1.004612,1,cluster8
1724,-0.191636,-1.468915,-0.322989,-0.055614,1,cluster2
1725,-0.831979,0.371581,1.049998,-0.119118,1,cluster4
1726,-0.925025,1.608844,-0.990798,-0.210627,1,cluster0
1727,-1.144862,0.278788,0.967255,0.05774,1,cluster4
1728,-0.614106,0.290291,0.897119,0.219247,1,cluster4
1729,-0.521475,1.545764,-1.147747,0.139369,1,cluster0
1730,0.203975,-1.389054,-0.272421,-0.160723,1,cluster10
1731,0.478204,-0.161968,-2.387915,-0.083104,1,cluster8
1732,-1.1268,1.640384,-0.912323,-0.385625,1,cluster12
1733,2.129434,-1.12323,-0.203554,-0.283663,0,cluster6
1734,-0.98138,0.300467,0.971817,0.05012,1,cluster4
1735,-0.215673,-1.276224,-0.041067,-0.674087,0,cluster11
1736,-1.728571,1.214883,-1.427858,0.735932,1,cluster0
1737,-0.08143,1.665912,-1.046317,-0.076609,1,cluster0
1738,1.480713,0.387942,0.695688,0.691411,1,cluster6
1739,1.647089,1.353835,2.061991,-2.301823,1,cluster6
1740,-0.707151,1.527554,-1.143677,0.127739,1,cluster0
1741,-0.3197,1.514223,-1.226222,0.314367,0,cluster0
1742,-0.662619,0.203407,0.779701,0.475984,1,cluster1
1743,1.074195,-0.911048,0.274995,-1.34827,1,cluster5
1744,-1.55872,0.107313,0.787497,0.445835,1,cluster1
1745,-0.593928,0.287137,0.889272,0.236747,1,cluster1
1746,-1.438878,-0.098468,-1.983036,-0.998742,1,cluster8
1747,-0.997697,0.114085,0.70559,0.633593,0,cluster1
1748,0.536231,0.346644,0.790445,0.469894,1,cluster1
1749,-0.655718,-1.396373,-0.142497,-0.458109,0,cluster10
1750,0.103087,-1.373284,-0.233183,-0.248222,1,cluster10
1751,-0.25885,0.376459,0.963383,0.079139,1,cluster4
1752,-0.518336,-1.228914,0.076645,-0.936584,0,cluster11
1753,-0.372293,1.380744,-1.410198,0.716972,1,cluster0
1754,-0.08237,-1.155361,0.111519,-1.006693,0,cluster5
1755,-0.242971,0.090577,0.548347,0.989348,1,cluster9
1756,0.790599,0.448583,0.895945,0.242286,1,cluster4
1757,-0.22814,-0.193256,-2.317632,-0.247492,1,cluster8
1758,-0.856236,0.328139,0.991289,0.00925,0,cluster4
1759,1.620698,-1.327107,-0.414556,0.171552,1,cluster2
1760,-0.553119,0.422458,1.07783,-0.176078,0,cluster4
1761,-0.627382,-1.306335,-0.017231,-0.732346,1,cluster11
1762,-1.094506,0.17645,0.811384,0.400226,1,cluster1
1763,0.474441,-1.336865,-0.241324,-0.224963,0,cluster10
1764,1.109359,0.351523,0.703829,0.668151,1,cluster1
1765,1.03637,-0.014934,0.187069,1.800098,1,cluster6
1766,-1.150959,0.232508,0.901483,0.201858,1,cluster1
1767,1.420619,0.869669,1.400493,-0.854771,1,cluster7
1768,0.539993,1.521542,-1.356146,0.611753,1,cluster0
1769,-0.428648,0.072368,0.552417,0.977718,1,cluster9
1770,0.33006,1.459891,-1.410785,0.728491,1,cluster0
1771,-1.001655,1.668056,-0.892851,-0.426494,1,cluster12
1772,0.155899,-1.003673,0.291424,-1.397669,1,cluster5
1773,0.548469,0.486431,0.990115,0.032289,1,cluster4
1774,-0.23607,-1.509203,-0.373851,0.055254,1,cluster2
1775,0.544292,1.80427,-0.948958,-0.280957,1,cluster12
1776,0.330201,0.142683,0.529857,1.038237,1,cluster9
1777,-0.958381,-1.349062,-0.024785,-0.720606,1,cluster11
1778,0.187877,-1.339305,-0.198016,-0.324091,0,cluster10
1779,-1.197824,1.651486,-0.8847,-0.447224,1,cluster12
1780,-1.06209,0.313083,1.003207,-0.019879,1,cluster4
1781,-0.139086,-1.382663,-0.20714,-0.308851,1,cluster10
1782,-1.06617,0.266488,0.93665,0.125989,1,cluster4
1783,-1.612438,-1.577458,-0.247411,-0.242021,1,cluster10
1784,-0.857493,-1.364832,-0.064022,-0.633107,1,cluster11
1785,1.479577,0.295537,-1.891508,-1.156902,1,cluster6
1786,-0.267107,1.647702,-1.042247,-0.088239,0,cluster0
1787,0.439642,0.645142,1.23687,-0.510314,1,cluster7
1788,-0.113626,1.765411,-0.897509,-0.403345,1,cluster12
1789,-0.158182,0.124557,0.583514,0.913479,1,cluster9
1790,0.502339,-1.719093,-0.797321,0.994483,1,cluster3
1791,0.026238,-1.550205,-0.475868,0.282751,1,cluster2
1792,1.129756,0.584501,1.036613,-0.06119,1,cluster7
1793,-0.795922,0.082545,0.627115,0.80859,1,cluster9
1794,0.040171,0.754818,1.460377,-1.006178,1,cluster7
1795,-1.159117,0.139317,0.76837,0.493594,0,cluster1
1796,2.05814,0.675549,1.01626,-0.003041,1,cluster7
1797,-0.747409,0.169428,0.744534,0.551853,1,cluster1
1798,2.286775,-1.195058,-0.332891,0.002204,1,cluster6
1799,-0.860632,1.409845,-1.288415,0.442845,1,cluster0
