@relation '2016_New_Coder_Survey-weka.filters.unsupervised.attribute.NumericToNominal-R5_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1_clustered'

@attribute Instance_number numeric
@attribute '0.72 Income+0.685Age+0.093IsSoftwareDev-0.062IsEthnicMinority' numeric
@attribute -0.767IsSoftwareDev+0.568IsEthnicMinority+0.274Age-0.113Income numeric
@attribute -0.799IsEthnicMinority-0.449IsSoftwareDev+0.284Age-0.28Income numeric
@attribute 0.625Income-0.613Age-0.448IsSoftwareDev-0.185IsEthnicMinority numeric
@attribute Gender {0,1}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12}

@data
3064,-1.050169,1.581172,-1.01027,-0.169757,1,cluster0
3065,0.475917,0.592239,1.154619,-0.329447,0,cluster7
3066,-0.65082,-0.12907,0.298108,1.532062,1,cluster9
3067,-0.238673,0.373305,0.955535,0.096639,1,cluster4
3068,-0.129846,0.214594,0.70878,0.639242,1,cluster1
3069,-0.311541,1.607415,-1.093109,0.02263,0,cluster0
3070,-1.027169,-0.068357,-2.006872,-0.940483,1,cluster8
3071,-1.696068,1.445969,-1.099782,0.017091,1,cluster0
3072,-1.025815,0.26018,0.920955,0.160988,1,cluster4
3073,0.066812,-1.320381,-0.150932,-0.42909,1,cluster10
3074,-0.892512,0.381043,1.073541,-0.171618,1,cluster4
3075,-0.64254,1.564688,-1.100663,0.03437,0,cluster0
3076,1.077163,0.451022,0.852637,0.341415,1,cluster4
3077,-1.644766,-1.619638,-0.302981,-0.120653,1,cluster2
3078,-0.522732,-0.147208,-2.203059,-0.502988,0,cluster8
3079,3.553659,-1.676489,-1.23447,1.997399,1,cluster3
3080,1.973351,0.641569,0.981094,0.072828,1,cluster7
3081,-0.72325,1.577304,-1.069273,-0.035629,0,cluster0
3082,0.224372,-1.156076,0.060363,-0.890065,1,cluster5
3083,1.503713,-1.261588,-0.300914,-0.079315,1,cluster10
3084,-1.405327,0.130569,0.795983,0.429465,0,cluster1
3085,-0.502238,-1.278664,0.002241,-0.773216,1,cluster11
3086,-0.97869,-1.487588,-0.221316,-0.290001,1,cluster10
3087,-0.203874,-1.608702,-0.522659,0.38199,1,cluster2
3088,-0.452686,0.265059,0.834339,0.359246,1,cluster1
3089,3.808027,-1.57455,-1.12897,1.769791,1,cluster3
3090,1.193013,0.293098,-1.8482,-1.25603,1,cluster8
3091,0.249666,0.344205,0.833752,0.370765,0,cluster1
3092,-1.390398,-1.517699,-0.19748,-0.34826,1,cluster10
3093,-1.019011,0.024834,-1.873758,-1.232219,1,cluster8
3094,3.191502,-0.162877,-0.378536,3.071601,1,cluster6
3095,-0.343859,0.106347,0.587584,0.901849,1,cluster9
3096,-1.223827,1.466618,-1.14716,0.127849,0,cluster0
3097,-0.894305,-0.419759,-2.535549,0.220593,1,cluster8
3098,-0.0208,0.292016,0.802656,0.435005,1,cluster1
3099,-0.254771,0.423055,1.029939,-0.066729,1,cluster4
3100,-0.449645,-1.145185,0.186217,-1.175821,1,cluster5
3101,2.530381,0.696198,0.968882,0.107717,1,cluster6
3102,-0.222453,1.924122,-0.650753,-0.945948,0,cluster12
3103,-0.715212,0.069928,0.595725,0.87859,1,cluster9
3104,0.603665,-1.262598,-0.155295,-0.411701,1,cluster10
3105,-0.676212,-0.264917,-2.347797,-0.187882,1,cluster8
3106,1.152756,-1.065028,0.040011,-0.831916,0,cluster5
3107,-0.662619,0.203407,0.779701,0.475984,0,cluster1
3108,-1.467117,-1.55294,-0.235786,-0.265391,1,cluster10
3109,0.208273,-1.106326,0.134768,-1.053433,1,cluster5
3110,0.285625,1.419603,-1.461647,0.83936,1,cluster0
3111,-1.130781,0.229354,0.893636,0.219358,0,cluster1
3112,-0.384214,0.112656,0.603279,0.86685,0,cluster9
3113,-0.210337,0.463343,1.080801,-0.177598,1,cluster4
3114,-1.167276,0.046125,0.635256,0.785331,1,cluster9
3115,-1.039529,-1.808711,-0.674658,0.703077,1,cluster3
3116,-0.967212,0.345486,1.03445,-0.086999,1,cluster4
3117,-0.977739,-0.125202,0.357111,1.397933,1,cluster9
3118,0.262124,0.720124,1.374054,-0.813681,1,cluster7
3119,2.085,-1.163517,-0.254416,-0.172794,1,cluster6
3120,2.157332,-1.505457,-0.759551,0.935782,1,cluster3
3121,-1.072398,0.078528,0.666499,0.718212,1,cluster9
3122,-1.03815,1.484827,-1.151231,0.139479,1,cluster0
3123,-0.470041,-1.378163,-0.146568,-0.44648,0,cluster10
3124,0.399068,0.415318,0.911934,0.201527,1,cluster4
3125,-0.828119,0.182044,0.775924,0.481854,1,cluster1
3126,0.641335,-0.5181,-2.928363,1.104222,0,cluster6
3127,-1.001558,0.303621,0.979665,0.03262,1,cluster4
3128,0.831392,0.91454,1.561513,-1.216396,1,cluster7
3129,0.116583,0.459474,1.021798,-0.04347,1,cluster4
3130,0.164877,0.310225,0.798586,0.446634,1,cluster1
3131,-1.354089,-0.064489,-1.947869,-1.074611,1,cluster8
3132,-1.364972,0.124261,0.780288,0.464465,1,cluster1
3133,-0.24787,-1.176725,0.107742,-1.000823,1,cluster5
3134,5.249446,-0.996897,-0.531132,0.480016,1,cluster6
3135,-1.475275,-1.646131,-0.3689,0.026345,1,cluster2
3136,0.758402,0.548082,1.044754,-0.08445,1,cluster4
3137,-0.436685,1.579743,-1.112581,0.0635,0,cluster0
3138,-1.013796,0.163834,0.779994,0.470225,1,cluster1
3139,2.056445,-1.489687,-0.720314,0.848283,1,cluster3
3140,2.573778,-0.720353,0.305064,-1.39235,1,cluster6
3141,-0.392153,0.255597,0.810797,0.411745,1,cluster1
3142,0.389652,-1.370845,-0.276491,-0.149094,1,cluster10
3143,-0.993618,0.16068,0.772147,0.487724,0,cluster1
3144,-0.413658,-1.29251,-0.032209,-0.696392,1,cluster11
3145,0.656039,-1.365251,-0.311952,-0.067465,1,cluster10
3146,-0.700284,-1.57834,-0.397738,0.100864,1,cluster2
3147,1.892324,1.782487,-1.200664,0.290556,1,cluster6
3148,0.127344,-1.329843,-0.174474,-0.376591,1,cluster10
3149,0.161138,2.100328,-0.459224,-1.360294,1,cluster12
3150,-0.112899,-1.433989,-0.285468,-0.136734,1,cluster10
3151,-0.852473,1.503037,-1.155301,0.151109,1,cluster0
3152,0.951581,-0.048914,0.151902,1.875967,1,cluster6
3153,0.015695,0.475244,1.061036,-0.130969,1,cluster4
3154,1.464615,0.437692,0.770092,0.528043,1,cluster6
3155,-0.432727,0.025772,0.48586,1.123586,1,cluster9
3156,-1.098541,0.177081,0.812954,0.396726,1,cluster1
3157,0.018298,-1.407264,-0.26835,-0.172353,1,cluster10
3158,-0.013898,-1.307764,-0.119542,-0.499089,1,cluster10
3159,-0.892512,0.381043,1.073541,-0.171618,1,cluster4
3160,-0.494079,-1.185472,0.135355,-1.064952,1,cluster5
3161,-1.102664,0.083259,0.67827,0.691962,1,cluster9
3162,3.45707,-1.377991,-0.788045,1.017191,1,cluster3
3163,-0.312701,-1.449991,-0.275904,-0.160613,1,cluster10
3164,-1.038052,0.120393,0.721285,0.598593,1,cluster1
3165,0.193432,0.636395,1.264483,-0.574443,1,cluster7
3166,0.758402,0.548082,1.044754,-0.08445,1,cluster4
3167,-0.671816,-1.346623,-0.068093,-0.621477,1,cluster11
3168,-1.360892,0.170857,0.846844,0.318597,0,cluster1
3169,-0.028739,0.434957,1.010174,-0.0201,0,cluster4
3170,-1.268164,0.061896,0.674493,0.697832,1,cluster9
3171,-0.837316,-1.367987,-0.07187,-0.615607,1,cluster11
3172,-1.740405,0.041247,0.721872,0.587074,1,cluster1
3173,0.540983,-1.3945,-0.335347,-0.017845,1,cluster2
3174,-0.481066,0.127795,0.640947,0.782851,1,cluster9
3175,-0.505279,0.13158,0.650364,0.761851,0,cluster9
3176,2.28847,0.970179,1.403683,-0.849121,1,cluster7
3177,2.181589,-1.462016,-0.700842,0.807414,1,cluster3
3178,0.512315,2.139902,-0.459517,-1.354534,1,cluster12
3179,-1.063347,-1.379888,-0.052104,-0.662237,1,cluster11
3180,2.06256,2.558844,-0.108435,-2.101706,0,cluster6
3181,2.633872,-1.20208,-0.399741,0.153832,1,cluster6
3182,0.038159,-0.282116,-2.489345,0.132874,1,cluster8
3183,-0.075542,0.017173,0.415086,1.283964,1,cluster9
3184,-0.896591,0.334447,1.006984,-0.025749,1,cluster4
3185,1.475279,0.012809,-2.298696,-0.264192,1,cluster8
3186,-1.087604,-1.42333,-0.110814,-0.533868,1,cluster10
3187,-1.04317,-1.383042,-0.059952,-0.644737,1,cluster11
3188,-0.385569,-0.215882,-2.324548,-0.234622,1,cluster8
3189,1.092126,0.308868,-1.808962,-1.343529,1,cluster6
3190,3.214502,-1.812407,-1.375138,2.300875,1,cluster6
3191,-0.339779,0.152943,0.654141,0.755981,1,cluster9
3192,-0.141962,1.675374,-1.022775,-0.129108,1,cluster0
3193,0.390811,1.686561,-1.093696,0.03415,1,cluster0
3194,0.225531,1.90133,-0.756841,-0.706821,0,cluster12
3195,-1.001777,0.067489,0.639033,0.779461,1,cluster9
3196,1.652895,-1.426607,-0.563364,0.498288,1,cluster2
3197,-0.784001,1.350633,-1.386362,0.658713,1,cluster0
3198,-1.058328,1.487981,-1.143383,0.121979,0,cluster0
3199,-1.038369,1.248695,-1.491862,0.88632,1,cluster0
3200,-0.25885,0.376459,0.963383,0.079139,0,cluster4
3201,-1.055505,-0.158395,-2.132138,-0.666246,1,cluster8
3202,0.039733,0.282554,0.779114,0.487504,1,cluster1
3203,-0.347719,0.295884,0.861659,0.300876,0,cluster1
3204,0.010315,-1.311549,-0.128959,-0.478089,1,cluster10
3205,-0.270869,0.472805,1.104344,-0.230097,0,cluster4
3206,-0.978777,-1.582041,-0.357569,0.008735,1,cluster2
3207,1.109481,1.95209,-0.828055,-0.537804,1,cluster12
3208,-1.574905,0.06261,0.725649,0.581204,1,cluster1
3209,0.116983,-0.152737,-2.315571,-0.246982,1,cluster8
3210,-0.351579,0.485421,1.135734,-0.300096,1,cluster4
3211,1.140956,-0.732551,0.521604,-1.887993,1,cluster6
3212,-0.735434,0.025856,0.535446,1.010458,1,cluster9
3213,-1.050071,0.216738,0.862246,0.289357,1,cluster1
3214,0.854992,0.249584,0.598328,0.895759,1,cluster9
3215,-0.437845,-1.477663,-0.295376,-0.119744,1,cluster10
3216,0.019458,1.650142,-1.085555,0.01089,1,cluster0
3217,-0.324851,-1.495325,-0.339322,-0.021745,1,cluster2
3218,-0.822192,0.088535,-1.814019,-1.360333,1,cluster8
3219,-0.610343,1.465188,-1.249471,0.361106,0,cluster0
3220,0.557979,0.296011,0.713843,0.638162,1,cluster1
3221,-0.598008,0.240541,0.822715,0.382615,0,cluster1
3222,1.407724,0.021485,0.178928,1.823357,1,cluster6
3223,1.638492,0.788379,1.247614,-0.516405,0,cluster7
3224,1.54397,0.096539,-2.189125,-0.50343,0,cluster8
3225,1.092004,-1.291699,-0.277078,-0.137574,0,cluster10
3226,1.717288,-1.625606,-0.860981,1.15176,1,cluster3
3227,-0.276425,-1.502895,-0.358156,0.020255,1,cluster2
3228,-0.468882,1.679243,-0.963772,-0.263236,1,cluster12
3229,-0.299303,1.747202,-0.893438,-0.414975,0,cluster12
3230,0.269975,0.48273,1.030284,-0.05984,0,cluster4
3231,0.474441,-1.336865,-0.241324,-0.224963,1,cluster10
3232,2.00815,-1.340438,-0.497101,0.358179,1,cluster2
3233,-0.284364,-1.359954,-0.150638,-0.43485,0,cluster10
3234,-0.408252,0.305346,0.885201,0.248377,1,cluster4
3235,-0.46198,0.079463,-1.88597,-1.19733,1,cluster8
3236,1.05937,-1.664464,-0.809533,1.029372,1,cluster3
3237,0.329382,-1.078024,0.155809,-1.097802,1,cluster5
3238,-0.359826,0.297777,0.866367,0.290376,1,cluster1
3239,-0.389429,-0.026345,-2.050473,-0.835595,1,cluster8
3240,-0.747409,0.169428,0.744534,0.551853,1,cluster1
3241,0.091288,-1.040807,0.248409,-1.3043,1,cluster5
3242,0.236171,-1.488554,-0.421229,0.166013,1,cluster2
3243,0.160919,1.864196,-0.799855,-0.613453,1,cluster12
3244,-0.288137,-1.075964,0.259689,-1.334559,0,cluster5
3245,-0.468882,1.679243,-0.963772,-0.263236,1,cluster12
3246,-1.716367,-0.151444,0.43995,1.205546,1,cluster9
3247,-1.405327,0.130569,0.795983,0.429465,1,cluster1
3248,-1.877699,-0.031759,0.638982,0.766812,1,cluster9
3249,-0.105589,0.258036,0.767489,0.510874,0,cluster1
3250,-0.371976,0.252443,0.80295,0.429245,1,cluster1
3251,0.123484,-1.140306,0.099601,-0.977564,1,cluster5
3252,0.337497,-1.032059,0.220796,-1.24017,1,cluster5
3253,-0.795922,0.082545,0.627115,0.80859,0,cluster9
3254,0.272666,-1.305325,-0.162849,-0.399961,1,cluster10
3255,3.46887,-1.710468,-1.269637,2.073268,1,cluster3
3256,0.389652,-1.370845,-0.276491,-0.149094,1,cluster10
3257,-0.208188,0.604707,1.284395,-0.623953,1,cluster7
3258,-0.566893,-1.363024,-0.1089,-0.530479,1,cluster10
3259,-0.254771,0.423055,1.029939,-0.066729,1,cluster4
3260,-0.840235,1.642824,-0.955631,-0.286496,1,cluster0
3261,-0.190159,0.460189,1.072954,-0.160098,1,cluster4
3262,-0.172131,0.315671,0.861512,0.303756,1,cluster1
3263,-0.428648,0.072368,0.552417,0.977718,1,cluster9
3264,0.357455,-1.271345,-0.127683,-0.47583,0,cluster10
3265,1.682707,0.592534,0.957845,0.119567,1,cluster7
3266,-0.731311,0.119678,0.670129,0.715222,1,cluster9
3267,0.733707,0.032376,0.304782,1.537601,1,cluster9
3268,3.691042,-1.50903,-1.015328,1.518925,1,cluster3
3269,1.420619,0.869669,1.400493,-0.854771,0,cluster7
3270,-1.389326,1.445254,-1.150937,0.133719,1,cluster0
3271,0.16362,-1.382746,-0.256726,-0.195723,1,cluster10
3272,-0.534434,-1.179164,0.15105,-1.099952,0,cluster5
3273,0.050494,-1.506763,-0.417159,0.154383,1,cluster2
3274,-0.30189,0.099787,0.571261,0.938249,1,cluster9
3275,-0.650644,0.059836,0.570613,0.934589,1,cluster9
3276,3.454305,-0.007792,1.189188,-3.317987,1,cluster6
3277,0.254682,-1.113581,0.116718,-1.013183,1,cluster5
3278,-0.57783,0.237387,0.814868,0.400115,1,cluster1
3279,1.504313,-0.277013,-0.267497,2.803565,1,cluster6
3280,-1.102664,0.083259,0.67827,0.691962,0,cluster9
3281,-1.465859,0.140031,0.819525,0.376966,0,cluster1
3282,0.229611,1.947925,-0.690284,-0.85269,0,cluster12
3283,-1.304439,0.114799,0.756745,0.516964,1,cluster1
3284,-0.444746,0.122118,0.626822,0.81435,1,cluster9
3285,0.572726,0.529873,1.048824,-0.096079,1,cluster4
3286,3.553659,-1.676489,-1.23447,1.997399,1,cluster3
3287,1.561106,1.503628,-1.548849,1.049137,1,cluster6
3288,-0.768624,-1.284257,0.037701,-0.854845,1,cluster11
3289,-0.392153,0.255597,0.810797,0.411745,1,cluster1
3290,-1.002913,-0.024916,-1.948162,-1.068851,1,cluster8
3291,1.209111,0.243348,-1.922604,-1.092662,0,cluster8
3292,0.435343,0.362414,0.829682,0.382395,1,cluster1
3293,-1.489074,0.00196,0.624124,0.805051,0,cluster9
3294,1.241843,-0.748321,0.482366,-1.800494,0,cluster6
3295,-0.359957,0.156097,0.661988,0.738481,1,cluster9
3296,-0.376055,0.205847,0.736393,0.575113,1,cluster1
3297,2.69996,0.764157,1.039216,-0.044021,1,cluster7
3298,0.015695,0.475244,1.061036,-0.130969,1,cluster4
3299,0.708412,-1.467905,-0.468608,0.276771,1,cluster2
3300,-0.591106,-1.359239,-0.099483,-0.551478,1,cluster10
3301,-0.226435,0.513092,1.155206,-0.340966,1,cluster7
3302,-0.958381,-1.349062,-0.024785,-0.720606,1,cluster11
3303,0.212474,0.540836,-1.33056,-2.405256,0,cluster6
3304,-0.090748,-1.484685,-0.362226,0.031884,1,cluster2
3305,1.057326,2.290875,-0.330768,-1.628881,1,cluster6
3306,-1.513926,0.100311,0.770076,0.484685,1,cluster1
3307,-0.218714,0.134019,0.607056,0.860979,1,cluster9
3308,0.829161,-0.358527,-2.72884,0.669497,1,cluster6
3309,1.787074,-0.361214,0.951747,-2.821682,1,cluster6
3310,0.749206,-1.001948,0.19696,-1.181911,1,cluster5
3311,-0.23607,-1.509203,-0.373851,0.055254,1,cluster2
3312,-0.493041,0.271367,0.850034,0.324246,0,cluster1
3313,-0.17428,0.174307,0.657918,0.750111,1,cluster9
3314,-0.271405,1.364974,-1.449435,0.804471,0,cluster0
3315,-0.190378,0.224056,0.732322,0.586743,1,cluster1
3316,-0.837316,-1.367987,-0.07187,-0.615607,1,cluster11
3317,0.304092,1.74735,-0.991825,-0.190468,0,cluster12
3318,0.213172,0.160976,0.575373,0.936738,1,cluster9
3319,-1.083525,-1.376734,-0.044257,-0.679736,1,cluster11
3320,-1.094603,1.540885,-1.061132,-0.058889,1,cluster0
3321,-0.505157,1.732146,-0.88152,-0.444104,1,cluster12
3322,-1.510294,0.099744,0.768663,0.487835,1,cluster1
3323,1.079766,-1.431486,-0.476749,0.300031,1,cluster2
3324,0.575329,-1.352635,-0.280562,-0.137464,1,cluster10
3325,-0.206574,1.63824,-1.065789,-0.035739,1,cluster0
3326,0.007536,0.382053,0.927922,0.160768,1,cluster4
3327,-0.120576,-1.007689,0.330808,-1.488047,1,cluster5
3328,-0.499269,0.083407,0.579883,0.916469,1,cluster9
3329,-0.169982,0.457035,1.065106,-0.142598,0,cluster4
3330,-1.325972,-0.210584,-2.163234,-0.602007,1,cluster8
3331,-0.618185,0.243695,0.830563,0.365116,1,cluster1
3332,0.050494,-1.506763,-0.417159,0.154383,1,cluster2
3333,-0.779605,0.268927,0.893342,0.225117,1,cluster1
3334,-0.518555,-1.465046,-0.263986,-0.189743,1,cluster10
3335,-1.578985,0.016014,0.659092,0.727072,1,cluster9
3336,-0.373365,-1.582208,-0.456741,0.234992,1,cluster2
3337,-0.460844,0.171867,0.701226,0.650982,1,cluster1
3338,-0.355659,0.438825,1.069177,-0.154228,1,cluster4
3339,-1.163294,1.457155,-1.170703,0.180349,1,cluster0
3340,-0.085192,0.491014,1.100273,-0.218468,1,cluster4
3341,0.297961,0.194956,0.61054,0.860869,1,cluster9
3342,-0.565592,0.377174,1.014538,-0.03749,1,cluster4
3343,-0.444756,1.581005,-1.109442,0.0565,1,cluster0
3344,0.051971,0.422341,0.978784,0.049899,1,cluster4
3345,0.187877,-1.339305,-0.198016,-0.324091,1,cluster10
3346,-0.376055,0.205847,0.736393,0.575113,1,cluster1
3347,-0.821315,-0.053302,-2.01879,-0.911353,1,cluster8
3348,-0.961203,0.297313,0.96397,0.067619,1,cluster4
3349,-0.700372,-1.672793,-0.53399,0.3996,1,cluster2
3350,-0.324939,-1.589778,-0.475575,0.276992,1,cluster2
3351,-0.308621,-1.403395,-0.209347,-0.306481,1,cluster10
3352,-1.051329,-1.476233,-0.193065,-0.353,1,cluster10
3353,-1.954418,-0.067,0.600676,0.849681,1,cluster9
3354,0.220073,-1.438804,-0.346825,0.002645,1,cluster2
3355,2.576981,-1.618287,-0.990905,1.449146,1,cluster3
3356,1.556306,-1.128109,-0.116939,-0.48192,1,cluster10
3357,-1.430223,1.21548,-1.475748,0.845281,1,cluster0
3358,-0.498158,-1.232068,0.068798,-0.919084,1,cluster11
3359,1.044431,1.442691,-1.552333,1.049247,1,cluster6
3360,-0.849554,-1.507774,-0.27154,-0.178003,1,cluster10
3361,1.04757,-1.331986,-0.32794,-0.026705,1,cluster10
3362,-0.064208,-1.394367,-0.236262,-0.24391,0,cluster10
3363,-0.151281,-1.475223,-0.338684,-0.020615,1,cluster2
3364,-1.195481,0.097768,0.714369,0.611463,1,cluster1
3365,1.691085,0.921858,1.43159,-0.91901,1,cluster7
3366,-1.405327,0.130569,0.795983,0.429465,1,cluster1
3367,-0.106846,-1.434935,-0.287822,-0.131484,1,cluster10
3368,1.063668,-1.381736,-0.402344,0.136663,1,cluster2
3369,-1.331883,-1.526845,-0.220238,-0.297511,0,cluster10
3370,1.39049,-0.02117,-2.333863,-0.188323,1,cluster8
3371,2.670586,-0.782719,0.19927,-1.158983,1,cluster6
3372,0.133135,-1.614148,-0.585586,0.524868,1,cluster2
3373,-0.24671,1.880681,-0.709463,-0.81758,1,cluster12
3374,0.900083,0.998269,1.671085,-1.455633,1,cluster6
3375,-1.140066,-1.415129,-0.09041,-0.579368,1,cluster10
3376,-1.098804,-0.106278,0.404196,1.292935,1,cluster9
3377,2.458049,1.038138,1.474017,-1.00086,0,cluster7
3378,0.398849,0.179186,0.571302,0.948368,1,cluster9
3379,-0.373452,-1.676661,-0.592993,0.533729,1,cluster2
3380,-0.662619,0.203407,0.779701,0.475984,1,cluster1
3381,0.015422,1.650773,-1.083985,0.00739,1,cluster0
3382,-0.146982,-1.192495,0.068504,-0.913324,1,cluster11
3383,-0.221307,-1.605977,-0.515879,0.36687,1,cluster2
3384,-0.96958,-0.03201,0.490224,1.106197,1,cluster9
3385,-1.801035,1.415143,-1.127102,0.07546,1,cluster0
3386,-0.396452,-0.027131,0.403609,1.304454,0,cluster9
3387,1.206508,2.125856,-0.593218,-1.051278,1,cluster12
3388,-0.795703,0.318677,0.967747,0.061749,1,cluster4
3389,-0.925025,1.608844,-0.990798,-0.210627,1,cluster0
3390,-0.824137,1.593074,-1.030035,-0.123128,1,cluster0
3391,3.200099,0.402579,0.435841,1.286183,1,cluster6
3392,-0.332976,-0.082403,-2.140572,-0.637227,0,cluster8
3393,-0.80816,-0.057243,0.427445,1.246195,1,cluster9
3394,-0.841395,-1.414582,-0.138427,-0.469739,0,cluster10
3395,0.907268,1.511365,-1.430844,0.78088,0,cluster0
3396,1.249345,-1.363526,-0.406415,0.148292,1,cluster2
3397,-0.494517,-1.657737,-0.545908,0.42873,1,cluster2
3398,-0.421528,-1.29128,-0.029149,-0.703217,1,cluster11
3399,1.57002,0.940782,1.478675,-1.024009,0,cluster7
3400,1.173752,0.152524,0.406212,1.321623,1,cluster9
3401,2.839507,-1.423157,-0.752291,0.929802,1,cluster3
3402,4.260967,-0.606217,0.194025,-1.124314,1,cluster6
3403,2.876504,1.10908,-2.33301,2.787595,1,cluster6
3404,-0.032819,0.388361,0.943617,0.125768,1,cluster4
3405,-1.233024,-0.083413,-1.994954,-0.969612,1,cluster8
3406,0.022597,-1.124536,0.138838,-1.065062,1,cluster5
3407,-0.505157,1.732146,-0.88152,-0.444104,1,cluster12
3408,1.137696,0.44156,0.829095,0.393914,0,cluster4
3409,-1.568102,-0.172736,-2.069065,-0.812004,1,cluster8
3410,-0.494517,-1.657737,-0.545908,0.42873,1,cluster2
3411,1.329836,-1.612275,-0.778436,0.965132,1,cluster3
3412,-0.735171,0.309215,0.944204,0.114249,1,cluster4
3413,-1.370843,0.125179,0.782571,0.459372,1,cluster1
3414,0.306241,1.888714,-0.788231,-0.636822,0,cluster12
3415,2.542181,0.36372,0.487289,1.163794,0,cluster6
3416,-1.216828,-1.497597,-0.196842,-0.34713,1,cluster10
3417,2.513188,-0.434714,-0.659871,3.678554,1,cluster6
3418,-1.010974,-1.482541,-0.20876,-0.318001,1,cluster10
3419,-0.070571,-1.487839,-0.370074,0.049384,1,cluster2
3420,3.289187,0.719286,0.878196,0.317604,0,cluster6
3421,-0.63962,-1.446122,-0.216901,-0.294741,0,cluster10
3422,-0.545634,0.137888,0.666059,0.726851,1,cluster9
3423,-1.421523,1.544753,-1.002129,-0.193017,1,cluster0
3424,-0.267107,1.647702,-1.042247,-0.088239,0,cluster0
3425,-0.203874,-1.608702,-0.522659,0.38199,1,cluster2
3426,1.971655,-1.523667,-0.755481,0.924153,1,cluster3
3427,-0.230733,0.230364,0.748017,0.551743,1,cluster1
3428,1.920222,1.40026,-1.756661,1.510001,1,cluster6
3429,0.419026,0.176032,0.563455,0.965868,1,cluster9
3430,2.328606,0.727738,1.047357,-0.067281,1,cluster7
3431,1.069662,1.066228,1.741418,-1.607371,1,cluster6
3432,2.428398,-0.468694,-0.695038,3.754423,1,cluster6
3433,-0.381392,-1.53372,-0.385475,0.078624,1,cluster2
3434,0.85929,0.532312,1.005516,0.003049,1,cluster4
3435,0.579627,-1.069907,0.126627,-1.030173,1,cluster5
3436,0.043593,0.093017,0.505039,1.088477,1,cluster9
3437,-0.614106,0.290291,0.897119,0.219247,0,cluster4
3438,-1.358168,-0.111084,-2.014426,-0.928743,1,cluster8
3439,-0.759438,1.72466,-0.850768,-0.515233,1,cluster12
3440,-1.150959,0.232508,0.901483,0.201858,1,cluster1
3441,0.163839,-1.146614,0.083906,-0.942564,1,cluster5
3442,-1.341972,-1.525268,-0.216314,-0.306261,1,cluster10
3443,-0.085192,0.491014,1.100273,-0.218468,1,cluster4
3444,-1.009373,-1.671725,-0.481956,0.281012,1,cluster2
3445,0.500393,0.871813,1.553959,-1.204656,1,cluster7
3446,0.873912,-1.446541,-0.464831,0.270901,1,cluster2
3447,0.653217,0.281124,0.676803,0.720761,0,cluster9
3448,-0.926184,-1.448562,-0.173593,-0.39387,1,cluster10
3449,-0.501297,1.54261,-1.155595,0.156869,0,cluster0
3450,-0.392153,0.255597,0.810797,0.411745,1,cluster1
3451,-0.005959,-1.450706,-0.327059,-0.043985,1,cluster2
3452,-0.505376,1.496014,-1.222152,0.302737,1,cluster0
3453,-0.676115,-1.629351,-0.475281,0.271232,1,cluster2
3454,0.593122,0.762851,1.381608,-0.825421,1,cluster7
3455,0.455302,0.123128,0.481203,1.146736,1,cluster9
3456,-0.179398,-1.329128,-0.123319,-0.493219,1,cluster10
3457,1.433076,1.245588,1.940795,-2.039216,1,cluster6
3458,-0.42435,0.355096,0.959606,0.085009,0,cluster4
3459,-0.444406,1.958817,-0.564431,-1.138446,0,cluster12
3460,2.8894,1.957264,-1.111445,0.109467,1,cluster6
3461,0.835608,0.065565,-2.118057,-0.669567,1,cluster8
3462,-0.210556,0.22721,0.74017,0.569243,1,cluster1
3463,-0.24671,1.880681,-0.709463,-0.81758,1,cluster12
3464,-1.425602,1.498158,-1.068686,-0.047149,1,cluster0
3465,-0.759428,0.265773,0.885495,0.242617,1,cluster1
3466,-0.433766,-1.431067,-0.228819,-0.265612,1,cluster10
3467,-1.449761,0.090282,0.745121,0.540334,1,cluster1
3468,-0.756606,-1.380603,-0.10326,-0.545608,1,cluster10
3469,1.02457,0.317543,0.668662,0.74402,1,cluster9
3470,-1.231669,0.245124,0.932873,0.131859,1,cluster4
3471,0.806916,0.634966,1.162173,-0.341187,1,cluster7
3472,0.007536,0.382053,0.927922,0.160768,0,cluster4
3473,0.749206,-1.001948,0.19696,-1.181911,0,cluster5
3474,0.185274,0.543203,1.13137,-0.282707,1,cluster7
3475,-0.706162,-1.388488,-0.122878,-0.501859,1,cluster10
3476,-0.656708,1.519669,-1.163296,0.171488,1,cluster0
3477,0.362475,1.596524,-1.218962,0.308386,0,cluster0
3478,-1.354089,-0.064489,-1.947869,-1.074611,1,cluster8
3479,-1.401247,0.177165,0.862539,0.283597,0,cluster1
3480,0.078831,-1.416726,-0.291893,-0.119854,1,cluster10
3481,0.370951,0.561413,1.127299,-0.271077,1,cluster7
3482,-0.743646,1.344325,-1.402057,0.693712,1,cluster0
3483,-0.23491,1.548203,-1.191055,0.238497,1,cluster0
3484,-0.863503,-1.31666,0.006458,-0.787725,1,cluster11
3485,-1.570924,1.47364,-1.08031,-0.023779,0,cluster0
3486,-0.663877,-1.489564,-0.275611,-0.166373,1,cluster10
3487,0.676216,-1.368405,-0.319799,-0.049965,1,cluster10
3488,1.561861,0.847591,1.345561,-0.732272,1,cluster7
