@relation 2016_New_Coder_Survey-weka.filters.unsupervised.attribute.NumericToNominal-R5-weka.filters.unsupervised.attribute.Remove-R3-4_clustered

@attribute Instance_number numeric
@attribute Age numeric
@attribute Income numeric
@attribute Gender {0,1}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12}

@data
2763,28,65000,1,cluster3
2764,23,63000,1,cluster11
2765,53,45000,0,cluster4
2766,55,36000,0,cluster4
2767,39,100000,1,cluster12
2768,48,50000,1,cluster4
2769,33,30000,0,cluster1
2770,23,12000,0,cluster7
2771,27,50000,1,cluster11
2772,27,18000,1,cluster6
2773,25,36000,1,cluster8
2774,32,38000,1,cluster1
2775,45,40000,0,cluster2
2776,39,10000,1,cluster10
2777,41,100000,1,cluster12
2778,32,36000,0,cluster1
2779,26,20000,1,cluster7
2780,31,55000,0,cluster1
2781,26,18000,1,cluster7
2782,35,50000,1,cluster1
2783,27,80000,1,cluster3
2784,25,30000,1,cluster8
2785,36,54000,0,cluster2
2786,29,40000,0,cluster1
2787,20,7500,1,cluster7
2788,31,66000,1,cluster3
2789,37,81000,0,cluster12
2790,28,54264,1,cluster11
2791,26,71500,1,cluster3
2792,34,16000,1,cluster6
2793,37,30000,1,cluster10
2794,31,56000,1,cluster1
2795,23,66000,1,cluster11
2796,44,50000,1,cluster2
2797,41,137000,1,cluster9
2798,24,36000,0,cluster8
2799,28,30000,1,cluster8
2800,25,200000,1,cluster0
2801,17,60000,1,cluster11
2802,29,150000,1,cluster5
2803,35,75000,1,cluster3
2804,23,36000,1,cluster8
2805,31,60000,1,cluster3
2806,23,42000,1,cluster8
2807,28,40000,1,cluster8
2808,32,10000,1,cluster6
2809,26,42000,1,cluster8
2810,42,20000,1,cluster10
2811,32,12000,1,cluster6
2812,28,16000,1,cluster6
2813,32,90000,1,cluster3
2814,25,10000,0,cluster7
2815,46,40000,1,cluster2
2816,25,10000,1,cluster7
2817,26,33000,0,cluster8
2818,28,8000,1,cluster7
2819,34,68000,1,cluster3
2820,36,50000,1,cluster2
2821,31,24000,0,cluster6
2822,21,6000,1,cluster7
2823,36,80000,1,cluster3
2824,33,18000,1,cluster6
2825,23,12000,1,cluster7
2826,23,60000,1,cluster11
2827,45,20000,0,cluster10
2828,17,50000,1,cluster11
2829,28,20000,1,cluster6
2830,22,6000,1,cluster7
2831,23,25000,1,cluster8
2832,32,20000,1,cluster6
2833,16,36000,1,cluster8
2834,26,80000,1,cluster3
2835,22,8000,1,cluster7
2836,24,17000,1,cluster7
2837,37,30000,1,cluster10
2838,43,30000,1,cluster10
2839,45,86000,1,cluster12
2840,23,62400,1,cluster11
2841,24,92000,0,cluster5
2842,30,75000,1,cluster3
2843,24,35000,1,cluster8
2844,23,12000,1,cluster7
2845,35,108000,1,cluster5
2846,33,38000,1,cluster1
2847,27,50000,1,cluster11
2848,24,24000,1,cluster8
2849,45,8000,1,cluster10
2850,36,38000,1,cluster1
2851,39,75000,0,cluster12
2852,27,26076,1,cluster8
2853,27,12000,0,cluster7
2854,24,20000,1,cluster7
2855,45,30000,0,cluster10
2856,43,135000,1,cluster9
2857,26,12000,1,cluster7
2858,31,7000,1,cluster6
2859,25,65000,1,cluster11
2860,33,12000,1,cluster6
2861,60,65000,0,cluster4
2862,65,114000,0,cluster9
2863,47,97000,1,cluster9
2864,26,43000,1,cluster8
2865,37,155000,0,cluster5
2866,32,70000,1,cluster3
2867,24,20000,1,cluster7
2868,50,25000,1,cluster4
2869,30,30000,1,cluster1
2870,43,50000,0,cluster2
2871,29,23500,1,cluster8
2872,23,26000,1,cluster8
2873,25,54000,0,cluster11
2874,23,60000,1,cluster11
2875,38,200000,1,cluster0
2876,55,60000,1,cluster4
2877,24,25000,0,cluster8
2878,45,65000,1,cluster2
2879,31,93500,1,cluster3
2880,24,30000,0,cluster8
2881,31,60000,0,cluster3
2882,28,32000,1,cluster8
2883,47,90000,1,cluster12
2884,26,60000,0,cluster11
2885,37,30000,1,cluster10
2886,19,10000,1,cluster7
2887,34,40000,1,cluster1
2888,40,24400,1,cluster10
2889,31,80000,1,cluster3
2890,37,38916,0,cluster1
2891,25,6000,1,cluster7
2892,26,48000,1,cluster11
2893,29,12500,1,cluster6
2894,26,28000,1,cluster8
2895,22,60000,0,cluster11
2896,41,125000,1,cluster9
2897,24,38000,1,cluster8
2898,35,49000,1,cluster1
2899,30,48000,1,cluster1
2900,48,45000,1,cluster4
2901,46,45000,0,cluster2
2902,24,43200,1,cluster8
2903,31,24000,0,cluster6
2904,24,18200,1,cluster7
2905,23,53500,1,cluster11
2906,26,10000,1,cluster7
2907,27,6000,1,cluster7
2908,32,56000,1,cluster1
2909,25,12000,1,cluster7
2910,19,18000,1,cluster7
2911,36,40000,1,cluster1
2912,23,20000,0,cluster7
2913,37,85000,1,cluster12
2914,36,120000,1,cluster5
2915,30,10000,1,cluster6
2916,28,38000,1,cluster8
2917,24,43000,0,cluster8
2918,23,30000,1,cluster8
2919,37,50000,1,cluster2
2920,31,30000,1,cluster1
2921,31,15000,1,cluster6
2922,29,16000,1,cluster6
2923,29,60000,0,cluster11
2924,39,21948,1,cluster10
2925,32,24000,1,cluster6
2926,52,12000,1,cluster4
2927,25,28800,1,cluster8
2928,21,8000,1,cluster7
2929,40,12000,1,cluster10
2930,27,40000,1,cluster8
2931,32,60000,1,cluster3
2932,30,35000,1,cluster1
2933,32,23000,1,cluster6
2934,35,27000,1,cluster10
2935,31,25000,1,cluster1
2936,29,30000,1,cluster8
2937,24,9000,1,cluster7
2938,26,29000,1,cluster8
2939,31,12000,1,cluster6
2940,34,40000,1,cluster1
2941,36,50000,1,cluster2
2942,28,22000,0,cluster8
2943,23,48000,1,cluster11
2944,36,51000,1,cluster2
2945,23,35600,1,cluster8
2946,33,30000,1,cluster1
2947,32,33000,1,cluster1
2948,28,30000,0,cluster8
2949,24,60000,0,cluster11
2950,24,60000,1,cluster11
2951,45,92000,1,cluster12
2952,34,90000,1,cluster3
2953,42,150000,1,cluster9
2954,43,18000,1,cluster10
2955,29,41000,0,cluster1
2956,30,10000,1,cluster6
2957,25,14000,1,cluster7
2958,46,55000,1,cluster2
2959,26,9600,1,cluster7
2960,24,32000,1,cluster8
2961,20,42000,1,cluster8
2962,23,35000,1,cluster8
2963,25,15000,1,cluster7
2964,21,20000,1,cluster7
2965,33,42000,1,cluster1
2966,26,10000,1,cluster7
2967,25,12000,1,cluster7
2968,25,64800,1,cluster11
2969,31,50000,1,cluster1
2970,29,130000,1,cluster5
2971,20,12000,1,cluster7
2972,32,25000,1,cluster1
2973,38,28000,1,cluster10
2974,23,35000,1,cluster8
2975,34,80000,1,cluster3
2976,22,30000,1,cluster8
2977,23,26000,1,cluster8
2978,24,8000,1,cluster7
2979,28,7700,1,cluster7
2980,28,40000,1,cluster8
2981,25,38000,0,cluster8
2982,31,30000,1,cluster1
2983,25,50000,0,cluster11
2984,34,74000,1,cluster3
2985,25,36000,1,cluster8
2986,22,20000,1,cluster7
2987,29,6000,0,cluster6
2988,21,14400,1,cluster7
2989,26,36000,0,cluster8
2990,32,200000,0,cluster0
2991,23,200000,0,cluster0
2992,24,12000,1,cluster7
2993,29,70000,0,cluster3
2994,25,35000,1,cluster8
2995,35,65000,1,cluster3
2996,23,20000,0,cluster7
2997,25,50000,1,cluster11
2998,36,30000,0,cluster10
2999,40,72000,0,cluster12
3000,34,82000,0,cluster3
3001,28,53000,0,cluster11
3002,24,56000,1,cluster11
3003,41,27000,0,cluster10
3004,42,76000,1,cluster12
3005,36,18000,1,cluster10
3006,39,36000,1,cluster2
3007,24,12000,1,cluster7
3008,27,13000,0,cluster7
3009,20,16000,1,cluster7
3010,25,6000,1,cluster7
3011,25,29000,0,cluster8
3012,27,80000,0,cluster3
3013,22,113500,1,cluster5
3014,22,200000,1,cluster0
3015,36,85000,0,cluster12
3016,25,59000,1,cluster11
3017,27,40000,1,cluster8
3018,26,45000,1,cluster8
3019,29,74000,1,cluster3
3020,29,60000,1,cluster11
3021,28,70000,0,cluster3
3022,16,6000,0,cluster7
3023,27,35000,1,cluster8
3024,29,40000,0,cluster1
3025,25,32000,0,cluster8
3026,25,6000,1,cluster7
3027,37,40000,1,cluster2
3028,27,32000,1,cluster8
3029,25,6000,1,cluster7
3030,24,41000,1,cluster8
3031,40,80000,1,cluster12
3032,26,79000,1,cluster3
3033,18,8400,1,cluster7
3034,29,80000,1,cluster3
3035,45,46000,1,cluster2
3036,33,70000,1,cluster3
3037,30,80000,1,cluster3
3038,25,40000,1,cluster8
3039,35,35000,1,cluster1
3040,27,10000,1,cluster7
3041,25,60000,1,cluster11
3042,23,12000,1,cluster7
3043,40,175000,1,cluster5
3044,25,15000,1,cluster7
3045,29,36000,1,cluster1
3046,33,10000,1,cluster6
3047,26,35000,1,cluster8
3048,27,20000,1,cluster6
3049,45,22000,1,cluster10
3050,23,64800,1,cluster11
3051,24,6750,1,cluster7
3052,35,80000,1,cluster3
3053,40,30000,0,cluster10
3054,41,70000,1,cluster12
3055,44,67000,0,cluster2
3056,32,40000,1,cluster1
3057,31,62000,1,cluster3
3058,26,40000,1,cluster8
3059,20,40000,1,cluster8
3060,25,60000,0,cluster11
3061,21,10000,1,cluster7
3062,32,96000,1,cluster5
3063,28,76000,1,cluster3
3064,27,18000,1,cluster6
3065,39,36000,0,cluster2
3066,20,60000,1,cluster11
3067,32,30000,1,cluster1
3068,29,48000,1,cluster1
3069,30,42000,0,cluster1
3070,25,18000,1,cluster7
3071,22,7000,1,cluster7
3072,27,12000,1,cluster7
3073,30,44000,1,cluster1
3074,30,6000,1,cluster6
3075,28,34000,0,cluster8
3076,38,70000,1,cluster12
3077,18,9600,1,cluster7
3078,25,43000,0,cluster8
3079,34,200000,1,cluster0
3080,45,85000,1,cluster12
3081,28,30000,0,cluster8
3082,34,35000,1,cluster1
3083,36,90000,1,cluster12
3084,23,10000,0,cluster7
3085,29,20000,1,cluster6
3086,23,21600,1,cluster8
3087,23,60000,1,cluster11
3088,29,32000,1,cluster8
3089,37,200000,1,cluster0
3090,40,65000,1,cluster2
3091,33,50000,0,cluster1
3092,21,9600,1,cluster7
3093,27,10000,1,cluster7
3094,32,200000,1,cluster0
3095,26,50000,1,cluster11
3096,24,22000,0,cluster8
3097,18,54000,1,cluster11
3098,31,45000,1,cluster1
3099,33,25000,1,cluster1
3100,32,10000,1,cluster6
3101,48,100000,1,cluster9
3102,37,17000,0,cluster10
3103,24,40000,1,cluster8
3104,33,58000,1,cluster3
3105,22,48000,1,cluster11
3106,39,60000,0,cluster2
3107,27,30000,0,cluster8
3108,20,10000,1,cluster7
3109,35,30000,1,cluster1
3110,28,80000,1,cluster3
3111,26,11000,0,cluster7
3112,26,48000,0,cluster11
3113,34,23000,1,cluster10
3114,22,26000,1,cluster8
3115,16,48000,1,cluster11
3116,29,6500,1,cluster6
3117,19,48000,1,cluster11
3118,41,17000,1,cluster10
3119,40,102000,1,cluster12
3120,33,135000,1,cluster5
3121,23,26500,1,cluster8
3122,25,27000,1,cluster8
3123,27,30000,0,cluster8
3124,35,49000,1,cluster1
3125,26,26000,1,cluster8
3126,21,117500,0,cluster5
3127,28,9000,1,cluster7
3128,47,20000,1,cluster10
3129,35,35000,1,cluster1
3130,32,50000,1,cluster1
3131,24,6000,1,cluster7
3132,23,12000,1,cluster7
3133,32,20000,1,cluster6
3134,54,200000,1,cluster0
3135,18,18000,1,cluster7
3136,39,50000,1,cluster2
3137,29,40000,0,cluster1
3138,25,21000,1,cluster8
3139,33,130000,1,cluster5
3140,51,80000,1,cluster9
3141,29,35000,1,cluster8
3142,30,60000,1,cluster3
3143,25,22000,0,cluster8
3144,29,24390,1,cluster8
3145,31,69000,1,cluster3
3146,22,39600,1,cluster8
3147,41,105000,1,cluster12
3148,30,47000,1,cluster1
3149,42,15000,1,cluster10
3150,27,47700,1,cluster11
3151,26,32000,1,cluster8
3152,27,110000,1,cluster5
3153,35,30000,1,cluster1
3154,39,85000,1,cluster12
3155,24,54000,1,cluster11
3156,25,16800,1,cluster7
3157,28,50000,1,cluster11
3158,30,40000,1,cluster1
3159,30,6000,1,cluster6
3160,31,12000,1,cluster6
3161,23,25000,1,cluster8
3162,40,170000,1,cluster5
3163,26,42000,1,cluster8
3164,24,24000,1,cluster8
3165,39,22000,1,cluster10
3166,39,50000,1,cluster2
3167,27,20000,1,cluster6
3168,24,8000,0,cluster7
3169,34,32000,0,cluster1
3170,22,21000,1,cluster7
3171,26,16000,1,cluster7
3172,20,6000,1,cluster7
3173,30,67500,1,cluster3
3174,26,43200,1,cluster8
3175,26,42000,0,cluster8
3176,53,67000,1,cluster4
3177,34,132000,1,cluster5
3178,44,24000,1,cluster10
3179,25,9000,1,cluster7
3180,58,42000,0,cluster4
3181,41,125000,1,cluster9
3182,24,75000,1,cluster3
3183,25,67500,1,cluster11
3184,29,10000,1,cluster6
3185,35,100000,1,cluster5
3186,24,12000,1,cluster7
3187,25,10000,1,cluster7
3188,24,54000,1,cluster11
3189,40,60000,1,cluster2
3190,30,200000,1,cluster0
3191,27,46000,1,cluster11
3192,32,42000,1,cluster1
3193,34,60000,1,cluster3
3194,38,35000,0,cluster2
3195,23,30000,1,cluster8
3196,33,110000,1,cluster5
3197,23,48000,1,cluster11
3198,25,26000,0,cluster8
3199,20,48000,1,cluster11
3200,32,29000,0,cluster1
3201,23,25000,1,cluster8
3202,31,48000,1,cluster1
3203,30,33000,0,cluster1
3204,30,41200,1,cluster1
3205,34,20000,0,cluster6
3206,21,30000,1,cluster8
3207,42,62000,1,cluster2
3208,21,10000,1,cluster7
3209,27,66300,1,cluster11
3210,34,16000,1,cluster6
3211,46,30000,1,cluster10
3212,23,43200,1,cluster8
3213,26,15000,1,cluster7
3214,33,80000,1,cluster3
3215,25,40000,1,cluster8
3216,32,50000,1,cluster1
3217,25,45600,1,cluster11
3218,29,11350,1,cluster6
3219,26,44000,0,cluster8
3220,33,65280,1,cluster3
3221,28,29000,0,cluster8
3222,30,120000,1,cluster5
3223,47,60000,0,cluster4
3224,37,95000,0,cluster12
3225,34,78000,0,cluster3
3226,29,130000,1,cluster5
3227,25,48000,1,cluster11
3228,31,30000,1,cluster1
3229,33,30000,0,cluster1
3230,36,38400,0,cluster1
3231,31,60000,1,cluster3
3232,36,115000,1,cluster5
3233,28,35000,0,cluster8
3234,30,30000,1,cluster1
3235,30,25000,1,cluster8
3236,26,110000,1,cluster5
3237,36,31800,1,cluster1
3238,30,32400,1,cluster1
3239,28,37000,1,cluster8
3240,26,30000,1,cluster8
3241,36,20000,1,cluster10
3242,27,65000,1,cluster11
3243,37,36000,1,cluster1
3244,34,9600,0,cluster6
3245,31,30000,1,cluster1
3246,16,24000,1,cluster8
3247,23,10000,1,cluster7
3248,18,7600,1,cluster7
3249,30,45000,0,cluster1
3250,29,36000,1,cluster1
3251,34,30000,1,cluster1
3252,37,28000,1,cluster10
3253,24,36000,0,cluster8
3254,31,50000,1,cluster1
3255,33,200000,1,cluster0
3256,30,60000,1,cluster3
3257,37,10500,1,cluster10
3258,27,25200,1,cluster8
3259,33,25000,1,cluster1
3260,29,20000,1,cluster6
3261,34,24000,1,cluster10
3262,31,37500,1,cluster1
3263,25,50000,1,cluster11
3264,32,50000,0,cluster1
3265,43,79000,1,cluster12
3266,25,35000,1,cluster8
3267,28,95000,1,cluster3
3268,38,190000,1,cluster5
3269,48,45000,0,cluster4
3270,23,18000,1,cluster7
3271,29,53000,1,cluster11
3272,31,10000,0,cluster6
3273,26,60000,1,cluster11
3274,26,52080,1,cluster11
3275,24,43200,1,cluster8
3276,69,48000,1,cluster4
3277,35,32300,1,cluster1
3278,28,30000,1,cluster8
3279,24,150000,1,cluster5
3280,23,25000,0,cluster8
3281,23,7000,0,cluster7
3282,39,31000,0,cluster10
3283,23,15000,1,cluster7
3284,26,45000,1,cluster8
3285,38,45000,1,cluster2
3286,34,200000,1,cluster0
3287,34,118000,1,cluster5
3288,28,11000,1,cluster7
3289,29,35000,1,cluster8
3290,26,15000,1,cluster7
3291,39,70000,0,cluster12
3292,34,55000,1,cluster1
3293,20,18456,0,cluster7
3294,46,35000,0,cluster10
3295,27,45000,1,cluster8
3296,28,40000,1,cluster8
3297,50,100000,1,cluster9
3298,35,30000,1,cluster1
3299,29,80000,1,cluster3
3300,27,24000,1,cluster8
3301,35,18000,1,cluster6
3302,26,10000,1,cluster7
3303,42,8000,0,cluster10
3304,26,53000,1,cluster11
3305,49,30000,1,cluster4
3306,22,8820,1,cluster7
3307,27,52000,1,cluster11
3308,25,110000,1,cluster5
3309,56,20000,1,cluster4
3310,39,40000,1,cluster2
3311,25,50000,1,cluster11
3312,29,30000,0,cluster8
3313,28,50000,1,cluster11
3314,25,65000,0,cluster11
3315,29,45000,1,cluster1
3316,26,16000,1,cluster7
3317,35,51500,0,cluster1
3318,29,65000,1,cluster3
3319,25,8000,1,cluster7
3320,26,20000,1,cluster7
3321,32,24000,1,cluster6
3322,22,9000,1,cluster7
3323,31,90000,1,cluster3
3324,31,65000,1,cluster3
3325,31,43000,1,cluster1
3326,33,38000,1,cluster1
3327,36,9500,1,cluster6
3328,25,46500,1,cluster11
3329,34,25000,0,cluster10
3330,21,20000,1,cluster7
3331,28,28000,1,cluster8
3332,26,60000,1,cluster11
3333,28,20000,1,cluster6
3334,25,36000,1,cluster8
3335,20,14000,1,cluster7
3336,23,51600,1,cluster11
3337,27,40000,1,cluster8
3338,33,20000,1,cluster6
3339,24,25000,1,cluster8
3340,35,25000,1,cluster10
3341,30,65000,1,cluster3
3342,31,18000,1,cluster6
3343,29,39600,1,cluster1
3344,34,36000,1,cluster1
3345,30,50000,1,cluster1
3346,28,40000,1,cluster8
3347,26,24000,1,cluster8
3348,28,11000,1,cluster7
3349,20,48000,1,cluster11
3350,23,54000,1,cluster11
3351,27,38000,1,cluster8
3352,23,18000,1,cluster7
3353,17,8000,1,cluster7
3354,28,60000,1,cluster11
3355,32,160000,1,cluster5
3356,39,80000,1,cluster12
3357,18,36984,1,cluster8
3358,30,16000,1,cluster6
3359,31,105000,1,cluster5
3360,23,28000,1,cluster8
3361,33,80000,1,cluster3
3362,28,45911,0,cluster1
3363,26,50000,1,cluster11
3364,23,20400,1,cluster7
3365,50,50000,1,cluster4
3366,23,10000,1,cluster7
3367,27,48000,1,cluster11
3368,32,85000,1,cluster3
3369,21,12500,0,cluster7
3370,34,100000,1,cluster5
3371,50,89000,1,cluster9
3372,24,72500,1,cluster3
3373,36,20000,1,cluster10
3374,49,15000,1,cluster10
3375,24,9400,1,cluster7
3376,19,42000,1,cluster8
3377,55,67000,0,cluster4
3378,30,70000,1,cluster3
3379,21,60000,1,cluster11
3380,27,30000,1,cluster8
3381,32,49800,1,cluster1
3382,32,25000,1,cluster1
3383,23,59136,1,cluster11
3384,21,40000,1,cluster8
3385,21,6000,1,cluster7
3386,23,60000,0,cluster11
3387,46,50000,1,cluster2
3388,29,15000,1,cluster6
3389,28,20000,1,cluster6
3390,28,25000,1,cluster8
3391,44,150000,1,cluster9
3392,27,44000,0,cluster8
3393,21,48000,1,cluster11
3394,25,20000,0,cluster7
3395,32,94000,0,cluster3
3396,33,90000,1,cluster3
3397,21,54000,1,cluster11
3398,29,24000,1,cluster8
3399,50,44000,0,cluster4
3400,32,100000,1,cluster5
3401,37,152000,1,cluster5
3402,59,130000,1,cluster9
3403,30,200000,1,cluster0
3404,33,36000,1,cluster1
3405,24,12000,1,cluster7
3406,34,25000,1,cluster10
3407,32,24000,1,cluster6
3408,38,73000,0,cluster12
3409,21,8000,1,cluster7
3410,21,54000,1,cluster11
3411,28,115000,1,cluster5
3412,29,18000,1,cluster6
3413,23,11709,1,cluster7
3414,38,39000,0,cluster2
3415,41,130000,0,cluster9
3416,22,14000,1,cluster7
3417,24,200000,1,cluster0
3418,23,20000,1,cluster7
3419,26,54000,1,cluster11
3420,51,125000,0,cluster9
3421,25,30000,0,cluster8
3422,26,40000,1,cluster8
3423,25,8000,1,cluster7
3424,31,40000,0,cluster1
3425,23,60000,1,cluster11
3426,32,130000,1,cluster5
3427,29,43000,1,cluster1
3428,33,140000,1,cluster5
3429,30,71000,1,cluster3
3430,48,90000,1,cluster12
3431,51,15000,1,cluster4
3432,23,200000,1,cluster0
3433,24,47000,1,cluster11
3434,39,55000,1,cluster2
3435,37,40000,1,cluster2
3436,27,65000,1,cluster11
3437,29,24000,0,cluster8
3438,23,10000,1,cluster7
3439,31,15600,1,cluster6
3440,26,10000,1,cluster7
3441,34,32000,1,cluster1
3442,21,12000,1,cluster7
3443,35,25000,1,cluster10
3444,19,36888,1,cluster8
3445,45,12000,1,cluster10
3446,30,84000,1,cluster3
3447,33,70000,0,cluster3
3448,24,20000,1,cluster7
3449,28,41000,0,cluster8
3450,29,35000,1,cluster8
3451,27,53000,1,cluster11
3452,27,45000,1,cluster8
3453,21,45000,1,cluster8
3454,43,25000,1,cluster10
3455,29,77000,1,cluster3
3456,29,36000,1,cluster1
3457,56,12000,1,cluster4
3458,31,25000,0,cluster1
3459,37,6000,0,cluster10
3460,48,125000,1,cluster9
3461,34,72500,1,cluster3
3462,29,44000,1,cluster1
3463,36,20000,1,cluster10
3464,24,12000,1,cluster7
3465,28,21000,1,cluster6
3466,26,36000,1,cluster8
3467,22,12000,1,cluster7
3468,26,20000,1,cluster7
3469,35,80000,1,cluster3
3470,26,6000,1,cluster7
3471,41,44000,1,cluster2
3472,33,38000,0,cluster1
3473,39,40000,0,cluster2
3474,37,30000,1,cluster10
3475,26,22500,1,cluster8
3476,27,37500,1,cluster8
3477,32,67000,0,cluster3
3478,24,6000,1,cluster7
3479,24,6000,0,cluster7
3480,28,53000,1,cluster11
3481,38,35000,1,cluster2
3482,23,50000,1,cluster11
3483,29,50000,1,cluster1
3484,27,10500,1,cluster7
3485,23,9000,0,cluster7
3486,24,33000,1,cluster8
3487,31,70000,1,cluster3
3488,48,52000,1,cluster4
3489,50,90000,1,cluster9
3490,27,35000,0,cluster8
3491,40,45000,1,cluster2
3492,22,16800,1,cluster7
3493,35,55000,1,cluster1
3494,49,60000,1,cluster4
3495,29,20000,1,cluster6
3496,58,88000,0,cluster9
3497,33,32000,1,cluster1
3498,30,10000,1,cluster6
3499,30,65000,1,cluster3
3500,32,12000,1,cluster6
3501,75,125000,1,cluster9
3502,39,45000,0,cluster2
3503,24,10501,1,cluster7
3504,35,25000,1,cluster10
3505,33,20000,1,cluster6
3506,44,24000,0,cluster10
3507,26,18000,1,cluster7
3508,35,80000,0,cluster3
3509,38,10000,1,cluster10
3510,46,20000,1,cluster10
3511,36,60000,1,cluster2
3512,29,47500,0,cluster1
3513,20,6500,1,cluster7
3514,36,60000,1,cluster2
3515,37,28000,1,cluster10
3516,24,30000,1,cluster8
3517,27,32000,1,cluster8
3518,30,20000,1,cluster6
3519,36,105000,1,cluster5
3520,36,23000,1,cluster10
3521,24,24000,1,cluster8
3522,27,25000,0,cluster8
3523,27,70000,1,cluster3
3524,30,50000,1,cluster1
3525,25,12000,1,cluster7
3526,25,28000,0,cluster8
3527,24,33000,1,cluster8
3528,24,45000,1,cluster8
3529,33,70000,0,cluster3
3530,26,68400,1,cluster11
3531,42,34000,1,cluster10
3532,41,28000,1,cluster10
3533,30,81000,1,cluster3
3534,38,85000,1,cluster12
3535,27,50000,1,cluster11
3536,28,22000,1,cluster8
3537,34,120000,1,cluster5
3538,35,40000,1,cluster1
3539,41,80000,1,cluster12
3540,31,45000,1,cluster1
3541,33,30000,1,cluster1
3542,23,24000,1,cluster8
3543,45,33000,1,cluster10
3544,30,14600,0,cluster6
3545,39,30000,1,cluster10
3546,35,65000,0,cluster3
3547,23,10000,0,cluster7
3548,32,17000,1,cluster6
3549,36,10000,1,cluster6
3550,52,50000,0,cluster4
3551,28,49000,1,cluster11
3552,36,200000,1,cluster0
3553,27,150000,0,cluster5
3554,29,32000,1,cluster8
3555,33,50000,1,cluster1
3556,21,6000,1,cluster7
3557,34,115000,1,cluster5
3558,28,30000,1,cluster8
3559,34,9000,1,cluster6
3560,22,32000,1,cluster8
3561,32,30000,1,cluster1
3562,25,30000,0,cluster8
3563,52,95000,1,cluster9
3564,31,84000,0,cluster3
3565,25,12000,1,cluster7
3566,50,130000,1,cluster9
3567,24,26000,1,cluster8
3568,33,10000,1,cluster6
3569,27,58800,1,cluster11
3570,26,30000,1,cluster8
3571,29,9000,1,cluster6
3572,44,200000,1,cluster0
3573,24,60000,1,cluster11
3574,26,15000,1,cluster7
3575,23,38000,0,cluster8
3576,27,50000,1,cluster11
3577,26,42000,1,cluster8
3578,24,52500,0,cluster11
3579,31,11500,1,cluster6
3580,46,24100,0,cluster10
3581,58,30000,1,cluster4
3582,21,15364,1,cluster7
3583,27,66000,1,cluster11
3584,23,36000,1,cluster8
3585,37,19000,1,cluster10
3586,25,100000,1,cluster5
3587,28,65000,1,cluster3
3588,36,71000,1,cluster3
3589,60,13000,1,cluster4
3590,50,68000,0,cluster4
3591,25,34000,0,cluster8
3592,27,50000,1,cluster11
3593,23,6000,1,cluster7
3594,27,25000,1,cluster8
3595,29,11000,1,cluster6
3596,29,7000,1,cluster6
3597,23,12600,1,cluster7
3598,30,22000,1,cluster6
3599,31,75000,0,cluster3
3600,28,26000,1,cluster8
3601,21,150000,1,cluster5
3602,40,24000,1,cluster10
3603,26,34000,1,cluster8
3604,36,65000,1,cluster3
3605,35,60000,1,cluster3
3606,24,22800,0,cluster8
3607,52,43200,1,cluster4
3608,39,8500,1,cluster10
3609,35,48000,1,cluster1
3610,39,35000,1,cluster2
3611,27,40000,1,cluster8
3612,29,33000,0,cluster8
3613,33,30400,1,cluster1
3614,41,40000,0,cluster2
3615,37,60000,1,cluster2
3616,26,35000,1,cluster8
3617,28,32000,0,cluster8
3618,29,37000,1,cluster1
3619,23,60000,1,cluster11
3620,26,84000,1,cluster3
3621,30,50000,0,cluster1
3622,26,67500,1,cluster11
3623,26,80000,1,cluster3
3624,43,32500,0,cluster10
3625,24,53855,0,cluster11
3626,22,6000,0,cluster7
3627,52,90000,1,cluster9
3628,38,130000,1,cluster5
3629,39,20000,0,cluster10
3630,28,68000,1,cluster3
3631,27,42000,0,cluster8
3632,44,24500,1,cluster10
3633,49,13000,1,cluster10
3634,30,60000,1,cluster3
3635,23,80000,0,cluster3
3636,26,36000,1,cluster8
3637,18,36000,1,cluster8
3638,27,30000,1,cluster8
3639,32,45000,0,cluster1
3640,32,50000,1,cluster1
3641,35,10000,1,cluster6
3642,26,45000,0,cluster8
3643,26,20068,1,cluster8
3644,43,10000,0,cluster10
3645,37,12000,1,cluster10
3646,27,38000,1,cluster8
3647,22,6000,1,cluster7
3648,31,15000,1,cluster6
3649,29,21000,1,cluster6
3650,26,18000,1,cluster7
3651,31,62000,1,cluster3
3652,36,100000,1,cluster5
3653,27,25000,0,cluster8
3654,25,40000,1,cluster8
3655,26,60000,0,cluster11
3656,30,13000,1,cluster6
3657,35,28000,1,cluster1
3658,17,60000,1,cluster11
3659,44,31000,1,cluster10
3660,24,10000,1,cluster7
3661,32,44000,1,cluster1
3662,27,12000,1,cluster7
3663,25,42000,0,cluster8
3664,35,35000,1,cluster1
3665,51,50000,1,cluster4
3666,32,10000,1,cluster6
3667,30,13000,1,cluster6
3668,27,42000,1,cluster8
3669,25,40000,1,cluster8
3670,27,18000,1,cluster6
3671,35,20000,1,cluster6
3672,42,46000,1,cluster2
3673,28,10000,1,cluster7
3674,32,65000,0,cluster3
3675,22,7000,1,cluster7
3676,24,60000,1,cluster11
3677,44,20000,0,cluster10
3678,28,68000,0,cluster3
3679,25,43000,1,cluster8
3680,50,50000,1,cluster4
3681,36,25000,0,cluster10
3682,28,13000,1,cluster6
