@relation 2016_New_Coder_Survey-weka.filters.unsupervised.attribute.NumericToNominal-R5-weka.filters.unsupervised.attribute.Remove-R3-4_clustered

@attribute Instance_number numeric
@attribute Age numeric
@attribute Income numeric
@attribute Gender {0,1}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12}

@data
918,18,7500,1,cluster7
919,25,40000,1,cluster8
920,24,24000,1,cluster8
921,29,40000,1,cluster1
922,43,54000,1,cluster2
923,44,12000,1,cluster10
924,46,90000,1,cluster12
925,27,42000,1,cluster8
926,25,53500,0,cluster11
927,34,75000,1,cluster3
928,34,75000,1,cluster3
929,24,57000,1,cluster11
930,39,110000,1,cluster5
931,25,200000,1,cluster0
932,23,156000,1,cluster5
933,27,48000,1,cluster11
934,34,40000,0,cluster1
935,25,13000,1,cluster7
936,28,30000,1,cluster8
937,29,35000,1,cluster8
938,28,20000,1,cluster6
939,31,60000,1,cluster3
940,25,28000,0,cluster8
941,48,115000,1,cluster9
942,23,12000,1,cluster7
943,21,14400,1,cluster7
944,23,15000,1,cluster7
945,27,200000,1,cluster0
946,21,45000,1,cluster8
947,26,65000,1,cluster11
948,24,20000,1,cluster7
949,42,66433,1,cluster2
950,26,42000,1,cluster8
951,29,110000,1,cluster5
952,27,60000,1,cluster11
953,31,25000,1,cluster1
954,40,70000,1,cluster12
955,36,25000,1,cluster10
956,27,24000,1,cluster8
957,32,20000,1,cluster6
958,25,14000,0,cluster7
959,25,12000,1,cluster7
960,27,40000,1,cluster8
961,38,35000,0,cluster2
962,23,50076,1,cluster11
963,31,55000,1,cluster1
964,26,60000,1,cluster11
965,21,10800,1,cluster7
966,37,16000,1,cluster10
967,25,18000,1,cluster7
968,22,15000,0,cluster7
969,29,55000,1,cluster11
970,40,47000,1,cluster2
971,19,7800,1,cluster7
972,54,22000,1,cluster4
973,24,12000,1,cluster7
974,23,60000,1,cluster11
975,18,10000,1,cluster7
976,19,25000,1,cluster8
977,24,58020,1,cluster11
978,34,30000,1,cluster1
979,25,12000,1,cluster7
980,33,22000,1,cluster6
981,29,28000,1,cluster8
982,26,60000,1,cluster11
983,33,35000,1,cluster1
984,28,50000,0,cluster11
985,26,20000,1,cluster7
986,26,20000,1,cluster7
987,26,24000,0,cluster8
988,25,56375,1,cluster11
989,40,30000,1,cluster10
990,21,60000,1,cluster11
991,46,35000,1,cluster10
992,27,25000,1,cluster8
993,29,60000,1,cluster11
994,28,17000,1,cluster6
995,32,60000,0,cluster3
996,29,24000,1,cluster8
997,53,50000,1,cluster4
998,38,22000,1,cluster10
999,59,73000,1,cluster4
1000,23,60000,1,cluster11
1001,37,6000,1,cluster10
1002,24,30000,1,cluster8
1003,30,63000,0,cluster3
1004,24,37500,1,cluster8
1005,46,11500,1,cluster10
1006,24,13000,1,cluster7
1007,38,60000,1,cluster2
1008,34,94000,0,cluster3
1009,40,30000,1,cluster10
1010,31,42000,1,cluster1
1011,25,16000,1,cluster7
1012,29,60000,1,cluster11
1013,47,15000,0,cluster10
1014,26,60000,1,cluster11
1015,30,60000,1,cluster3
1016,22,15000,1,cluster7
1017,27,66000,1,cluster11
1018,19,12000,1,cluster7
1019,34,28000,1,cluster1
1020,27,17000,1,cluster7
1021,24,50000,0,cluster11
1022,26,30000,0,cluster8
1023,33,58000,1,cluster3
1024,44,75000,1,cluster12
1025,46,43000,1,cluster2
1026,27,7775,1,cluster7
1027,32,60000,0,cluster3
1028,32,36000,0,cluster1
1029,37,78000,1,cluster12
1030,29,40000,1,cluster1
1031,28,45000,1,cluster1
1032,20,9000,1,cluster7
1033,26,31000,1,cluster8
1034,27,55000,1,cluster11
1035,22,30000,1,cluster8
1036,35,22000,1,cluster10
1037,30,27000,0,cluster8
1038,24,200000,0,cluster0
1039,29,166000,1,cluster5
1040,27,30000,1,cluster8
1041,36,48000,0,cluster1
1042,39,110000,1,cluster5
1043,28,75000,0,cluster3
1044,73,105000,1,cluster9
1045,33,36000,1,cluster1
1046,23,38400,1,cluster8
1047,30,35000,1,cluster1
1048,40,66500,1,cluster2
1049,26,30000,1,cluster8
1050,27,30000,1,cluster8
1051,24,22000,0,cluster8
1052,49,90000,1,cluster9
1053,34,75000,1,cluster3
1054,32,106000,1,cluster5
1055,44,41000,0,cluster2
1056,24,12000,1,cluster7
1057,26,50000,1,cluster11
1058,34,60000,1,cluster3
1059,25,45000,1,cluster8
1060,39,65000,1,cluster2
1061,30,15000,1,cluster6
1062,23,19000,0,cluster7
1063,21,60000,0,cluster11
1064,22,13000,1,cluster7
1065,33,200000,1,cluster0
1066,33,70000,1,cluster3
1067,30,45000,1,cluster1
1068,36,140000,1,cluster5
1069,49,200000,1,cluster0
1070,27,70000,1,cluster3
1071,41,18000,1,cluster10
1072,16,14400,1,cluster7
1073,48,50000,0,cluster4
1074,37,25000,1,cluster10
1075,24,20000,1,cluster7
1076,25,15000,1,cluster7
1077,23,36000,1,cluster8
1078,30,45000,0,cluster1
1079,26,6000,1,cluster7
1080,25,20000,1,cluster7
1081,25,10000,1,cluster7
1082,27,65000,0,cluster11
1083,31,55000,1,cluster1
1084,28,47000,1,cluster1
1085,62,65000,1,cluster4
1086,39,53000,1,cluster2
1087,24,9600,1,cluster7
1088,36,12000,0,cluster6
1089,30,22000,0,cluster6
1090,30,55000,1,cluster1
1091,25,55000,1,cluster11
1092,20,27000,1,cluster8
1093,26,28000,0,cluster8
1094,33,97500,1,cluster5
1095,24,50000,1,cluster11
1096,27,32555,1,cluster8
1097,29,40000,1,cluster1
1098,32,52000,1,cluster1
1099,39,26000,1,cluster10
1100,33,75000,1,cluster3
1101,32,13000,1,cluster6
1102,25,38000,0,cluster8
1103,43,200000,1,cluster0
1104,33,18000,1,cluster6
1105,45,45000,1,cluster2
1106,35,40000,1,cluster1
1107,31,14400,1,cluster6
1108,37,20000,1,cluster10
1109,34,40000,1,cluster1
1110,30,50000,1,cluster1
1111,28,27000,0,cluster8
1112,27,74000,1,cluster3
1113,36,8000,0,cluster6
1114,41,80000,1,cluster12
1115,34,42000,0,cluster1
1116,26,35000,1,cluster8
1117,41,180000,1,cluster5
1118,20,10000,1,cluster7
1119,28,15000,1,cluster6
1120,39,35000,1,cluster2
1121,43,7000,1,cluster10
1122,21,60000,1,cluster11
1123,36,60000,1,cluster2
1124,34,30000,1,cluster1
1125,21,60000,0,cluster11
1126,31,32000,1,cluster1
1127,24,6000,1,cluster7
1128,31,35000,1,cluster1
1129,42,40000,1,cluster2
1130,22,45000,1,cluster8
1131,24,36000,1,cluster8
1132,31,42000,1,cluster1
1133,25,35000,1,cluster8
1134,37,47000,1,cluster2
1135,29,200000,1,cluster0
1136,27,38000,1,cluster8
1137,53,100000,1,cluster9
1138,27,36000,0,cluster8
1139,31,25000,1,cluster1
1140,28,56000,0,cluster11
1141,25,44400,1,cluster8
1142,26,29000,1,cluster8
1143,22,12000,0,cluster7
1144,29,12000,1,cluster6
1145,30,52000,1,cluster1
1146,21,60000,1,cluster11
1147,35,55000,1,cluster1
1148,37,12000,1,cluster10
1149,32,56000,0,cluster1
1150,24,35000,1,cluster8
1151,35,35000,1,cluster1
1152,26,34000,1,cluster8
1153,28,6000,1,cluster7
1154,31,41200,1,cluster1
1155,21,22000,1,cluster8
1156,29,23000,0,cluster6
1157,32,60000,1,cluster3
1158,29,34000,1,cluster8
1159,30,24000,1,cluster6
1160,36,32000,0,cluster1
1161,31,62000,1,cluster3
1162,50,44000,1,cluster4
1163,31,200000,1,cluster0
1164,33,65000,1,cluster3
1165,34,50000,1,cluster1
1166,27,15600,1,cluster7
1167,25,13000,1,cluster7
1168,41,54000,1,cluster2
1169,20,10000,1,cluster7
1170,25,14000,1,cluster7
1171,34,128000,1,cluster5
1172,35,200000,1,cluster0
1173,40,9000,1,cluster10
1174,28,8000,1,cluster7
1175,24,15000,1,cluster7
1176,28,100000,1,cluster5
1177,23,40000,0,cluster8
1178,45,14300,1,cluster10
1179,29,43000,1,cluster1
1180,41,69000,1,cluster12
1181,28,50000,0,cluster11
1182,27,9500,1,cluster7
1183,30,24000,1,cluster6
1184,32,24000,1,cluster6
1185,28,34000,1,cluster8
1186,23,43125,1,cluster8
1187,31,95000,0,cluster3
1188,35,63000,1,cluster3
1189,33,50000,1,cluster1
1190,20,39996,1,cluster8
1191,34,40000,1,cluster1
1192,35,102000,1,cluster5
1193,21,20000,0,cluster7
1194,30,8000,1,cluster6
1195,28,12000,1,cluster7
1196,30,30000,0,cluster1
1197,24,30000,0,cluster8
1198,35,85000,1,cluster3
1199,30,40000,1,cluster1
1200,49,100000,1,cluster9
1201,24,24000,0,cluster8
1202,40,31000,1,cluster10
1203,31,52000,1,cluster1
1204,24,12000,1,cluster7
1205,27,25000,1,cluster8
1206,40,85000,1,cluster12
1207,47,120000,1,cluster9
1208,45,80000,1,cluster12
1209,29,60000,0,cluster11
1210,23,28800,1,cluster8
1211,25,60000,1,cluster11
1212,27,36000,1,cluster8
1213,24,42000,1,cluster8
1214,24,27000,1,cluster8
1215,31,112000,1,cluster5
1216,32,50000,1,cluster1
1217,24,45000,1,cluster8
1218,27,34000,1,cluster8
1219,21,6000,1,cluster7
1220,31,12500,1,cluster6
1221,37,19900,0,cluster10
1222,26,7200,1,cluster7
1223,32,35000,1,cluster1
1224,40,12000,1,cluster10
1225,35,18000,1,cluster6
1226,37,200000,1,cluster0
1227,32,75000,1,cluster3
1228,19,30000,1,cluster8
1229,26,14000,1,cluster7
1230,18,7800,1,cluster7
1231,37,30000,1,cluster10
1232,27,7000,0,cluster7
1233,20,12000,1,cluster7
1234,46,115000,1,cluster9
1235,21,30000,0,cluster8
1236,47,25000,1,cluster10
1237,31,40000,0,cluster1
1238,28,24000,1,cluster8
1239,29,17000,1,cluster6
1240,39,10000,1,cluster10
1241,25,70000,1,cluster11
1242,57,30000,1,cluster4
1243,25,30000,0,cluster8
1244,28,37000,0,cluster8
1245,51,20000,1,cluster4
1246,46,20000,0,cluster10
1247,30,63000,0,cluster3
1248,25,38000,1,cluster8
1249,27,55000,1,cluster11
1250,25,90000,0,cluster3
1251,34,36000,1,cluster1
1252,37,85000,1,cluster12
1253,42,76000,1,cluster12
1254,22,13563,1,cluster7
1255,35,75000,1,cluster3
1256,23,66000,1,cluster11
1257,28,18750,1,cluster6
1258,27,9348,1,cluster7
1259,26,43000,1,cluster8
1260,29,100000,1,cluster5
1261,23,60000,1,cluster11
1262,28,48500,1,cluster1
1263,30,15000,1,cluster6
1264,23,6000,0,cluster7
1265,23,25000,1,cluster8
1266,26,9600,1,cluster7
1267,35,23374,1,cluster10
1268,27,40000,1,cluster8
1269,25,7200,1,cluster7
1270,29,34560,1,cluster8
1271,30,8000,1,cluster6
1272,25,20000,1,cluster7
1273,31,70000,1,cluster3
1274,25,13000,1,cluster7
1275,40,69000,1,cluster12
1276,53,40000,1,cluster4
1277,33,73000,1,cluster3
1278,33,30000,1,cluster1
1279,46,90000,1,cluster12
1280,27,200000,1,cluster0
1281,24,8000,1,cluster7
1282,35,200000,1,cluster0
1283,30,80000,1,cluster3
1284,44,80000,0,cluster12
1285,31,71000,1,cluster3
1286,27,60000,1,cluster11
1287,29,30000,1,cluster8
1288,27,70000,0,cluster3
1289,32,20000,1,cluster6
1290,31,45000,1,cluster1
1291,29,20300,1,cluster6
1292,34,53000,1,cluster1
1293,21,50000,1,cluster11
1294,34,70000,0,cluster3
1295,23,52000,1,cluster11
1296,29,48000,0,cluster1
1297,28,30000,1,cluster8
1298,42,58000,1,cluster2
1299,32,35000,1,cluster1
1300,26,98000,1,cluster5
1301,57,12000,0,cluster4
1302,25,12000,1,cluster7
1303,35,139000,0,cluster5
1304,31,45000,1,cluster1
1305,28,75000,1,cluster3
1306,42,105000,0,cluster9
1307,26,48000,0,cluster11
1308,30,36000,1,cluster1
1309,40,40000,1,cluster2
1310,27,10000,0,cluster7
1311,24,51600,1,cluster11
1312,28,50000,1,cluster11
1313,31,8000,1,cluster6
1314,29,60000,0,cluster11
1315,29,6000,1,cluster6
1316,24,35000,1,cluster8
1317,36,60000,1,cluster2
1318,25,42000,1,cluster8
1319,21,20000,1,cluster7
1320,56,124000,1,cluster9
1321,32,75000,1,cluster3
1322,31,70000,1,cluster3
1323,35,45000,1,cluster1
1324,27,17000,1,cluster7
1325,25,45000,0,cluster8
1326,48,62000,0,cluster4
1327,22,11300,0,cluster7
1328,54,70000,0,cluster4
1329,28,14000,1,cluster6
1330,35,12000,1,cluster6
1331,27,17000,0,cluster7
1332,27,15000,1,cluster7
1333,24,10000,1,cluster7
1334,32,6000,1,cluster6
1335,25,60000,0,cluster11
1336,33,39000,0,cluster1
1337,40,40000,1,cluster2
1338,21,15000,1,cluster7
1339,29,20000,1,cluster6
1340,25,60000,1,cluster11
1341,28,100000,1,cluster5
1342,45,7000,1,cluster10
1343,35,86000,1,cluster3
1344,21,8000,1,cluster7
1345,32,20000,1,cluster6
1346,25,8000,0,cluster7
1347,34,45000,1,cluster1
1348,22,9600,1,cluster7
1349,40,40000,1,cluster2
1350,29,40000,1,cluster1
1351,42,14000,1,cluster10
1352,28,16000,1,cluster6
1353,31,9000,1,cluster6
1354,37,30000,1,cluster10
1355,29,60000,1,cluster11
1356,27,18000,1,cluster6
1357,47,30000,0,cluster10
1358,36,30000,0,cluster10
1359,50,200000,1,cluster0
1360,29,40000,1,cluster1
1361,27,10000,1,cluster7
1362,33,40000,0,cluster1
1363,34,80000,1,cluster3
1364,44,100000,0,cluster12
1365,25,6600,1,cluster7
1366,24,44000,1,cluster8
1367,24,10000,1,cluster7
1368,24,21000,1,cluster8
1369,25,35000,0,cluster8
1370,24,40000,1,cluster8
1371,33,67200,1,cluster3
1372,27,40000,1,cluster8
1373,22,36000,1,cluster8
1374,30,16000,1,cluster6
1375,26,50000,1,cluster11
1376,36,15000,1,cluster6
1377,39,120000,1,cluster5
1378,43,192000,1,cluster9
1379,27,8500,0,cluster7
1380,30,12000,1,cluster6
1381,56,42000,1,cluster4
1382,28,72000,0,cluster3
1383,28,17500,1,cluster6
1384,28,200000,0,cluster0
1385,22,41640,1,cluster8
1386,25,11505,0,cluster7
1387,50,25000,1,cluster4
1388,56,11000,0,cluster4
1389,28,25000,1,cluster8
1390,28,38000,0,cluster8
1391,20,6000,1,cluster7
1392,30,80000,0,cluster3
1393,26,32000,1,cluster8
1394,35,48000,1,cluster1
1395,33,18000,1,cluster6
1396,26,16000,1,cluster7
1397,36,56000,1,cluster2
1398,28,18000,1,cluster6
1399,40,21000,1,cluster10
1400,23,60000,1,cluster11
1401,50,70000,0,cluster4
1402,30,14000,1,cluster6
1403,34,14400,1,cluster6
1404,47,50000,1,cluster2
1405,57,40000,1,cluster4
1406,29,130000,1,cluster5
1407,34,95000,1,cluster5
1408,28,70000,1,cluster3
1409,30,44614,1,cluster1
1410,34,24000,1,cluster10
1411,32,12000,1,cluster6
1412,28,10000,1,cluster7
1413,25,16000,0,cluster7
1414,28,40000,1,cluster8
1415,50,120000,1,cluster9
1416,31,40000,1,cluster1
1417,21,9000,1,cluster7
1418,24,54228,1,cluster11
1419,27,52125,1,cluster11
1420,30,58000,0,cluster3
1421,24,20000,1,cluster7
1422,19,24000,1,cluster8
1423,45,26000,1,cluster10
1424,24,47000,1,cluster11
1425,25,45000,0,cluster8
1426,31,27000,1,cluster1
1427,21,17256,0,cluster7
1428,29,12000,1,cluster6
1429,30,25000,1,cluster8
1430,39,8500,1,cluster10
1431,21,16000,1,cluster7
1432,25,41000,1,cluster8
1433,26,29000,1,cluster8
1434,47,105000,1,cluster9
1435,23,14700,1,cluster7
1436,20,20000,1,cluster7
1437,37,53000,1,cluster2
1438,25,10000,1,cluster7
1439,29,105000,0,cluster5
1440,25,24000,1,cluster8
1441,25,75000,1,cluster3
1442,61,139000,1,cluster9
1443,47,20000,1,cluster10
1444,26,30000,1,cluster8
1445,27,50000,0,cluster11
1446,28,30000,0,cluster8
1447,30,10000,1,cluster6
1448,30,30000,1,cluster1
1449,37,20000,1,cluster10
1450,23,18000,0,cluster7
1451,26,10000,0,cluster7
1452,40,30000,1,cluster10
1453,38,74000,1,cluster12
1454,28,32000,1,cluster8
1455,21,12000,1,cluster7
1456,32,23000,1,cluster6
1457,27,57000,1,cluster11
1458,29,40000,0,cluster1
1459,36,30000,1,cluster10
1460,35,20000,1,cluster6
1461,31,25000,1,cluster1
1462,22,25000,1,cluster8
1463,44,14000,1,cluster10
1464,23,80000,0,cluster3
1465,25,60000,1,cluster11
1466,25,60000,1,cluster11
1467,30,32000,0,cluster1
1468,23,70000,1,cluster11
1469,30,22000,0,cluster6
1470,25,15000,1,cluster7
1471,35,80000,1,cluster3
1472,37,62000,1,cluster2
1473,43,200000,1,cluster0
1474,35,45000,1,cluster1
1475,29,100000,0,cluster5
1476,25,12000,1,cluster7
1477,35,20000,1,cluster6
1478,33,70000,1,cluster3
1479,28,38000,1,cluster8
1480,26,20000,1,cluster7
1481,25,40000,1,cluster8
1482,22,28000,0,cluster8
1483,29,47000,1,cluster1
1484,26,14000,1,cluster7
1485,22,36000,1,cluster8
1486,22,8000,1,cluster7
1487,28,17379,1,cluster6
1488,30,55000,0,cluster1
1489,36,130000,1,cluster5
1490,22,14000,1,cluster7
1491,27,87000,1,cluster3
1492,23,10800,1,cluster7
1493,23,30000,1,cluster8
1494,28,12000,0,cluster7
1495,34,20000,0,cluster6
1496,22,120000,1,cluster5
1497,31,20000,1,cluster6
1498,30,80000,0,cluster3
1499,36,15000,1,cluster6
1500,28,40000,0,cluster8
1501,28,10000,1,cluster7
1502,17,24000,0,cluster8
1503,23,36000,1,cluster8
1504,26,9000,1,cluster7
1505,28,36000,1,cluster8
1506,30,20000,0,cluster6
1507,39,10000,1,cluster10
1508,35,90000,0,cluster3
1509,28,6000,1,cluster7
1510,35,10000,1,cluster6
1511,24,43200,1,cluster8
1512,32,75500,0,cluster3
1513,30,30000,0,cluster1
1514,25,30000,0,cluster8
1515,21,117500,1,cluster5
1516,31,36000,1,cluster1
1517,58,27000,1,cluster4
1518,45,50000,1,cluster2
1519,34,14000,1,cluster6
1520,27,55000,1,cluster11
1521,21,24000,1,cluster8
1522,25,29000,0,cluster8
1523,25,60000,0,cluster11
1524,52,10000,1,cluster4
1525,28,25000,0,cluster8
1526,28,12000,0,cluster7
1527,47,15000,0,cluster10
1528,25,30000,1,cluster8
1529,27,40000,1,cluster8
1530,29,100000,1,cluster5
1531,46,45000,1,cluster2
1532,31,45000,1,cluster1
1533,36,45000,1,cluster1
1534,36,40000,0,cluster1
1535,28,24000,0,cluster8
1536,29,42000,1,cluster1
1537,46,6000,1,cluster10
1538,33,45000,1,cluster1
1539,22,30000,1,cluster8
1540,36,30000,1,cluster10
1541,25,48000,1,cluster11
1542,32,75000,0,cluster3
1543,23,64000,0,cluster11
1544,29,45000,1,cluster1
1545,32,24000,1,cluster6
1546,28,16000,1,cluster6
1547,53,15000,1,cluster4
1548,23,34800,1,cluster8
1549,22,48000,1,cluster11
1550,23,6000,1,cluster7
1551,42,50000,0,cluster2
1552,36,12000,1,cluster6
1553,46,115000,1,cluster9
1554,24,6000,1,cluster7
1555,34,10000,1,cluster6
1556,27,15000,1,cluster7
1557,24,100000,1,cluster5
1558,49,28000,1,cluster4
1559,30,30000,1,cluster1
1560,50,100000,1,cluster9
1561,25,53000,0,cluster11
1562,41,65000,1,cluster2
1563,63,120000,1,cluster9
1564,31,97000,0,cluster5
1565,22,55200,1,cluster11
1566,24,51432,1,cluster11
1567,31,25000,1,cluster1
1568,26,30000,1,cluster8
1569,40,90000,1,cluster12
1570,26,6081,1,cluster7
1571,35,120000,1,cluster5
1572,39,45000,1,cluster2
1573,34,60000,1,cluster3
1574,50,90000,1,cluster9
1575,36,12000,1,cluster6
1576,28,40000,1,cluster8
1577,39,60000,1,cluster2
1578,54,42000,1,cluster4
1579,27,15000,1,cluster7
1580,30,30000,1,cluster1
1581,28,9000,0,cluster7
1582,40,200000,1,cluster0
1583,25,30000,1,cluster8
1584,28,25000,0,cluster8
1585,23,50000,0,cluster11
1586,29,28000,1,cluster8
1587,35,100000,1,cluster5
1588,39,25000,1,cluster10
1589,38,55000,1,cluster2
1590,33,65000,1,cluster3
1591,27,38000,1,cluster8
1592,31,36000,1,cluster1
1593,24,61740,1,cluster11
1594,34,55000,1,cluster1
1595,37,72000,0,cluster3
1596,33,53000,1,cluster1
1597,27,47000,1,cluster11
1598,29,65000,1,cluster3
1599,37,50000,0,cluster2
1600,47,58000,0,cluster4
1601,37,36000,0,cluster1
1602,24,45000,1,cluster8
1603,22,57084,1,cluster11
1604,34,48000,1,cluster1
1605,23,30000,0,cluster8
1606,22,60000,1,cluster11
1607,32,75000,1,cluster3
1608,27,60000,1,cluster11
1609,35,65000,1,cluster3
1610,21,15000,1,cluster7
1611,25,14400,1,cluster7
1612,26,6300,1,cluster7
1613,34,65000,1,cluster3
1614,19,24000,1,cluster8
1615,25,28800,0,cluster8
1616,30,36000,1,cluster1
1617,30,55000,1,cluster1
1618,23,49200,1,cluster11
1619,39,40000,0,cluster2
1620,23,25000,1,cluster8
1621,35,77000,1,cluster3
1622,29,35000,1,cluster8
1623,31,45000,1,cluster1
1624,28,27696,1,cluster8
1625,34,200000,1,cluster0
1626,47,50000,1,cluster2
1627,29,60000,1,cluster11
1628,26,9000,1,cluster7
1629,26,36000,0,cluster8
1630,23,38000,0,cluster8
1631,28,110282,1,cluster5
1632,30,25000,1,cluster8
1633,45,20000,1,cluster10
1634,26,75000,1,cluster3
1635,35,32000,1,cluster1
1636,28,7000,1,cluster7
1637,30,60000,0,cluster3
1638,65,128000,1,cluster9
1639,36,60000,1,cluster2
1640,20,39600,1,cluster8
1641,26,12000,1,cluster7
1642,27,26000,0,cluster8
1643,28,70000,1,cluster3
1644,25,28000,1,cluster8
1645,35,12000,1,cluster6
1646,46,80000,1,cluster12
1647,40,50000,1,cluster2
1648,23,41000,1,cluster8
1649,32,32000,0,cluster1
1650,27,16000,1,cluster7
1651,29,15000,1,cluster6
1652,27,20000,1,cluster6
1653,27,90000,0,cluster3
1654,29,8000,1,cluster6
1655,27,12000,1,cluster7
1656,25,13000,1,cluster7
1657,27,10000,1,cluster7
1658,31,40000,1,cluster1
1659,23,14400,0,cluster7
1660,24,20909,1,cluster8
1661,22,8400,1,cluster7
1662,21,8400,0,cluster7
1663,33,20000,1,cluster6
1664,25,22000,1,cluster8
1665,28,15000,0,cluster6
1666,34,60000,1,cluster3
1667,24,12000,0,cluster7
1668,31,35000,0,cluster1
1669,29,32000,1,cluster8
1670,22,36072,1,cluster8
1671,24,72000,1,cluster11
1672,32,80000,1,cluster3
1673,30,150000,1,cluster5
1674,32,12500,1,cluster6
1675,19,13000,0,cluster7
1676,29,8500,1,cluster6
1677,30,24000,1,cluster6
1678,26,24000,1,cluster8
1679,29,55000,1,cluster11
1680,32,36500,1,cluster1
1681,29,28800,1,cluster8
1682,23,36000,1,cluster8
1683,28,65000,1,cluster3
1684,21,6000,0,cluster7
1685,37,10000,1,cluster10
1686,31,45000,1,cluster1
1687,24,6000,1,cluster7
1688,54,60000,0,cluster4
1689,19,60000,0,cluster11
1690,26,11000,1,cluster7
1691,25,123000,1,cluster5
1692,25,55000,1,cluster11
1693,28,40000,1,cluster8
1694,34,65000,1,cluster3
1695,46,20000,1,cluster10
1696,45,10000,1,cluster10
1697,28,15000,1,cluster6
1698,26,26000,1,cluster8
1699,27,30000,1,cluster8
1700,25,100000,1,cluster5
1701,33,12000,1,cluster6
1702,29,33000,1,cluster8
1703,39,108000,1,cluster5
1704,40,121000,1,cluster5
1705,32,105000,1,cluster5
1706,26,6000,1,cluster7
1707,47,32000,1,cluster10
1708,35,50000,1,cluster1
1709,26,20000,1,cluster7
1710,28,38000,1,cluster8
1711,21,13000,1,cluster7
1712,40,26000,1,cluster10
1713,39,24000,1,cluster10
1714,32,7900,1,cluster6
1715,28,14400,1,cluster6
1716,22,72000,1,cluster11
1717,28,40800,0,cluster8
1718,41,32000,0,cluster10
1719,19,30000,1,cluster8
1720,28,16000,1,cluster6
1721,23,27000,0,cluster8
1722,29,50000,0,cluster1
1723,24,10000,1,cluster7
1724,26,48000,1,cluster11
1725,30,9000,1,cluster6
1726,28,20000,1,cluster6
1727,27,6100,1,cluster7
1728,29,24000,1,cluster8
1729,28,40000,1,cluster8
1730,29,55000,1,cluster11
1731,28,80000,1,cluster3
1732,28,10000,1,cluster7
1733,41,100000,0,cluster12
1734,28,10000,1,cluster7
1735,30,30000,0,cluster1
1736,17,26400,1,cluster8
1737,32,45000,1,cluster1
1738,38,90000,1,cluster12
1739,59,10000,1,cluster4
1740,27,35000,1,cluster8
1741,28,50000,0,cluster11
1742,27,30000,1,cluster8
1743,42,43500,1,cluster2
1744,22,6600,1,cluster7
1745,29,25000,1,cluster8
1746,23,6000,1,cluster7
1747,24,26000,0,cluster8
1748,34,60000,1,cluster3
1749,26,25000,0,cluster8
1750,29,50000,1,cluster1
1751,32,29000,1,cluster1
1752,30,15000,0,cluster6
1753,25,60000,1,cluster11
1754,33,24000,0,cluster6
1755,26,55000,1,cluster11
1756,37,60000,1,cluster2
1757,25,57600,1,cluster11
1758,29,12000,0,cluster6
1759,35,100000,1,cluster5
1760,32,14416,0,cluster6
1761,28,18000,1,cluster6
1762,25,17000,1,cluster7
1763,31,60000,0,cluster3
1764,36,80000,1,cluster3
1765,28,110000,1,cluster5
1766,26,10000,1,cluster7
1767,48,45000,1,cluster4
1768,31,80000,1,cluster3
1769,25,50000,1,cluster11
1770,29,78000,1,cluster3
1771,29,12000,1,cluster6
1772,37,19000,1,cluster10
1773,37,48000,1,cluster2
1774,25,50000,1,cluster11
1775,37,55000,1,cluster2
1776,29,70800,1,cluster3
1777,26,10000,1,cluster7
1778,30,50000,0,cluster1
1779,28,6480,1,cluster7
1780,28,6000,1,cluster7
1781,28,42200,1,cluster1
1782,27,10000,1,cluster7
1783,19,7000,1,cluster7
1784,26,15000,1,cluster7
1785,41,75000,1,cluster12
1786,31,40000,0,cluster1
1787,40,30000,1,cluster10
1788,34,35000,1,cluster1
1789,27,55000,1,cluster11
1790,23,95000,1,cluster5
1791,25,63000,1,cluster11
1792,41,60000,1,cluster2
1793,24,36000,1,cluster8
1794,41,6000,1,cluster10
1795,24,18000,0,cluster7
1796,46,85000,1,cluster12
1797,26,30000,1,cluster8
1798,40,112000,1,cluster9
1799,24,40000,1,cluster8
1800,25,12000,1,cluster7
1801,26,8000,1,cluster7
1802,30,25000,1,cluster8
1803,31,65000,1,cluster3
1804,29,12000,1,cluster6
1805,24,10000,1,cluster7
1806,32,180000,1,cluster5
1807,25,75000,1,cluster3
1808,25,24000,0,cluster8
1809,28,60000,1,cluster11
1810,30,31000,1,cluster1
1811,27,52000,1,cluster11
1812,30,40000,1,cluster1
1813,32,28000,1,cluster1
1814,30,20000,1,cluster6
1815,36,120000,1,cluster5
1816,24,45000,0,cluster8
1817,28,20000,0,cluster6
1818,28,28000,1,cluster8
1819,43,45000,1,cluster2
1820,35,65000,1,cluster3
1821,38,90000,1,cluster12
1822,37,12000,1,cluster10
1823,28,18000,1,cluster6
1824,26,7000,1,cluster7
1825,30,50000,0,cluster1
1826,14,12000,1,cluster7
1827,26,36000,1,cluster8
1828,29,6800,1,cluster6
1829,34,48000,1,cluster1
1830,22,28000,1,cluster8
1831,39,25000,1,cluster10
1832,23,40000,0,cluster8
1833,22,125000,1,cluster5
1834,34,8000,1,cluster6
1835,45,6000,1,cluster10
1836,27,36000,1,cluster8
1837,26,60000,1,cluster11
1838,28,24000,1,cluster8
1839,30,25000,1,cluster8
1840,53,72000,1,cluster4
1841,34,25000,0,cluster10
1842,58,74000,0,cluster4
