@relation 2016_New_Coder_Survey-weka.filters.unsupervised.attribute.NumericToNominal-R5_clustered

@attribute Instance_number numeric
@attribute Age numeric
@attribute Income numeric
@attribute IsEthnicMinority numeric
@attribute IsSoftwareDev numeric
@attribute Gender {0,1}
@attribute Cluster {cluster0,cluster1}

@data
1744,22,6600,0,0,1,cluster1
1745,29,25000,0,0,1,cluster1
1746,23,6000,1,1,1,cluster0
1747,24,26000,0,0,0,cluster1
1748,34,60000,0,0,1,cluster1
1749,26,25000,0,1,0,cluster0
1750,29,50000,0,1,1,cluster0
1751,32,29000,0,0,1,cluster1
1752,30,15000,0,1,0,cluster0
1753,25,60000,1,0,1,cluster1
1754,33,24000,0,1,0,cluster0
1755,26,55000,0,0,1,cluster1
1756,37,60000,0,0,1,cluster1
1757,25,57600,1,1,1,cluster0
1758,29,12000,0,0,0,cluster1
1759,35,100000,0,1,1,cluster0
1760,32,14416,0,0,0,cluster1
1761,28,18000,0,1,1,cluster0
1762,25,17000,0,0,1,cluster1
1763,31,60000,0,1,0,cluster0
1764,36,80000,0,0,1,cluster1
1765,28,110000,0,0,1,cluster1
1766,26,10000,0,0,1,cluster1
1767,48,45000,0,0,1,cluster1
1768,31,80000,1,0,1,cluster1
1769,25,50000,0,0,1,cluster1
1770,29,78000,1,0,1,cluster1
1771,29,12000,1,0,1,cluster1
1772,37,19000,0,1,1,cluster0
1773,37,48000,0,0,1,cluster1
1774,25,50000,0,1,1,cluster0
1775,37,55000,1,0,1,cluster1
1776,29,70800,0,0,1,cluster1
1777,26,10000,0,1,1,cluster0
1778,30,50000,0,1,0,cluster0
1779,28,6480,1,0,1,cluster1
1780,28,6000,0,0,1,cluster1
1781,28,42200,0,1,1,cluster0
1782,27,10000,0,0,1,cluster1
1783,19,7000,0,1,1,cluster0
1784,26,15000,0,1,1,cluster0
1785,41,75000,1,1,1,cluster0
1786,31,40000,1,0,0,cluster1
1787,40,30000,0,0,1,cluster1
1788,34,35000,1,0,1,cluster1
1789,27,55000,0,0,1,cluster1
1790,23,95000,0,1,1,cluster0
1791,25,63000,0,1,1,cluster0
1792,41,60000,0,0,1,cluster1
1793,24,36000,0,0,1,cluster1
1794,41,6000,0,0,1,cluster1
1795,24,18000,0,0,0,cluster1
1796,46,85000,0,0,1,cluster1
1797,26,30000,0,0,1,cluster1
1798,40,112000,0,1,1,cluster0
1799,24,40000,1,0,1,cluster1
1800,25,12000,1,1,1,cluster0
1801,26,8000,0,1,1,cluster0
1802,30,25000,0,0,1,cluster1
1803,31,65000,0,1,1,cluster0
1804,29,12000,0,0,1,cluster1
1805,24,10000,0,1,1,cluster0
1806,32,180000,0,1,1,cluster0
1807,25,75000,1,0,1,cluster1
1808,25,24000,1,0,0,cluster1
1809,28,60000,1,0,1,cluster1
1810,30,31000,0,0,1,cluster1
1811,27,52000,0,0,1,cluster1
1812,30,40000,0,1,1,cluster0
1813,32,28000,1,0,1,cluster1
1814,30,20000,1,0,1,cluster1
1815,36,120000,1,1,1,cluster0
1816,24,45000,1,0,0,cluster1
1817,28,20000,0,0,0,cluster1
1818,28,28000,0,0,1,cluster1
1819,43,45000,0,0,1,cluster1
1820,35,65000,0,0,1,cluster1
1821,38,90000,0,1,1,cluster0
1822,37,12000,0,0,1,cluster1
1823,28,18000,0,0,1,cluster1
1824,26,7000,0,1,1,cluster0
1825,30,50000,0,1,0,cluster0
1826,14,12000,0,0,1,cluster1
1827,26,36000,0,1,1,cluster0
1828,29,6800,0,0,1,cluster1
1829,34,48000,0,1,1,cluster0
1830,22,28000,1,1,1,cluster0
1831,39,25000,1,0,1,cluster1
1832,23,40000,1,0,0,cluster1
1833,22,125000,0,0,1,cluster1
1834,34,8000,0,0,1,cluster1
1835,45,6000,1,1,1,cluster0
1836,27,36000,0,0,1,cluster1
1837,26,60000,0,1,1,cluster0
1838,28,24000,0,0,1,cluster1
1839,30,25000,0,1,1,cluster0
1840,53,72000,0,0,1,cluster1
1841,34,25000,0,0,0,cluster1
1842,58,74000,0,1,0,cluster0
1843,29,42000,0,0,1,cluster1
1844,24,40000,0,0,1,cluster1
1845,26,7200,0,1,1,cluster0
1846,52,20000,0,0,1,cluster1
1847,29,85000,0,1,1,cluster0
1848,36,20000,0,0,1,cluster1
1849,36,30000,0,0,1,cluster1
1850,23,36000,1,0,1,cluster1
1851,27,30000,0,1,0,cluster0
1852,26,21700,0,1,0,cluster0
1853,28,200000,0,1,0,cluster0
1854,28,55000,1,0,1,cluster1
1855,50,30000,0,1,1,cluster0
1856,26,8000,0,0,1,cluster1
1857,25,60000,0,1,1,cluster0
1858,25,40000,0,0,0,cluster1
1859,34,35000,0,0,1,cluster1
1860,28,25000,0,0,1,cluster1
1861,30,40000,0,0,1,cluster1
1862,24,32000,0,1,1,cluster0
1863,30,10500,0,0,1,cluster1
1864,26,35000,1,0,1,cluster1
1865,26,15000,0,0,1,cluster1
1866,37,80000,0,0,1,cluster1
1867,23,8000,1,1,1,cluster0
1868,37,28000,1,0,1,cluster1
1869,43,200000,0,0,1,cluster1
1870,29,65000,0,0,1,cluster1
1871,28,60000,0,1,1,cluster0
1872,29,10000,0,0,1,cluster1
1873,38,55000,0,1,0,cluster0
1874,28,50000,1,0,1,cluster1
1875,21,24000,0,1,1,cluster0
1876,29,90000,0,1,1,cluster0
1877,28,25000,1,0,1,cluster1
1878,26,12000,0,1,1,cluster0
1879,18,6000,0,0,1,cluster1
1880,28,15000,0,0,1,cluster1
1881,26,7500,0,0,1,cluster1
1882,28,120000,0,1,1,cluster0
1883,27,20000,1,0,1,cluster1
1884,23,30000,0,1,1,cluster0
1885,22,6000,0,0,1,cluster1
1886,26,9361,0,0,0,cluster1
1887,21,6000,0,1,0,cluster0
1888,33,42000,0,0,1,cluster1
1889,32,30000,1,0,1,cluster1
1890,25,15000,1,0,1,cluster1
1891,28,20000,1,0,1,cluster1
1892,23,38000,1,0,0,cluster1
1893,32,40000,0,0,1,cluster1
1894,27,97000,1,0,0,cluster1
1895,54,12000,0,0,1,cluster1
1896,29,30000,0,0,1,cluster1
1897,38,60000,0,0,1,cluster1
1898,30,39600,0,0,0,cluster1
1899,42,76000,0,0,1,cluster1
1900,30,45000,0,1,1,cluster0
1901,32,60000,0,0,1,cluster1
1902,26,75000,1,0,0,cluster1
1903,21,18000,0,1,1,cluster0
1904,25,200000,0,0,1,cluster1
1905,19,24000,1,0,1,cluster1
1906,52,60000,0,0,1,cluster1
1907,25,15000,0,0,1,cluster1
1908,43,50000,0,0,1,cluster1
1909,31,44000,0,0,1,cluster1
1910,25,21000,0,0,1,cluster1
1911,36,36000,1,1,1,cluster0
1912,24,50000,0,1,1,cluster0
1913,31,48000,0,1,1,cluster0
1914,41,83000,0,0,1,cluster1
1915,23,16000,0,0,1,cluster1
1916,44,62000,0,1,1,cluster0
1917,25,31000,0,0,1,cluster1
1918,23,40000,0,0,1,cluster1
1919,32,83000,0,0,1,cluster1
1920,30,50000,0,0,0,cluster1
1921,47,25000,0,1,0,cluster0
1922,33,48000,1,0,1,cluster1
1923,30,54000,0,0,1,cluster1
1924,30,15000,0,1,1,cluster0
1925,25,40000,0,1,1,cluster0
1926,48,15000,1,0,0,cluster1
1927,30,10000,0,1,1,cluster0
1928,34,75000,0,0,1,cluster1
1929,30,30000,1,0,1,cluster1
1930,36,110000,1,1,1,cluster0
1931,41,15000,0,0,1,cluster1
1932,29,28000,1,0,0,cluster1
1933,22,10000,0,1,1,cluster0
1934,25,11988,1,1,1,cluster0
1935,25,28800,0,0,0,cluster1
1936,23,40000,0,1,0,cluster0
1937,26,32000,0,0,0,cluster1
1938,37,28000,0,1,1,cluster0
1939,34,95000,0,0,1,cluster1
1940,26,120000,1,1,1,cluster0
1941,31,47000,1,0,0,cluster1
1942,33,38000,0,0,1,cluster1
1943,42,57000,0,0,1,cluster1
1944,28,27733,1,1,1,cluster0
1945,23,24000,1,0,1,cluster1
1946,38,180000,0,1,1,cluster0
1947,43,30000,0,0,1,cluster1
1948,28,10000,0,0,1,cluster1
1949,31,35000,0,0,1,cluster1
1950,29,45000,1,0,0,cluster1
1951,26,8000,1,0,1,cluster1
1952,32,60000,0,1,1,cluster0
1953,34,75000,0,0,1,cluster1
1954,50,36000,0,0,0,cluster1
1955,33,35000,0,1,1,cluster0
1956,22,40000,0,1,1,cluster0
1957,41,70000,0,1,1,cluster0
1958,29,35000,0,0,1,cluster1
1959,36,30000,0,0,1,cluster1
1960,34,35000,1,0,1,cluster1
1961,27,45000,0,0,0,cluster1
1962,43,155000,0,1,1,cluster0
1963,35,52000,0,0,1,cluster1
1964,37,24000,0,1,1,cluster0
1965,23,30000,0,0,1,cluster1
1966,34,60000,1,0,1,cluster1
1967,37,26000,1,1,1,cluster0
1968,35,36000,0,1,1,cluster0
1969,29,70000,0,1,1,cluster0
1970,31,75000,0,1,1,cluster0
1971,33,100000,0,0,1,cluster1
1972,34,54000,0,1,1,cluster0
1973,31,30000,0,0,1,cluster1
1974,32,70000,1,1,0,cluster0
1975,29,50000,0,1,1,cluster0
1976,25,200000,0,1,1,cluster0
1977,25,51000,1,1,0,cluster0
1978,41,60000,0,0,1,cluster1
1979,20,6000,1,0,0,cluster1
1980,23,15000,0,0,1,cluster1
1981,25,20000,0,1,1,cluster0
1982,33,80000,0,0,1,cluster1
1983,36,53000,1,0,1,cluster1
1984,30,30000,0,0,1,cluster1
1985,30,40000,0,0,1,cluster1
1986,30,45000,0,1,0,cluster0
1987,23,64000,0,1,1,cluster0
1988,22,14400,0,1,1,cluster0
1989,33,30000,0,0,1,cluster1
1990,25,60000,0,0,1,cluster1
1991,24,8000,1,1,0,cluster0
1992,27,20000,0,0,1,cluster1
1993,30,48000,0,1,1,cluster0
1994,25,41000,0,1,1,cluster0
1995,37,55000,0,0,1,cluster1
1996,21,15000,0,0,1,cluster1
1997,23,10000,1,0,1,cluster1
1998,28,40000,1,0,0,cluster1
1999,31,65000,0,1,1,cluster0
2000,35,40000,1,0,1,cluster1
2001,29,37000,1,0,0,cluster1
2002,24,55000,0,1,1,cluster0
2003,30,70000,0,0,0,cluster1
2004,25,40000,0,1,1,cluster0
2005,35,60000,1,0,1,cluster1
2006,39,30000,0,0,1,cluster1
2007,25,30000,0,0,0,cluster1
2008,21,15000,0,0,1,cluster1
2009,32,125000,1,0,1,cluster1
2010,31,190000,0,1,1,cluster0
2011,26,15000,0,0,1,cluster1
2012,38,60000,0,0,1,cluster1
2013,31,30000,0,0,1,cluster1
2014,42,10000,0,0,1,cluster1
2015,23,32000,1,1,0,cluster0
2016,33,27700,0,0,1,cluster1
2017,22,9000,0,0,0,cluster1
2018,28,60000,0,0,1,cluster1
2019,28,23000,0,0,0,cluster1
2020,22,42000,0,0,0,cluster1
2021,30,24000,1,0,1,cluster1
2022,24,15000,0,0,1,cluster1
2023,49,60000,0,0,0,cluster1
2024,27,35000,0,0,0,cluster1
2025,29,34500,0,0,0,cluster1
2026,25,20000,0,1,1,cluster0
2027,26,105000,0,1,1,cluster0
2028,58,65000,0,0,1,cluster1
2029,25,25200,0,0,1,cluster1
2030,34,70000,0,0,1,cluster1
2031,46,14400,0,0,1,cluster1
2032,24,14000,0,0,1,cluster1
2033,21,6000,0,1,1,cluster0
2034,23,26000,1,0,1,cluster1
2035,25,66000,0,1,1,cluster0
2036,27,33000,1,0,1,cluster1
2037,28,15000,0,1,1,cluster0
2038,27,15000,1,0,1,cluster1
2039,42,35000,1,0,1,cluster1
2040,23,24000,1,0,1,cluster1
2041,41,45000,0,0,1,cluster1
2042,34,6000,0,0,1,cluster1
2043,25,25000,0,1,1,cluster0
2044,23,36000,1,0,0,cluster1
2045,28,9000,0,0,1,cluster1
2046,25,36000,0,1,1,cluster0
2047,23,8000,0,0,0,cluster1
2048,34,75000,1,1,1,cluster0
2049,42,50000,0,0,1,cluster1
2050,28,46000,1,0,0,cluster1
2051,20,6000,0,1,1,cluster0
2052,43,62000,0,0,1,cluster1
2053,21,12000,1,0,1,cluster1
2054,45,48000,0,0,1,cluster1
2055,39,50000,0,1,1,cluster0
2056,21,12000,0,1,1,cluster0
2057,42,75000,0,0,1,cluster1
2058,48,65000,1,0,1,cluster1
2059,40,85000,1,0,1,cluster1
2060,31,60000,0,1,0,cluster0
2061,45,40000,0,0,1,cluster1
2062,27,27000,0,0,1,cluster1
2063,30,55000,0,0,0,cluster1
2064,27,25000,0,1,0,cluster0
2065,24,200000,0,1,1,cluster0
2066,24,19000,1,0,1,cluster1
2067,47,33000,0,0,0,cluster1
2068,49,120000,0,0,1,cluster1
2069,45,82000,1,0,1,cluster1
2070,31,6000,0,1,1,cluster0
2071,30,45000,0,0,1,cluster1
2072,24,14000,1,0,0,cluster1
2073,24,9000,0,0,1,cluster1
2074,26,40000,0,0,1,cluster1
2075,33,59000,0,1,1,cluster0
2076,30,69000,1,0,1,cluster1
2077,28,18000,0,0,1,cluster1
2078,29,55000,0,0,1,cluster1
2079,27,32000,0,0,1,cluster1
2080,28,9500,0,0,1,cluster1
2081,31,75000,0,0,0,cluster1
2082,29,101000,0,1,1,cluster0
2083,27,36500,0,1,0,cluster0
2084,37,56000,1,0,1,cluster1
2085,23,12000,1,0,0,cluster1
2086,26,100000,0,0,1,cluster1
2087,26,71000,0,0,0,cluster1
2088,35,25000,0,0,1,cluster1
2089,23,12000,0,0,1,cluster1
2090,37,15000,0,0,0,cluster1
2091,31,7000,0,1,1,cluster0
2092,29,70800,0,0,1,cluster1
2093,19,40800,1,1,1,cluster0
2094,26,13584,0,1,1,cluster0
2095,19,18000,0,1,1,cluster0
2096,30,18500,0,1,1,cluster0
2097,27,9000,0,0,1,cluster1
2098,25,40000,0,0,1,cluster1
2099,24,14400,0,1,1,cluster0
2100,35,50000,1,1,0,cluster0
2101,23,24000,0,1,1,cluster0
2102,28,22410,0,0,1,cluster1
2103,29,76000,0,0,1,cluster1
2104,26,100000,1,1,1,cluster0
2105,17,36000,0,0,1,cluster1
2106,27,60000,0,1,1,cluster0
2107,25,54000,0,1,1,cluster0
2108,22,60000,0,1,1,cluster0
2109,27,6000,0,1,1,cluster0
2110,37,43000,0,0,1,cluster1
2111,32,8000,0,1,1,cluster0
2112,26,160000,1,0,1,cluster1
2113,47,43000,0,1,0,cluster0
2114,28,55000,0,0,1,cluster1
2115,27,43000,0,0,1,cluster1
2116,34,8000,0,0,1,cluster1
2117,31,13000,0,0,1,cluster1
2118,34,40000,0,0,1,cluster1
2119,39,98000,1,0,0,cluster1
2120,24,25000,1,0,1,cluster1
2121,36,32000,0,0,0,cluster1
2122,24,9000,1,1,1,cluster0
2123,25,15000,0,0,1,cluster1
2124,19,39000,0,1,1,cluster0
2125,30,68000,0,1,1,cluster0
2126,23,57972,0,0,0,cluster1
2127,28,18800,0,0,1,cluster1
2128,23,12000,0,0,1,cluster1
2129,31,45000,0,0,0,cluster1
2130,28,27000,0,0,1,cluster1
2131,34,55000,1,1,1,cluster0
2132,22,11000,1,0,1,cluster1
2133,24,120000,0,1,1,cluster0
2134,32,40000,0,1,1,cluster0
2135,24,18000,0,1,1,cluster0
2136,40,25000,1,0,1,cluster1
2137,29,200000,1,1,1,cluster0
2138,22,8000,0,1,1,cluster0
2139,29,100000,0,0,1,cluster1
2140,42,30552,0,1,1,cluster0
2141,36,8400,0,0,1,cluster1
2142,23,36000,0,0,1,cluster1
2143,33,42000,0,0,1,cluster1
2144,27,60000,0,0,1,cluster1
2145,31,6720,0,1,1,cluster0
2146,24,71000,0,0,1,cluster1
2147,40,120000,1,0,1,cluster1
2148,30,60000,1,1,1,cluster0
2149,19,80000,0,1,1,cluster0
2150,26,50000,0,0,1,cluster1
2151,34,30000,1,0,1,cluster1
2152,19,48000,0,0,1,cluster1
2153,22,48000,0,0,1,cluster1
2154,44,160000,0,1,0,cluster0
2155,22,34000,0,0,1,cluster1
2156,31,34000,0,0,1,cluster1
2157,30,18000,0,1,1,cluster0
2158,37,10000,0,1,1,cluster0
2159,30,20000,0,0,1,cluster1
2160,37,34000,0,0,1,cluster1
2161,23,30000,1,0,1,cluster1
2162,21,22000,0,0,1,cluster1
2163,49,24000,0,0,0,cluster1
2164,25,35000,0,0,1,cluster1
2165,27,47000,0,0,1,cluster1
2166,19,200000,0,1,1,cluster0
2167,35,120000,0,0,1,cluster1
2168,27,6000,0,0,1,cluster1
2169,30,60000,1,0,1,cluster1
2170,24,20000,1,1,0,cluster0
2171,32,8000,0,1,1,cluster0
2172,48,32000,1,0,1,cluster1
2173,39,170000,0,0,1,cluster1
2174,29,30000,1,0,0,cluster1
2175,31,68000,0,1,1,cluster0
2176,33,25000,1,0,1,cluster1
2177,25,49999,0,0,1,cluster1
2178,41,51000,0,1,0,cluster0
2179,21,14400,0,0,0,cluster1
2180,25,12000,0,1,1,cluster0
2181,24,25000,1,1,0,cluster0
2182,37,12000,0,1,0,cluster0
2183,26,45000,0,0,1,cluster1
2184,23,42000,1,1,1,cluster0
2185,25,10000,0,0,1,cluster1
2186,24,21000,0,0,0,cluster1
2187,35,38000,0,0,0,cluster1
2188,31,13000,0,0,1,cluster1
2189,34,12000,1,0,1,cluster1
2190,27,100000,0,1,1,cluster0
2191,50,85000,0,0,1,cluster1
2192,26,20000,0,0,1,cluster1
2193,35,60000,1,1,1,cluster0
2194,26,35000,1,0,0,cluster1
2195,28,7200,1,1,1,cluster0
2196,20,12000,0,1,1,cluster0
2197,18,24000,0,1,1,cluster0
2198,28,35000,1,0,1,cluster1
2199,42,67000,1,0,1,cluster1
2200,39,120000,0,0,1,cluster1
2201,37,67000,0,0,1,cluster1
2202,27,50400,1,1,1,cluster0
2203,32,100000,0,0,0,cluster1
2204,36,15000,0,0,1,cluster1
2205,23,9000,0,1,1,cluster0
2206,21,21000,0,0,1,cluster1
2207,27,14000,0,0,1,cluster1
2208,67,200000,0,1,0,cluster0
2209,30,35676,0,0,1,cluster1
2210,29,10000,1,0,1,cluster1
2211,39,130000,0,0,0,cluster1
2212,28,13000,1,0,1,cluster1
2213,23,18000,0,0,1,cluster1
2214,24,60000,1,1,0,cluster0
2215,28,75000,0,0,1,cluster1
2216,25,19000,0,0,1,cluster1
2217,34,6000,0,0,1,cluster1
2218,30,51000,0,0,0,cluster1
2219,46,57000,0,0,1,cluster1
2220,34,90000,0,1,1,cluster0
2221,32,53000,0,0,1,cluster1
2222,33,20400,0,1,1,cluster0
2223,21,9000,0,0,1,cluster1
2224,42,52000,0,0,1,cluster1
2225,38,100000,0,0,1,cluster1
2226,40,55000,0,0,1,cluster1
2227,20,36000,0,0,1,cluster1
2228,54,36000,1,0,1,cluster1
2229,38,12000,0,0,0,cluster1
2230,43,150000,0,1,1,cluster0
2231,23,24468,0,0,0,cluster1
2232,45,36000,0,0,0,cluster1
2233,30,30000,0,1,1,cluster0
2234,50,12000,0,0,1,cluster1
2235,21,6000,0,1,1,cluster0
2236,26,36000,0,1,1,cluster0
2237,32,73000,1,0,1,cluster1
2238,31,25000,0,1,1,cluster0
2239,28,60000,0,1,1,cluster0
2240,36,24000,0,0,1,cluster1
2241,22,6000,0,0,1,cluster1
2242,31,120000,0,1,1,cluster0
2243,23,50000,1,1,1,cluster0
2244,18,115000,0,1,1,cluster0
2245,24,22000,0,0,1,cluster1
2246,31,34000,0,1,0,cluster0
2247,16,60000,0,0,1,cluster1
2248,42,24000,1,0,0,cluster1
2249,23,12000,0,0,1,cluster1
2250,23,24000,1,0,1,cluster1
2251,35,54000,0,0,1,cluster1
2252,32,60000,0,1,1,cluster0
2253,28,40000,0,0,1,cluster1
2254,41,36000,0,1,0,cluster0
2255,40,70000,0,1,1,cluster0
2256,33,22000,0,0,1,cluster1
2257,37,20000,0,0,1,cluster1
2258,27,12000,0,1,1,cluster0
2259,33,70000,0,0,1,cluster1
2260,24,40000,0,0,1,cluster1
2261,35,94000,1,0,1,cluster1
2262,26,82000,0,1,0,cluster0
2263,27,45000,0,1,1,cluster0
2264,44,42000,1,0,1,cluster1
2265,26,15000,1,0,0,cluster1
2266,28,11000,0,1,1,cluster0
2267,24,36000,0,0,1,cluster1
2268,30,20000,0,0,1,cluster1
2269,32,50000,0,0,1,cluster1
2270,23,30000,0,0,1,cluster1
2271,32,15000,0,1,1,cluster0
2272,25,10000,0,0,1,cluster1
2273,29,30000,0,1,1,cluster0
2274,38,90000,0,1,1,cluster0
2275,38,12000,0,0,1,cluster1
2276,35,20000,0,0,1,cluster1
2277,32,45000,0,0,0,cluster1
2278,35,9000,0,0,1,cluster1
2279,27,90000,0,1,1,cluster0
2280,31,41000,1,0,1,cluster1
2281,30,35000,0,1,1,cluster0
2282,33,30000,0,0,0,cluster1
2283,26,22000,0,1,1,cluster0
2284,34,30000,0,0,1,cluster1
2285,37,18000,0,0,1,cluster1
2286,31,200000,0,0,1,cluster1
2287,24,52000,1,0,0,cluster1
2288,44,180000,1,0,1,cluster1
2289,43,82000,0,0,1,cluster1
2290,25,6000,0,1,1,cluster0
2291,26,63000,0,0,1,cluster1
2292,24,7000,0,0,0,cluster1
2293,28,30000,0,0,1,cluster1
2294,27,29000,0,0,1,cluster1
2295,29,73000,1,0,1,cluster1
2296,27,30000,0,0,1,cluster1
2297,51,28000,0,0,1,cluster1
2298,29,10000,0,0,1,cluster1
2299,27,60000,1,1,1,cluster0
2300,32,80000,0,0,1,cluster1
2301,39,20000,1,0,0,cluster1
2302,36,50000,1,0,1,cluster1
2303,37,16000,1,0,1,cluster1
2304,34,50000,0,1,1,cluster0
2305,47,97000,0,1,1,cluster0
2306,28,32000,0,1,1,cluster0
2307,37,45000,0,1,1,cluster0
2308,29,44000,0,0,1,cluster1
2309,31,38000,0,1,1,cluster0
2310,29,40000,0,0,0,cluster1
2311,26,20000,1,0,0,cluster1
2312,25,20000,0,1,1,cluster0
2313,25,7500,1,1,1,cluster0
2314,36,92000,0,1,1,cluster0
2315,22,10000,0,1,1,cluster0
2316,33,18000,0,0,1,cluster1
2317,27,80000,1,0,1,cluster1
2318,51,80000,1,1,1,cluster0
2319,28,25000,1,0,0,cluster1
2320,28,34000,0,0,1,cluster1
2321,21,10800,1,0,1,cluster1
2322,33,60000,0,1,0,cluster0
2323,35,40000,0,1,1,cluster0
2324,27,30000,0,0,1,cluster1
2325,47,23000,0,0,1,cluster1
2326,29,50000,1,1,1,cluster0
2327,27,18000,0,0,1,cluster1
2328,20,36000,0,0,1,cluster1
2329,24,25000,0,1,1,cluster0
2330,34,35000,0,0,1,cluster1
2331,18,36000,0,0,1,cluster1
2332,29,45000,0,1,1,cluster0
2333,34,42000,0,0,1,cluster1
2334,23,10000,0,1,1,cluster0
2335,24,25000,1,1,1,cluster0
2336,22,18500,0,0,1,cluster1
2337,26,6000,0,1,1,cluster0
2338,39,35000,0,1,1,cluster0
2339,33,48000,0,0,1,cluster1
2340,25,18000,0,1,0,cluster0
2341,28,43200,0,1,1,cluster0
2342,36,34000,1,0,1,cluster1
2343,31,40000,0,0,1,cluster1
2344,26,24000,0,0,1,cluster1
2345,29,37500,1,0,0,cluster1
2346,24,14000,0,1,1,cluster0
2347,42,84000,0,1,1,cluster0
2348,26,78000,0,1,1,cluster0
2349,24,33600,0,1,1,cluster0
2350,28,13200,1,0,0,cluster1
2351,37,38000,0,0,1,cluster1
2352,31,25000,0,0,1,cluster1
2353,24,60000,0,1,1,cluster0
2354,25,12000,0,0,1,cluster1
2355,32,46000,0,0,1,cluster1
2356,31,60000,0,0,1,cluster1
2357,27,60000,1,0,0,cluster1
2358,50,16000,1,0,1,cluster1
2359,38,45000,0,1,1,cluster0
2360,24,30000,0,0,1,cluster1
2361,27,48000,0,0,1,cluster1
2362,32,47000,0,0,1,cluster1
2363,31,25000,0,1,1,cluster0
2364,27,50000,0,0,0,cluster1
2365,30,20000,0,1,1,cluster0
2366,27,26760,0,0,1,cluster1
2367,43,60000,1,0,0,cluster1
2368,43,126000,1,0,1,cluster1
2369,22,21000,1,1,1,cluster0
2370,48,30000,1,0,0,cluster1
2371,29,62077,0,1,1,cluster0
2372,31,12000,0,1,1,cluster0
2373,25,60000,1,0,0,cluster1
2374,23,12000,1,1,1,cluster0
2375,31,46500,0,0,1,cluster1
2376,29,47000,0,0,0,cluster1
2377,26,26000,0,1,0,cluster0
2378,29,70000,1,1,0,cluster0
2379,34,28000,1,1,1,cluster0
2380,42,25000,1,0,0,cluster1
2381,48,80000,0,0,0,cluster1
2382,27,26000,1,1,1,cluster0
2383,25,43440,0,1,1,cluster0
2384,24,30000,0,1,1,cluster0
2385,35,45000,0,1,1,cluster0
2386,52,55000,0,1,1,cluster0
2387,27,10000,1,0,1,cluster1
2388,27,15000,0,0,0,cluster1
2389,33,48000,0,1,1,cluster0
2390,36,90000,1,1,1,cluster0
2391,25,75000,1,0,0,cluster1
2392,40,43000,0,0,0,cluster1
2393,21,32000,0,1,1,cluster0
2394,31,35000,0,1,1,cluster0
2395,17,12000,0,0,1,cluster1
2396,25,9000,0,1,1,cluster0
2397,30,10000,0,1,1,cluster0
2398,18,6000,0,0,1,cluster1
2399,25,14400,0,0,1,cluster1
2400,36,60000,0,0,1,cluster1
2401,31,43200,0,0,1,cluster1
2402,22,12000,0,0,1,cluster1
2403,29,15600,0,1,1,cluster0
2404,37,135000,0,1,1,cluster0
2405,29,8000,0,1,1,cluster0
2406,49,105000,0,1,1,cluster0
2407,30,7200,0,1,1,cluster0
2408,28,25000,0,0,0,cluster1
2409,35,60000,0,0,1,cluster1
2410,26,9000,0,1,0,cluster0
2411,30,40000,1,0,1,cluster1
2412,22,19000,1,0,0,cluster1
2413,58,90000,0,1,1,cluster0
2414,27,40000,0,0,1,cluster1
2415,24,18000,0,1,1,cluster0
2416,28,34000,0,1,1,cluster0
2417,18,24000,0,0,1,cluster1
2418,40,50000,0,1,1,cluster0
2419,28,41500,0,0,1,cluster1
2420,30,12000,0,1,1,cluster0
2421,26,17000,1,0,1,cluster1
2422,24,13000,0,1,0,cluster0
2423,30,10000,0,0,1,cluster1
2424,23,35000,0,0,0,cluster1
2425,25,9000,0,1,1,cluster0
2426,44,25000,0,1,1,cluster0
2427,41,40000,0,0,1,cluster1
2428,20,36000,0,1,1,cluster0
2429,26,30000,0,0,1,cluster1
2430,31,100000,0,1,1,cluster0
2431,26,10000,0,0,1,cluster1
2432,43,50000,0,0,1,cluster1
2433,30,15000,0,0,1,cluster1
2434,29,45000,0,0,1,cluster1
2435,30,48000,1,0,1,cluster1
2436,35,32000,0,0,0,cluster1
2437,38,40000,0,0,0,cluster1
2438,58,70000,0,0,0,cluster1
2439,45,70000,0,1,1,cluster0
2440,45,10000,0,0,0,cluster1
2441,39,30000,0,0,1,cluster1
2442,18,30000,0,0,1,cluster1
2443,32,50000,0,0,1,cluster1
2444,28,40000,0,0,1,cluster1
2445,33,50000,1,1,1,cluster0
2446,45,36000,0,0,1,cluster1
2447,33,57000,1,0,0,cluster1
2448,21,24000,1,0,1,cluster1
2449,31,90000,0,1,0,cluster0
2450,33,8900,0,1,1,cluster0
2451,57,111000,0,0,1,cluster1
2452,20,24000,0,0,0,cluster1
2453,30,16029,0,1,1,cluster0
2454,26,36000,1,0,1,cluster1
2455,28,57000,1,0,1,cluster1
2456,28,43200,0,0,1,cluster1
2457,34,100000,0,1,1,cluster0
2458,36,60000,0,0,1,cluster1
2459,23,12000,0,0,0,cluster1
2460,25,20000,0,0,1,cluster1
2461,25,6000,0,1,1,cluster0
2462,34,100000,1,0,0,cluster1
2463,36,20000,0,0,1,cluster1
2464,34,20000,0,0,1,cluster1
2465,22,12000,0,0,1,cluster1
2466,26,13000,1,0,1,cluster1
2467,26,30000,0,0,1,cluster1
2468,19,25000,1,0,1,cluster1
2469,20,26000,0,0,1,cluster1
2470,24,24000,0,1,0,cluster0
2471,36,20000,1,0,1,cluster1
