@relation 2016_New_Coder_Survey-weka.filters.unsupervised.attribute.NumericToNominal-R5_clustered

@attribute Instance_number numeric
@attribute Age numeric
@attribute Income numeric
@attribute IsEthnicMinority numeric
@attribute IsSoftwareDev numeric
@attribute Gender {0,1}
@attribute Cluster {cluster0,cluster1}

@data
3659,44,31000,0,0,1,cluster1
3660,24,10000,0,1,1,cluster0
3661,32,44000,0,0,1,cluster1
3662,27,12000,1,0,1,cluster1
3663,25,42000,0,0,0,cluster1
3664,35,35000,0,1,1,cluster0
3665,51,50000,0,1,1,cluster0
3666,32,10000,0,0,1,cluster1
3667,30,13000,0,1,1,cluster0
3668,27,42000,0,0,1,cluster1
3669,25,40000,1,0,1,cluster1
3670,27,18000,0,1,1,cluster0
3671,35,20000,0,1,1,cluster0
3672,42,46000,1,1,1,cluster0
3673,28,10000,0,0,1,cluster1
3674,32,65000,1,0,0,cluster1
3675,22,7000,0,1,1,cluster0
3676,24,60000,0,0,1,cluster1
3677,44,20000,0,0,0,cluster1
3678,28,68000,0,0,0,cluster1
3679,25,43000,0,1,1,cluster0
3680,50,50000,0,0,1,cluster1
3681,36,25000,1,0,0,cluster1
3682,28,13000,0,0,1,cluster1
3683,30,105000,0,1,0,cluster0
3684,35,90000,0,0,1,cluster1
3685,44,92000,0,1,1,cluster0
3686,31,45000,0,0,1,cluster1
3687,23,7000,0,0,1,cluster1
3688,31,90000,0,0,1,cluster1
3689,30,45000,1,0,0,cluster1
3690,32,63000,0,1,1,cluster0
3691,24,6000,0,1,1,cluster0
3692,20,60000,0,1,1,cluster0
3693,46,102000,1,0,1,cluster1
3694,31,40000,0,0,0,cluster1
3695,32,85000,1,0,1,cluster1
3696,36,90000,0,0,1,cluster1
3697,19,10000,1,0,1,cluster1
3698,32,15000,0,1,1,cluster0
3699,40,15000,0,0,1,cluster1
3700,24,30000,0,1,1,cluster0
3701,28,24000,1,0,1,cluster1
3702,42,100000,0,1,1,cluster0
3703,50,70000,0,1,1,cluster0
3704,21,16956,0,0,1,cluster1
3705,30,125000,0,1,1,cluster0
3706,32,64000,0,1,1,cluster0
3707,40,125000,0,1,1,cluster0
3708,25,40000,0,1,1,cluster0
3709,31,27000,0,1,1,cluster0
3710,40,60000,1,0,1,cluster1
3711,21,48000,0,1,1,cluster0
3712,21,29120,0,0,0,cluster1
3713,32,119000,0,0,1,cluster1
3714,31,42000,0,0,1,cluster1
3715,34,40000,0,0,1,cluster1
3716,23,60000,0,1,1,cluster0
3717,40,43000,1,0,1,cluster1
3718,25,12000,0,1,0,cluster0
3719,22,45000,0,0,1,cluster1
3720,35,35000,0,0,1,cluster1
3721,28,12000,0,0,0,cluster1
3722,29,80000,1,0,1,cluster1
3723,29,14000,0,0,0,cluster1
3724,41,30000,0,0,1,cluster1
3725,28,50000,0,0,0,cluster1
3726,28,6500,0,0,1,cluster1
3727,32,200000,0,0,1,cluster1
3728,46,50000,1,0,1,cluster1
3729,30,12000,0,0,0,cluster1
3730,25,46039,0,1,0,cluster0
3731,49,45000,0,0,1,cluster1
3732,23,26000,0,1,0,cluster0
3733,30,43000,0,1,1,cluster0
3734,25,12000,1,1,0,cluster0
3735,30,24000,0,1,1,cluster0
3736,30,85000,0,0,1,cluster1
3737,21,20000,0,1,0,cluster0
3738,34,80000,0,1,0,cluster0
3739,18,30000,0,0,1,cluster1
3740,18,60000,1,0,1,cluster1
3741,26,45000,0,1,1,cluster0
3742,31,50000,1,0,1,cluster1
3743,25,60000,0,0,1,cluster1
3744,24,80000,0,0,0,cluster1
3745,25,28800,0,0,1,cluster1
3746,20,14400,1,0,0,cluster1
3747,25,72000,0,1,1,cluster0
3748,22,64500,0,0,0,cluster1
3749,22,50000,0,0,1,cluster1
3750,32,17200,0,0,1,cluster1
3751,20,7000,0,1,1,cluster0
3752,37,80000,0,0,1,cluster1
3753,34,40000,0,0,1,cluster1
3754,30,13000,0,0,0,cluster1
3755,33,40000,1,0,0,cluster1
3756,23,59000,0,1,0,cluster0
3757,30,30000,0,0,1,cluster1
3758,35,40000,1,0,0,cluster1
3759,25,6000,0,0,1,cluster1
3760,21,18000,0,1,1,cluster0
3761,31,28000,0,0,1,cluster1
3762,39,15203,1,0,1,cluster1
3763,26,29000,0,0,1,cluster1
3764,24,7500,0,0,1,cluster1
3765,47,8000,0,0,0,cluster1
3766,32,190000,0,1,0,cluster0
3767,29,40000,0,1,0,cluster0
3768,21,48000,0,0,1,cluster1
3769,23,60000,0,1,1,cluster0
3770,40,24000,1,0,1,cluster1
3771,33,30000,0,0,1,cluster1
3772,26,6150,0,1,1,cluster0
3773,20,25000,1,1,1,cluster0
3774,34,15000,0,0,0,cluster1
3775,28,8000,1,0,1,cluster1
3776,22,6000,0,1,1,cluster0
3777,30,12000,0,0,1,cluster1
3778,35,46000,1,1,1,cluster0
3779,29,35000,0,0,0,cluster1
3780,40,15000,0,1,1,cluster0
3781,30,52000,1,0,0,cluster1
3782,31,60000,0,1,0,cluster0
3783,39,13600,1,0,1,cluster1
3784,53,30000,0,1,1,cluster0
3785,50,10000,0,0,0,cluster1
3786,30,80000,1,0,1,cluster1
3787,23,40000,0,0,0,cluster1
3788,34,32000,1,0,1,cluster1
3789,33,15000,0,0,0,cluster1
3790,25,55000,0,1,0,cluster0
3791,37,75000,0,0,1,cluster1
3792,45,50000,0,1,1,cluster0
3793,28,86000,0,1,1,cluster0
3794,22,6000,0,1,1,cluster0
3795,35,39500,0,0,0,cluster1
3796,26,40000,0,0,1,cluster1
3797,24,32000,0,0,1,cluster1
3798,26,14000,0,1,1,cluster0
3799,23,10000,1,0,1,cluster1
3800,31,70000,0,1,1,cluster0
3801,40,60000,1,0,1,cluster1
3802,29,9000,1,0,1,cluster1
3803,42,18000,1,1,1,cluster0
3804,26,30000,0,0,1,cluster1
3805,47,100000,0,0,1,cluster1
3806,24,60000,0,1,1,cluster0
3807,29,27600,0,1,1,cluster0
3808,23,46000,0,1,1,cluster0
3809,35,45000,0,0,1,cluster1
3810,27,10300,0,0,1,cluster1
3811,47,10000,0,0,1,cluster1
3812,33,30000,1,0,0,cluster1
3813,26,36000,0,0,1,cluster1
3814,27,105000,1,1,0,cluster0
3815,44,32000,0,0,0,cluster1
3816,31,65000,1,1,1,cluster0
3817,22,15000,0,0,1,cluster1
3818,36,18000,0,1,1,cluster0
3819,20,25200,0,0,1,cluster1
3820,25,25000,0,0,1,cluster1
3821,28,36000,0,0,1,cluster1
3822,29,20000,1,1,1,cluster0
3823,20,24000,0,1,1,cluster0
3824,35,73000,1,0,0,cluster1
3825,19,25000,1,0,1,cluster1
3826,20,40000,1,0,1,cluster1
3827,30,110000,0,1,1,cluster0
3828,42,55000,0,0,1,cluster1
3829,20,54000,1,0,0,cluster1
3830,25,40000,1,0,1,cluster1
3831,34,7335,0,1,1,cluster0
3832,26,60000,0,1,1,cluster0
3833,27,30000,0,1,1,cluster0
3834,19,60000,0,0,1,cluster1
3835,32,58000,0,1,1,cluster0
3836,45,200000,0,0,1,cluster1
3837,48,25000,0,0,0,cluster1
3838,35,95000,0,1,1,cluster0
3839,31,56000,0,1,0,cluster0
3840,28,10000,0,0,1,cluster1
3841,17,50000,0,0,1,cluster1
3842,24,14000,0,1,1,cluster0
3843,24,36000,0,0,1,cluster1
3844,23,40000,0,0,0,cluster1
3845,33,24000,0,0,1,cluster1
3846,31,120000,0,0,1,cluster1
3847,35,36000,0,1,1,cluster0
3848,56,132000,0,1,1,cluster0
3849,24,36000,1,0,1,cluster1
3850,45,62000,0,0,1,cluster1
3851,20,7000,0,0,0,cluster1
3852,26,60000,0,1,1,cluster0
3853,24,75000,0,1,1,cluster0
3854,30,40000,0,0,1,cluster1
3855,27,50000,1,0,1,cluster1
3856,26,35000,0,0,1,cluster1
3857,24,7000,0,0,1,cluster1
3858,45,50000,1,0,1,cluster1
3859,34,50000,1,1,0,cluster0
3860,30,15000,0,0,1,cluster1
3861,23,54000,0,1,1,cluster0
3862,25,30000,0,0,1,cluster1
3863,29,10000,0,1,0,cluster0
3864,27,70000,0,1,1,cluster0
3865,24,50412,1,0,0,cluster1
3866,33,24000,0,0,1,cluster1
3867,30,50000,0,0,1,cluster1
3868,46,8000,0,0,1,cluster1
3869,33,12000,0,0,1,cluster1
3870,25,18000,0,1,1,cluster0
3871,28,35000,0,1,0,cluster0
3872,24,55000,0,0,1,cluster1
3873,20,12000,0,0,1,cluster1
3874,22,15000,0,1,1,cluster0
3875,24,7200,0,0,1,cluster1
3876,23,35000,0,0,1,cluster1
3877,30,35000,0,0,1,cluster1
3878,28,35000,1,0,1,cluster1
3879,29,15000,0,0,1,cluster1
3880,28,70000,0,1,1,cluster0
3881,18,12000,0,0,1,cluster1
3882,22,36000,1,0,0,cluster1
3883,30,80000,0,0,1,cluster1
3884,26,77000,0,1,1,cluster0
3885,42,24000,0,0,1,cluster1
3886,26,13500,0,0,1,cluster1
3887,28,46000,1,1,0,cluster0
3888,36,12800,0,1,1,cluster0
3889,28,60000,0,1,0,cluster0
3890,32,13000,0,1,1,cluster0
3891,27,50000,1,1,1,cluster0
3892,19,10000,0,1,1,cluster0
3893,33,16000,1,0,1,cluster1
3894,26,44800,0,0,1,cluster1
3895,25,46000,0,1,1,cluster0
3896,25,10000,0,1,1,cluster0
3897,30,25000,0,0,1,cluster1
3898,50,9000,0,0,0,cluster1
3899,51,180000,0,1,0,cluster0
3900,23,14000,0,0,1,cluster1
3901,30,29590,1,0,0,cluster1
3902,33,34000,0,0,0,cluster1
3903,23,10800,1,1,1,cluster0
3904,26,50000,0,1,1,cluster0
3905,38,36000,1,0,1,cluster1
3906,28,30000,0,1,1,cluster0
3907,24,20000,0,0,0,cluster1
3908,30,16000,1,1,1,cluster0
3909,27,36000,0,0,1,cluster1
3910,35,90000,0,0,1,cluster1
3911,19,7000,0,0,1,cluster1
3912,35,37000,0,1,1,cluster0
3913,43,60000,0,0,0,cluster1
3914,21,12000,0,0,1,cluster1
3915,33,36000,0,1,1,cluster0
3916,28,8000,0,0,1,cluster1
3917,20,6000,1,0,0,cluster1
3918,30,35000,1,0,1,cluster1
3919,31,200000,1,1,1,cluster0
3920,27,20000,0,1,1,cluster0
3921,29,32000,0,1,1,cluster0
3922,25,75000,0,1,1,cluster0
3923,28,40000,0,1,1,cluster0
3924,24,36000,0,0,1,cluster1
3925,30,40000,0,0,1,cluster1
3926,30,65000,0,0,1,cluster1
3927,35,73000,1,0,0,cluster1
3928,28,28000,0,0,0,cluster1
3929,34,28000,0,0,1,cluster1
3930,20,36000,0,1,1,cluster0
3931,29,200000,0,1,0,cluster0
3932,38,60000,1,0,1,cluster1
3933,22,11300,1,0,0,cluster1
3934,27,40000,0,0,1,cluster1
3935,22,24000,1,1,1,cluster0
3936,28,48000,1,0,1,cluster1
3937,29,100000,0,0,1,cluster1
3938,26,80000,0,0,1,cluster1
3939,41,40000,0,1,1,cluster0
3940,30,30000,0,1,1,cluster0
3941,35,109000,1,1,1,cluster0
3942,46,125000,0,0,1,cluster1
3943,22,12000,0,0,0,cluster1
3944,25,10000,0,0,1,cluster1
3945,28,12000,0,0,1,cluster1
3946,31,40000,0,1,1,cluster0
3947,22,43000,0,1,1,cluster0
3948,31,41000,0,0,1,cluster1
3949,39,70000,0,0,1,cluster1
3950,32,100000,0,1,1,cluster0
3951,27,25000,1,0,0,cluster1
3952,23,31000,0,0,0,cluster1
3953,36,85000,0,1,1,cluster0
3954,38,160000,0,0,1,cluster1
3955,18,6000,0,1,1,cluster0
3956,22,9000,0,1,1,cluster0
3957,32,120000,0,0,1,cluster1
3958,39,15000,1,0,0,cluster1
3959,28,35000,0,0,1,cluster1
3960,30,75000,0,1,1,cluster0
3961,17,13000,0,0,1,cluster1
3962,22,8400,0,0,1,cluster1
3963,24,50400,0,1,1,cluster0
3964,26,32500,0,0,1,cluster1
3965,53,70000,0,1,0,cluster0
3966,31,24000,1,0,1,cluster1
3967,27,20000,0,0,1,cluster1
3968,27,37000,0,0,1,cluster1
3969,31,45000,0,0,0,cluster1
3970,30,62000,0,0,1,cluster1
3971,32,70000,0,1,1,cluster0
3972,28,75000,0,0,1,cluster1
3973,29,30000,0,0,1,cluster1
3974,28,20000,0,0,1,cluster1
3975,29,100000,0,0,0,cluster1
3976,25,20000,0,0,0,cluster1
3977,24,18000,0,0,1,cluster1
3978,22,60000,0,0,1,cluster1
3979,25,45000,0,1,1,cluster0
3980,44,65000,1,0,1,cluster1
3981,50,30000,0,0,1,cluster1
3982,27,20000,0,0,0,cluster1
3983,31,60000,0,0,0,cluster1
3984,32,105000,0,1,1,cluster0
3985,33,120000,0,0,1,cluster1
3986,38,200000,0,0,1,cluster1
3987,23,9000,0,1,0,cluster0
3988,40,24000,0,1,0,cluster0
3989,37,45000,0,0,1,cluster1
3990,28,12000,0,1,1,cluster0
3991,47,26000,1,0,1,cluster1
3992,22,66000,0,1,1,cluster0
3993,38,85000,1,0,1,cluster1
3994,33,60000,0,1,1,cluster0
3995,30,61500,0,0,0,cluster1
3996,34,70000,0,0,1,cluster1
3997,27,40000,0,1,1,cluster0
3998,19,24000,0,0,1,cluster1
3999,20,24000,1,0,1,cluster1
4000,22,20000,1,0,1,cluster1
4001,32,18500,0,0,1,cluster1
4002,24,36000,0,1,1,cluster0
4003,53,80000,0,1,0,cluster0
4004,29,30000,0,0,0,cluster1
4005,28,95000,1,0,1,cluster1
4006,29,60000,1,0,1,cluster1
4007,24,8000,0,0,1,cluster1
4008,24,60000,0,1,1,cluster0
4009,42,147000,0,0,1,cluster1
4010,31,100000,0,0,1,cluster1
4011,28,30000,1,1,1,cluster0
4012,36,105000,0,1,1,cluster0
4013,43,56400,0,0,1,cluster1
4014,25,6000,0,1,1,cluster0
4015,36,110000,0,1,1,cluster0
4016,22,125000,0,1,1,cluster0
4017,37,70000,1,0,1,cluster1
4018,28,35000,0,1,1,cluster0
4019,30,15000,0,1,1,cluster0
4020,26,12000,0,1,0,cluster0
4021,36,35000,0,1,1,cluster0
4022,40,50400,0,1,1,cluster0
4023,24,12000,1,0,1,cluster1
4024,34,8000,0,0,1,cluster1
4025,46,10000,1,0,1,cluster1
4026,29,50000,0,1,1,cluster0
4027,29,12000,0,1,1,cluster0
4028,24,32000,0,1,1,cluster0
4029,26,112000,0,1,1,cluster0
4030,22,20000,1,0,1,cluster1
4031,28,80000,0,1,1,cluster0
4032,28,35000,0,0,1,cluster1
4033,44,40000,0,0,0,cluster1
4034,46,70000,0,0,1,cluster1
4035,39,90000,0,1,1,cluster0
4036,31,48000,0,0,1,cluster1
4037,23,54000,0,1,1,cluster0
4038,58,35000,0,0,1,cluster1
4039,25,6000,0,0,1,cluster1
4040,36,55000,0,1,1,cluster0
4041,35,200000,0,0,1,cluster1
4042,25,12000,0,1,1,cluster0
4043,30,6000,1,1,1,cluster0
4044,37,20000,0,0,1,cluster1
4045,33,25000,1,0,1,cluster1
4046,23,30000,1,0,1,cluster1
4047,21,48000,0,0,1,cluster1
4048,24,46000,1,0,0,cluster1
4049,29,80000,1,0,1,cluster1
4050,23,20000,1,1,0,cluster0
4051,17,60000,0,0,1,cluster1
4052,30,34000,1,0,1,cluster1
4053,14,12000,0,0,1,cluster1
4054,32,50000,1,0,0,cluster1
4055,25,50000,0,1,1,cluster0
4056,31,43000,0,0,1,cluster1
4057,36,50000,0,0,1,cluster1
4058,29,6000,0,0,1,cluster1
4059,37,45000,0,0,1,cluster1
4060,47,25000,0,0,1,cluster1
4061,31,80000,1,0,0,cluster1
4062,20,67200,1,0,1,cluster1
4063,23,150000,0,1,1,cluster0
4064,25,28800,1,1,1,cluster0
4065,38,20000,0,0,0,cluster1
4066,24,50000,1,0,1,cluster1
4067,29,25000,0,1,1,cluster0
4068,29,16000,0,1,1,cluster0
4069,35,35000,1,0,0,cluster1
4070,31,35000,1,0,0,cluster1
4071,34,60000,0,0,1,cluster1
4072,23,54000,0,1,1,cluster0
4073,27,36000,0,0,1,cluster1
4074,25,20000,0,0,1,cluster1
4075,29,30000,0,1,1,cluster0
4076,18,30000,0,1,1,cluster0
4077,25,13000,0,0,0,cluster1
4078,45,81000,0,1,1,cluster0
4079,30,26500,0,0,1,cluster1
4080,25,50000,0,0,0,cluster1
4081,36,60000,1,1,1,cluster0
4082,29,35000,1,0,1,cluster1
4083,25,60000,0,0,1,cluster1
4084,51,30000,1,0,0,cluster1
4085,28,10000,1,1,0,cluster0
4086,42,10000,0,0,1,cluster1
4087,38,40000,0,0,0,cluster1
4088,21,200000,0,1,1,cluster0
4089,41,40000,1,0,1,cluster1
4090,18,18000,1,0,0,cluster1
4091,27,24000,0,1,1,cluster0
4092,30,50000,0,1,1,cluster0
4093,28,21000,0,0,1,cluster1
4094,32,60000,0,0,1,cluster1
4095,23,80000,1,0,1,cluster1
4096,33,6000,0,1,1,cluster0
4097,20,20000,1,0,1,cluster1
4098,28,29000,1,0,1,cluster1
4099,29,6000,0,1,1,cluster0
4100,43,200000,0,0,1,cluster1
4101,26,35000,0,0,1,cluster1
4102,28,48000,0,1,1,cluster0
4103,24,35000,1,1,1,cluster0
4104,24,70000,0,0,1,cluster1
4105,23,48000,0,0,1,cluster1
4106,39,37500,0,0,1,cluster1
4107,26,60000,0,0,1,cluster1
4108,24,15000,0,1,1,cluster0
4109,22,10000,0,1,1,cluster0
4110,23,21000,1,1,1,cluster0
4111,36,200000,0,1,1,cluster0
4112,53,200000,0,1,1,cluster0
4113,23,56000,0,1,1,cluster0
4114,34,45000,1,0,1,cluster1
4115,26,45000,0,0,1,cluster1
4116,32,21000,0,1,1,cluster0
4117,27,48000,0,0,1,cluster1
4118,35,21000,0,0,1,cluster1
4119,28,14000,0,0,1,cluster1
4120,34,40000,0,0,1,cluster1
4121,34,70000,0,1,1,cluster0
4122,36,54000,0,0,1,cluster1
4123,28,13500,0,1,1,cluster0
4124,19,60000,0,1,1,cluster0
4125,32,9000,0,1,1,cluster0
4126,26,19900,0,0,0,cluster1
4127,25,20000,0,1,1,cluster0
4128,38,54000,0,1,1,cluster0
4129,30,12000,0,1,1,cluster0
4130,38,45000,0,0,0,cluster1
4131,34,65000,0,1,1,cluster0
4132,42,54000,0,0,1,cluster1
4133,22,8000,0,0,1,cluster1
4134,50,200000,0,0,1,cluster1
4135,43,36000,0,0,1,cluster1
4136,30,36000,1,0,1,cluster1
4137,23,6000,0,0,1,cluster1
4138,25,10000,0,1,1,cluster0
4139,26,30000,1,1,1,cluster0
4140,23,50000,0,0,1,cluster1
4141,23,120000,0,1,1,cluster0
4142,21,60000,0,0,1,cluster1
4143,53,60000,1,0,1,cluster1
4144,20,12000,1,0,1,cluster1
4145,31,66000,1,0,0,cluster1
4146,34,40000,0,1,1,cluster0
4147,32,17000,0,0,1,cluster1
4148,39,98000,0,0,1,cluster1
4149,28,42000,0,0,0,cluster1
4150,32,40000,0,0,1,cluster1
4151,27,8000,1,0,1,cluster1
4152,23,115000,0,1,1,cluster0
4153,34,45000,0,1,1,cluster0
4154,27,38000,0,1,1,cluster0
4155,42,65000,0,0,1,cluster1
4156,40,100000,1,0,0,cluster1
4157,39,40000,1,0,1,cluster1
4158,24,10400,0,1,1,cluster0
4159,25,20000,0,0,1,cluster1
4160,21,36000,0,1,1,cluster0
4161,53,69000,0,0,0,cluster1
4162,23,60000,0,0,0,cluster1
4163,28,10000,0,0,1,cluster1
4164,42,20000,1,0,1,cluster1
4165,34,20000,0,0,1,cluster1
4166,24,16800,1,1,0,cluster0
4167,30,150000,0,0,1,cluster1
4168,29,64000,0,0,1,cluster1
4169,52,24000,0,1,1,cluster0
4170,23,48000,0,1,1,cluster0
4171,39,42000,0,0,1,cluster1
4172,37,68000,1,0,1,cluster1
4173,16,18000,0,0,1,cluster1
4174,27,67000,0,0,0,cluster1
4175,37,140000,1,1,1,cluster0
4176,26,36000,0,0,1,cluster1
4177,31,15000,0,1,1,cluster0
4178,35,70000,0,1,1,cluster0
4179,24,9000,0,1,1,cluster0
4180,27,24000,1,0,0,cluster1
4181,41,47000,1,0,0,cluster1
4182,29,45000,1,1,1,cluster0
4183,22,15372,0,1,0,cluster0
4184,19,12000,0,0,1,cluster1
4185,36,70000,1,0,0,cluster1
4186,30,12000,0,0,0,cluster1
4187,28,110000,0,1,1,cluster0
4188,36,20000,0,0,1,cluster1
4189,22,36168,0,1,1,cluster0
4190,45,200000,0,0,0,cluster1
4191,29,77000,0,1,1,cluster0
4192,21,45000,0,0,1,cluster1
4193,26,15000,0,0,1,cluster1
4194,24,65000,1,1,0,cluster0
4195,25,15000,0,1,1,cluster0
4196,24,20000,0,0,1,cluster1
4197,28,36000,0,1,1,cluster0
4198,24,60000,0,1,0,cluster0
4199,37,90000,1,1,1,cluster0
4200,29,64000,1,0,0,cluster1
4201,28,90000,1,0,1,cluster1
4202,41,150000,0,1,1,cluster0
4203,28,85000,0,0,1,cluster1
4204,26,43000,0,1,0,cluster0
4205,34,62500,0,0,0,cluster1
4206,24,15000,0,0,1,cluster1
4207,25,10000,0,0,1,cluster1
4208,23,60000,0,1,1,cluster0
4209,23,20000,0,1,1,cluster0
4210,23,6000,0,1,1,cluster0
4211,30,24000,1,0,1,cluster1
4212,23,19000,0,0,1,cluster1
4213,19,6000,0,0,1,cluster1
4214,29,6777,0,0,1,cluster1
4215,22,35000,1,1,1,cluster0
4216,26,49000,0,0,1,cluster1
4217,19,10000,0,0,1,cluster1
4218,19,25000,0,0,1,cluster1
4219,28,39600,0,0,1,cluster1
4220,21,12000,0,1,1,cluster0
4221,44,50000,0,0,1,cluster1
4222,27,8800,0,0,0,cluster1
4223,50,120000,1,0,0,cluster1
4224,33,57600,0,0,0,cluster1
4225,34,95000,1,1,1,cluster0
4226,45,50000,1,0,0,cluster1
4227,21,43488,0,1,1,cluster0
4228,24,85000,0,1,1,cluster0
4229,28,36000,1,0,1,cluster1
4230,43,120000,0,0,1,cluster1
4231,38,120000,1,1,0,cluster0
4232,32,14000,0,0,1,cluster1
4233,26,45000,1,0,1,cluster1
4234,29,17000,0,1,1,cluster0
4235,28,40000,0,0,1,cluster1
4236,31,18000,1,1,1,cluster0
4237,26,42500,0,0,1,cluster1
4238,23,16000,1,0,1,cluster1
4239,19,18000,1,1,1,cluster0
4240,27,56000,0,0,1,cluster1
4241,21,20000,0,0,1,cluster1
4242,22,30000,1,0,1,cluster1
4243,42,54000,0,0,1,cluster1
4244,30,30000,0,1,1,cluster0
4245,26,55000,0,1,0,cluster0
4246,32,35000,0,0,0,cluster1
4247,31,20000,0,1,1,cluster0
4248,25,21500,0,0,1,cluster1
4249,27,58000,1,0,1,cluster1
4250,22,6000,0,0,1,cluster1
4251,24,7000,1,0,1,cluster1
4252,30,54000,0,1,1,cluster0
4253,22,30900,0,1,1,cluster0
4254,26,65000,1,0,1,cluster1
4255,19,51600,1,0,1,cluster1
4256,33,40000,0,0,0,cluster1
4257,30,40000,0,0,1,cluster1
4258,24,20000,0,0,1,cluster1
4259,27,40000,0,0,1,cluster1
4260,33,76000,0,1,1,cluster0
4261,26,18000,0,1,1,cluster0
4262,28,92000,0,1,0,cluster0
4263,35,38400,0,1,1,cluster0
4264,30,35000,0,0,0,cluster1
4265,42,22000,0,1,1,cluster0
4266,38,22000,0,0,0,cluster1
4267,28,30000,0,0,1,cluster1
4268,22,32400,0,0,1,cluster1
4269,32,60000,1,1,1,cluster0
4270,28,8500,0,1,1,cluster0
4271,31,30000,0,0,1,cluster1
4272,35,55000,0,1,0,cluster0
4273,27,37000,0,0,1,cluster1
4274,45,77000,1,0,1,cluster1
4275,32,20000,0,0,1,cluster1
4276,26,20000,0,0,1,cluster1
4277,23,150000,0,1,1,cluster0
4278,20,60000,0,1,1,cluster0
4279,36,65000,0,1,1,cluster0
4280,29,11000,1,1,1,cluster0
4281,33,58000,0,1,0,cluster0
4282,38,51600,0,0,0,cluster1
4283,29,115000,1,0,1,cluster1
4284,25,24000,0,1,1,cluster0
4285,29,25000,0,0,0,cluster1
4286,45,57000,0,0,1,cluster1
4287,30,154000,0,1,1,cluster0
4288,24,88000,0,1,0,cluster0
4289,32,59000,0,1,1,cluster0
4290,35,6000,0,0,1,cluster1
4291,31,34000,1,0,1,cluster1
4292,32,34000,0,1,1,cluster0
4293,36,52000,1,0,1,cluster1
4294,49,126000,0,0,1,cluster1
4295,23,60000,1,1,0,cluster0
4296,29,15000,0,0,1,cluster1
4297,41,22000,0,0,1,cluster1
4298,24,25000,0,0,0,cluster1
4299,36,50000,0,0,1,cluster1
4300,22,11000,1,0,1,cluster1
4301,25,10000,0,0,1,cluster1
4302,22,60000,0,1,1,cluster0
4303,28,30000,0,1,1,cluster0
4304,24,25000,0,1,1,cluster0
4305,30,43000,0,0,1,cluster1
4306,26,85000,1,1,1,cluster0
4307,52,150000,0,0,0,cluster1
4308,25,33550,1,0,0,cluster1
4309,24,9000,0,1,1,cluster0
4310,40,45700,1,0,0,cluster1
4311,40,20000,0,0,0,cluster1
4312,53,60000,0,1,0,cluster0
4313,44,50000,0,0,1,cluster1
4314,63,25000,0,0,0,cluster1
4315,25,166000,1,1,1,cluster0
4316,24,49000,1,0,1,cluster1
4317,25,32000,0,0,0,cluster1
4318,22,53000,0,1,0,cluster0
4319,38,110000,0,1,1,cluster0
4320,40,30000,0,1,1,cluster0
4321,39,15000,0,0,1,cluster1
4322,24,16500,0,0,1,cluster1
4323,25,36000,1,0,1,cluster1
4324,35,15000,0,1,1,cluster0
4325,25,8000,0,0,1,cluster1
4326,22,42000,0,0,1,cluster1
4327,26,50000,1,0,1,cluster1
4328,26,48000,1,0,1,cluster1
4329,31,30000,0,1,1,cluster0
4330,31,92000,1,1,1,cluster0
4331,33,61000,0,0,1,cluster1
4332,33,28000,0,0,1,cluster1
4333,17,60000,0,0,1,cluster1
4334,30,12000,0,0,1,cluster1
4335,25,25000,1,0,0,cluster1
4336,18,150000,0,0,1,cluster1
4337,26,21000,1,0,1,cluster1
4338,19,40000,0,0,1,cluster1
4339,38,85000,0,0,1,cluster1
4340,19,18000,0,1,1,cluster0
4341,29,20000,0,1,1,cluster0
4342,34,57000,0,1,1,cluster0
4343,60,120000,0,1,1,cluster0
4344,34,70000,0,0,0,cluster1
4345,29,30000,1,0,1,cluster1
4346,21,6000,0,0,1,cluster1
4347,43,15000,0,0,1,cluster1
4348,25,11400,1,0,1,cluster1
4349,29,10000,0,0,1,cluster1
4350,46,36000,0,1,1,cluster0
4351,28,20000,0,0,1,cluster1
4352,22,6000,0,1,0,cluster0
4353,27,35000,0,0,0,cluster1
4354,26,48000,0,1,1,cluster0
4355,56,170000,0,0,1,cluster1
4356,24,36000,0,1,1,cluster0
4357,25,27000,0,0,0,cluster1
4358,36,12300,1,0,1,cluster1
4359,22,20000,0,0,1,cluster1
4360,34,70000,0,0,1,cluster1
4361,27,65000,0,0,0,cluster1
4362,25,7350,0,1,1,cluster0
4363,21,6000,0,1,1,cluster0
4364,41,37350,0,1,1,cluster0
4365,45,20000,0,0,0,cluster1
4366,41,40000,0,0,1,cluster1
4367,27,43000,0,1,1,cluster0
4368,25,10000,0,0,1,cluster1
4369,19,100000,0,1,1,cluster0
4370,23,68000,1,1,1,cluster0
4371,38,60000,1,0,1,cluster1
4372,29,35000,1,0,1,cluster1
4373,44,75000,0,0,1,cluster1
4374,28,15000,0,1,0,cluster0
4375,37,48000,1,0,1,cluster1
4376,29,6000,0,0,1,cluster1
4377,29,12000,1,0,0,cluster1
4378,22,125000,0,1,1,cluster0
4379,44,50000,0,0,1,cluster1
4380,26,24000,0,0,1,cluster1
4381,23,17500,1,0,0,cluster1
4382,27,50000,0,0,0,cluster1
4383,27,10000,1,0,1,cluster1
4384,28,20688,0,1,1,cluster0
4385,25,30000,0,0,1,cluster1
4386,27,45000,0,0,1,cluster1
