@relation 2016_New_Coder_Survey-weka.filters.unsupervised.attribute.NumericToNominal-R5_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A5-N200-T1.0E-4_clustered

@attribute Instance_number numeric
@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Gender {0,1}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6}

@data
3402,0.026586,-0.01346,-0.019652,-0.028649,1,cluster3
3403,-0.014928,-0.050066,-0.032117,0.008489,1,cluster3
3404,0.008658,0.00599,-0.016104,0.017362,1,cluster1
3405,-0.003665,-0.008575,0.023597,0.007081,1,cluster0
3406,0.005342,0.00938,0.003207,-0.0057,1,cluster2
3407,0.012416,-0.012282,0.003538,0.025677,1,cluster4
3408,0.010682,-0.002015,-0.023928,0.011121,0,cluster6
3409,-0.00741,-0.007682,0.024592,0.008948,1,cluster0
3410,-0.017331,0.003299,-0.0019,-0.002391,1,cluster2
3411,-0.015777,-0.009885,-0.014724,-0.012077,1,cluster3
3412,0.005426,0.009902,-0.012202,0.021157,1,cluster1
3413,-0.002302,0.011322,-0.01056,0.024714,1,cluster1
3414,0.018933,-0.015573,0.000125,0.021222,0,cluster4
3415,0.007056,-0.014293,-0.035696,0.003786,0,cluster3
3416,-0.010334,0.01188,0.00617,0.001251,1,cluster2
3417,-0.027054,-0.029136,-0.048895,0.004803,1,cluster3
3418,-0.009735,0.01058,0.00489,0.000147,1,cluster2
3419,-0.010161,0.003242,-0.002203,-0.004815,1,cluster2
3420,0.02209,-0.013333,-0.035286,-0.000544,0,cluster3
3421,-0.008258,0.008409,0.002736,-0.001854,0,cluster2
3422,-0.001935,0.005211,-0.016492,0.020342,1,cluster1
3423,0.004604,-0.008765,0.007214,0.030721,1,cluster4
3424,0.008757,-0.015708,0.000346,0.024511,0,cluster4
3425,-0.015297,0.001987,-0.003241,-0.00398,1,cluster2
3426,-0.012128,-0.013152,-0.018016,-0.015563,1,cluster3
3427,0.001949,0.004532,-0.017284,0.018578,1,cluster1
3428,-0.002282,-0.037212,-0.020103,0.013225,1,cluster3
3429,-0.000511,-0.001494,-0.023036,0.015205,1,cluster6
3430,0.022656,-0.005781,-0.027989,0.004521,1,cluster5
3431,0.037388,0.010296,-0.012926,0.010805,1,cluster5
3432,-0.028488,-0.029125,-0.048835,0.005288,1,cluster3
3433,-0.012056,0.004768,-0.000659,-0.003123,1,cluster2
3434,0.014619,0.00184,-0.020329,0.012494,1,cluster5
3435,0.007558,0.006124,-0.000024,-0.008701,1,cluster2
3436,-0.003978,-0.000171,-0.021635,0.017278,1,cluster6
3437,0.004591,0.008614,-0.013422,0.020538,0,cluster1
3438,-0.004821,-0.008134,0.024064,0.007772,1,cluster0
3439,0.012151,-0.010466,0.005306,0.027029,1,cluster4
3440,0.002237,0.011655,-0.010394,0.023437,1,cluster1
3441,0.004369,0.007876,0.001784,-0.006422,1,cluster2
3442,-0.01149,0.012321,0.006637,0.001942,1,cluster2
3443,0.013055,0.00833,-0.013989,0.017527,1,cluster1
3444,-0.017819,0.006997,0.001699,0.000343,1,cluster2
3445,0.029202,0.011009,-0.011952,0.014022,1,cluster5
3446,-0.008598,-0.003248,-0.008544,-0.009848,1,cluster2
3447,0.00393,-0.001313,-0.023015,0.013854,0,cluster6
3448,-0.008301,0.010568,0.004829,-0.000337,1,cluster2
3449,0.004317,-0.015888,0.000325,0.025862,0,cluster4
3450,0.003062,0.006251,-0.015658,0.019403,1,cluster1
3451,-0.008589,0.003445,-0.002061,-0.005196,1,cluster2
3452,0.002326,-0.016736,-0.000428,0.025934,1,cluster4
3453,-0.016079,0.005232,-0.000071,-0.001463,1,cluster2
3454,0.024526,0.008239,-0.014474,0.01365,1,cluster5
3455,-0.002779,-0.002771,-0.024195,0.01507,1,cluster6
3456,-0.003357,0.007074,0.001274,-0.004411,1,cluster2
3457,0.044974,0.010883,-0.012619,0.008691,1,cluster5
3458,0.00732,0.008376,-0.013746,0.019466,0,cluster1
3459,0.022089,-0.008473,0.006894,0.025111,0,cluster4
3460,0.021311,-0.034161,-0.017963,0.007503,1,cluster3
3461,0.00226,-0.021685,0.010693,-0.004007,1,cluster0
3462,0.00181,0.004317,-0.017487,0.018475,1,cluster1
3463,0.018708,-0.011469,0.004109,0.024151,1,cluster4
3464,0.002614,-0.009613,0.006462,0.030793,1,cluster4
3465,0.003575,0.009269,-0.012751,0.021332,1,cluster1
3466,-0.007658,0.007108,0.001456,-0.002957,1,cluster2
3467,-0.003777,0.011271,-0.010558,0.025169,1,cluster1
3468,-0.005433,0.010545,0.004708,-0.001307,1,cluster2
3469,0.005407,-0.003484,-0.025169,0.011853,1,cluster6
3470,0.002793,0.012514,-0.009581,0.023849,1,cluster1
3471,0.019016,0.00418,-0.018215,0.012659,1,cluster5
3472,0.00838,0.005561,-0.01651,0.017155,0,cluster1
3473,0.010425,0.006101,-0.000145,-0.009671,0,cluster2
3474,0.015228,0.007233,-0.015126,0.016042,1,cluster5
3475,-0.005781,0.010008,0.0042,-0.001565,1,cluster2
3476,0.00337,-0.015125,0.001097,0.026708,1,cluster4
3477,0.006436,-0.021519,-0.005203,0.021241,0,cluster4
3478,-0.002831,-0.007286,0.024817,0.0077,1,cluster0
3479,-0.000074,0.012537,-0.00946,0.024819,0,cluster1
3480,-0.007155,0.003434,-0.002121,-0.005681,1,cluster2
3481,0.015966,0.006148,-0.016203,0.015042,1,cluster5
3482,-0.004104,-0.017765,-0.001202,0.027357,1,cluster4
3483,0.004499,-0.017833,-0.001565,0.024449,1,cluster4
3484,-0.002678,0.012575,0.006579,-0.000811,1,cluster2
3485,0.001598,-0.008957,0.007132,0.031587,0,cluster4
3486,-0.010109,0.007776,0.002187,-0.001679,1,cluster2
3487,-0.005217,-0.000252,-0.005759,-0.008889,1,cluster2
3488,0.02794,0.002382,-0.020265,0.008441,1,cluster5
3489,0.029047,-0.026665,-0.010969,0.010144,1,cluster4
3490,-0.006085,0.007312,0.001598,-0.003339,0,cluster2
3491,0.017443,0.003977,-0.018357,0.013041,1,cluster5
3492,-0.004444,0.01024,-0.011534,0.024674,1,cluster1
3493,0.008883,0.001886,-0.020087,0.014432,1,cluster6
3494,0.028262,0.000652,-0.021952,0.007131,1,cluster5
3495,0.005148,0.009473,-0.012609,0.020951,1,cluster1
3496,0.030993,-0.004427,-0.011054,-0.023831,0,cluster2
3497,0.012737,-0.014012,0.001851,0.024367,1,cluster4
3498,0.001693,0.012648,0.006498,-0.002214,1,cluster2
3499,-0.005956,0.000833,-0.004682,-0.007888,1,cluster2
3500,0.004283,0.012195,0.005971,-0.003389,1,cluster2
3501,0.050223,-0.012569,-0.019605,-0.035887,1,cluster3
3502,0.00973,0.005027,-0.001162,-0.010186,0,cluster2
3503,-0.00698,0.012609,0.00676,0.000643,1,cluster2
3504,0.013055,0.00833,-0.013989,0.017527,1,cluster1
3505,0.014406,-0.011434,0.00429,0.025605,1,cluster4
3506,0.026099,0.008442,-0.014331,0.013269,0,cluster5
3507,0.001124,0.009937,-0.01202,0.022611,1,cluster1
3508,-0.000873,-0.002446,-0.008034,-0.011859,0,cluster2
3509,0.019443,0.011518,-0.011121,0.017621,1,cluster1
3510,0.029523,0.009279,-0.013639,0.012712,1,cluster5
3511,0.009622,0.000801,-0.021164,0.013432,1,cluster6
3512,-0.004956,0.004604,-0.001064,-0.005598,0,cluster2
3513,-0.012159,0.013514,0.007816,0.002994,1,cluster2
3514,0.013145,-0.020061,-0.004022,0.020025,1,cluster4
3515,0.019029,-0.013199,0.002422,0.022841,1,cluster4
3516,-0.009691,0.00842,0.002797,-0.001369,1,cluster2
3517,0.000611,0.006918,-0.014927,0.020682,1,cluster1
3518,0.010105,-0.0114,0.004472,0.027059,1,cluster4
3519,0.000608,-0.028689,0.003965,-0.00833,1,cluster0
3520,0.014767,0.008749,-0.013643,0.017249,1,cluster1
3521,-0.002578,0.008671,-0.013119,0.022962,1,cluster1
3522,0.005108,-0.01244,0.003638,0.027997,0,cluster4
3523,-0.010953,-0.000207,-0.005516,-0.00695,1,cluster2
3524,0.002409,0.003017,-0.018768,0.017371,1,cluster6
3525,0.000525,0.011237,-0.01074,0.023715,1,cluster1
3526,-0.007979,0.008838,0.003143,-0.001647,0,cluster2
3527,-0.003829,0.006737,-0.014948,0.022033,1,cluster1
3528,-0.001975,-0.016702,-0.000246,0.027388,1,cluster4
3529,0.007453,-0.022175,-0.005873,0.020447,0,cluster4
3530,-0.012164,0.000148,-0.00513,-0.0063,1,cluster2
3531,0.025364,-0.014545,0.000899,0.019799,1,cluster4
3532,0.024764,-0.013244,0.002179,0.020903,1,cluster4
3533,-0.001902,-0.003642,-0.025069,0.014173,1,cluster6
3534,0.009013,-0.004593,-0.026367,0.009883,1,cluster6
3535,-0.001892,0.003051,-0.018586,0.018825,1,cluster6
3536,0.003436,0.009055,-0.012955,0.021229,1,cluster1
3537,-0.007869,-0.011027,-0.016104,-0.015501,1,cluster3
3538,0.014493,-0.015754,0.000104,0.022573,1,cluster4
3539,0.01401,-0.003553,-0.025533,0.008945,1,cluster6
3540,0.001783,-0.015744,0.016465,0.000284,1,cluster0
3541,0.009492,0.007279,-0.014884,0.017981,1,cluster1
3542,-0.010291,0.00972,0.004077,-0.000265,1,cluster2
3543,0.026281,0.006498,-0.016221,0.011855,1,cluster5
3544,0.010856,-0.01024,0.00557,0.027616,0,cluster4
3545,0.018095,0.007211,-0.015248,0.015073,1,cluster5
3546,0.011016,-0.021124,-0.004978,0.019993,0,cluster4
3547,0.001459,-0.009172,0.006929,0.031484,0,cluster4
3548,0.00711,-0.00974,0.022096,0.002688,1,cluster0
3549,0.010296,0.012579,0.006135,-0.005121,1,cluster2
3550,0.033954,0.002766,-0.020101,0.006709,0,cluster5
3551,-0.003075,-0.016569,0.015834,0.001325,1,cluster0
3552,-0.016127,-0.028235,-0.032487,-0.024724,1,cluster3
3553,-0.012276,-0.039292,-0.021772,0.015101,0,cluster3
3554,-0.0028,0.007933,0.002087,-0.003999,1,cluster2
3555,0.000432,0.004021,-0.001814,-0.007794,1,cluster2
3556,-0.010655,0.01361,0.007857,0.002561,1,cluster2
3557,-0.000895,-0.010991,-0.032223,0.008727,1,cluster6
3558,0.002323,0.007336,-0.014581,0.020404,1,cluster1
3559,0.01737,-0.009083,0.006466,0.026256,1,cluster4
3560,-0.012837,0.008013,0.002511,-0.000606,1,cluster2
3561,0.008059,0.00729,-0.014823,0.018465,1,cluster1
3562,-0.008258,0.008409,0.002736,-0.001854,0,cluster2
3563,0.021416,-0.005862,-0.012113,-0.021645,1,cluster3
3564,-0.003641,-0.024121,0.008537,-0.00374,0,cluster0
3565,-0.005754,0.012275,0.006395,0.000003,1,cluster2
3566,0.019961,-0.014396,-0.036242,-0.000575,1,cluster3
3567,-0.009135,0.009279,0.00361,-0.000956,1,cluster2
3568,0.005995,0.012614,0.006317,-0.003668,1,cluster2
3569,-0.005872,-0.018662,0.013902,0.000799,1,cluster0
3570,-0.000544,0.007359,-0.01446,0.021373,1,cluster1
3571,0.003921,-0.007988,0.023904,0.004967,1,cluster0
3572,-0.004657,-0.028326,-0.032972,-0.028601,1,cluster3
3573,-0.007584,0.000937,-0.020437,0.019247,1,cluster6
3574,-0.004738,0.011619,0.005725,-0.000791,1,cluster2
3575,-0.005959,0.005675,-0.015904,0.022002,0,cluster1
3576,-0.001892,0.003051,-0.018586,0.018825,1,cluster6
3577,-0.008493,0.005819,0.000236,-0.003577,1,cluster2
3578,-0.012821,0.003587,-0.001777,-0.003691,0,cluster2
3579,0.009198,0.011276,-0.011002,0.020859,1,cluster1
3580,0.028953,0.008398,-0.014472,0.012289,0,cluster5
3581,0.045338,0.006994,-0.016399,0.005865,1,cluster5
3582,-0.005678,0.01056,-0.011182,0.025306,1,cluster1
3583,-0.000594,-0.021247,-0.004697,0.023767,1,cluster4
3584,-0.002157,-0.014757,0.001644,0.028801,1,cluster4
3585,0.010478,0.010635,0.004245,-0.006535,1,cluster2
3586,-0.011713,-0.007666,-0.028628,0.014636,1,cluster6
3587,-0.008824,0.000856,-0.00456,-0.006919,1,cluster2
3588,0.008092,-0.001562,-0.0234,0.012297,1,cluster6
3589,0.05057,0.010623,-0.013064,0.006649,1,cluster5
3590,0.028583,-0.001078,-0.023639,0.005821,0,cluster5
3591,0.000989,-0.014351,0.001929,0.028038,0,cluster4
3592,-0.008171,0.00409,-0.001451,-0.004887,1,cluster2
3593,-0.001508,0.012549,-0.009399,0.025303,1,cluster1
3594,-0.004695,0.00946,0.003631,-0.002307,1,cluster2
3595,0.006399,0.011406,-0.010779,0.02188,1,cluster1
3596,0.006956,0.012265,-0.009966,0.022292,1,cluster1
3597,-0.008705,0.012169,0.006394,0.000911,1,cluster2
3598,0.009827,-0.01183,0.004066,0.026853,1,cluster4
3599,0.000367,-0.002365,-0.02391,0.014307,0,cluster6
3600,-0.0034,0.009234,0.003367,-0.002895,1,cluster2
3601,-0.024402,-0.018361,-0.03855,0.011416,1,cluster3
3602,0.020364,0.008488,-0.014088,0.015207,1,cluster5
3603,-0.00738,0.007538,0.001862,-0.002751,1,cluster2
3604,0.008926,-0.000274,-0.02218,0.012916,1,cluster6
3605,0.001909,0.00185,-0.003968,-0.009795,1,cluster2
3606,-0.002411,0.008928,-0.012875,0.023085,0,cluster1
3607,0.0349,0.004227,-0.018719,0.007411,1,cluster5
3608,0.024609,-0.009033,0.006264,0.023884,1,cluster4
3609,0.009857,0.00339,-0.018664,0.015154,1,cluster6
3610,0.0174,0.006137,-0.016264,0.014557,1,cluster5
3611,-0.006781,0.006238,0.000582,-0.003855,1,cluster2
3612,0.00334,0.00668,-0.015251,0.01961,0,cluster1
3613,0.009437,0.007193,-0.014965,0.017939,1,cluster1
3614,0.019572,0.00504,-0.017402,0.013072,0,cluster5
3615,0.0083,-0.019034,0.013052,-0.004172,1,cluster0
3616,0.002283,-0.014577,0.001665,0.02745,1,cluster4
3617,0.005568,-0.013955,0.002154,0.026791,0,cluster4
3618,-0.003496,0.006859,0.001071,-0.004515,1,cluster2
3619,-0.015297,0.001987,-0.003241,-0.00398,1,cluster2
3620,-0.014334,-0.003203,-0.008301,-0.00791,1,cluster2
3621,0.005933,-0.017845,-0.001626,0.023964,0,cluster4
3622,-0.012039,0.000342,-0.004947,-0.006207,1,cluster2
3623,-0.003975,-0.024243,-0.007482,0.022808,1,cluster4
3624,0.027006,-0.014234,0.001143,0.019469,0,cluster4
3625,-0.013009,0.003296,-0.002053,-0.00383,0,cluster2
3626,-0.009221,0.013598,0.007796,0.002076,0,cluster2
3627,0.022112,-0.004788,-0.011097,-0.02113,1,cluster2
3628,-0.003525,-0.013221,-0.018379,-0.018471,1,cluster3
3629,0.019486,0.009359,-0.013215,0.016105,0,cluster5
3630,-0.009241,0.000212,-0.00517,-0.007228,1,cluster2
3631,-0.00078,0.00477,-0.01696,0.019651,0,cluster1
3632,0.029553,-0.012527,0.002709,0.01981,1,cluster4
3633,0.028519,0.011787,0.004737,-0.011731,1,cluster2
3634,0.001019,0.000869,-0.0208,0.01634,1,cluster6
3635,-0.014556,-0.023171,0.009835,0.00055,0,cluster0
3636,0.002144,-0.014792,0.001462,0.027347,1,cluster4
3637,-0.009326,-0.0147,0.001947,0.031224,1,cluster4
3638,0.000889,0.007348,-0.01452,0.020889,1,cluster1
3639,0.005972,0.004068,-0.017872,0.016918,0,cluster6
3640,0.0088,-0.017867,-0.001747,0.022995,1,cluster4
3641,0.008862,0.012591,0.006195,-0.004637,1,cluster2
3642,-0.002631,0.004137,-0.017509,0.019826,0,cluster1
3643,0.00436,-0.011369,0.004701,0.028991,1,cluster4
3644,0.030135,-0.0094,0.005717,0.021791,0,cluster4
3645,0.011452,0.012138,0.005668,-0.005812,1,cluster2
3646,-0.000223,0.005629,-0.016147,0.020063,1,cluster1
3647,-0.002942,0.01256,-0.009339,0.025788,1,cluster1
3648,0.002431,0.011562,0.005422,-0.003214,1,cluster2
3649,-0.001271,0.010296,0.004323,-0.002864,1,cluster2
3650,0.001124,0.009937,-0.01202,0.022611,1,cluster1
3651,0.002174,0.000428,-0.021268,0.015649,1,cluster6
3652,-0.00222,-0.006754,-0.01216,-0.014407,1,cluster3
3653,0.001585,0.008422,-0.013504,0.021404,0,cluster1
3654,0.000154,-0.015639,0.00071,0.027419,1,cluster4
3655,-0.004717,0.000915,-0.020558,0.018278,0,cluster6
3656,0.001276,0.012003,0.005889,-0.002523,1,cluster2
3657,0.012638,0.007686,-0.014599,0.017218,1,cluster1
3658,-0.017621,0.001017,-0.020013,0.02264,1,cluster6
3659,0.025126,0.006939,-0.015754,0.012546,1,cluster5
3660,-0.00691,0.012716,0.006862,0.000694,1,cluster2
3661,0.006112,0.004283,-0.017669,0.017021,1,cluster6
3662,0.006916,-0.009648,0.00628,0.029339,1,cluster4
3663,-0.003647,0.004793,-0.016838,0.02062,0,cluster1
3664,0.005385,0.00722,0.001114,-0.007216,1,cluster2
3665,0.026241,0.003816,-0.002905,-0.016518,1,cluster2
3666,0.01084,0.011587,-0.010758,0.020529,1,cluster1
3667,0.001276,0.012003,0.005889,-0.002523,1,cluster2
3668,-0.00078,0.00477,-0.01696,0.019651,1,cluster1
3669,0.000154,-0.015639,0.00071,0.027419,1,cluster4
3670,-0.003721,0.010964,0.005054,-0.001585,1,cluster2
3671,0.007471,0.010443,0.004163,-0.005669,1,cluster2
3672,0.017416,-0.016084,0.015595,-0.005151,1,cluster0
3673,0.005105,0.011632,-0.010515,0.022467,1,cluster1
3674,0.006714,-0.02109,-0.004796,0.021447,0,cluster4
3675,-0.009361,0.013384,0.007593,0.001973,1,cluster2
3676,-0.007584,0.000937,-0.020437,0.019247,1,cluster6
3677,0.026655,0.009302,-0.013518,0.013681,0,cluster5
3678,-0.002962,-0.000827,-0.022305,0.016483,0,cluster6
3679,-0.010066,0.005616,0.000093,-0.003195,1,cluster2
3680,0.031086,0.002789,-0.01998,0.007678,1,cluster5
3681,0.018012,-0.012543,0.003092,0.023636,0,cluster4
3682,0.004687,0.010988,-0.011125,0.022158,1,cluster1
3683,-0.011519,-0.007759,-0.012813,-0.012015,0,cluster3
3684,0.004016,-0.005632,-0.027202,0.010821,1,cluster6
3685,0.010363,-0.005126,-0.011019,-0.017459,1,cluster2
3686,0.004539,0.00408,-0.017812,0.017402,1,cluster6
3687,-0.001647,0.012334,-0.009603,0.0252,1,cluster1
3688,-0.00172,-0.005587,-0.026959,0.01276,1,cluster6
3689,0.006628,-0.016771,-0.00061,0.02448,0,cluster4
3690,-0.00281,0.00124,-0.004396,-0.008651,1,cluster2
3691,-0.006354,0.013576,0.007675,0.001107,1,cluster2
3692,-0.019599,0.002021,-0.003059,-0.002526,1,cluster2
3693,0.021642,-0.029197,-0.013166,0.010845,1,cluster4
3694,0.005234,0.005154,-0.016795,0.017918,0,cluster1
3695,0.003933,-0.025386,-0.008862,0.019384,1,cluster4
3696,0.00545,-0.005644,-0.027262,0.010337,1,cluster6
3697,-0.004277,-0.009127,0.007172,0.033422,1,cluster4
3698,0.003865,0.011551,0.005361,-0.003699,1,cluster2
3699,0.021615,0.010421,-0.012259,0.016136,1,cluster5
3700,-0.009691,0.00842,0.002797,-0.001369,1,cluster2
3701,0.006681,-0.012237,0.00378,0.027616,1,cluster4
3702,0.006383,-0.006822,-0.012524,-0.017315,1,cluster3
3703,0.022026,-0.000469,-0.00691,-0.018097,1,cluster2
3704,-0.0059,0.010218,-0.011505,0.025142,1,cluster1
3705,-0.0143,-0.012056,-0.016878,-0.014078,1,cluster3
3706,-0.002949,0.001025,-0.0046,-0.008754,1,cluster2
3707,0.000038,-0.01217,-0.017484,-0.018925,1,cluster3
3708,-0.009648,0.006261,0.000703,-0.002886,1,cluster2
3709,0.000763,0.008985,0.002982,-0.004452,1,cluster2
3710,0.01888,-0.020107,-0.004265,0.018086,1,cluster4
3711,-0.016496,0.004588,-0.000681,-0.001772,1,cluster2
3712,-0.007591,0.007605,-0.013978,0.023887,0,cluster1
3713,-0.004319,-0.011828,-0.032915,0.009283,1,cluster6
3714,0.004956,0.004724,-0.017202,0.017712,1,cluster1
3715,0.009536,0.00512,-0.016977,0.016464,1,cluster1
3716,-0.015297,0.001987,-0.003241,-0.00398,1,cluster2
3717,0.021245,-0.016455,-0.000809,0.01984,1,cluster4
3718,-0.005754,0.012275,0.006395,0.000003,0,cluster2
3719,-0.008366,0.004182,-0.017266,0.021764,1,cluster1
3720,0.011665,0.006182,-0.016022,0.016496,1,cluster1
3721,0.004826,0.011203,-0.010922,0.022261,0,cluster1
3722,0.000327,-0.024278,-0.007664,0.021354,1,cluster4
3723,0.005982,0.010762,-0.011389,0.02157,0,cluster1
3724,0.020963,0.007188,-0.015369,0.014104,1,cluster5
3725,-0.000458,0.00304,-0.018646,0.018341,0,cluster6
3726,0.005591,0.012384,-0.009804,0.022828,1,cluster1
3727,-0.015584,-0.029227,-0.04938,0.000926,1,cluster3
3728,0.028874,-0.018027,-0.002596,0.01621,1,cluster4
3729,0.007694,0.01118,-0.011043,0.021292,0,cluster1
3730,-0.010488,0.004963,-0.000524,-0.003509,0,cluster2
3731,0.030348,0.003874,-0.018903,0.008679,1,cluster5
3732,-0.010569,0.009291,0.00367,-0.000472,0,cluster2
3733,-0.002896,0.005559,-0.00021,-0.005618,1,cluster2
3734,-0.002231,-0.008586,0.023537,0.006596,0,cluster0
3735,-0.000254,0.00964,0.003653,-0.003658,1,cluster2
3736,-0.002458,-0.004501,-0.025882,0.01376,1,cluster6
3737,-0.012602,0.010602,0.005011,0.001116,0,cluster2
3738,-0.002307,-0.002435,-0.007973,-0.011374,0,cluster2
3739,-0.012015,0.00745,-0.013975,0.02525,1,cluster1
3740,-0.012664,-0.019856,-0.002932,0.028748,1,cluster4
3741,-0.00891,0.005175,-0.000374,-0.003886,1,cluster2
3742,0.007366,-0.017856,-0.001687,0.02348,1,cluster4
3743,-0.00615,0.000926,-0.020497,0.018763,1,cluster6
3744,-0.010366,-0.003359,-0.024502,0.017184,0,cluster6
3745,-0.001811,0.007628,-0.014155,0.021982,1,cluster1
3746,-0.003455,-0.010083,0.006217,0.032484,0,cluster4
3747,-0.014099,-0.000613,-0.005802,-0.006187,1,cluster2
3748,-0.011078,-0.000006,-0.02123,0.019752,0,cluster6
3749,-0.009061,0.003108,-0.018283,0.021248,1,cluster6
3750,0.009839,0.01004,-0.012221,0.019786,1,cluster1
3751,-0.012228,0.013406,0.007714,0.002942,1,cluster2
3752,0.008274,-0.003507,-0.02529,0.010884,1,cluster6
3753,0.009536,0.00512,-0.016977,0.016464,1,cluster1
3754,0.007555,0.010965,-0.011246,0.021189,0,cluster1
3755,0.011625,-0.015731,0.000225,0.023542,0,cluster4
3756,-0.015158,0.002202,-0.003038,-0.003876,0,cluster2
3757,0.005191,0.007313,-0.014702,0.019435,1,cluster1
3758,0.014493,-0.015754,0.000104,0.022573,0,cluster4
3759,0.001359,0.012526,-0.009521,0.024334,1,cluster1
3760,-0.012324,0.011032,0.005418,0.001323,1,cluster2
3761,0.006903,0.007732,-0.014356,0.019156,1,cluster1
3762,0.023676,-0.010472,0.004902,0.023192,1,cluster4
3763,-0.000405,0.007574,-0.014256,0.021476,1,cluster1
3764,-0.000283,0.012215,-0.009765,0.024664,1,cluster1
3765,0.032626,0.011845,-0.01126,0.013465,0,cluster5
3766,-0.020472,-0.026041,-0.030212,-0.021754,0,cluster3
3767,-0.003913,0.006215,0.000461,-0.004824,0,cluster2
3768,-0.010217,0.003549,-0.017816,0.021939,1,cluster6
3769,-0.015297,0.001987,-0.003241,-0.00398,1,cluster2
3770,0.023887,-0.012374,0.003053,0.0218,1,cluster4
3771,0.009492,0.007279,-0.014884,0.017981,1,cluster1
3772,-0.003507,0.01352,0.007524,0.000122,1,cluster2
3773,-0.011208,-0.011322,0.021197,0.007678,1,cluster0
3774,0.013012,0.01049,-0.011895,0.019044,0,cluster1
3775,0.008906,-0.0088,0.007033,0.029267,1,cluster4
3776,-0.009221,0.013598,0.007796,0.002076,1,cluster2
3777,0.007694,0.01118,-0.011043,0.021292,1,cluster1
3778,0.007379,-0.016004,0.016019,-0.001758,1,cluster0
3779,0.003062,0.006251,-0.015658,0.019403,0,cluster1
3780,0.015336,0.01146,0.004876,-0.007576,1,cluster2
3781,0.005655,-0.018274,-0.002033,0.023758,0,cluster4
3782,-0.003827,0.001896,-0.003726,-0.007857,0,cluster2
3783,0.023899,-0.010128,0.005228,0.023358,1,cluster4
3784,0.03189,0.008089,0.001039,-0.015424,1,cluster2
3785,0.036649,0.011381,-0.011849,0.011805,0,cluster5
3786,0.001761,-0.024289,-0.007724,0.020869,1,cluster4
3787,-0.006237,0.005245,-0.016311,0.021795,0,cluster1
3788,0.014171,-0.014024,0.00179,0.023883,1,cluster4
3789,0.011578,0.010501,-0.011835,0.019528,0,cluster1
3790,-0.011734,0.003038,-0.002346,-0.004433,0,cluster2
3791,0.00897,-0.002433,-0.024274,0.011399,1,cluster6
3792,0.017638,0.003884,-0.002542,-0.01361,1,cluster2
3793,-0.011744,-0.003655,-0.008829,-0.009085,1,cluster2
3794,-0.009221,0.013598,0.007796,0.002076,1,cluster2
3795,0.011039,0.005216,-0.016936,0.016031,0,cluster1
3796,-0.001935,0.005211,-0.016492,0.020342,1,cluster1
3797,-0.00369,0.006952,-0.014745,0.022136,1,cluster1
3798,-0.004599,0.011834,0.005928,-0.000688,1,cluster2
3799,0.001459,-0.009172,0.006929,0.031484,1,cluster4
3800,-0.005217,-0.000252,-0.005759,-0.008889,1,cluster2
3801,0.01888,-0.020107,-0.004265,0.018086,1,cluster4
3802,0.010201,-0.009026,0.006769,0.028679,1,cluster4
3803,0.02131,-0.010069,0.021287,-0.002262,1,cluster0
3804,-0.000544,0.007359,-0.01446,0.021373,1,cluster1
3805,0.019831,-0.007917,-0.029962,0.003974,1,cluster5
3806,-0.013864,0.001976,-0.003302,-0.004464,1,cluster2
3807,-0.002189,0.008879,0.002981,-0.003545,1,cluster2
3808,-0.01335,0.004994,-0.000395,-0.002535,1,cluster2
3809,0.010274,0.004034,-0.018054,0.015464,1,cluster6
3810,0.003629,0.011579,-0.010516,0.022921,1,cluster1
3811,0.032348,0.011416,-0.011667,0.013259,1,cluster5
3812,0.013016,-0.013583,0.002258,0.024574,0,cluster4
3813,-0.001379,0.00607,-0.015679,0.020754,1,cluster1
3814,-0.012297,-0.028587,0.004511,-0.003968,0,cluster0
3815,0.024986,0.006724,-0.015957,0.012443,0,cluster5
3816,-0.000999,-0.02004,0.012399,-0.00178,1,cluster0
3817,-0.004194,0.010627,-0.011168,0.024859,1,cluster1
3818,0.009183,0.010861,0.004509,-0.005947,1,cluster2
3819,-0.00848,0.008459,-0.01312,0.024776,1,cluster1
3820,-0.001283,0.008444,-0.013383,0.022374,1,cluster1
3821,0.001489,0.006047,-0.015801,0.019785,1,cluster1
3822,0.002392,-0.010351,0.021668,0.003832,1,cluster0
3823,-0.014592,0.009755,0.004259,0.001188,1,cluster2
3824,0.009903,-0.022842,-0.006604,0.019168,0,cluster4
3825,-0.006363,-0.012349,0.004122,0.031875,1,cluster4
3826,-0.007015,-0.015582,0.001013,0.029842,1,cluster4
3827,-0.012214,-0.008833,-0.013829,-0.012531,1,cluster3
3828,0.01892,0.001806,-0.020511,0.01104,1,cluster5
3829,-0.008962,-0.01859,-0.001833,0.028398,0,cluster4
3830,0.000154,-0.015639,0.00071,0.027419,1,cluster4
3831,0.007799,0.013175,0.006798,-0.003877,1,cluster2
3832,-0.010996,0.001953,-0.003423,-0.005434,1,cluster2
3833,-0.00539,0.008386,0.002615,-0.002823,1,cluster2
3834,-0.014754,0.000994,-0.020134,0.021671,1,cluster6
