@relation 2016_New_Coder_Survey-weka.filters.unsupervised.attribute.NumericToNominal-R5_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A5-N200-T1.0E-4_clustered

@attribute Instance_number numeric
@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Gender {0,1}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6}

@data
1925,-0.009648,0.006261,0.000703,-0.002886,1,cluster2
1926,0.036609,-0.010532,0.004398,0.018852,0,cluster4
1927,0.001693,0.012648,0.006498,-0.002214,1,cluster2
1928,0.004668,-0.002399,-0.024092,0.012853,1,cluster6
1929,0.008714,-0.013548,0.002439,0.026028,1,cluster4
1930,-0.000088,-0.029763,0.002949,-0.008846,1,cluster0
1931,0.023049,0.01041,-0.01232,0.015651,1,cluster5
1932,0.007558,-0.013107,0.002907,0.026719,0,cluster4
1933,-0.009778,0.012739,0.006983,0.001664,1,cluster2
1934,-0.002229,-0.008584,0.023539,0.006598,1,cluster0
1935,-0.001811,0.007628,-0.014155,0.021982,0,cluster1
1936,-0.012516,0.006283,0.000824,-0.001916,0,cluster2
1937,-0.000823,0.006929,-0.014866,0.021167,0,cluster1
1938,0.009227,0.008701,0.002415,-0.007463,1,cluster2
1939,0.001887,-0.006695,-0.028157,0.01079,1,cluster6
1940,-0.015817,-0.031798,0.001522,-0.005031,1,cluster0
1941,0.007784,-0.017212,-0.001077,0.023789,0,cluster4
1942,0.00838,0.005561,-0.01651,0.017155,1,cluster1
1943,0.018642,0.001376,-0.020918,0.010833,1,cluster5
1944,-0.000118,-0.012,0.020157,0.003519,1,cluster0
1945,-0.000488,-0.01218,0.004083,0.030039,1,cluster4
1946,-0.010478,-0.023961,-0.028543,-0.02363,1,cluster3
1947,0.023831,0.007165,-0.01549,0.013134,1,cluster5
1948,0.005105,0.011632,-0.010515,0.022467,1,cluster1
1949,0.005929,0.006228,-0.015779,0.018434,1,cluster1
1950,0.005194,-0.016759,-0.000549,0.024965,0,cluster4
1951,0.006038,-0.008777,0.007154,0.030236,1,cluster4
1952,-0.002393,0.001884,-0.003786,-0.008341,1,cluster2
1953,0.004668,-0.002399,-0.024092,0.012853,1,cluster6
1954,0.033033,0.005796,-0.017134,0.009123,0,cluster5
1955,0.002518,0.007243,0.001235,-0.006247,1,cluster2
1956,-0.01395,0.006295,0.000885,-0.001432,1,cluster2
1957,0.009121,-0.000366,-0.006365,-0.013735,1,cluster2
1958,0.003062,0.006251,-0.015658,0.019403,1,cluster1
1959,0.013794,0.007245,-0.015066,0.016527,1,cluster1
1960,0.013754,-0.014668,0.001181,0.023573,1,cluster4
1961,-0.001197,0.004125,-0.017569,0.019341,0,cluster6
1962,0.000168,-0.018648,-0.023764,-0.023474,1,cluster3
1963,0.009301,0.00253,-0.019477,0.014742,1,cluster6
1964,0.009783,0.009561,0.003228,-0.007051,1,cluster2
1965,-0.004846,0.007393,-0.014278,0.022827,1,cluster1
1966,0.010277,-0.020038,-0.003901,0.020994,1,cluster4
1967,0.013028,-0.011731,0.019963,-0.000664,1,cluster0
1968,0.005246,0.007006,0.00091,-0.007319,1,cluster2
1969,-0.008085,-0.000229,-0.005637,-0.007919,1,cluster2
1970,-0.005913,-0.001326,-0.006775,-0.009404,1,cluster2
1971,-0.000243,-0.007758,-0.029113,0.010759,1,cluster6
1972,0.001309,0.00315,-0.002688,-0.008692,1,cluster2
1973,0.006625,0.007302,-0.014763,0.01895,1,cluster1
1974,-0.00026,-0.021125,0.011322,-0.00278,0,cluster0
1975,-0.005304,0.004067,-0.001572,-0.005856,1,cluster2
1976,-0.0319,-0.028109,-0.031821,-0.019393,1,cluster3
1977,-0.007655,-0.016964,0.015609,0.002573,0,cluster0
1978,0.016791,0.000743,-0.021467,0.011008,1,cluster5
1979,-0.002287,-0.008279,0.007924,0.03335,0,cluster4
1980,-0.00276,0.010615,-0.011229,0.024375,1,cluster1
1981,-0.006867,0.010557,0.004769,-0.000822,1,cluster2
1982,0.002539,-0.003461,-0.025048,0.012822,1,cluster6
1983,0.014118,-0.018557,-0.0026,0.020747,1,cluster4
1984,0.005191,0.007313,-0.014702,0.019435,1,cluster1
1985,0.0038,0.005165,-0.016735,0.018403,1,cluster1
1986,-0.003174,0.005129,-0.000616,-0.005825,0,cluster2
1987,-0.015854,0.001128,-0.004054,-0.004392,1,cluster2
1988,-0.01039,0.011794,0.006089,0.00121,1,cluster2
1989,0.009492,0.007279,-0.014884,0.017981,1,cluster1
1990,-0.00615,0.000926,-0.020497,0.018763,1,cluster6
1991,-0.003109,-0.007716,0.02441,0.007494,0,cluster0
1992,0.00228,0.009496,-0.012488,0.02192,1,cluster1
1993,-0.003592,0.004485,-0.001226,-0.006134,1,cluster2
1994,-0.009787,0.006046,0.0005,-0.002989,1,cluster2
1995,0.011751,0.001863,-0.020208,0.013463,1,cluster6
1996,-0.005628,0.010638,-0.011108,0.025344,1,cluster1
1997,0.001459,-0.009172,0.006929,0.031484,1,cluster4
1998,0.004456,-0.015674,0.000528,0.025965,0,cluster4
1999,-0.004522,0.000822,-0.004742,-0.008373,1,cluster2
2000,0.014493,-0.015754,0.000104,0.022573,1,cluster4
2001,0.006307,-0.015041,0.001077,0.02579,0,cluster4
2002,-0.013168,0.00305,-0.002285,-0.003948,1,cluster2
2003,-0.000372,-0.001279,-0.022833,0.015308,0,cluster6
2004,-0.009648,0.006261,0.000703,-0.002886,1,cluster2
2005,0.011711,-0.02005,-0.003962,0.020509,1,cluster4
2006,0.018095,0.007211,-0.015248,0.015073,1,cluster5
2007,-0.001978,0.00737,-0.014399,0.021858,0,cluster1
2008,-0.005628,0.010638,-0.011108,0.025344,1,cluster1
2009,-0.00163,-0.033978,-0.016993,0.015257,1,cluster4
2010,-0.021906,-0.02603,-0.030152,-0.021269,1,cluster3
2011,0.001542,0.010581,-0.011411,0.022921,1,cluster1
2012,0.012489,0.000778,-0.021285,0.012462,1,cluster6
2013,0.006625,0.007302,-0.014763,0.01895,1,cluster1
2014,0.025178,0.011473,-0.011364,0.015682,1,cluster5
2015,-0.00788,-0.01286,0.019592,0.005502,0,cluster0
2016,0.009812,0.007773,-0.014416,0.018218,1,cluster1
2017,-0.003359,0.011916,-0.009949,0.025478,0,cluster1
2018,-0.001849,0.000892,-0.020679,0.017309,1,cluster6
2019,0.003297,0.00884,-0.013158,0.021126,0,cluster1
2020,-0.007949,0.004827,-0.016657,0.022074,0,cluster1
2021,0.009548,-0.01226,0.003659,0.026647,1,cluster4
2022,-0.001326,0.010604,-0.011289,0.02389,1,cluster1
2023,0.028262,0.000652,-0.021952,0.007131,0,cluster5
2024,0.000194,0.006273,-0.015537,0.020373,0,cluster1
2025,0.003131,0.006358,-0.015556,0.019455,0,cluster1
2026,-0.006867,0.010557,0.004769,-0.000822,1,cluster2
2027,-0.017254,-0.007714,-0.01257,-0.010076,1,cluster3
2028,0.040471,-0.000525,-0.023514,0.002254,1,cluster5
2029,-0.001311,0.008401,-0.013423,0.022353,1,cluster1
2030,0.005363,-0.001325,-0.023076,0.013369,1,cluster6
2031,0.030302,0.010482,-0.012501,0.01329,1,cluster5
2032,-0.001187,0.010819,-0.011086,0.023993,1,cluster1
2033,-0.010655,0.01361,0.007857,0.002561,1,cluster2
2034,-0.000767,-0.012609,0.003677,0.029833,1,cluster4
2035,-0.013264,0.000675,-0.004582,-0.005568,1,cluster2
2036,0.003995,-0.014159,0.002011,0.027172,1,cluster4
2037,-0.00187,0.011597,0.005603,-0.00176,1,cluster2
2038,0.006499,-0.010292,0.00567,0.029029,1,cluster4
2039,0.025225,-0.014759,0.000696,0.019696,1,cluster4
2040,-0.000488,-0.01218,0.004083,0.030039,1,cluster4
2041,0.018877,0.003966,-0.018418,0.012556,1,cluster5
2042,0.014264,0.012423,-0.010066,0.019972,1,cluster1
2043,-0.007562,0.009483,0.003752,-0.001338,1,cluster2
2044,-0.002157,-0.014757,0.001644,0.028801,0,cluster4
2045,0.005244,0.011847,-0.010312,0.022571,1,cluster1
2046,-0.009092,0.00712,0.001516,-0.002473,1,cluster2
2047,-0.001786,0.012119,-0.009806,0.025097,0,cluster1
2048,0.001912,-0.022222,0.010185,-0.004265,1,cluster0
2049,0.019616,0.00288,-0.019495,0.011555,1,cluster5
2050,0.003621,-0.016963,-0.000692,0.025346,0,cluster4
2051,-0.012089,0.013621,0.007918,0.003046,1,cluster2
2052,0.019381,0.000291,-0.021995,0.009833,1,cluster5
2053,-0.001687,-0.009579,0.006644,0.032247,1,cluster4
2054,0.024195,0.003276,-0.01927,0.010308,1,cluster5
2055,0.009035,0.003953,-0.002178,-0.010702,1,cluster2
2056,-0.01149,0.012321,0.006637,0.001942,1,cluster2
2057,0.016139,-0.00249,-0.024577,0.008976,1,cluster5
2058,0.029656,-0.021272,-0.005766,0.013693,1,cluster4
2059,0.015404,-0.025477,-0.009347,0.015507,1,cluster4
2060,-0.003827,0.001896,-0.003726,-0.007857,0,cluster2
2061,0.025308,0.004994,-0.017644,0.011133,1,cluster5
2062,0.001307,0.007992,-0.013911,0.021198,1,cluster1
2063,0.001714,0.001943,-0.019784,0.016855,0,cluster6
2064,-0.004695,0.00946,0.003631,-0.002307,0,cluster2
2065,-0.033334,-0.028098,-0.03176,-0.018908,1,cluster3
2066,0.001641,-0.011117,0.005039,0.03007,1,cluster4
2067,0.029149,0.006475,-0.016342,0.010886,0,cluster5
2068,0.019917,-0.012237,-0.034148,0.000941,1,cluster3
2069,0.02299,-0.02489,-0.00904,0.013393,1,cluster4
2070,0.003683,0.013496,0.007251,-0.002286,1,cluster2
2071,0.003105,0.004091,-0.017751,0.017887,1,cluster6
2072,0.002336,-0.010043,0.006055,0.030586,0,cluster4
2073,-0.000492,0.011893,-0.01007,0.024509,1,cluster1
2074,-0.001935,0.005211,-0.016492,0.020342,1,cluster1
2075,-0.00082,0.002088,-0.003644,-0.008723,1,cluster2
2076,0.00329,-0.021926,-0.005488,0.022004,1,cluster4
2077,0.003992,0.009914,-0.012142,0.021642,1,cluster1
2078,0.00028,0.001954,-0.019723,0.01734,1,cluster6
2079,0.000611,0.006918,-0.014927,0.020682,1,cluster1
2080,0.005174,0.01174,-0.010414,0.022519,1,cluster1
2081,0.000367,-0.002365,-0.02391,0.014307,0,cluster6
2082,-0.012396,-0.006889,-0.011939,-0.011118,1,cluster3
2083,-0.006294,0.00699,0.001293,-0.003494,0,cluster2
2084,0.015135,-0.019213,-0.00327,0.019953,1,cluster4
2085,0.00118,-0.009602,0.006523,0.031277,0,cluster4
2086,-0.010279,-0.007678,-0.028689,0.014151,1,cluster6
2087,-0.006246,-0.001448,-0.022794,0.017143,0,cluster6
2088,0.013055,0.00833,-0.013989,0.017527,1,cluster1
2089,-0.002343,0.01126,-0.010619,0.024684,1,cluster1
2090,0.017314,0.010456,-0.012077,0.01759,0,cluster1
2091,0.003544,0.013281,0.007048,-0.002389,1,cluster2
2092,-0.001917,-0.00144,-0.022935,0.01571,1,cluster6
2093,-0.014839,-0.014705,0.018046,0.006533,1,cluster0
2094,-0.004541,0.011924,0.006012,-0.000645,1,cluster2
2095,-0.015192,0.011055,0.005539,0.002292,1,cluster2
2096,0.000511,0.010822,0.004771,-0.003091,1,cluster2
2097,0.00381,0.011859,-0.010252,0.023055,1,cluster1
2098,-0.003369,0.005222,-0.016432,0.020826,1,cluster1
2099,-0.007522,0.011771,0.005968,0.00024,1,cluster2
2100,0.006823,-0.016863,0.015206,-0.002171,0,cluster0
2101,-0.010291,0.00972,0.004077,-0.000265,1,cluster2
2102,0.003379,0.008967,-0.013038,0.021187,1,cluster1
2103,-0.00264,-0.002557,-0.023992,0.015173,1,cluster6
2104,-0.013036,-0.027501,0.005588,-0.002967,1,cluster0
2105,-0.014283,0.006173,-0.015134,0.025116,1,cluster1
2106,-0.009562,0.001941,-0.003483,-0.005918,1,cluster2
2107,-0.011595,0.003253,-0.002143,-0.00433,1,cluster2
2108,-0.016731,0.001999,-0.00318,-0.003495,1,cluster2
2109,-0.002052,0.013541,0.007493,-0.000347,1,cluster2
2110,0.01342,0.004441,-0.017769,0.014701,1,cluster5
2111,0.004839,0.013055,0.006784,-0.002977,1,cluster2
2112,-0.0151,-0.041428,-0.023744,0.014554,1,cluster3
2113,0.021479,0.005365,-0.00124,-0.013857,0,cluster2
2114,-0.001154,0.001966,-0.019663,0.017825,1,cluster6
2115,-0.000919,0.004555,-0.017163,0.019547,1,cluster1
2116,0.013986,0.011994,-0.010472,0.019766,1,cluster1
2117,0.008989,0.010954,-0.011307,0.020704,1,cluster1
2118,0.009536,0.00512,-0.016977,0.016464,1,cluster1
2119,0.012162,-0.028258,-0.011929,0.01465,0,cluster4
2120,0.000806,-0.012406,0.003819,0.029451,1,cluster4
2121,0.013516,0.006815,-0.015472,0.01632,0,cluster1
2122,-0.003248,-0.007931,0.024207,0.00739,1,cluster0
2123,0.000108,0.010593,-0.01135,0.023405,1,cluster1
2124,-0.018112,0.006544,0.00127,0.000126,1,cluster2
2125,-0.006373,0.000189,-0.005291,-0.008198,1,cluster2
2126,-0.008736,0.001384,-0.019964,0.019941,0,cluster6
2127,0.003881,0.009742,-0.012304,0.021559,1,cluster1
2128,-0.002343,0.01126,-0.010619,0.024684,1,cluster1
2129,0.004539,0.00408,-0.017812,0.017402,0,cluster6
2130,0.00274,0.007981,-0.013971,0.020713,1,cluster1
2131,0.004693,-0.017926,0.01425,-0.002202,1,cluster0
2132,-0.000114,-0.009376,0.006786,0.031865,1,cluster4
2133,-0.022208,-0.010913,-0.015498,-0.010655,1,cluster3
2134,0.000389,0.006181,0.000279,-0.006278,1,cluster2
2135,-0.008023,0.010998,0.005236,-0.000131,1,cluster2
2136,0.023748,-0.012588,0.00285,0.021697,1,cluster4
2137,-0.022641,-0.049017,-0.014922,-0.014738,1,cluster3
2138,-0.0095,0.013169,0.00739,0.00187,1,cluster2
2139,-0.005978,-0.007712,-0.028871,0.012697,1,cluster6
2140,0.016041,0.008096,0.001594,-0.01015,1,cluster2
2141,0.016798,0.011885,-0.010675,0.018755,1,cluster1
2142,-0.00568,0.006104,-0.015498,0.022208,1,cluster1
2143,0.007824,0.004701,-0.017323,0.016743,1,cluster1
2144,-0.003283,0.000903,-0.020619,0.017793,1,cluster6
2145,0.003583,0.013341,0.007105,-0.00236,1,cluster2
2146,-0.009114,-0.001426,-0.022673,0.018113,1,cluster6
2147,0.010536,-0.032996,-0.016461,0.011896,1,cluster4
2148,-0.001737,-0.018954,0.013476,-0.000779,1,cluster0
2149,-0.023814,-0.002263,-0.007064,-0.004104,1,cluster2
2150,-0.003326,0.003063,-0.018525,0.01931,1,cluster6
2151,0.014449,-0.013594,0.002197,0.024089,1,cluster4
2152,-0.013085,0.003572,-0.017694,0.022909,1,cluster6
2153,-0.008783,0.003538,-0.017876,0.021455,1,cluster6
2154,0.000906,-0.019734,-0.024841,-0.024474,0,cluster3
2155,-0.006836,0.006545,-0.01503,0.022899,1,cluster1
2156,0.006068,0.006443,-0.015576,0.018537,1,cluster1
2157,0.00058,0.010929,0.004872,-0.003039,1,cluster2
2158,0.01173,0.012568,0.006074,-0.005606,1,cluster2
2159,0.006582,0.009461,-0.012669,0.020466,1,cluster1
2160,0.014671,0.006374,-0.015939,0.015629,1,cluster5
2161,-0.001323,-0.013469,0.002864,0.02942,1,cluster4
2162,-0.006601,0.009134,-0.012531,0.024622,1,cluster1
2163,0.033268,0.008385,-0.014634,0.010845,0,cluster5
2164,-0.002674,0.006296,-0.015416,0.021342,1,cluster1
2165,-0.001475,0.003696,-0.017976,0.019135,1,cluster6
2166,-0.040503,-0.028041,-0.031457,-0.016485,1,cluster3
2167,-0.000156,-0.012077,-0.0333,0.007726,1,cluster6
2168,0.004227,0.012503,-0.009642,0.023365,1,cluster1
2169,0.004542,-0.019993,-0.003659,0.022933,1,cluster4
2170,-0.004778,-0.010294,0.021971,0.006256,0,cluster0
2171,0.004839,0.013055,0.006784,-0.002977,1,cluster2
2172,0.034245,-0.014183,0.000942,0.017098,1,cluster4
2173,-0.001375,-0.022863,-0.043706,0.000629,1,cluster3
2174,0.00728,-0.013537,0.0025,0.026512,0,cluster4
2175,-0.004939,0.000177,-0.005352,-0.008682,1,cluster2
2176,0.013711,-0.012509,0.003274,0.02509,1,cluster4
2177,-0.00476,0.003074,-0.018464,0.019795,1,cluster6
2178,0.011763,0.003715,-0.002502,-0.011775,0,cluster2
2179,-0.005544,0.010767,-0.010986,0.025406,0,cluster1
2180,-0.005754,0.012275,0.006395,0.000003,1,cluster2
2181,-0.005473,-0.011368,0.020955,0.00574,0,cluster0
2182,0.011452,0.012138,0.005668,-0.005812,0,cluster2
2183,-0.002631,0.004137,-0.017509,0.019826,1,cluster1
2184,-0.009271,-0.015008,0.017559,0.00447,1,cluster0
2185,0.000803,0.011667,-0.010334,0.023921,1,cluster1
2186,-0.002161,0.009315,-0.012509,0.023271,0,cluster1
2187,0.011247,0.005538,-0.016631,0.016186,0,cluster1
2188,0.008989,0.010954,-0.011307,0.020704,1,cluster1
2189,0.016953,-0.009727,0.005856,0.025946,1,cluster4
2190,-0.015125,-0.006651,-0.011615,-0.010045,1,cluster2
2191,0.026219,-0.00473,-0.027094,0.004067,1,cluster5
2192,0.000846,0.009507,-0.012427,0.022405,1,cluster1
2193,0.005432,-0.019011,0.013173,-0.003202,1,cluster0
2194,0.002283,-0.014577,0.001665,0.02745,0,cluster4
2195,0.002738,-0.00759,0.02433,0.005638,1,cluster0
2196,-0.012924,0.012332,0.006698,0.002427,1,cluster2
2197,-0.01746,0.009777,0.00438,0.002158,1,cluster2
2198,0.005151,-0.0146,0.001544,0.026481,1,cluster4
2199,0.020775,-0.021633,-0.005809,0.016395,1,cluster4
2200,0.005579,-0.012122,-0.033542,0.005787,1,cluster6
2201,0.010082,-0.000715,-0.022648,0.012225,1,cluster6
2202,-0.004704,-0.016858,0.01561,0.001665,1,cluster0
2203,-0.001676,-0.007746,-0.029053,0.011243,0,cluster6
2204,0.01588,0.010467,-0.012017,0.018074,1,cluster1
2205,-0.008205,0.012943,0.007126,0.001282,1,cluster2
2206,-0.006462,0.009349,-0.012327,0.024725,1,cluster1
2207,0.003114,0.010785,-0.011268,0.022539,1,cluster1
2208,0.028322,-0.028589,-0.034366,-0.039748,0,cluster3
2209,0.004401,0.006094,-0.015856,0.018849,1,cluster1
2210,0.010062,-0.009241,0.006566,0.028576,1,cluster4
2211,0.004188,-0.014271,-0.035575,0.004756,0,cluster3
2212,0.008211,-0.009874,0.006016,0.028751,1,cluster4
2213,-0.003177,0.009971,-0.011839,0.024065,1,cluster1
2214,-0.01034,-0.018886,0.01384,0.002129,0,cluster0
2215,-0.003935,-0.00233,-0.023728,0.015761,1,cluster6
2216,-0.000449,0.009733,-0.012163,0.022993,1,cluster1
2217,0.014264,0.012423,-0.010066,0.019972,1,cluster1
2218,0.00227,0.002802,-0.018971,0.017268,0,cluster6
2219,0.024377,0.001331,-0.02116,0.008895,1,cluster5
2220,-0.003697,-0.004583,-0.010006,-0.012406,1,cluster2
2221,0.00486,0.00235,-0.019499,0.016092,1,cluster6
2222,0.004548,0.01038,0.004203,-0.004741,1,cluster2
2223,-0.004793,0.011927,-0.009888,0.025963,1,cluster1
2224,0.019337,0.002451,-0.019901,0.011349,1,cluster5
2225,0.006927,-0.007815,-0.029416,0.008336,1,cluster6
2226,0.016052,0.001829,-0.02039,0.012009,1,cluster5
2227,-0.009982,0.006139,-0.015316,0.023662,1,cluster1
2228,0.042292,-0.015111,-0.000235,0.013777,1,cluster4
2229,0.019165,0.011089,-0.011528,0.017415,0,cluster1
2230,0.000863,-0.017574,-0.022748,-0.022958,1,cluster3
2231,-0.004077,0.008582,-0.013153,0.023398,0,cluster1
2232,0.025864,0.005853,-0.016831,0.011546,0,cluster5
2233,-0.001088,0.008352,0.002433,-0.004277,1,cluster2
2234,0.036371,0.010952,-0.012255,0.011599,1,cluster5
2235,-0.010655,0.01361,0.007857,0.002561,1,cluster2
2236,-0.007658,0.007108,0.001456,-0.002957,1,cluster2
2237,0.005602,-0.022808,-0.006423,0.020622,1,cluster4
2238,0.001041,0.009414,0.003389,-0.004246,1,cluster2
2239,-0.008128,0.00193,-0.003544,-0.006403,1,cluster2
2240,0.014628,0.008534,-0.013846,0.017146,1,cluster1
2241,-0.002942,0.01256,-0.009339,0.025788,1,cluster1
2242,-0.012171,-0.010993,-0.015922,-0.014047,1,cluster3
2243,-0.010384,-0.016726,0.015933,0.003645,1,cluster0
2244,-0.030116,-0.00977,-0.014118,-0.007231,1,cluster3
2245,-0.0023,0.0091,-0.012712,0.023168,1,cluster1
2246,-0.000211,0.007481,0.001559,-0.005174,0,cluster2
2247,-0.019055,0.001029,-0.019952,0.023125,1,cluster6
2248,0.026755,-0.012396,0.002932,0.020831,0,cluster4
2249,-0.002343,0.01126,-0.010619,0.024684,1,cluster1
2250,-0.000488,-0.01218,0.004083,0.030039,1,cluster4
2251,0.009022,0.002101,-0.019884,0.014535,1,cluster6
2252,-0.002393,0.001884,-0.003786,-0.008341,1,cluster2
2253,0.000932,0.005188,-0.016614,0.019372,1,cluster1
2254,0.013849,0.006937,0.000547,-0.010227,0,cluster2
2255,0.007687,-0.000355,-0.006304,-0.01325,1,cluster2
2256,0.010605,0.008998,-0.013258,0.018806,1,cluster1
2257,0.016618,0.009382,-0.013094,0.017074,1,cluster1
2258,-0.002887,0.012252,0.006274,-0.000966,1,cluster2
2259,0.00393,-0.001313,-0.023015,0.013854,1,cluster6
2260,-0.004803,0.005234,-0.016371,0.021311,1,cluster1
2261,0.006983,-0.027353,-0.010873,0.017001,1,cluster4
2262,-0.014055,-0.002773,-0.007895,-0.007703,0,cluster2
2263,-0.007476,0.005164,-0.000434,-0.004371,1,cluster2
2264,0.027119,-0.016286,-0.000848,0.018005,1,cluster4
2265,0.005065,-0.010281,0.005731,0.029514,0,cluster4
2266,-0.001314,0.012456,0.006416,-0.001347,1,cluster2
2267,-0.004247,0.006093,-0.015558,0.021724,1,cluster1
2268,0.006582,0.009461,-0.012669,0.020466,1,cluster1
2269,0.005277,0.002994,-0.018889,0.016402,1,cluster6
2270,-0.004846,0.007393,-0.014278,0.022827,1,cluster1
2271,0.003865,0.011551,0.005361,-0.003699,1,cluster2
2272,0.000803,0.011667,-0.010334,0.023921,1,cluster1
2273,-0.002522,0.008363,0.002494,-0.003792,1,cluster2
2274,0.002038,-0.004628,-0.010248,-0.014344,1,cluster2
2275,0.019165,0.011089,-0.011528,0.017415,1,cluster1
2276,0.013751,0.009404,-0.012972,0.018043,1,cluster1
2277,0.005972,0.004068,-0.017872,0.016918,0,cluster6
2278,0.015281,0.011767,-0.010736,0.019178,1,cluster1
2279,-0.013734,-0.004503,-0.009582,-0.009013,1,cluster2
2280,0.008618,-0.015923,0.000143,0.024408,1,cluster4
2281,-0.001784,0.007278,0.001417,-0.004793,1,cluster2
2282,0.009492,0.007279,-0.014884,0.017981,0,cluster1
2283,-0.005711,0.010116,0.004302,-0.001513,1,cluster2
2284,0.010926,0.007268,-0.014945,0.017496,1,cluster1
2285,0.016897,0.009811,-0.012687,0.01728,1,cluster1
2286,-0.017017,-0.029216,-0.04932,0.001411,1,cluster3
2287,-0.002949,-0.018206,-0.001669,0.026666,0,cluster4
2288,0.007927,-0.04593,-0.0289,0.003767,1,cluster3
2289,0.016599,-0.004005,-0.02606,0.007769,1,cluster5
2290,-0.00492,0.013564,0.007615,0.000622,1,cluster2
2291,-0.005134,0.00027,-0.021168,0.017969,1,cluster6
2292,-0.000214,0.012322,-0.009663,0.024715,0,cluster1
2293,0.002323,0.007336,-0.014581,0.020404,1,cluster1
2294,0.001028,0.007562,-0.014317,0.020992,1,cluster1
2295,0.0013,-0.022774,-0.006241,0.022076,1,cluster4
2296,0.000889,0.007348,-0.01452,0.020889,1,cluster1
2297,0.03558,0.007503,-0.015568,0.009463,1,cluster5
2298,0.006538,0.011621,-0.010576,0.021983,1,cluster1
2299,-0.006039,-0.01892,0.013658,0.000675,1,cluster0
2300,0.001105,-0.00345,-0.024987,0.013307,1,cluster6
2301,0.023009,-0.011503,0.003927,0.022698,0,cluster4
2302,0.014536,-0.017913,-0.00199,0.021056,1,cluster4
2303,0.020698,-0.010621,0.004861,0.02408,1,cluster4
2304,0.001866,0.00401,-0.001875,-0.008279,1,cluster2
2305,0.013969,-0.006235,-0.012217,-0.019429,1,cluster3
2306,-0.004234,0.007945,0.002148,-0.003514,1,cluster2
2307,0.006862,0.00505,-0.00104,-0.009217,1,cluster2
2308,0.00181,0.004317,-0.017487,0.018475,1,cluster1
2309,-0.000767,0.006622,0.000746,-0.005587,1,cluster2
2310,0.002366,0.005177,-0.016674,0.018888,0,cluster1
2311,0.004369,-0.011355,0.004715,0.028998,0,cluster4
2312,-0.006867,0.010557,0.004769,-0.000822,1,cluster2
2313,-0.001605,-0.00762,0.024451,0.007061,1,cluster0
2314,-0.001108,-0.005035,-0.010534,-0.013582,1,cluster2
2315,-0.009778,0.012739,0.006983,0.001664,1,cluster2
2316,0.011161,0.009857,-0.012445,0.019219,1,cluster1
2317,-0.002541,-0.024255,-0.007543,0.022323,1,cluster4
2318,0.025592,-0.02349,0.008138,-0.01302,1,cluster0
2319,0.006542,-0.012451,0.003577,0.027513,0,cluster4
2320,0.001767,0.006477,-0.015394,0.019991,1,cluster1
2321,-0.00152,-0.009321,0.006888,0.03237,1,cluster4
2322,-0.000959,0.001873,-0.003847,-0.008826,0,cluster2
2323,0.00469,0.006146,0.000097,-0.007732,1,cluster2
2324,0.000889,0.007348,-0.01452,0.020889,1,cluster1
2325,0.03054,0.008623,-0.014309,0.011918,1,cluster5
2326,-0.00178,-0.016795,0.01557,0.000737,1,cluster0
2327,0.002558,0.009925,-0.012081,0.022127,1,cluster1
2328,-0.009982,0.006139,-0.015316,0.023662,1,cluster1
2329,-0.008996,0.009494,0.003813,-0.000853,1,cluster2
2330,0.010231,0.006194,-0.015961,0.01698,1,cluster1
2331,-0.01285,0.006161,-0.015195,0.024631,1,cluster1
2332,-0.004608,0.005141,-0.000556,-0.00534,1,cluster2
2333,0.009257,0.00469,-0.017384,0.016258,1,cluster1
2334,-0.008344,0.012728,0.006923,0.001179,1,cluster2
2335,-0.005473,-0.011368,0.020955,0.00574,1,cluster0
2336,-0.004681,0.009875,-0.01188,0.024498,1,cluster1
2337,-0.003486,0.013553,0.007554,0.000138,1,cluster2
2338,0.011121,0.007175,0.000871,-0.009155,1,cluster2
2339,0.006989,0.003412,-0.018543,0.016124,1,cluster6
2340,-0.006589,0.010986,0.005175,-0.000616,0,cluster2
2341,-0.005792,0.005539,-0.000129,-0.00467,1,cluster2
2342,0.016761,-0.014476,0.001263,0.022707,1,cluster4
2343,0.005234,0.005154,-0.016795,0.017918,1,cluster1
2344,0.00029,0.008648,-0.01324,0.021992,1,cluster1
2345,0.006237,-0.015148,0.000975,0.025739,0,cluster4
2346,-0.007466,0.011857,0.006049,0.000282,1,cluster2
2347,0.008608,-0.003385,-0.009271,-0.015664,1,cluster2
2348,-0.013499,-0.001914,-0.007082,-0.007291,1,cluster2
2349,-0.010192,0.007647,0.002065,-0.001741,1,cluster2
2350,0.008183,-0.009917,0.005976,0.02873,0,cluster4
2351,0.014115,0.005515,-0.016753,0.015217,1,cluster5
2352,0.00732,0.008376,-0.013746,0.019466,1,cluster1
2353,-0.013864,0.001976,-0.003302,-0.004464,1,cluster2
2354,0.000525,0.011237,-0.01074,0.023715,1,cluster1
2355,0.005833,0.003854,-0.018076,0.016815,1,cluster6
2356,0.002453,0.000858,-0.020861,0.015855,1,cluster6
2357,0.00024,-0.019958,-0.003477,0.024386,0,cluster4
