@relation 2016_New_Coder_Survey-weka.filters.unsupervised.attribute.NumericToNominal-R5-weka.filters.unsupervised.attribute.RandomProjection-N2-R42-DSparse1_clustered

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute Gender {0,1}
@attribute Cluster {cluster0,cluster1}

@data
1814,1.732051,1.732051,1,cluster1
1815,3.464102,1.732051,1,cluster1
1816,1.732051,1.732051,0,cluster1
1817,0,0,0,cluster0
1818,0,0,1,cluster0
1819,0,0,1,cluster0
1820,0,0,1,cluster0
1821,1.732051,0,1,cluster0
1822,0,0,1,cluster0
1823,0,0,1,cluster0
1824,1.732051,0,1,cluster0
1825,1.732051,0,0,cluster0
1826,0,0,1,cluster0
1827,1.732051,0,1,cluster0
1828,0,0,1,cluster0
1829,1.732051,0,1,cluster0
1830,3.464102,1.732051,1,cluster1
1831,1.732051,1.732051,1,cluster1
1832,1.732051,1.732051,0,cluster1
1833,0,0,1,cluster0
1834,0,0,1,cluster0
1835,3.464102,1.732051,1,cluster1
1836,0,0,1,cluster0
1837,1.732051,0,1,cluster0
1838,0,0,1,cluster0
1839,1.732051,0,1,cluster0
1840,0,0,1,cluster0
1841,0,0,0,cluster0
1842,1.732051,0,0,cluster0
1843,0,0,1,cluster0
1844,0,0,1,cluster0
1845,1.732051,0,1,cluster0
1846,0,0,1,cluster0
1847,1.732051,0,1,cluster0
1848,0,0,1,cluster0
1849,0,0,1,cluster0
1850,1.732051,1.732051,1,cluster1
1851,1.732051,0,0,cluster0
1852,1.732051,0,0,cluster0
1853,1.732051,0,0,cluster0
1854,1.732051,1.732051,1,cluster1
1855,1.732051,0,1,cluster0
1856,0,0,1,cluster0
1857,1.732051,0,1,cluster0
1858,0,0,0,cluster0
1859,0,0,1,cluster0
1860,0,0,1,cluster0
1861,0,0,1,cluster0
1862,1.732051,0,1,cluster0
1863,0,0,1,cluster0
1864,1.732051,1.732051,1,cluster1
1865,0,0,1,cluster0
1866,0,0,1,cluster0
1867,3.464102,1.732051,1,cluster1
1868,1.732051,1.732051,1,cluster1
1869,0,0,1,cluster0
1870,0,0,1,cluster0
1871,1.732051,0,1,cluster0
1872,0,0,1,cluster0
1873,1.732051,0,0,cluster0
1874,1.732051,1.732051,1,cluster1
1875,1.732051,0,1,cluster0
1876,1.732051,0,1,cluster0
1877,1.732051,1.732051,1,cluster1
1878,1.732051,0,1,cluster0
1879,0,0,1,cluster0
1880,0,0,1,cluster0
1881,0,0,1,cluster0
1882,1.732051,0,1,cluster0
1883,1.732051,1.732051,1,cluster1
1884,1.732051,0,1,cluster0
1885,0,0,1,cluster0
1886,0,0,0,cluster0
1887,1.732051,0,0,cluster0
1888,0,0,1,cluster0
1889,1.732051,1.732051,1,cluster1
1890,1.732051,1.732051,1,cluster1
1891,1.732051,1.732051,1,cluster1
1892,1.732051,1.732051,0,cluster1
1893,0,0,1,cluster0
1894,1.732051,1.732051,0,cluster1
1895,0,0,1,cluster0
1896,0,0,1,cluster0
1897,0,0,1,cluster0
1898,0,0,0,cluster0
1899,0,0,1,cluster0
1900,1.732051,0,1,cluster0
1901,0,0,1,cluster0
1902,1.732051,1.732051,0,cluster1
1903,1.732051,0,1,cluster0
1904,0,0,1,cluster0
1905,1.732051,1.732051,1,cluster1
1906,0,0,1,cluster0
1907,0,0,1,cluster0
1908,0,0,1,cluster0
1909,0,0,1,cluster0
1910,0,0,1,cluster0
1911,3.464102,1.732051,1,cluster1
1912,1.732051,0,1,cluster0
1913,1.732051,0,1,cluster0
1914,0,0,1,cluster0
1915,0,0,1,cluster0
1916,1.732051,0,1,cluster0
1917,0,0,1,cluster0
1918,0,0,1,cluster0
1919,0,0,1,cluster0
1920,0,0,0,cluster0
1921,1.732051,0,0,cluster0
1922,1.732051,1.732051,1,cluster1
1923,0,0,1,cluster0
1924,1.732051,0,1,cluster0
1925,1.732051,0,1,cluster0
1926,1.732051,1.732051,0,cluster1
1927,1.732051,0,1,cluster0
1928,0,0,1,cluster0
1929,1.732051,1.732051,1,cluster1
1930,3.464102,1.732051,1,cluster1
1931,0,0,1,cluster0
1932,1.732051,1.732051,0,cluster1
1933,1.732051,0,1,cluster0
1934,3.464102,1.732051,1,cluster1
1935,0,0,0,cluster0
1936,1.732051,0,0,cluster0
1937,0,0,0,cluster0
1938,1.732051,0,1,cluster0
1939,0,0,1,cluster0
1940,3.464102,1.732051,1,cluster1
1941,1.732051,1.732051,0,cluster1
1942,0,0,1,cluster0
1943,0,0,1,cluster0
1944,3.464102,1.732051,1,cluster1
1945,1.732051,1.732051,1,cluster1
1946,1.732051,0,1,cluster0
1947,0,0,1,cluster0
1948,0,0,1,cluster0
1949,0,0,1,cluster0
1950,1.732051,1.732051,0,cluster1
1951,1.732051,1.732051,1,cluster1
1952,1.732051,0,1,cluster0
1953,0,0,1,cluster0
1954,0,0,0,cluster0
1955,1.732051,0,1,cluster0
1956,1.732051,0,1,cluster0
1957,1.732051,0,1,cluster0
1958,0,0,1,cluster0
1959,0,0,1,cluster0
1960,1.732051,1.732051,1,cluster1
1961,0,0,0,cluster0
1962,1.732051,0,1,cluster0
1963,0,0,1,cluster0
1964,1.732051,0,1,cluster0
1965,0,0,1,cluster0
1966,1.732051,1.732051,1,cluster1
1967,3.464102,1.732051,1,cluster1
1968,1.732051,0,1,cluster0
1969,1.732051,0,1,cluster0
1970,1.732051,0,1,cluster0
1971,0,0,1,cluster0
1972,1.732051,0,1,cluster0
1973,0,0,1,cluster0
1974,3.464102,1.732051,0,cluster1
1975,1.732051,0,1,cluster0
1976,1.732051,0,1,cluster0
1977,3.464102,1.732051,0,cluster1
1978,0,0,1,cluster0
1979,1.732051,1.732051,0,cluster1
1980,0,0,1,cluster0
1981,1.732051,0,1,cluster0
1982,0,0,1,cluster0
1983,1.732051,1.732051,1,cluster1
1984,0,0,1,cluster0
1985,0,0,1,cluster0
1986,1.732051,0,0,cluster0
1987,1.732051,0,1,cluster0
1988,1.732051,0,1,cluster0
1989,0,0,1,cluster0
1990,0,0,1,cluster0
1991,3.464102,1.732051,0,cluster1
1992,0,0,1,cluster0
1993,1.732051,0,1,cluster0
1994,1.732051,0,1,cluster0
1995,0,0,1,cluster0
1996,0,0,1,cluster0
1997,1.732051,1.732051,1,cluster1
1998,1.732051,1.732051,0,cluster1
1999,1.732051,0,1,cluster0
2000,1.732051,1.732051,1,cluster1
2001,1.732051,1.732051,0,cluster1
2002,1.732051,0,1,cluster0
2003,0,0,0,cluster0
2004,1.732051,0,1,cluster0
2005,1.732051,1.732051,1,cluster1
2006,0,0,1,cluster0
2007,0,0,0,cluster0
2008,0,0,1,cluster0
2009,1.732051,1.732051,1,cluster1
2010,1.732051,0,1,cluster0
2011,0,0,1,cluster0
2012,0,0,1,cluster0
2013,0,0,1,cluster0
2014,0,0,1,cluster0
2015,3.464102,1.732051,0,cluster1
2016,0,0,1,cluster0
2017,0,0,0,cluster0
2018,0,0,1,cluster0
2019,0,0,0,cluster0
2020,0,0,0,cluster0
2021,1.732051,1.732051,1,cluster1
2022,0,0,1,cluster0
2023,0,0,0,cluster0
2024,0,0,0,cluster0
2025,0,0,0,cluster0
2026,1.732051,0,1,cluster0
2027,1.732051,0,1,cluster0
2028,0,0,1,cluster0
2029,0,0,1,cluster0
2030,0,0,1,cluster0
2031,0,0,1,cluster0
2032,0,0,1,cluster0
2033,1.732051,0,1,cluster0
2034,1.732051,1.732051,1,cluster1
2035,1.732051,0,1,cluster0
2036,1.732051,1.732051,1,cluster1
2037,1.732051,0,1,cluster0
2038,1.732051,1.732051,1,cluster1
2039,1.732051,1.732051,1,cluster1
2040,1.732051,1.732051,1,cluster1
2041,0,0,1,cluster0
2042,0,0,1,cluster0
2043,1.732051,0,1,cluster0
2044,1.732051,1.732051,0,cluster1
2045,0,0,1,cluster0
2046,1.732051,0,1,cluster0
2047,0,0,0,cluster0
2048,3.464102,1.732051,1,cluster1
2049,0,0,1,cluster0
2050,1.732051,1.732051,0,cluster1
2051,1.732051,0,1,cluster0
2052,0,0,1,cluster0
2053,1.732051,1.732051,1,cluster1
2054,0,0,1,cluster0
2055,1.732051,0,1,cluster0
2056,1.732051,0,1,cluster0
2057,0,0,1,cluster0
2058,1.732051,1.732051,1,cluster1
2059,1.732051,1.732051,1,cluster1
2060,1.732051,0,0,cluster0
2061,0,0,1,cluster0
2062,0,0,1,cluster0
2063,0,0,0,cluster0
2064,1.732051,0,0,cluster0
2065,1.732051,0,1,cluster0
2066,1.732051,1.732051,1,cluster1
2067,0,0,0,cluster0
2068,0,0,1,cluster0
2069,1.732051,1.732051,1,cluster1
2070,1.732051,0,1,cluster0
2071,0,0,1,cluster0
2072,1.732051,1.732051,0,cluster1
2073,0,0,1,cluster0
2074,0,0,1,cluster0
2075,1.732051,0,1,cluster0
2076,1.732051,1.732051,1,cluster1
2077,0,0,1,cluster0
2078,0,0,1,cluster0
2079,0,0,1,cluster0
2080,0,0,1,cluster0
2081,0,0,0,cluster0
2082,1.732051,0,1,cluster0
2083,1.732051,0,0,cluster0
2084,1.732051,1.732051,1,cluster1
2085,1.732051,1.732051,0,cluster1
2086,0,0,1,cluster0
2087,0,0,0,cluster0
2088,0,0,1,cluster0
2089,0,0,1,cluster0
2090,0,0,0,cluster0
2091,1.732051,0,1,cluster0
2092,0,0,1,cluster0
2093,3.464102,1.732051,1,cluster1
2094,1.732051,0,1,cluster0
2095,1.732051,0,1,cluster0
2096,1.732051,0,1,cluster0
2097,0,0,1,cluster0
2098,0,0,1,cluster0
2099,1.732051,0,1,cluster0
2100,3.464102,1.732051,0,cluster1
2101,1.732051,0,1,cluster0
2102,0,0,1,cluster0
2103,0,0,1,cluster0
2104,3.464102,1.732051,1,cluster1
2105,0,0,1,cluster0
2106,1.732051,0,1,cluster0
2107,1.732051,0,1,cluster0
2108,1.732051,0,1,cluster0
2109,1.732051,0,1,cluster0
2110,0,0,1,cluster0
2111,1.732051,0,1,cluster0
2112,1.732051,1.732051,1,cluster1
2113,1.732051,0,0,cluster0
2114,0,0,1,cluster0
2115,0,0,1,cluster0
2116,0,0,1,cluster0
2117,0,0,1,cluster0
2118,0,0,1,cluster0
2119,1.732051,1.732051,0,cluster1
2120,1.732051,1.732051,1,cluster1
2121,0,0,0,cluster0
2122,3.464102,1.732051,1,cluster1
2123,0,0,1,cluster0
2124,1.732051,0,1,cluster0
2125,1.732051,0,1,cluster0
2126,0,0,0,cluster0
2127,0,0,1,cluster0
2128,0,0,1,cluster0
2129,0,0,0,cluster0
2130,0,0,1,cluster0
2131,3.464102,1.732051,1,cluster1
2132,1.732051,1.732051,1,cluster1
2133,1.732051,0,1,cluster0
2134,1.732051,0,1,cluster0
2135,1.732051,0,1,cluster0
2136,1.732051,1.732051,1,cluster1
2137,3.464102,1.732051,1,cluster1
2138,1.732051,0,1,cluster0
2139,0,0,1,cluster0
2140,1.732051,0,1,cluster0
2141,0,0,1,cluster0
2142,0,0,1,cluster0
2143,0,0,1,cluster0
2144,0,0,1,cluster0
2145,1.732051,0,1,cluster0
2146,0,0,1,cluster0
2147,1.732051,1.732051,1,cluster1
2148,3.464102,1.732051,1,cluster1
2149,1.732051,0,1,cluster0
2150,0,0,1,cluster0
2151,1.732051,1.732051,1,cluster1
2152,0,0,1,cluster0
2153,0,0,1,cluster0
2154,1.732051,0,0,cluster0
2155,0,0,1,cluster0
2156,0,0,1,cluster0
2157,1.732051,0,1,cluster0
2158,1.732051,0,1,cluster0
2159,0,0,1,cluster0
2160,0,0,1,cluster0
2161,1.732051,1.732051,1,cluster1
2162,0,0,1,cluster0
2163,0,0,0,cluster0
2164,0,0,1,cluster0
2165,0,0,1,cluster0
2166,1.732051,0,1,cluster0
2167,0,0,1,cluster0
2168,0,0,1,cluster0
2169,1.732051,1.732051,1,cluster1
2170,3.464102,1.732051,0,cluster1
2171,1.732051,0,1,cluster0
2172,1.732051,1.732051,1,cluster1
2173,0,0,1,cluster0
2174,1.732051,1.732051,0,cluster1
2175,1.732051,0,1,cluster0
2176,1.732051,1.732051,1,cluster1
2177,0,0,1,cluster0
2178,1.732051,0,0,cluster0
2179,0,0,0,cluster0
2180,1.732051,0,1,cluster0
2181,3.464102,1.732051,0,cluster1
2182,1.732051,0,0,cluster0
2183,0,0,1,cluster0
2184,3.464102,1.732051,1,cluster1
2185,0,0,1,cluster0
2186,0,0,0,cluster0
2187,0,0,0,cluster0
2188,0,0,1,cluster0
2189,1.732051,1.732051,1,cluster1
2190,1.732051,0,1,cluster0
2191,0,0,1,cluster0
2192,0,0,1,cluster0
2193,3.464102,1.732051,1,cluster1
2194,1.732051,1.732051,0,cluster1
2195,3.464102,1.732051,1,cluster1
2196,1.732051,0,1,cluster0
2197,1.732051,0,1,cluster0
2198,1.732051,1.732051,1,cluster1
2199,1.732051,1.732051,1,cluster1
2200,0,0,1,cluster0
2201,0,0,1,cluster0
2202,3.464102,1.732051,1,cluster1
2203,0,0,0,cluster0
2204,0,0,1,cluster0
2205,1.732051,0,1,cluster0
2206,0,0,1,cluster0
2207,0,0,1,cluster0
2208,1.732051,0,0,cluster0
2209,0,0,1,cluster0
2210,1.732051,1.732051,1,cluster1
2211,0,0,0,cluster0
2212,1.732051,1.732051,1,cluster1
2213,0,0,1,cluster0
2214,3.464102,1.732051,0,cluster1
2215,0,0,1,cluster0
2216,0,0,1,cluster0
2217,0,0,1,cluster0
2218,0,0,0,cluster0
2219,0,0,1,cluster0
2220,1.732051,0,1,cluster0
2221,0,0,1,cluster0
2222,1.732051,0,1,cluster0
2223,0,0,1,cluster0
2224,0,0,1,cluster0
2225,0,0,1,cluster0
2226,0,0,1,cluster0
2227,0,0,1,cluster0
2228,1.732051,1.732051,1,cluster1
2229,0,0,0,cluster0
2230,1.732051,0,1,cluster0
2231,0,0,0,cluster0
2232,0,0,0,cluster0
2233,1.732051,0,1,cluster0
2234,0,0,1,cluster0
2235,1.732051,0,1,cluster0
2236,1.732051,0,1,cluster0
2237,1.732051,1.732051,1,cluster1
2238,1.732051,0,1,cluster0
2239,1.732051,0,1,cluster0
2240,0,0,1,cluster0
2241,0,0,1,cluster0
2242,1.732051,0,1,cluster0
2243,3.464102,1.732051,1,cluster1
2244,1.732051,0,1,cluster0
2245,0,0,1,cluster0
2246,1.732051,0,0,cluster0
2247,0,0,1,cluster0
2248,1.732051,1.732051,0,cluster1
2249,0,0,1,cluster0
2250,1.732051,1.732051,1,cluster1
2251,0,0,1,cluster0
2252,1.732051,0,1,cluster0
2253,0,0,1,cluster0
2254,1.732051,0,0,cluster0
2255,1.732051,0,1,cluster0
2256,0,0,1,cluster0
2257,0,0,1,cluster0
2258,1.732051,0,1,cluster0
2259,0,0,1,cluster0
2260,0,0,1,cluster0
2261,1.732051,1.732051,1,cluster1
2262,1.732051,0,0,cluster0
2263,1.732051,0,1,cluster0
2264,1.732051,1.732051,1,cluster1
2265,1.732051,1.732051,0,cluster1
2266,1.732051,0,1,cluster0
2267,0,0,1,cluster0
2268,0,0,1,cluster0
2269,0,0,1,cluster0
2270,0,0,1,cluster0
2271,1.732051,0,1,cluster0
2272,0,0,1,cluster0
2273,1.732051,0,1,cluster0
2274,1.732051,0,1,cluster0
2275,0,0,1,cluster0
2276,0,0,1,cluster0
2277,0,0,0,cluster0
2278,0,0,1,cluster0
2279,1.732051,0,1,cluster0
2280,1.732051,1.732051,1,cluster1
2281,1.732051,0,1,cluster0
2282,0,0,0,cluster0
2283,1.732051,0,1,cluster0
2284,0,0,1,cluster0
2285,0,0,1,cluster0
2286,0,0,1,cluster0
2287,1.732051,1.732051,0,cluster1
2288,1.732051,1.732051,1,cluster1
2289,0,0,1,cluster0
2290,1.732051,0,1,cluster0
2291,0,0,1,cluster0
2292,0,0,0,cluster0
2293,0,0,1,cluster0
2294,0,0,1,cluster0
2295,1.732051,1.732051,1,cluster1
2296,0,0,1,cluster0
2297,0,0,1,cluster0
2298,0,0,1,cluster0
2299,3.464102,1.732051,1,cluster1
2300,0,0,1,cluster0
2301,1.732051,1.732051,0,cluster1
2302,1.732051,1.732051,1,cluster1
2303,1.732051,1.732051,1,cluster1
2304,1.732051,0,1,cluster0
2305,1.732051,0,1,cluster0
2306,1.732051,0,1,cluster0
2307,1.732051,0,1,cluster0
2308,0,0,1,cluster0
2309,1.732051,0,1,cluster0
2310,0,0,0,cluster0
2311,1.732051,1.732051,0,cluster1
2312,1.732051,0,1,cluster0
2313,3.464102,1.732051,1,cluster1
2314,1.732051,0,1,cluster0
2315,1.732051,0,1,cluster0
2316,0,0,1,cluster0
2317,1.732051,1.732051,1,cluster1
2318,3.464102,1.732051,1,cluster1
2319,1.732051,1.732051,0,cluster1
2320,0,0,1,cluster0
2321,1.732051,1.732051,1,cluster1
2322,1.732051,0,0,cluster0
2323,1.732051,0,1,cluster0
2324,0,0,1,cluster0
2325,0,0,1,cluster0
2326,3.464102,1.732051,1,cluster1
2327,0,0,1,cluster0
2328,0,0,1,cluster0
2329,1.732051,0,1,cluster0
2330,0,0,1,cluster0
2331,0,0,1,cluster0
2332,1.732051,0,1,cluster0
2333,0,0,1,cluster0
2334,1.732051,0,1,cluster0
2335,3.464102,1.732051,1,cluster1
2336,0,0,1,cluster0
2337,1.732051,0,1,cluster0
2338,1.732051,0,1,cluster0
2339,0,0,1,cluster0
2340,1.732051,0,0,cluster0
2341,1.732051,0,1,cluster0
2342,1.732051,1.732051,1,cluster1
2343,0,0,1,cluster0
2344,0,0,1,cluster0
2345,1.732051,1.732051,0,cluster1
2346,1.732051,0,1,cluster0
2347,1.732051,0,1,cluster0
2348,1.732051,0,1,cluster0
2349,1.732051,0,1,cluster0
2350,1.732051,1.732051,0,cluster1
2351,0,0,1,cluster0
2352,0,0,1,cluster0
2353,1.732051,0,1,cluster0
2354,0,0,1,cluster0
2355,0,0,1,cluster0
2356,0,0,1,cluster0
2357,1.732051,1.732051,0,cluster1
2358,1.732051,1.732051,1,cluster1
2359,1.732051,0,1,cluster0
2360,0,0,1,cluster0
2361,0,0,1,cluster0
2362,0,0,1,cluster0
2363,1.732051,0,1,cluster0
2364,0,0,0,cluster0
2365,1.732051,0,1,cluster0
2366,0,0,1,cluster0
2367,1.732051,1.732051,0,cluster1
2368,1.732051,1.732051,1,cluster1
2369,3.464102,1.732051,1,cluster1
2370,1.732051,1.732051,0,cluster1
2371,1.732051,0,1,cluster0
2372,1.732051,0,1,cluster0
2373,1.732051,1.732051,0,cluster1
2374,3.464102,1.732051,1,cluster1
2375,0,0,1,cluster0
2376,0,0,0,cluster0
2377,1.732051,0,0,cluster0
2378,3.464102,1.732051,0,cluster1
2379,3.464102,1.732051,1,cluster1
2380,1.732051,1.732051,0,cluster1
2381,0,0,0,cluster0
2382,3.464102,1.732051,1,cluster1
2383,1.732051,0,1,cluster0
2384,1.732051,0,1,cluster0
2385,1.732051,0,1,cluster0
2386,1.732051,0,1,cluster0
2387,1.732051,1.732051,1,cluster1
2388,0,0,0,cluster0
2389,1.732051,0,1,cluster0
2390,3.464102,1.732051,1,cluster1
2391,1.732051,1.732051,0,cluster1
2392,0,0,0,cluster0
2393,1.732051,0,1,cluster0
2394,1.732051,0,1,cluster0
2395,0,0,1,cluster0
2396,1.732051,0,1,cluster0
2397,1.732051,0,1,cluster0
2398,0,0,1,cluster0
2399,0,0,1,cluster0
2400,0,0,1,cluster0
2401,0,0,1,cluster0
2402,0,0,1,cluster0
2403,1.732051,0,1,cluster0
2404,1.732051,0,1,cluster0
2405,1.732051,0,1,cluster0
2406,1.732051,0,1,cluster0
2407,1.732051,0,1,cluster0
2408,0,0,0,cluster0
2409,0,0,1,cluster0
2410,1.732051,0,0,cluster0
2411,1.732051,1.732051,1,cluster1
2412,1.732051,1.732051,0,cluster1
2413,1.732051,0,1,cluster0
2414,0,0,1,cluster0
2415,1.732051,0,1,cluster0
2416,1.732051,0,1,cluster0
2417,0,0,1,cluster0
2418,1.732051,0,1,cluster0
2419,0,0,1,cluster0
2420,1.732051,0,1,cluster0
2421,1.732051,1.732051,1,cluster1
2422,1.732051,0,0,cluster0
2423,0,0,1,cluster0
2424,0,0,0,cluster0
2425,1.732051,0,1,cluster0
2426,1.732051,0,1,cluster0
2427,0,0,1,cluster0
2428,1.732051,0,1,cluster0
2429,0,0,1,cluster0
2430,1.732051,0,1,cluster0
2431,0,0,1,cluster0
2432,0,0,1,cluster0
2433,0,0,1,cluster0
2434,0,0,1,cluster0
2435,1.732051,1.732051,1,cluster1
2436,0,0,0,cluster0
2437,0,0,0,cluster0
2438,0,0,0,cluster0
2439,1.732051,0,1,cluster0
2440,0,0,0,cluster0
2441,0,0,1,cluster0
2442,0,0,1,cluster0
2443,0,0,1,cluster0
2444,0,0,1,cluster0
2445,3.464102,1.732051,1,cluster1
2446,0,0,1,cluster0
2447,1.732051,1.732051,0,cluster1
2448,1.732051,1.732051,1,cluster1
2449,1.732051,0,0,cluster0
2450,1.732051,0,1,cluster0
2451,0,0,1,cluster0
2452,0,0,0,cluster0
2453,1.732051,0,1,cluster0
2454,1.732051,1.732051,1,cluster1
2455,1.732051,1.732051,1,cluster1
2456,0,0,1,cluster0
2457,1.732051,0,1,cluster0
2458,0,0,1,cluster0
2459,0,0,0,cluster0
2460,0,0,1,cluster0
2461,1.732051,0,1,cluster0
2462,1.732051,1.732051,0,cluster1
2463,0,0,1,cluster0
2464,0,0,1,cluster0
2465,0,0,1,cluster0
2466,1.732051,1.732051,1,cluster1
2467,0,0,1,cluster0
2468,1.732051,1.732051,1,cluster1
2469,0,0,1,cluster0
2470,1.732051,0,0,cluster0
2471,1.732051,1.732051,1,cluster1
2472,0,0,1,cluster0
2473,0,0,1,cluster0
2474,1.732051,1.732051,1,cluster1
2475,0,0,1,cluster0
2476,1.732051,0,0,cluster0
2477,0,0,1,cluster0
2478,1.732051,1.732051,0,cluster1
2479,0,0,1,cluster0
2480,0,0,1,cluster0
2481,0,0,1,cluster0
2482,1.732051,0,1,cluster0
2483,0,0,1,cluster0
2484,1.732051,1.732051,1,cluster1
2485,0,0,1,cluster0
2486,1.732051,1.732051,1,cluster1
2487,1.732051,0,1,cluster0
2488,0,0,1,cluster0
2489,0,0,1,cluster0
2490,0,0,1,cluster0
2491,1.732051,1.732051,1,cluster1
2492,1.732051,0,1,cluster0
2493,1.732051,0,1,cluster0
2494,0,0,1,cluster0
2495,1.732051,1.732051,1,cluster1
2496,0,0,1,cluster0
2497,3.464102,1.732051,0,cluster1
2498,1.732051,0,1,cluster0
2499,0,0,1,cluster0
2500,3.464102,1.732051,1,cluster1
2501,1.732051,1.732051,0,cluster1
2502,1.732051,0,1,cluster0
2503,0,0,1,cluster0
2504,0,0,1,cluster0
2505,1.732051,0,1,cluster0
2506,0,0,1,cluster0
2507,3.464102,1.732051,0,cluster1
2508,1.732051,1.732051,1,cluster1
2509,0,0,1,cluster0
2510,1.732051,0,1,cluster0
2511,1.732051,0,1,cluster0
2512,3.464102,1.732051,1,cluster1
2513,0,0,1,cluster0
2514,1.732051,0,1,cluster0
2515,0,0,0,cluster0
2516,1.732051,0,1,cluster0
2517,1.732051,1.732051,1,cluster1
2518,1.732051,0,0,cluster0
2519,0,0,1,cluster0
2520,1.732051,0,1,cluster0
2521,0,0,0,cluster0
2522,0,0,1,cluster0
2523,1.732051,0,1,cluster0
2524,0,0,1,cluster0
2525,3.464102,1.732051,0,cluster1
2526,0,0,1,cluster0
2527,0,0,0,cluster0
2528,1.732051,0,1,cluster0
2529,1.732051,0,1,cluster0
2530,1.732051,0,1,cluster0
2531,0,0,1,cluster0
2532,0,0,1,cluster0
2533,1.732051,1.732051,1,cluster1
2534,1.732051,0,1,cluster0
2535,0,0,1,cluster0
2536,0,0,1,cluster0
2537,0,0,1,cluster0
2538,0,0,1,cluster0
2539,1.732051,1.732051,1,cluster1
2540,1.732051,1.732051,0,cluster1
2541,0,0,1,cluster0
2542,0,0,1,cluster0
2543,1.732051,0,1,cluster0
2544,0,0,1,cluster0
2545,0,0,1,cluster0
2546,1.732051,0,0,cluster0
2547,1.732051,1.732051,1,cluster1
2548,0,0,1,cluster0
2549,1.732051,1.732051,1,cluster1
2550,0,0,1,cluster0
2551,0,0,1,cluster0
2552,0,0,0,cluster0
2553,1.732051,0,1,cluster0
2554,3.464102,1.732051,1,cluster1
2555,1.732051,0,1,cluster0
2556,0,0,1,cluster0
2557,0,0,1,cluster0
2558,1.732051,0,1,cluster0
2559,1.732051,0,1,cluster0
2560,1.732051,0,0,cluster0
2561,0,0,1,cluster0
2562,0,0,1,cluster0
2563,1.732051,0,1,cluster0
2564,0,0,1,cluster0
2565,0,0,1,cluster0
2566,1.732051,0,1,cluster0
2567,0,0,1,cluster0
2568,0,0,1,cluster0
2569,3.464102,1.732051,1,cluster1
2570,1.732051,1.732051,1,cluster1
2571,1.732051,1.732051,1,cluster1
2572,1.732051,0,1,cluster0
2573,0,0,1,cluster0
2574,3.464102,1.732051,1,cluster1
2575,1.732051,0,1,cluster0
2576,0,0,1,cluster0
2577,1.732051,0,1,cluster0
2578,1.732051,0,1,cluster0
2579,1.732051,0,1,cluster0
2580,1.732051,1.732051,1,cluster1
2581,1.732051,0,0,cluster0
2582,1.732051,1.732051,1,cluster1
2583,0,0,0,cluster0
2584,0,0,0,cluster0
2585,0,0,1,cluster0
2586,0,0,1,cluster0
2587,0,0,1,cluster0
2588,1.732051,0,1,cluster0
2589,0,0,1,cluster0
2590,1.732051,0,0,cluster0
2591,1.732051,1.732051,1,cluster1
2592,1.732051,0,1,cluster0
2593,1.732051,0,1,cluster0
2594,1.732051,1.732051,1,cluster1
2595,0,0,1,cluster0
2596,1.732051,1.732051,1,cluster1
2597,0,0,1,cluster0
2598,0,0,1,cluster0
2599,1.732051,0,1,cluster0
2600,1.732051,1.732051,0,cluster1
2601,1.732051,0,1,cluster0
2602,1.732051,0,1,cluster0
2603,1.732051,0,0,cluster0
2604,1.732051,1.732051,0,cluster1
2605,1.732051,0,1,cluster0
2606,0,0,1,cluster0
2607,0,0,1,cluster0
2608,3.464102,1.732051,1,cluster1
2609,1.732051,0,1,cluster0
2610,0,0,1,cluster0
2611,0,0,1,cluster0
2612,0,0,0,cluster0
2613,1.732051,0,1,cluster0
2614,0,0,1,cluster0
2615,1.732051,1.732051,1,cluster1
2616,0,0,1,cluster0
2617,1.732051,0,1,cluster0
2618,1.732051,0,1,cluster0
2619,0,0,0,cluster0
2620,1.732051,0,1,cluster0
2621,1.732051,0,1,cluster0
2622,0,0,1,cluster0
2623,0,0,1,cluster0
2624,0,0,1,cluster0
2625,1.732051,0,1,cluster0
2626,1.732051,1.732051,1,cluster1
2627,1.732051,0,0,cluster0
2628,0,0,0,cluster0
2629,3.464102,1.732051,0,cluster1
2630,0,0,1,cluster0
2631,0,0,1,cluster0
2632,1.732051,1.732051,1,cluster1
2633,1.732051,0,1,cluster0
2634,3.464102,1.732051,0,cluster1
2635,0,0,1,cluster0
2636,1.732051,0,1,cluster0
2637,1.732051,0,1,cluster0
2638,0,0,1,cluster0
2639,0,0,1,cluster0
2640,0,0,0,cluster0
2641,1.732051,0,1,cluster0
2642,0,0,1,cluster0
2643,1.732051,0,1,cluster0
2644,1.732051,1.732051,0,cluster1
2645,0,0,0,cluster0
2646,3.464102,1.732051,0,cluster1
2647,1.732051,1.732051,1,cluster1
2648,1.732051,0,1,cluster0
2649,1.732051,0,1,cluster0
2650,0,0,1,cluster0
2651,1.732051,0,1,cluster0
2652,0,0,1,cluster0
2653,1.732051,0,1,cluster0
2654,1.732051,0,1,cluster0
2655,0,0,1,cluster0
2656,1.732051,0,1,cluster0
2657,0,0,1,cluster0
2658,0,0,1,cluster0
2659,0,0,1,cluster0
2660,0,0,0,cluster0
2661,0,0,1,cluster0
2662,1.732051,1.732051,1,cluster1
