@relation 2016_New_Coder_Survey-weka.filters.unsupervised.attribute.NumericToNominal-R5-weka.filters.unsupervised.attribute.RandomProjection-N2-R42-DSparse1_clustered

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute Gender {0,1}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3}

@data
1816,1.732051,1.732051,0,cluster2
1817,0,0,0,cluster3
1818,0,0,1,cluster3
1819,0,0,1,cluster3
1820,0,0,1,cluster3
1821,1.732051,0,1,cluster1
1822,0,0,1,cluster3
1823,0,0,1,cluster3
1824,1.732051,0,1,cluster1
1825,1.732051,0,0,cluster1
1826,0,0,1,cluster3
1827,1.732051,0,1,cluster1
1828,0,0,1,cluster3
1829,1.732051,0,1,cluster1
1830,3.464102,1.732051,1,cluster0
1831,1.732051,1.732051,1,cluster2
1832,1.732051,1.732051,0,cluster2
1833,0,0,1,cluster3
1834,0,0,1,cluster3
1835,3.464102,1.732051,1,cluster0
1836,0,0,1,cluster3
1837,1.732051,0,1,cluster1
1838,0,0,1,cluster3
1839,1.732051,0,1,cluster1
1840,0,0,1,cluster3
1841,0,0,0,cluster3
1842,1.732051,0,0,cluster1
1843,0,0,1,cluster3
1844,0,0,1,cluster3
1845,1.732051,0,1,cluster1
1846,0,0,1,cluster3
1847,1.732051,0,1,cluster1
1848,0,0,1,cluster3
1849,0,0,1,cluster3
1850,1.732051,1.732051,1,cluster2
1851,1.732051,0,0,cluster1
1852,1.732051,0,0,cluster1
1853,1.732051,0,0,cluster1
1854,1.732051,1.732051,1,cluster2
1855,1.732051,0,1,cluster1
1856,0,0,1,cluster3
1857,1.732051,0,1,cluster1
1858,0,0,0,cluster3
1859,0,0,1,cluster3
1860,0,0,1,cluster3
1861,0,0,1,cluster3
1862,1.732051,0,1,cluster1
1863,0,0,1,cluster3
1864,1.732051,1.732051,1,cluster2
1865,0,0,1,cluster3
1866,0,0,1,cluster3
1867,3.464102,1.732051,1,cluster0
1868,1.732051,1.732051,1,cluster2
1869,0,0,1,cluster3
1870,0,0,1,cluster3
1871,1.732051,0,1,cluster1
1872,0,0,1,cluster3
1873,1.732051,0,0,cluster1
1874,1.732051,1.732051,1,cluster2
1875,1.732051,0,1,cluster1
1876,1.732051,0,1,cluster1
1877,1.732051,1.732051,1,cluster2
1878,1.732051,0,1,cluster1
1879,0,0,1,cluster3
1880,0,0,1,cluster3
1881,0,0,1,cluster3
1882,1.732051,0,1,cluster1
1883,1.732051,1.732051,1,cluster2
1884,1.732051,0,1,cluster1
1885,0,0,1,cluster3
1886,0,0,0,cluster3
1887,1.732051,0,0,cluster1
1888,0,0,1,cluster3
1889,1.732051,1.732051,1,cluster2
1890,1.732051,1.732051,1,cluster2
1891,1.732051,1.732051,1,cluster2
1892,1.732051,1.732051,0,cluster2
1893,0,0,1,cluster3
1894,1.732051,1.732051,0,cluster2
1895,0,0,1,cluster3
1896,0,0,1,cluster3
1897,0,0,1,cluster3
1898,0,0,0,cluster3
1899,0,0,1,cluster3
1900,1.732051,0,1,cluster1
1901,0,0,1,cluster3
1902,1.732051,1.732051,0,cluster2
1903,1.732051,0,1,cluster1
1904,0,0,1,cluster3
1905,1.732051,1.732051,1,cluster2
1906,0,0,1,cluster3
1907,0,0,1,cluster3
1908,0,0,1,cluster3
1909,0,0,1,cluster3
1910,0,0,1,cluster3
1911,3.464102,1.732051,1,cluster0
1912,1.732051,0,1,cluster1
1913,1.732051,0,1,cluster1
1914,0,0,1,cluster3
1915,0,0,1,cluster3
1916,1.732051,0,1,cluster1
1917,0,0,1,cluster3
1918,0,0,1,cluster3
1919,0,0,1,cluster3
1920,0,0,0,cluster3
1921,1.732051,0,0,cluster1
1922,1.732051,1.732051,1,cluster2
1923,0,0,1,cluster3
1924,1.732051,0,1,cluster1
1925,1.732051,0,1,cluster1
1926,1.732051,1.732051,0,cluster2
1927,1.732051,0,1,cluster1
1928,0,0,1,cluster3
1929,1.732051,1.732051,1,cluster2
1930,3.464102,1.732051,1,cluster0
1931,0,0,1,cluster3
1932,1.732051,1.732051,0,cluster2
1933,1.732051,0,1,cluster1
1934,3.464102,1.732051,1,cluster0
1935,0,0,0,cluster3
1936,1.732051,0,0,cluster1
1937,0,0,0,cluster3
1938,1.732051,0,1,cluster1
1939,0,0,1,cluster3
1940,3.464102,1.732051,1,cluster0
1941,1.732051,1.732051,0,cluster2
1942,0,0,1,cluster3
1943,0,0,1,cluster3
1944,3.464102,1.732051,1,cluster0
1945,1.732051,1.732051,1,cluster2
1946,1.732051,0,1,cluster1
1947,0,0,1,cluster3
1948,0,0,1,cluster3
1949,0,0,1,cluster3
1950,1.732051,1.732051,0,cluster2
1951,1.732051,1.732051,1,cluster2
1952,1.732051,0,1,cluster1
1953,0,0,1,cluster3
1954,0,0,0,cluster3
1955,1.732051,0,1,cluster1
1956,1.732051,0,1,cluster1
1957,1.732051,0,1,cluster1
1958,0,0,1,cluster3
1959,0,0,1,cluster3
1960,1.732051,1.732051,1,cluster2
1961,0,0,0,cluster3
1962,1.732051,0,1,cluster1
1963,0,0,1,cluster3
1964,1.732051,0,1,cluster1
1965,0,0,1,cluster3
1966,1.732051,1.732051,1,cluster2
1967,3.464102,1.732051,1,cluster0
1968,1.732051,0,1,cluster1
1969,1.732051,0,1,cluster1
1970,1.732051,0,1,cluster1
1971,0,0,1,cluster3
1972,1.732051,0,1,cluster1
1973,0,0,1,cluster3
1974,3.464102,1.732051,0,cluster0
1975,1.732051,0,1,cluster1
1976,1.732051,0,1,cluster1
1977,3.464102,1.732051,0,cluster0
1978,0,0,1,cluster3
1979,1.732051,1.732051,0,cluster2
1980,0,0,1,cluster3
1981,1.732051,0,1,cluster1
1982,0,0,1,cluster3
1983,1.732051,1.732051,1,cluster2
1984,0,0,1,cluster3
1985,0,0,1,cluster3
1986,1.732051,0,0,cluster1
1987,1.732051,0,1,cluster1
1988,1.732051,0,1,cluster1
1989,0,0,1,cluster3
1990,0,0,1,cluster3
1991,3.464102,1.732051,0,cluster0
1992,0,0,1,cluster3
1993,1.732051,0,1,cluster1
1994,1.732051,0,1,cluster1
1995,0,0,1,cluster3
1996,0,0,1,cluster3
1997,1.732051,1.732051,1,cluster2
1998,1.732051,1.732051,0,cluster2
1999,1.732051,0,1,cluster1
2000,1.732051,1.732051,1,cluster2
2001,1.732051,1.732051,0,cluster2
2002,1.732051,0,1,cluster1
2003,0,0,0,cluster3
2004,1.732051,0,1,cluster1
2005,1.732051,1.732051,1,cluster2
2006,0,0,1,cluster3
2007,0,0,0,cluster3
2008,0,0,1,cluster3
2009,1.732051,1.732051,1,cluster2
2010,1.732051,0,1,cluster1
2011,0,0,1,cluster3
2012,0,0,1,cluster3
2013,0,0,1,cluster3
2014,0,0,1,cluster3
2015,3.464102,1.732051,0,cluster0
2016,0,0,1,cluster3
2017,0,0,0,cluster3
2018,0,0,1,cluster3
2019,0,0,0,cluster3
2020,0,0,0,cluster3
2021,1.732051,1.732051,1,cluster2
2022,0,0,1,cluster3
2023,0,0,0,cluster3
2024,0,0,0,cluster3
2025,0,0,0,cluster3
2026,1.732051,0,1,cluster1
2027,1.732051,0,1,cluster1
2028,0,0,1,cluster3
2029,0,0,1,cluster3
2030,0,0,1,cluster3
2031,0,0,1,cluster3
2032,0,0,1,cluster3
2033,1.732051,0,1,cluster1
2034,1.732051,1.732051,1,cluster2
2035,1.732051,0,1,cluster1
2036,1.732051,1.732051,1,cluster2
2037,1.732051,0,1,cluster1
2038,1.732051,1.732051,1,cluster2
2039,1.732051,1.732051,1,cluster2
2040,1.732051,1.732051,1,cluster2
2041,0,0,1,cluster3
2042,0,0,1,cluster3
2043,1.732051,0,1,cluster1
2044,1.732051,1.732051,0,cluster2
2045,0,0,1,cluster3
2046,1.732051,0,1,cluster1
2047,0,0,0,cluster3
2048,3.464102,1.732051,1,cluster0
2049,0,0,1,cluster3
2050,1.732051,1.732051,0,cluster2
2051,1.732051,0,1,cluster1
2052,0,0,1,cluster3
2053,1.732051,1.732051,1,cluster2
2054,0,0,1,cluster3
2055,1.732051,0,1,cluster1
2056,1.732051,0,1,cluster1
2057,0,0,1,cluster3
2058,1.732051,1.732051,1,cluster2
2059,1.732051,1.732051,1,cluster2
2060,1.732051,0,0,cluster1
2061,0,0,1,cluster3
2062,0,0,1,cluster3
2063,0,0,0,cluster3
2064,1.732051,0,0,cluster1
2065,1.732051,0,1,cluster1
2066,1.732051,1.732051,1,cluster2
2067,0,0,0,cluster3
2068,0,0,1,cluster3
2069,1.732051,1.732051,1,cluster2
2070,1.732051,0,1,cluster1
2071,0,0,1,cluster3
2072,1.732051,1.732051,0,cluster2
2073,0,0,1,cluster3
2074,0,0,1,cluster3
2075,1.732051,0,1,cluster1
2076,1.732051,1.732051,1,cluster2
2077,0,0,1,cluster3
2078,0,0,1,cluster3
2079,0,0,1,cluster3
2080,0,0,1,cluster3
2081,0,0,0,cluster3
2082,1.732051,0,1,cluster1
2083,1.732051,0,0,cluster1
2084,1.732051,1.732051,1,cluster2
2085,1.732051,1.732051,0,cluster2
2086,0,0,1,cluster3
2087,0,0,0,cluster3
2088,0,0,1,cluster3
2089,0,0,1,cluster3
2090,0,0,0,cluster3
2091,1.732051,0,1,cluster1
2092,0,0,1,cluster3
2093,3.464102,1.732051,1,cluster0
2094,1.732051,0,1,cluster1
2095,1.732051,0,1,cluster1
2096,1.732051,0,1,cluster1
2097,0,0,1,cluster3
2098,0,0,1,cluster3
2099,1.732051,0,1,cluster1
2100,3.464102,1.732051,0,cluster0
2101,1.732051,0,1,cluster1
2102,0,0,1,cluster3
2103,0,0,1,cluster3
2104,3.464102,1.732051,1,cluster0
2105,0,0,1,cluster3
2106,1.732051,0,1,cluster1
2107,1.732051,0,1,cluster1
2108,1.732051,0,1,cluster1
2109,1.732051,0,1,cluster1
2110,0,0,1,cluster3
2111,1.732051,0,1,cluster1
2112,1.732051,1.732051,1,cluster2
2113,1.732051,0,0,cluster1
2114,0,0,1,cluster3
2115,0,0,1,cluster3
2116,0,0,1,cluster3
2117,0,0,1,cluster3
2118,0,0,1,cluster3
2119,1.732051,1.732051,0,cluster2
2120,1.732051,1.732051,1,cluster2
2121,0,0,0,cluster3
2122,3.464102,1.732051,1,cluster0
2123,0,0,1,cluster3
2124,1.732051,0,1,cluster1
2125,1.732051,0,1,cluster1
2126,0,0,0,cluster3
2127,0,0,1,cluster3
2128,0,0,1,cluster3
2129,0,0,0,cluster3
2130,0,0,1,cluster3
2131,3.464102,1.732051,1,cluster0
2132,1.732051,1.732051,1,cluster2
2133,1.732051,0,1,cluster1
2134,1.732051,0,1,cluster1
2135,1.732051,0,1,cluster1
2136,1.732051,1.732051,1,cluster2
2137,3.464102,1.732051,1,cluster0
2138,1.732051,0,1,cluster1
2139,0,0,1,cluster3
2140,1.732051,0,1,cluster1
2141,0,0,1,cluster3
2142,0,0,1,cluster3
2143,0,0,1,cluster3
2144,0,0,1,cluster3
2145,1.732051,0,1,cluster1
2146,0,0,1,cluster3
2147,1.732051,1.732051,1,cluster2
2148,3.464102,1.732051,1,cluster0
2149,1.732051,0,1,cluster1
2150,0,0,1,cluster3
2151,1.732051,1.732051,1,cluster2
2152,0,0,1,cluster3
2153,0,0,1,cluster3
2154,1.732051,0,0,cluster1
2155,0,0,1,cluster3
2156,0,0,1,cluster3
2157,1.732051,0,1,cluster1
2158,1.732051,0,1,cluster1
2159,0,0,1,cluster3
2160,0,0,1,cluster3
2161,1.732051,1.732051,1,cluster2
2162,0,0,1,cluster3
2163,0,0,0,cluster3
2164,0,0,1,cluster3
2165,0,0,1,cluster3
2166,1.732051,0,1,cluster1
2167,0,0,1,cluster3
2168,0,0,1,cluster3
2169,1.732051,1.732051,1,cluster2
2170,3.464102,1.732051,0,cluster0
2171,1.732051,0,1,cluster1
2172,1.732051,1.732051,1,cluster2
2173,0,0,1,cluster3
2174,1.732051,1.732051,0,cluster2
2175,1.732051,0,1,cluster1
2176,1.732051,1.732051,1,cluster2
2177,0,0,1,cluster3
2178,1.732051,0,0,cluster1
2179,0,0,0,cluster3
2180,1.732051,0,1,cluster1
2181,3.464102,1.732051,0,cluster0
2182,1.732051,0,0,cluster1
2183,0,0,1,cluster3
2184,3.464102,1.732051,1,cluster0
2185,0,0,1,cluster3
2186,0,0,0,cluster3
2187,0,0,0,cluster3
2188,0,0,1,cluster3
2189,1.732051,1.732051,1,cluster2
2190,1.732051,0,1,cluster1
2191,0,0,1,cluster3
2192,0,0,1,cluster3
2193,3.464102,1.732051,1,cluster0
2194,1.732051,1.732051,0,cluster2
2195,3.464102,1.732051,1,cluster0
2196,1.732051,0,1,cluster1
2197,1.732051,0,1,cluster1
2198,1.732051,1.732051,1,cluster2
2199,1.732051,1.732051,1,cluster2
2200,0,0,1,cluster3
2201,0,0,1,cluster3
2202,3.464102,1.732051,1,cluster0
2203,0,0,0,cluster3
2204,0,0,1,cluster3
2205,1.732051,0,1,cluster1
2206,0,0,1,cluster3
2207,0,0,1,cluster3
2208,1.732051,0,0,cluster1
2209,0,0,1,cluster3
2210,1.732051,1.732051,1,cluster2
2211,0,0,0,cluster3
2212,1.732051,1.732051,1,cluster2
2213,0,0,1,cluster3
2214,3.464102,1.732051,0,cluster0
2215,0,0,1,cluster3
2216,0,0,1,cluster3
2217,0,0,1,cluster3
2218,0,0,0,cluster3
2219,0,0,1,cluster3
2220,1.732051,0,1,cluster1
2221,0,0,1,cluster3
2222,1.732051,0,1,cluster1
2223,0,0,1,cluster3
2224,0,0,1,cluster3
2225,0,0,1,cluster3
2226,0,0,1,cluster3
2227,0,0,1,cluster3
2228,1.732051,1.732051,1,cluster2
2229,0,0,0,cluster3
2230,1.732051,0,1,cluster1
2231,0,0,0,cluster3
2232,0,0,0,cluster3
2233,1.732051,0,1,cluster1
2234,0,0,1,cluster3
2235,1.732051,0,1,cluster1
2236,1.732051,0,1,cluster1
2237,1.732051,1.732051,1,cluster2
2238,1.732051,0,1,cluster1
2239,1.732051,0,1,cluster1
2240,0,0,1,cluster3
2241,0,0,1,cluster3
2242,1.732051,0,1,cluster1
2243,3.464102,1.732051,1,cluster0
2244,1.732051,0,1,cluster1
2245,0,0,1,cluster3
2246,1.732051,0,0,cluster1
2247,0,0,1,cluster3
2248,1.732051,1.732051,0,cluster2
2249,0,0,1,cluster3
2250,1.732051,1.732051,1,cluster2
2251,0,0,1,cluster3
2252,1.732051,0,1,cluster1
2253,0,0,1,cluster3
2254,1.732051,0,0,cluster1
2255,1.732051,0,1,cluster1
2256,0,0,1,cluster3
2257,0,0,1,cluster3
2258,1.732051,0,1,cluster1
2259,0,0,1,cluster3
2260,0,0,1,cluster3
2261,1.732051,1.732051,1,cluster2
2262,1.732051,0,0,cluster1
2263,1.732051,0,1,cluster1
2264,1.732051,1.732051,1,cluster2
2265,1.732051,1.732051,0,cluster2
2266,1.732051,0,1,cluster1
2267,0,0,1,cluster3
2268,0,0,1,cluster3
2269,0,0,1,cluster3
2270,0,0,1,cluster3
2271,1.732051,0,1,cluster1
2272,0,0,1,cluster3
2273,1.732051,0,1,cluster1
2274,1.732051,0,1,cluster1
2275,0,0,1,cluster3
2276,0,0,1,cluster3
2277,0,0,0,cluster3
2278,0,0,1,cluster3
2279,1.732051,0,1,cluster1
2280,1.732051,1.732051,1,cluster2
2281,1.732051,0,1,cluster1
2282,0,0,0,cluster3
2283,1.732051,0,1,cluster1
2284,0,0,1,cluster3
2285,0,0,1,cluster3
2286,0,0,1,cluster3
2287,1.732051,1.732051,0,cluster2
2288,1.732051,1.732051,1,cluster2
2289,0,0,1,cluster3
2290,1.732051,0,1,cluster1
2291,0,0,1,cluster3
2292,0,0,0,cluster3
2293,0,0,1,cluster3
2294,0,0,1,cluster3
2295,1.732051,1.732051,1,cluster2
2296,0,0,1,cluster3
2297,0,0,1,cluster3
2298,0,0,1,cluster3
2299,3.464102,1.732051,1,cluster0
2300,0,0,1,cluster3
2301,1.732051,1.732051,0,cluster2
2302,1.732051,1.732051,1,cluster2
2303,1.732051,1.732051,1,cluster2
2304,1.732051,0,1,cluster1
2305,1.732051,0,1,cluster1
2306,1.732051,0,1,cluster1
2307,1.732051,0,1,cluster1
2308,0,0,1,cluster3
2309,1.732051,0,1,cluster1
2310,0,0,0,cluster3
2311,1.732051,1.732051,0,cluster2
2312,1.732051,0,1,cluster1
2313,3.464102,1.732051,1,cluster0
2314,1.732051,0,1,cluster1
2315,1.732051,0,1,cluster1
2316,0,0,1,cluster3
2317,1.732051,1.732051,1,cluster2
2318,3.464102,1.732051,1,cluster0
2319,1.732051,1.732051,0,cluster2
2320,0,0,1,cluster3
2321,1.732051,1.732051,1,cluster2
2322,1.732051,0,0,cluster1
2323,1.732051,0,1,cluster1
2324,0,0,1,cluster3
2325,0,0,1,cluster3
2326,3.464102,1.732051,1,cluster0
2327,0,0,1,cluster3
2328,0,0,1,cluster3
2329,1.732051,0,1,cluster1
2330,0,0,1,cluster3
2331,0,0,1,cluster3
2332,1.732051,0,1,cluster1
2333,0,0,1,cluster3
2334,1.732051,0,1,cluster1
2335,3.464102,1.732051,1,cluster0
2336,0,0,1,cluster3
2337,1.732051,0,1,cluster1
2338,1.732051,0,1,cluster1
2339,0,0,1,cluster3
2340,1.732051,0,0,cluster1
2341,1.732051,0,1,cluster1
2342,1.732051,1.732051,1,cluster2
2343,0,0,1,cluster3
2344,0,0,1,cluster3
2345,1.732051,1.732051,0,cluster2
2346,1.732051,0,1,cluster1
2347,1.732051,0,1,cluster1
2348,1.732051,0,1,cluster1
2349,1.732051,0,1,cluster1
2350,1.732051,1.732051,0,cluster2
2351,0,0,1,cluster3
2352,0,0,1,cluster3
2353,1.732051,0,1,cluster1
2354,0,0,1,cluster3
2355,0,0,1,cluster3
2356,0,0,1,cluster3
2357,1.732051,1.732051,0,cluster2
2358,1.732051,1.732051,1,cluster2
2359,1.732051,0,1,cluster1
2360,0,0,1,cluster3
2361,0,0,1,cluster3
2362,0,0,1,cluster3
2363,1.732051,0,1,cluster1
2364,0,0,0,cluster3
2365,1.732051,0,1,cluster1
2366,0,0,1,cluster3
2367,1.732051,1.732051,0,cluster2
2368,1.732051,1.732051,1,cluster2
2369,3.464102,1.732051,1,cluster0
2370,1.732051,1.732051,0,cluster2
2371,1.732051,0,1,cluster1
2372,1.732051,0,1,cluster1
2373,1.732051,1.732051,0,cluster2
2374,3.464102,1.732051,1,cluster0
2375,0,0,1,cluster3
2376,0,0,0,cluster3
2377,1.732051,0,0,cluster1
2378,3.464102,1.732051,0,cluster0
2379,3.464102,1.732051,1,cluster0
2380,1.732051,1.732051,0,cluster2
2381,0,0,0,cluster3
2382,3.464102,1.732051,1,cluster0
2383,1.732051,0,1,cluster1
2384,1.732051,0,1,cluster1
2385,1.732051,0,1,cluster1
2386,1.732051,0,1,cluster1
2387,1.732051,1.732051,1,cluster2
2388,0,0,0,cluster3
2389,1.732051,0,1,cluster1
2390,3.464102,1.732051,1,cluster0
2391,1.732051,1.732051,0,cluster2
2392,0,0,0,cluster3
2393,1.732051,0,1,cluster1
2394,1.732051,0,1,cluster1
2395,0,0,1,cluster3
2396,1.732051,0,1,cluster1
2397,1.732051,0,1,cluster1
2398,0,0,1,cluster3
2399,0,0,1,cluster3
2400,0,0,1,cluster3
2401,0,0,1,cluster3
2402,0,0,1,cluster3
2403,1.732051,0,1,cluster1
2404,1.732051,0,1,cluster1
2405,1.732051,0,1,cluster1
2406,1.732051,0,1,cluster1
2407,1.732051,0,1,cluster1
2408,0,0,0,cluster3
2409,0,0,1,cluster3
2410,1.732051,0,0,cluster1
2411,1.732051,1.732051,1,cluster2
2412,1.732051,1.732051,0,cluster2
2413,1.732051,0,1,cluster1
2414,0,0,1,cluster3
2415,1.732051,0,1,cluster1
2416,1.732051,0,1,cluster1
2417,0,0,1,cluster3
2418,1.732051,0,1,cluster1
2419,0,0,1,cluster3
2420,1.732051,0,1,cluster1
2421,1.732051,1.732051,1,cluster2
2422,1.732051,0,0,cluster1
2423,0,0,1,cluster3
2424,0,0,0,cluster3
2425,1.732051,0,1,cluster1
2426,1.732051,0,1,cluster1
2427,0,0,1,cluster3
2428,1.732051,0,1,cluster1
2429,0,0,1,cluster3
2430,1.732051,0,1,cluster1
2431,0,0,1,cluster3
2432,0,0,1,cluster3
2433,0,0,1,cluster3
2434,0,0,1,cluster3
2435,1.732051,1.732051,1,cluster2
2436,0,0,0,cluster3
2437,0,0,0,cluster3
2438,0,0,0,cluster3
2439,1.732051,0,1,cluster1
2440,0,0,0,cluster3
2441,0,0,1,cluster3
2442,0,0,1,cluster3
2443,0,0,1,cluster3
2444,0,0,1,cluster3
2445,3.464102,1.732051,1,cluster0
2446,0,0,1,cluster3
2447,1.732051,1.732051,0,cluster2
2448,1.732051,1.732051,1,cluster2
2449,1.732051,0,0,cluster1
2450,1.732051,0,1,cluster1
2451,0,0,1,cluster3
2452,0,0,0,cluster3
2453,1.732051,0,1,cluster1
2454,1.732051,1.732051,1,cluster2
2455,1.732051,1.732051,1,cluster2
2456,0,0,1,cluster3
2457,1.732051,0,1,cluster1
2458,0,0,1,cluster3
2459,0,0,0,cluster3
2460,0,0,1,cluster3
2461,1.732051,0,1,cluster1
2462,1.732051,1.732051,0,cluster2
2463,0,0,1,cluster3
2464,0,0,1,cluster3
2465,0,0,1,cluster3
2466,1.732051,1.732051,1,cluster2
2467,0,0,1,cluster3
2468,1.732051,1.732051,1,cluster2
2469,0,0,1,cluster3
2470,1.732051,0,0,cluster1
2471,1.732051,1.732051,1,cluster2
2472,0,0,1,cluster3
2473,0,0,1,cluster3
2474,1.732051,1.732051,1,cluster2
2475,0,0,1,cluster3
2476,1.732051,0,0,cluster1
2477,0,0,1,cluster3
2478,1.732051,1.732051,0,cluster2
2479,0,0,1,cluster3
2480,0,0,1,cluster3
2481,0,0,1,cluster3
2482,1.732051,0,1,cluster1
2483,0,0,1,cluster3
2484,1.732051,1.732051,1,cluster2
2485,0,0,1,cluster3
2486,1.732051,1.732051,1,cluster2
2487,1.732051,0,1,cluster1
2488,0,0,1,cluster3
2489,0,0,1,cluster3
2490,0,0,1,cluster3
2491,1.732051,1.732051,1,cluster2
2492,1.732051,0,1,cluster1
2493,1.732051,0,1,cluster1
2494,0,0,1,cluster3
2495,1.732051,1.732051,1,cluster2
2496,0,0,1,cluster3
2497,3.464102,1.732051,0,cluster0
2498,1.732051,0,1,cluster1
2499,0,0,1,cluster3
2500,3.464102,1.732051,1,cluster0
2501,1.732051,1.732051,0,cluster2
2502,1.732051,0,1,cluster1
2503,0,0,1,cluster3
2504,0,0,1,cluster3
2505,1.732051,0,1,cluster1
2506,0,0,1,cluster3
2507,3.464102,1.732051,0,cluster0
2508,1.732051,1.732051,1,cluster2
2509,0,0,1,cluster3
2510,1.732051,0,1,cluster1
2511,1.732051,0,1,cluster1
2512,3.464102,1.732051,1,cluster0
2513,0,0,1,cluster3
2514,1.732051,0,1,cluster1
2515,0,0,0,cluster3
2516,1.732051,0,1,cluster1
2517,1.732051,1.732051,1,cluster2
2518,1.732051,0,0,cluster1
2519,0,0,1,cluster3
2520,1.732051,0,1,cluster1
2521,0,0,0,cluster3
2522,0,0,1,cluster3
2523,1.732051,0,1,cluster1
2524,0,0,1,cluster3
2525,3.464102,1.732051,0,cluster0
2526,0,0,1,cluster3
2527,0,0,0,cluster3
2528,1.732051,0,1,cluster1
2529,1.732051,0,1,cluster1
2530,1.732051,0,1,cluster1
2531,0,0,1,cluster3
2532,0,0,1,cluster3
2533,1.732051,1.732051,1,cluster2
2534,1.732051,0,1,cluster1
2535,0,0,1,cluster3
2536,0,0,1,cluster3
2537,0,0,1,cluster3
2538,0,0,1,cluster3
2539,1.732051,1.732051,1,cluster2
2540,1.732051,1.732051,0,cluster2
2541,0,0,1,cluster3
2542,0,0,1,cluster3
2543,1.732051,0,1,cluster1
2544,0,0,1,cluster3
2545,0,0,1,cluster3
2546,1.732051,0,0,cluster1
2547,1.732051,1.732051,1,cluster2
2548,0,0,1,cluster3
2549,1.732051,1.732051,1,cluster2
2550,0,0,1,cluster3
2551,0,0,1,cluster3
2552,0,0,0,cluster3
2553,1.732051,0,1,cluster1
2554,3.464102,1.732051,1,cluster0
2555,1.732051,0,1,cluster1
2556,0,0,1,cluster3
2557,0,0,1,cluster3
2558,1.732051,0,1,cluster1
2559,1.732051,0,1,cluster1
2560,1.732051,0,0,cluster1
2561,0,0,1,cluster3
2562,0,0,1,cluster3
2563,1.732051,0,1,cluster1
2564,0,0,1,cluster3
2565,0,0,1,cluster3
2566,1.732051,0,1,cluster1
2567,0,0,1,cluster3
2568,0,0,1,cluster3
2569,3.464102,1.732051,1,cluster0
2570,1.732051,1.732051,1,cluster2
2571,1.732051,1.732051,1,cluster2
2572,1.732051,0,1,cluster1
2573,0,0,1,cluster3
2574,3.464102,1.732051,1,cluster0
2575,1.732051,0,1,cluster1
2576,0,0,1,cluster3
2577,1.732051,0,1,cluster1
2578,1.732051,0,1,cluster1
2579,1.732051,0,1,cluster1
2580,1.732051,1.732051,1,cluster2
2581,1.732051,0,0,cluster1
2582,1.732051,1.732051,1,cluster2
2583,0,0,0,cluster3
2584,0,0,0,cluster3
2585,0,0,1,cluster3
2586,0,0,1,cluster3
2587,0,0,1,cluster3
2588,1.732051,0,1,cluster1
2589,0,0,1,cluster3
2590,1.732051,0,0,cluster1
2591,1.732051,1.732051,1,cluster2
2592,1.732051,0,1,cluster1
2593,1.732051,0,1,cluster1
2594,1.732051,1.732051,1,cluster2
2595,0,0,1,cluster3
2596,1.732051,1.732051,1,cluster2
2597,0,0,1,cluster3
2598,0,0,1,cluster3
2599,1.732051,0,1,cluster1
2600,1.732051,1.732051,0,cluster2
2601,1.732051,0,1,cluster1
2602,1.732051,0,1,cluster1
2603,1.732051,0,0,cluster1
2604,1.732051,1.732051,0,cluster2
2605,1.732051,0,1,cluster1
2606,0,0,1,cluster3
2607,0,0,1,cluster3
2608,3.464102,1.732051,1,cluster0
2609,1.732051,0,1,cluster1
2610,0,0,1,cluster3
2611,0,0,1,cluster3
2612,0,0,0,cluster3
2613,1.732051,0,1,cluster1
2614,0,0,1,cluster3
2615,1.732051,1.732051,1,cluster2
2616,0,0,1,cluster3
2617,1.732051,0,1,cluster1
2618,1.732051,0,1,cluster1
2619,0,0,0,cluster3
2620,1.732051,0,1,cluster1
2621,1.732051,0,1,cluster1
2622,0,0,1,cluster3
2623,0,0,1,cluster3
2624,0,0,1,cluster3
2625,1.732051,0,1,cluster1
2626,1.732051,1.732051,1,cluster2
2627,1.732051,0,0,cluster1
2628,0,0,0,cluster3
2629,3.464102,1.732051,0,cluster0
2630,0,0,1,cluster3
2631,0,0,1,cluster3
2632,1.732051,1.732051,1,cluster2
2633,1.732051,0,1,cluster1
2634,3.464102,1.732051,0,cluster0
2635,0,0,1,cluster3
2636,1.732051,0,1,cluster1
2637,1.732051,0,1,cluster1
2638,0,0,1,cluster3
2639,0,0,1,cluster3
2640,0,0,0,cluster3
2641,1.732051,0,1,cluster1
2642,0,0,1,cluster3
2643,1.732051,0,1,cluster1
2644,1.732051,1.732051,0,cluster2
2645,0,0,0,cluster3
2646,3.464102,1.732051,0,cluster0
2647,1.732051,1.732051,1,cluster2
2648,1.732051,0,1,cluster1
2649,1.732051,0,1,cluster1
2650,0,0,1,cluster3
2651,1.732051,0,1,cluster1
2652,0,0,1,cluster3
2653,1.732051,0,1,cluster1
2654,1.732051,0,1,cluster1
2655,0,0,1,cluster3
2656,1.732051,0,1,cluster1
2657,0,0,1,cluster3
2658,0,0,1,cluster3
2659,0,0,1,cluster3
2660,0,0,0,cluster3
2661,0,0,1,cluster3
2662,1.732051,1.732051,1,cluster2
2663,0,0,0,cluster3
2664,0,0,1,cluster3
