@relation 2016_New_Coder_Survey-weka.filters.unsupervised.attribute.NumericToNominal-R5-weka.filters.unsupervised.attribute.RandomProjection-N2-R42-DSparse1_clustered

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute Gender {0,1}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3}

@data
3625,1.732051,0,0,cluster1
3626,1.732051,0,0,cluster1
3627,1.732051,0,1,cluster1
3628,1.732051,0,1,cluster1
3629,0,0,0,cluster3
3630,1.732051,0,1,cluster1
3631,0,0,0,cluster3
3632,1.732051,1.732051,1,cluster2
3633,1.732051,0,1,cluster1
3634,0,0,1,cluster3
3635,3.464102,1.732051,0,cluster0
3636,1.732051,1.732051,1,cluster2
3637,1.732051,1.732051,1,cluster2
3638,0,0,1,cluster3
3639,0,0,0,cluster3
3640,1.732051,1.732051,1,cluster2
3641,1.732051,0,1,cluster1
3642,0,0,0,cluster3
3643,1.732051,1.732051,1,cluster2
3644,1.732051,1.732051,0,cluster2
3645,1.732051,0,1,cluster1
3646,0,0,1,cluster3
3647,0,0,1,cluster3
3648,1.732051,0,1,cluster1
3649,1.732051,0,1,cluster1
3650,0,0,1,cluster3
3651,0,0,1,cluster3
3652,1.732051,0,1,cluster1
3653,0,0,0,cluster3
3654,1.732051,1.732051,1,cluster2
3655,0,0,0,cluster3
3656,1.732051,0,1,cluster1
3657,0,0,1,cluster3
3658,0,0,1,cluster3
3659,0,0,1,cluster3
3660,1.732051,0,1,cluster1
3661,0,0,1,cluster3
3662,1.732051,1.732051,1,cluster2
3663,0,0,0,cluster3
3664,1.732051,0,1,cluster1
3665,1.732051,0,1,cluster1
3666,0,0,1,cluster3
3667,1.732051,0,1,cluster1
3668,0,0,1,cluster3
3669,1.732051,1.732051,1,cluster2
3670,1.732051,0,1,cluster1
3671,1.732051,0,1,cluster1
3672,3.464102,1.732051,1,cluster0
3673,0,0,1,cluster3
3674,1.732051,1.732051,0,cluster2
3675,1.732051,0,1,cluster1
3676,0,0,1,cluster3
3677,0,0,0,cluster3
3678,0,0,0,cluster3
3679,1.732051,0,1,cluster1
3680,0,0,1,cluster3
3681,1.732051,1.732051,0,cluster2
3682,0,0,1,cluster3
3683,1.732051,0,0,cluster1
3684,0,0,1,cluster3
3685,1.732051,0,1,cluster1
3686,0,0,1,cluster3
3687,0,0,1,cluster3
3688,0,0,1,cluster3
3689,1.732051,1.732051,0,cluster2
3690,1.732051,0,1,cluster1
3691,1.732051,0,1,cluster1
3692,1.732051,0,1,cluster1
3693,1.732051,1.732051,1,cluster2
3694,0,0,0,cluster3
3695,1.732051,1.732051,1,cluster2
3696,0,0,1,cluster3
3697,1.732051,1.732051,1,cluster2
3698,1.732051,0,1,cluster1
3699,0,0,1,cluster3
3700,1.732051,0,1,cluster1
3701,1.732051,1.732051,1,cluster2
3702,1.732051,0,1,cluster1
3703,1.732051,0,1,cluster1
3704,0,0,1,cluster3
3705,1.732051,0,1,cluster1
3706,1.732051,0,1,cluster1
3707,1.732051,0,1,cluster1
3708,1.732051,0,1,cluster1
3709,1.732051,0,1,cluster1
3710,1.732051,1.732051,1,cluster2
3711,1.732051,0,1,cluster1
3712,0,0,0,cluster3
3713,0,0,1,cluster3
3714,0,0,1,cluster3
3715,0,0,1,cluster3
3716,1.732051,0,1,cluster1
3717,1.732051,1.732051,1,cluster2
3718,1.732051,0,0,cluster1
3719,0,0,1,cluster3
3720,0,0,1,cluster3
3721,0,0,0,cluster3
3722,1.732051,1.732051,1,cluster2
3723,0,0,0,cluster3
3724,0,0,1,cluster3
3725,0,0,0,cluster3
3726,0,0,1,cluster3
3727,0,0,1,cluster3
3728,1.732051,1.732051,1,cluster2
3729,0,0,0,cluster3
3730,1.732051,0,0,cluster1
3731,0,0,1,cluster3
3732,1.732051,0,0,cluster1
3733,1.732051,0,1,cluster1
3734,3.464102,1.732051,0,cluster0
3735,1.732051,0,1,cluster1
3736,0,0,1,cluster3
3737,1.732051,0,0,cluster1
3738,1.732051,0,0,cluster1
3739,0,0,1,cluster3
3740,1.732051,1.732051,1,cluster2
3741,1.732051,0,1,cluster1
3742,1.732051,1.732051,1,cluster2
3743,0,0,1,cluster3
3744,0,0,0,cluster3
3745,0,0,1,cluster3
3746,1.732051,1.732051,0,cluster2
3747,1.732051,0,1,cluster1
3748,0,0,0,cluster3
3749,0,0,1,cluster3
3750,0,0,1,cluster3
3751,1.732051,0,1,cluster1
3752,0,0,1,cluster3
3753,0,0,1,cluster3
3754,0,0,0,cluster3
3755,1.732051,1.732051,0,cluster2
3756,1.732051,0,0,cluster1
3757,0,0,1,cluster3
3758,1.732051,1.732051,0,cluster2
3759,0,0,1,cluster3
3760,1.732051,0,1,cluster1
3761,0,0,1,cluster3
3762,1.732051,1.732051,1,cluster2
3763,0,0,1,cluster3
3764,0,0,1,cluster3
3765,0,0,0,cluster3
3766,1.732051,0,0,cluster1
3767,1.732051,0,0,cluster1
3768,0,0,1,cluster3
3769,1.732051,0,1,cluster1
3770,1.732051,1.732051,1,cluster2
3771,0,0,1,cluster3
3772,1.732051,0,1,cluster1
3773,3.464102,1.732051,1,cluster0
3774,0,0,0,cluster3
3775,1.732051,1.732051,1,cluster2
3776,1.732051,0,1,cluster1
3777,0,0,1,cluster3
3778,3.464102,1.732051,1,cluster0
3779,0,0,0,cluster3
3780,1.732051,0,1,cluster1
3781,1.732051,1.732051,0,cluster2
3782,1.732051,0,0,cluster1
3783,1.732051,1.732051,1,cluster2
3784,1.732051,0,1,cluster1
3785,0,0,0,cluster3
3786,1.732051,1.732051,1,cluster2
3787,0,0,0,cluster3
3788,1.732051,1.732051,1,cluster2
3789,0,0,0,cluster3
3790,1.732051,0,0,cluster1
3791,0,0,1,cluster3
3792,1.732051,0,1,cluster1
3793,1.732051,0,1,cluster1
3794,1.732051,0,1,cluster1
3795,0,0,0,cluster3
3796,0,0,1,cluster3
3797,0,0,1,cluster3
3798,1.732051,0,1,cluster1
3799,1.732051,1.732051,1,cluster2
3800,1.732051,0,1,cluster1
3801,1.732051,1.732051,1,cluster2
3802,1.732051,1.732051,1,cluster2
3803,3.464102,1.732051,1,cluster0
3804,0,0,1,cluster3
3805,0,0,1,cluster3
3806,1.732051,0,1,cluster1
3807,1.732051,0,1,cluster1
3808,1.732051,0,1,cluster1
3809,0,0,1,cluster3
3810,0,0,1,cluster3
3811,0,0,1,cluster3
3812,1.732051,1.732051,0,cluster2
3813,0,0,1,cluster3
3814,3.464102,1.732051,0,cluster0
3815,0,0,0,cluster3
3816,3.464102,1.732051,1,cluster0
3817,0,0,1,cluster3
3818,1.732051,0,1,cluster1
3819,0,0,1,cluster3
3820,0,0,1,cluster3
3821,0,0,1,cluster3
3822,3.464102,1.732051,1,cluster0
3823,1.732051,0,1,cluster1
3824,1.732051,1.732051,0,cluster2
3825,1.732051,1.732051,1,cluster2
3826,1.732051,1.732051,1,cluster2
3827,1.732051,0,1,cluster1
3828,0,0,1,cluster3
3829,1.732051,1.732051,0,cluster2
3830,1.732051,1.732051,1,cluster2
3831,1.732051,0,1,cluster1
3832,1.732051,0,1,cluster1
3833,1.732051,0,1,cluster1
3834,0,0,1,cluster3
3835,1.732051,0,1,cluster1
3836,0,0,1,cluster3
3837,0,0,0,cluster3
3838,1.732051,0,1,cluster1
3839,1.732051,0,0,cluster1
3840,0,0,1,cluster3
3841,0,0,1,cluster3
3842,1.732051,0,1,cluster1
3843,0,0,1,cluster3
3844,0,0,0,cluster3
3845,0,0,1,cluster3
3846,0,0,1,cluster3
3847,1.732051,0,1,cluster1
3848,1.732051,0,1,cluster1
3849,1.732051,1.732051,1,cluster2
3850,0,0,1,cluster3
3851,0,0,0,cluster3
3852,1.732051,0,1,cluster1
3853,1.732051,0,1,cluster1
3854,0,0,1,cluster3
3855,1.732051,1.732051,1,cluster2
3856,0,0,1,cluster3
3857,0,0,1,cluster3
3858,1.732051,1.732051,1,cluster2
3859,3.464102,1.732051,0,cluster0
3860,0,0,1,cluster3
3861,1.732051,0,1,cluster1
3862,0,0,1,cluster3
3863,1.732051,0,0,cluster1
3864,1.732051,0,1,cluster1
3865,1.732051,1.732051,0,cluster2
3866,0,0,1,cluster3
3867,0,0,1,cluster3
3868,0,0,1,cluster3
3869,0,0,1,cluster3
3870,1.732051,0,1,cluster1
3871,1.732051,0,0,cluster1
3872,0,0,1,cluster3
3873,0,0,1,cluster3
3874,1.732051,0,1,cluster1
3875,0,0,1,cluster3
3876,0,0,1,cluster3
3877,0,0,1,cluster3
3878,1.732051,1.732051,1,cluster2
3879,0,0,1,cluster3
3880,1.732051,0,1,cluster1
3881,0,0,1,cluster3
3882,1.732051,1.732051,0,cluster2
3883,0,0,1,cluster3
3884,1.732051,0,1,cluster1
3885,0,0,1,cluster3
3886,0,0,1,cluster3
3887,3.464102,1.732051,0,cluster0
3888,1.732051,0,1,cluster1
3889,1.732051,0,0,cluster1
3890,1.732051,0,1,cluster1
3891,3.464102,1.732051,1,cluster0
3892,1.732051,0,1,cluster1
3893,1.732051,1.732051,1,cluster2
3894,0,0,1,cluster3
3895,1.732051,0,1,cluster1
3896,1.732051,0,1,cluster1
3897,0,0,1,cluster3
3898,0,0,0,cluster3
3899,1.732051,0,0,cluster1
3900,0,0,1,cluster3
3901,1.732051,1.732051,0,cluster2
3902,0,0,0,cluster3
3903,3.464102,1.732051,1,cluster0
3904,1.732051,0,1,cluster1
3905,1.732051,1.732051,1,cluster2
3906,1.732051,0,1,cluster1
3907,0,0,0,cluster3
3908,3.464102,1.732051,1,cluster0
3909,0,0,1,cluster3
3910,0,0,1,cluster3
3911,0,0,1,cluster3
3912,1.732051,0,1,cluster1
3913,0,0,0,cluster3
3914,0,0,1,cluster3
3915,1.732051,0,1,cluster1
3916,0,0,1,cluster3
3917,1.732051,1.732051,0,cluster2
3918,1.732051,1.732051,1,cluster2
3919,3.464102,1.732051,1,cluster0
3920,1.732051,0,1,cluster1
3921,1.732051,0,1,cluster1
3922,1.732051,0,1,cluster1
3923,1.732051,0,1,cluster1
3924,0,0,1,cluster3
3925,0,0,1,cluster3
3926,0,0,1,cluster3
3927,1.732051,1.732051,0,cluster2
3928,0,0,0,cluster3
3929,0,0,1,cluster3
3930,1.732051,0,1,cluster1
3931,1.732051,0,0,cluster1
3932,1.732051,1.732051,1,cluster2
3933,1.732051,1.732051,0,cluster2
3934,0,0,1,cluster3
3935,3.464102,1.732051,1,cluster0
3936,1.732051,1.732051,1,cluster2
3937,0,0,1,cluster3
3938,0,0,1,cluster3
3939,1.732051,0,1,cluster1
3940,1.732051,0,1,cluster1
3941,3.464102,1.732051,1,cluster0
3942,0,0,1,cluster3
3943,0,0,0,cluster3
3944,0,0,1,cluster3
3945,0,0,1,cluster3
3946,1.732051,0,1,cluster1
3947,1.732051,0,1,cluster1
3948,0,0,1,cluster3
3949,0,0,1,cluster3
3950,1.732051,0,1,cluster1
3951,1.732051,1.732051,0,cluster2
3952,0,0,0,cluster3
3953,1.732051,0,1,cluster1
3954,0,0,1,cluster3
3955,1.732051,0,1,cluster1
3956,1.732051,0,1,cluster1
3957,0,0,1,cluster3
3958,1.732051,1.732051,0,cluster2
3959,0,0,1,cluster3
3960,1.732051,0,1,cluster1
3961,0,0,1,cluster3
3962,0,0,1,cluster3
3963,1.732051,0,1,cluster1
3964,0,0,1,cluster3
3965,1.732051,0,0,cluster1
3966,1.732051,1.732051,1,cluster2
3967,0,0,1,cluster3
3968,0,0,1,cluster3
3969,0,0,0,cluster3
3970,0,0,1,cluster3
3971,1.732051,0,1,cluster1
3972,0,0,1,cluster3
3973,0,0,1,cluster3
3974,0,0,1,cluster3
3975,0,0,0,cluster3
3976,0,0,0,cluster3
3977,0,0,1,cluster3
3978,0,0,1,cluster3
3979,1.732051,0,1,cluster1
3980,1.732051,1.732051,1,cluster2
3981,0,0,1,cluster3
3982,0,0,0,cluster3
3983,0,0,0,cluster3
3984,1.732051,0,1,cluster1
3985,0,0,1,cluster3
3986,0,0,1,cluster3
3987,1.732051,0,0,cluster1
3988,1.732051,0,0,cluster1
3989,0,0,1,cluster3
3990,1.732051,0,1,cluster1
3991,1.732051,1.732051,1,cluster2
3992,1.732051,0,1,cluster1
3993,1.732051,1.732051,1,cluster2
3994,1.732051,0,1,cluster1
3995,0,0,0,cluster3
3996,0,0,1,cluster3
3997,1.732051,0,1,cluster1
3998,0,0,1,cluster3
3999,1.732051,1.732051,1,cluster2
4000,1.732051,1.732051,1,cluster2
4001,0,0,1,cluster3
4002,1.732051,0,1,cluster1
4003,1.732051,0,0,cluster1
4004,0,0,0,cluster3
4005,1.732051,1.732051,1,cluster2
4006,1.732051,1.732051,1,cluster2
4007,0,0,1,cluster3
4008,1.732051,0,1,cluster1
4009,0,0,1,cluster3
4010,0,0,1,cluster3
4011,3.464102,1.732051,1,cluster0
4012,1.732051,0,1,cluster1
4013,0,0,1,cluster3
4014,1.732051,0,1,cluster1
4015,1.732051,0,1,cluster1
4016,1.732051,0,1,cluster1
4017,1.732051,1.732051,1,cluster2
4018,1.732051,0,1,cluster1
4019,1.732051,0,1,cluster1
4020,1.732051,0,0,cluster1
4021,1.732051,0,1,cluster1
4022,1.732051,0,1,cluster1
4023,1.732051,1.732051,1,cluster2
4024,0,0,1,cluster3
4025,1.732051,1.732051,1,cluster2
4026,1.732051,0,1,cluster1
4027,1.732051,0,1,cluster1
4028,1.732051,0,1,cluster1
4029,1.732051,0,1,cluster1
4030,1.732051,1.732051,1,cluster2
4031,1.732051,0,1,cluster1
4032,0,0,1,cluster3
4033,0,0,0,cluster3
4034,0,0,1,cluster3
4035,1.732051,0,1,cluster1
4036,0,0,1,cluster3
4037,1.732051,0,1,cluster1
4038,0,0,1,cluster3
4039,0,0,1,cluster3
4040,1.732051,0,1,cluster1
4041,0,0,1,cluster3
4042,1.732051,0,1,cluster1
4043,3.464102,1.732051,1,cluster0
4044,0,0,1,cluster3
4045,1.732051,1.732051,1,cluster2
4046,1.732051,1.732051,1,cluster2
4047,0,0,1,cluster3
4048,1.732051,1.732051,0,cluster2
4049,1.732051,1.732051,1,cluster2
4050,3.464102,1.732051,0,cluster0
4051,0,0,1,cluster3
4052,1.732051,1.732051,1,cluster2
4053,0,0,1,cluster3
4054,1.732051,1.732051,0,cluster2
4055,1.732051,0,1,cluster1
4056,0,0,1,cluster3
4057,0,0,1,cluster3
4058,0,0,1,cluster3
4059,0,0,1,cluster3
4060,0,0,1,cluster3
4061,1.732051,1.732051,0,cluster2
4062,1.732051,1.732051,1,cluster2
4063,1.732051,0,1,cluster1
4064,3.464102,1.732051,1,cluster0
4065,0,0,0,cluster3
4066,1.732051,1.732051,1,cluster2
4067,1.732051,0,1,cluster1
4068,1.732051,0,1,cluster1
4069,1.732051,1.732051,0,cluster2
4070,1.732051,1.732051,0,cluster2
4071,0,0,1,cluster3
4072,1.732051,0,1,cluster1
4073,0,0,1,cluster3
4074,0,0,1,cluster3
4075,1.732051,0,1,cluster1
4076,1.732051,0,1,cluster1
4077,0,0,0,cluster3
4078,1.732051,0,1,cluster1
4079,0,0,1,cluster3
4080,0,0,0,cluster3
4081,3.464102,1.732051,1,cluster0
4082,1.732051,1.732051,1,cluster2
4083,0,0,1,cluster3
4084,1.732051,1.732051,0,cluster2
4085,3.464102,1.732051,0,cluster0
4086,0,0,1,cluster3
4087,0,0,0,cluster3
4088,1.732051,0,1,cluster1
4089,1.732051,1.732051,1,cluster2
4090,1.732051,1.732051,0,cluster2
4091,1.732051,0,1,cluster1
4092,1.732051,0,1,cluster1
4093,0,0,1,cluster3
4094,0,0,1,cluster3
4095,1.732051,1.732051,1,cluster2
4096,1.732051,0,1,cluster1
4097,1.732051,1.732051,1,cluster2
4098,1.732051,1.732051,1,cluster2
4099,1.732051,0,1,cluster1
4100,0,0,1,cluster3
4101,0,0,1,cluster3
4102,1.732051,0,1,cluster1
4103,3.464102,1.732051,1,cluster0
4104,0,0,1,cluster3
4105,0,0,1,cluster3
4106,0,0,1,cluster3
4107,0,0,1,cluster3
4108,1.732051,0,1,cluster1
4109,1.732051,0,1,cluster1
4110,3.464102,1.732051,1,cluster0
4111,1.732051,0,1,cluster1
4112,1.732051,0,1,cluster1
4113,1.732051,0,1,cluster1
4114,1.732051,1.732051,1,cluster2
4115,0,0,1,cluster3
4116,1.732051,0,1,cluster1
4117,0,0,1,cluster3
4118,0,0,1,cluster3
4119,0,0,1,cluster3
4120,0,0,1,cluster3
4121,1.732051,0,1,cluster1
4122,0,0,1,cluster3
4123,1.732051,0,1,cluster1
4124,1.732051,0,1,cluster1
4125,1.732051,0,1,cluster1
4126,0,0,0,cluster3
4127,1.732051,0,1,cluster1
4128,1.732051,0,1,cluster1
4129,1.732051,0,1,cluster1
4130,0,0,0,cluster3
4131,1.732051,0,1,cluster1
4132,0,0,1,cluster3
4133,0,0,1,cluster3
4134,0,0,1,cluster3
4135,0,0,1,cluster3
4136,1.732051,1.732051,1,cluster2
4137,0,0,1,cluster3
4138,1.732051,0,1,cluster1
4139,3.464102,1.732051,1,cluster0
4140,0,0,1,cluster3
4141,1.732051,0,1,cluster1
4142,0,0,1,cluster3
4143,1.732051,1.732051,1,cluster2
4144,1.732051,1.732051,1,cluster2
4145,1.732051,1.732051,0,cluster2
4146,1.732051,0,1,cluster1
4147,0,0,1,cluster3
4148,0,0,1,cluster3
4149,0,0,0,cluster3
4150,0,0,1,cluster3
4151,1.732051,1.732051,1,cluster2
4152,1.732051,0,1,cluster1
4153,1.732051,0,1,cluster1
4154,1.732051,0,1,cluster1
4155,0,0,1,cluster3
4156,1.732051,1.732051,0,cluster2
4157,1.732051,1.732051,1,cluster2
4158,1.732051,0,1,cluster1
4159,0,0,1,cluster3
4160,1.732051,0,1,cluster1
4161,0,0,0,cluster3
4162,0,0,0,cluster3
4163,0,0,1,cluster3
4164,1.732051,1.732051,1,cluster2
4165,0,0,1,cluster3
4166,3.464102,1.732051,0,cluster0
4167,0,0,1,cluster3
4168,0,0,1,cluster3
4169,1.732051,0,1,cluster1
4170,1.732051,0,1,cluster1
4171,0,0,1,cluster3
4172,1.732051,1.732051,1,cluster2
4173,0,0,1,cluster3
4174,0,0,0,cluster3
4175,3.464102,1.732051,1,cluster0
4176,0,0,1,cluster3
4177,1.732051,0,1,cluster1
4178,1.732051,0,1,cluster1
4179,1.732051,0,1,cluster1
4180,1.732051,1.732051,0,cluster2
4181,1.732051,1.732051,0,cluster2
4182,3.464102,1.732051,1,cluster0
4183,1.732051,0,0,cluster1
4184,0,0,1,cluster3
4185,1.732051,1.732051,0,cluster2
4186,0,0,0,cluster3
4187,1.732051,0,1,cluster1
4188,0,0,1,cluster3
4189,1.732051,0,1,cluster1
4190,0,0,0,cluster3
4191,1.732051,0,1,cluster1
4192,0,0,1,cluster3
4193,0,0,1,cluster3
4194,3.464102,1.732051,0,cluster0
4195,1.732051,0,1,cluster1
4196,0,0,1,cluster3
4197,1.732051,0,1,cluster1
4198,1.732051,0,0,cluster1
4199,3.464102,1.732051,1,cluster0
4200,1.732051,1.732051,0,cluster2
4201,1.732051,1.732051,1,cluster2
4202,1.732051,0,1,cluster1
4203,0,0,1,cluster3
4204,1.732051,0,0,cluster1
4205,0,0,0,cluster3
4206,0,0,1,cluster3
4207,0,0,1,cluster3
4208,1.732051,0,1,cluster1
4209,1.732051,0,1,cluster1
4210,1.732051,0,1,cluster1
4211,1.732051,1.732051,1,cluster2
4212,0,0,1,cluster3
4213,0,0,1,cluster3
4214,0,0,1,cluster3
4215,3.464102,1.732051,1,cluster0
4216,0,0,1,cluster3
4217,0,0,1,cluster3
4218,0,0,1,cluster3
4219,0,0,1,cluster3
4220,1.732051,0,1,cluster1
4221,0,0,1,cluster3
4222,0,0,0,cluster3
4223,1.732051,1.732051,0,cluster2
4224,0,0,0,cluster3
4225,3.464102,1.732051,1,cluster0
4226,1.732051,1.732051,0,cluster2
4227,1.732051,0,1,cluster1
4228,1.732051,0,1,cluster1
4229,1.732051,1.732051,1,cluster2
4230,0,0,1,cluster3
4231,3.464102,1.732051,0,cluster0
4232,0,0,1,cluster3
4233,1.732051,1.732051,1,cluster2
4234,1.732051,0,1,cluster1
4235,0,0,1,cluster3
4236,3.464102,1.732051,1,cluster0
4237,0,0,1,cluster3
4238,1.732051,1.732051,1,cluster2
4239,3.464102,1.732051,1,cluster0
4240,0,0,1,cluster3
4241,0,0,1,cluster3
4242,1.732051,1.732051,1,cluster2
4243,0,0,1,cluster3
4244,1.732051,0,1,cluster1
4245,1.732051,0,0,cluster1
4246,0,0,0,cluster3
4247,1.732051,0,1,cluster1
4248,0,0,1,cluster3
4249,1.732051,1.732051,1,cluster2
4250,0,0,1,cluster3
4251,1.732051,1.732051,1,cluster2
4252,1.732051,0,1,cluster1
4253,1.732051,0,1,cluster1
4254,1.732051,1.732051,1,cluster2
4255,1.732051,1.732051,1,cluster2
4256,0,0,0,cluster3
4257,0,0,1,cluster3
4258,0,0,1,cluster3
4259,0,0,1,cluster3
4260,1.732051,0,1,cluster1
4261,1.732051,0,1,cluster1
4262,1.732051,0,0,cluster1
4263,1.732051,0,1,cluster1
4264,0,0,0,cluster3
4265,1.732051,0,1,cluster1
4266,0,0,0,cluster3
4267,0,0,1,cluster3
4268,0,0,1,cluster3
4269,3.464102,1.732051,1,cluster0
4270,1.732051,0,1,cluster1
4271,0,0,1,cluster3
4272,1.732051,0,0,cluster1
4273,0,0,1,cluster3
4274,1.732051,1.732051,1,cluster2
4275,0,0,1,cluster3
4276,0,0,1,cluster3
4277,1.732051,0,1,cluster1
4278,1.732051,0,1,cluster1
4279,1.732051,0,1,cluster1
4280,3.464102,1.732051,1,cluster0
4281,1.732051,0,0,cluster1
4282,0,0,0,cluster3
4283,1.732051,1.732051,1,cluster2
4284,1.732051,0,1,cluster1
4285,0,0,0,cluster3
4286,0,0,1,cluster3
4287,1.732051,0,1,cluster1
4288,1.732051,0,0,cluster1
4289,1.732051,0,1,cluster1
4290,0,0,1,cluster3
4291,1.732051,1.732051,1,cluster2
4292,1.732051,0,1,cluster1
4293,1.732051,1.732051,1,cluster2
4294,0,0,1,cluster3
4295,3.464102,1.732051,0,cluster0
4296,0,0,1,cluster3
4297,0,0,1,cluster3
4298,0,0,0,cluster3
4299,0,0,1,cluster3
4300,1.732051,1.732051,1,cluster2
4301,0,0,1,cluster3
4302,1.732051,0,1,cluster1
4303,1.732051,0,1,cluster1
4304,1.732051,0,1,cluster1
4305,0,0,1,cluster3
4306,3.464102,1.732051,1,cluster0
4307,0,0,0,cluster3
4308,1.732051,1.732051,0,cluster2
4309,1.732051,0,1,cluster1
4310,1.732051,1.732051,0,cluster2
4311,0,0,0,cluster3
4312,1.732051,0,0,cluster1
4313,0,0,1,cluster3
4314,0,0,0,cluster3
4315,3.464102,1.732051,1,cluster0
4316,1.732051,1.732051,1,cluster2
4317,0,0,0,cluster3
4318,1.732051,0,0,cluster1
4319,1.732051,0,1,cluster1
4320,1.732051,0,1,cluster1
4321,0,0,1,cluster3
4322,0,0,1,cluster3
4323,1.732051,1.732051,1,cluster2
4324,1.732051,0,1,cluster1
4325,0,0,1,cluster3
4326,0,0,1,cluster3
4327,1.732051,1.732051,1,cluster2
4328,1.732051,1.732051,1,cluster2
4329,1.732051,0,1,cluster1
4330,3.464102,1.732051,1,cluster0
4331,0,0,1,cluster3
4332,0,0,1,cluster3
4333,0,0,1,cluster3
4334,0,0,1,cluster3
4335,1.732051,1.732051,0,cluster2
4336,0,0,1,cluster3
4337,1.732051,1.732051,1,cluster2
4338,0,0,1,cluster3
4339,0,0,1,cluster3
4340,1.732051,0,1,cluster1
4341,1.732051,0,1,cluster1
4342,1.732051,0,1,cluster1
4343,1.732051,0,1,cluster1
4344,0,0,0,cluster3
4345,1.732051,1.732051,1,cluster2
4346,0,0,1,cluster3
4347,0,0,1,cluster3
4348,1.732051,1.732051,1,cluster2
4349,0,0,1,cluster3
4350,1.732051,0,1,cluster1
4351,0,0,1,cluster3
4352,1.732051,0,0,cluster1
4353,0,0,0,cluster3
4354,1.732051,0,1,cluster1
4355,0,0,1,cluster3
4356,1.732051,0,1,cluster1
4357,0,0,0,cluster3
4358,1.732051,1.732051,1,cluster2
4359,0,0,1,cluster3
4360,0,0,1,cluster3
4361,0,0,0,cluster3
4362,1.732051,0,1,cluster1
4363,1.732051,0,1,cluster1
4364,1.732051,0,1,cluster1
4365,0,0,0,cluster3
4366,0,0,1,cluster3
4367,1.732051,0,1,cluster1
4368,0,0,1,cluster3
4369,1.732051,0,1,cluster1
4370,3.464102,1.732051,1,cluster0
4371,1.732051,1.732051,1,cluster2
4372,1.732051,1.732051,1,cluster2
4373,0,0,1,cluster3
4374,1.732051,0,0,cluster1
4375,1.732051,1.732051,1,cluster2
4376,0,0,1,cluster3
4377,1.732051,1.732051,0,cluster2
4378,1.732051,0,1,cluster1
4379,0,0,1,cluster3
4380,0,0,1,cluster3
4381,1.732051,1.732051,0,cluster2
4382,0,0,0,cluster3
4383,1.732051,1.732051,1,cluster2
4384,1.732051,0,1,cluster1
4385,0,0,1,cluster3
4386,0,0,1,cluster3
4387,0,0,1,cluster3
4388,1.732051,0,1,cluster1
4389,1.732051,0,1,cluster1
4390,1.732051,0,1,cluster1
4391,1.732051,1.732051,0,cluster2
4392,0,0,1,cluster3
4393,1.732051,0,1,cluster1
4394,0,0,0,cluster3
4395,0,0,1,cluster3
4396,3.464102,1.732051,1,cluster0
4397,1.732051,1.732051,1,cluster2
4398,0,0,1,cluster3
4399,1.732051,0,1,cluster1
4400,1.732051,1.732051,1,cluster2
4401,1.732051,0,1,cluster1
4402,1.732051,1.732051,0,cluster2
4403,1.732051,1.732051,1,cluster2
4404,0,0,1,cluster3
4405,1.732051,0,1,cluster1
4406,0,0,0,cluster3
4407,1.732051,0,1,cluster1
4408,1.732051,1.732051,1,cluster2
4409,0,0,1,cluster3
4410,1.732051,1.732051,0,cluster2
4411,0,0,1,cluster3
4412,1.732051,1.732051,1,cluster2
4413,3.464102,1.732051,1,cluster0
4414,0,0,0,cluster3
4415,3.464102,1.732051,1,cluster0
4416,0,0,1,cluster3
4417,1.732051,0,1,cluster1
4418,0,0,1,cluster3
4419,0,0,1,cluster3
4420,1.732051,0,1,cluster1
4421,1.732051,1.732051,1,cluster2
4422,1.732051,0,1,cluster1
4423,0,0,1,cluster3
4424,1.732051,0,1,cluster1
4425,0,0,1,cluster3
4426,3.464102,1.732051,1,cluster0
4427,1.732051,0,1,cluster1
4428,0,0,1,cluster3
4429,0,0,1,cluster3
4430,3.464102,1.732051,0,cluster0
4431,0,0,1,cluster3
4432,0,0,1,cluster3
4433,1.732051,0,1,cluster1
4434,1.732051,0,1,cluster1
4435,1.732051,1.732051,0,cluster2
4436,1.732051,0,1,cluster1
4437,1.732051,1.732051,1,cluster2
4438,0,0,1,cluster3
4439,0,0,1,cluster3
4440,0,0,0,cluster3
4441,0,0,1,cluster3
4442,0,0,1,cluster3
4443,1.732051,0,1,cluster1
4444,0,0,1,cluster3
4445,0,0,0,cluster3
4446,1.732051,1.732051,1,cluster2
4447,3.464102,1.732051,1,cluster0
4448,1.732051,1.732051,1,cluster2
4449,0,0,1,cluster3
4450,0,0,1,cluster3
4451,0,0,1,cluster3
4452,1.732051,1.732051,1,cluster2
4453,0,0,0,cluster3
4454,1.732051,1.732051,1,cluster2
4455,1.732051,0,1,cluster1
4456,1.732051,0,0,cluster1
4457,1.732051,0,0,cluster1
4458,1.732051,1.732051,1,cluster2
4459,0,0,1,cluster3
4460,0,0,1,cluster3
4461,1.732051,0,1,cluster1
4462,0,0,1,cluster3
4463,0,0,1,cluster3
4464,0,0,1,cluster3
4465,1.732051,1.732051,1,cluster2
4466,3.464102,1.732051,1,cluster0
4467,0,0,0,cluster3
