@relation 2016_New_Coder_Survey-weka.filters.unsupervised.attribute.NumericToNominal-R5-weka.filters.unsupervised.attribute.Remove-R3-4_clustered

@attribute Instance_number numeric
@attribute Age numeric
@attribute Income numeric
@attribute Gender {0,1}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6}

@data
928,34,75000,1,cluster2
929,24,57000,1,cluster0
930,39,110000,1,cluster3
931,25,200000,1,cluster6
932,23,156000,1,cluster6
933,27,48000,1,cluster0
934,34,40000,0,cluster4
935,25,13000,1,cluster1
936,28,30000,1,cluster1
937,29,35000,1,cluster0
938,28,20000,1,cluster1
939,31,60000,1,cluster2
940,25,28000,0,cluster1
941,48,115000,1,cluster3
942,23,12000,1,cluster1
943,21,14400,1,cluster1
944,23,15000,1,cluster1
945,27,200000,1,cluster6
946,21,45000,1,cluster0
947,26,65000,1,cluster2
948,24,20000,1,cluster1
949,42,66433,1,cluster5
950,26,42000,1,cluster0
951,29,110000,1,cluster3
952,27,60000,1,cluster0
953,31,25000,1,cluster4
954,40,70000,1,cluster2
955,36,25000,1,cluster4
956,27,24000,1,cluster1
957,32,20000,1,cluster4
958,25,14000,0,cluster1
959,25,12000,1,cluster1
960,27,40000,1,cluster0
961,38,35000,0,cluster4
962,23,50076,1,cluster0
963,31,55000,1,cluster2
964,26,60000,1,cluster0
965,21,10800,1,cluster1
966,37,16000,1,cluster4
967,25,18000,1,cluster1
968,22,15000,0,cluster1
969,29,55000,1,cluster0
970,40,47000,1,cluster4
971,19,7800,1,cluster1
972,54,22000,1,cluster5
973,24,12000,1,cluster1
974,23,60000,1,cluster0
975,18,10000,1,cluster1
976,19,25000,1,cluster1
977,24,58020,1,cluster0
978,34,30000,1,cluster4
979,25,12000,1,cluster1
980,33,22000,1,cluster4
981,29,28000,1,cluster1
982,26,60000,1,cluster0
983,33,35000,1,cluster4
984,28,50000,0,cluster0
985,26,20000,1,cluster1
986,26,20000,1,cluster1
987,26,24000,0,cluster1
988,25,56375,1,cluster0
989,40,30000,1,cluster4
990,21,60000,1,cluster0
991,46,35000,1,cluster5
992,27,25000,1,cluster1
993,29,60000,1,cluster2
994,28,17000,1,cluster1
995,32,60000,0,cluster2
996,29,24000,1,cluster1
997,53,50000,1,cluster5
998,38,22000,1,cluster4
999,59,73000,1,cluster5
1000,23,60000,1,cluster0
1001,37,6000,1,cluster4
1002,24,30000,1,cluster1
1003,30,63000,0,cluster2
1004,24,37500,1,cluster0
1005,46,11500,1,cluster4
1006,24,13000,1,cluster1
1007,38,60000,1,cluster2
1008,34,94000,0,cluster3
1009,40,30000,1,cluster4
1010,31,42000,1,cluster0
1011,25,16000,1,cluster1
1012,29,60000,1,cluster2
1013,47,15000,0,cluster4
1014,26,60000,1,cluster0
1015,30,60000,1,cluster2
1016,22,15000,1,cluster1
1017,27,66000,1,cluster2
1018,19,12000,1,cluster1
1019,34,28000,1,cluster4
1020,27,17000,1,cluster1
1021,24,50000,0,cluster0
1022,26,30000,0,cluster1
1023,33,58000,1,cluster2
1024,44,75000,1,cluster5
1025,46,43000,1,cluster5
1026,27,7775,1,cluster1
1027,32,60000,0,cluster2
1028,32,36000,0,cluster4
1029,37,78000,1,cluster2
1030,29,40000,1,cluster0
1031,28,45000,1,cluster0
1032,20,9000,1,cluster1
1033,26,31000,1,cluster1
1034,27,55000,1,cluster0
1035,22,30000,1,cluster1
1036,35,22000,1,cluster4
1037,30,27000,0,cluster1
1038,24,200000,0,cluster6
1039,29,166000,1,cluster6
1040,27,30000,1,cluster1
1041,36,48000,0,cluster4
1042,39,110000,1,cluster3
1043,28,75000,0,cluster2
1044,73,105000,1,cluster5
1045,33,36000,1,cluster4
1046,23,38400,1,cluster0
1047,30,35000,1,cluster0
1048,40,66500,1,cluster2
1049,26,30000,1,cluster1
1050,27,30000,1,cluster1
1051,24,22000,0,cluster1
1052,49,90000,1,cluster5
1053,34,75000,1,cluster2
1054,32,106000,1,cluster3
1055,44,41000,0,cluster5
1056,24,12000,1,cluster1
1057,26,50000,1,cluster0
1058,34,60000,1,cluster2
1059,25,45000,1,cluster0
1060,39,65000,1,cluster2
1061,30,15000,1,cluster1
1062,23,19000,0,cluster1
1063,21,60000,0,cluster0
1064,22,13000,1,cluster1
1065,33,200000,1,cluster6
1066,33,70000,1,cluster2
1067,30,45000,1,cluster0
1068,36,140000,1,cluster3
1069,49,200000,1,cluster6
1070,27,70000,1,cluster2
1071,41,18000,1,cluster4
1072,16,14400,1,cluster1
1073,48,50000,0,cluster5
1074,37,25000,1,cluster4
1075,24,20000,1,cluster1
1076,25,15000,1,cluster1
1077,23,36000,1,cluster0
1078,30,45000,0,cluster0
1079,26,6000,1,cluster1
1080,25,20000,1,cluster1
1081,25,10000,1,cluster1
1082,27,65000,0,cluster2
1083,31,55000,1,cluster2
1084,28,47000,1,cluster0
1085,62,65000,1,cluster5
1086,39,53000,1,cluster4
1087,24,9600,1,cluster1
1088,36,12000,0,cluster4
1089,30,22000,0,cluster1
1090,30,55000,1,cluster2
1091,25,55000,1,cluster0
1092,20,27000,1,cluster1
1093,26,28000,0,cluster1
1094,33,97500,1,cluster3
1095,24,50000,1,cluster0
1096,27,32555,1,cluster0
1097,29,40000,1,cluster0
1098,32,52000,1,cluster2
1099,39,26000,1,cluster4
1100,33,75000,1,cluster2
1101,32,13000,1,cluster4
1102,25,38000,0,cluster0
1103,43,200000,1,cluster6
1104,33,18000,1,cluster4
1105,45,45000,1,cluster5
1106,35,40000,1,cluster4
1107,31,14400,1,cluster1
1108,37,20000,1,cluster4
1109,34,40000,1,cluster4
1110,30,50000,1,cluster0
1111,28,27000,0,cluster1
1112,27,74000,1,cluster2
1113,36,8000,0,cluster4
1114,41,80000,1,cluster3
1115,34,42000,0,cluster4
1116,26,35000,1,cluster0
1117,41,180000,1,cluster6
1118,20,10000,1,cluster1
1119,28,15000,1,cluster1
1120,39,35000,1,cluster4
1121,43,7000,1,cluster4
1122,21,60000,1,cluster0
1123,36,60000,1,cluster2
1124,34,30000,1,cluster4
1125,21,60000,0,cluster0
1126,31,32000,1,cluster4
1127,24,6000,1,cluster1
1128,31,35000,1,cluster4
1129,42,40000,1,cluster4
1130,22,45000,1,cluster0
1131,24,36000,1,cluster0
1132,31,42000,1,cluster0
1133,25,35000,1,cluster0
1134,37,47000,1,cluster4
1135,29,200000,1,cluster6
1136,27,38000,1,cluster0
1137,53,100000,1,cluster5
1138,27,36000,0,cluster0
1139,31,25000,1,cluster4
1140,28,56000,0,cluster0
1141,25,44400,1,cluster0
1142,26,29000,1,cluster1
1143,22,12000,0,cluster1
1144,29,12000,1,cluster1
1145,30,52000,1,cluster0
1146,21,60000,1,cluster0
1147,35,55000,1,cluster2
1148,37,12000,1,cluster4
1149,32,56000,0,cluster2
1150,24,35000,1,cluster0
1151,35,35000,1,cluster4
1152,26,34000,1,cluster0
1153,28,6000,1,cluster1
1154,31,41200,1,cluster0
1155,21,22000,1,cluster1
1156,29,23000,0,cluster1
1157,32,60000,1,cluster2
1158,29,34000,1,cluster0
1159,30,24000,1,cluster1
1160,36,32000,0,cluster4
1161,31,62000,1,cluster2
1162,50,44000,1,cluster5
1163,31,200000,1,cluster6
1164,33,65000,1,cluster2
1165,34,50000,1,cluster2
1166,27,15600,1,cluster1
1167,25,13000,1,cluster1
1168,41,54000,1,cluster5
1169,20,10000,1,cluster1
1170,25,14000,1,cluster1
1171,34,128000,1,cluster3
1172,35,200000,1,cluster6
1173,40,9000,1,cluster4
1174,28,8000,1,cluster1
1175,24,15000,1,cluster1
1176,28,100000,1,cluster3
1177,23,40000,0,cluster0
1178,45,14300,1,cluster4
1179,29,43000,1,cluster0
1180,41,69000,1,cluster2
1181,28,50000,0,cluster0
1182,27,9500,1,cluster1
1183,30,24000,1,cluster1
1184,32,24000,1,cluster4
1185,28,34000,1,cluster0
1186,23,43125,1,cluster0
1187,31,95000,0,cluster3
1188,35,63000,1,cluster2
1189,33,50000,1,cluster2
1190,20,39996,1,cluster0
1191,34,40000,1,cluster4
1192,35,102000,1,cluster3
1193,21,20000,0,cluster1
1194,30,8000,1,cluster1
1195,28,12000,1,cluster1
1196,30,30000,0,cluster1
1197,24,30000,0,cluster1
1198,35,85000,1,cluster2
1199,30,40000,1,cluster0
1200,49,100000,1,cluster3
1201,24,24000,0,cluster1
1202,40,31000,1,cluster4
1203,31,52000,1,cluster2
1204,24,12000,1,cluster1
1205,27,25000,1,cluster1
1206,40,85000,1,cluster3
1207,47,120000,1,cluster3
1208,45,80000,1,cluster5
1209,29,60000,0,cluster2
1210,23,28800,1,cluster1
1211,25,60000,1,cluster0
1212,27,36000,1,cluster0
1213,24,42000,1,cluster0
1214,24,27000,1,cluster1
1215,31,112000,1,cluster3
1216,32,50000,1,cluster2
1217,24,45000,1,cluster0
1218,27,34000,1,cluster0
1219,21,6000,1,cluster1
1220,31,12500,1,cluster1
1221,37,19900,0,cluster4
1222,26,7200,1,cluster1
1223,32,35000,1,cluster4
1224,40,12000,1,cluster4
1225,35,18000,1,cluster4
1226,37,200000,1,cluster6
1227,32,75000,1,cluster2
1228,19,30000,1,cluster1
1229,26,14000,1,cluster1
1230,18,7800,1,cluster1
1231,37,30000,1,cluster4
1232,27,7000,0,cluster1
1233,20,12000,1,cluster1
1234,46,115000,1,cluster3
1235,21,30000,0,cluster1
1236,47,25000,1,cluster5
1237,31,40000,0,cluster0
1238,28,24000,1,cluster1
1239,29,17000,1,cluster1
1240,39,10000,1,cluster4
1241,25,70000,1,cluster2
1242,57,30000,1,cluster5
1243,25,30000,0,cluster1
1244,28,37000,0,cluster0
1245,51,20000,1,cluster5
1246,46,20000,0,cluster4
1247,30,63000,0,cluster2
1248,25,38000,1,cluster0
1249,27,55000,1,cluster0
1250,25,90000,0,cluster2
1251,34,36000,1,cluster4
1252,37,85000,1,cluster3
1253,42,76000,1,cluster2
1254,22,13563,1,cluster1
1255,35,75000,1,cluster2
1256,23,66000,1,cluster0
1257,28,18750,1,cluster1
1258,27,9348,1,cluster1
1259,26,43000,1,cluster0
1260,29,100000,1,cluster3
1261,23,60000,1,cluster0
1262,28,48500,1,cluster0
1263,30,15000,1,cluster1
1264,23,6000,0,cluster1
1265,23,25000,1,cluster1
1266,26,9600,1,cluster1
1267,35,23374,1,cluster4
1268,27,40000,1,cluster0
1269,25,7200,1,cluster1
1270,29,34560,1,cluster0
1271,30,8000,1,cluster1
1272,25,20000,1,cluster1
1273,31,70000,1,cluster2
1274,25,13000,1,cluster1
1275,40,69000,1,cluster2
1276,53,40000,1,cluster5
1277,33,73000,1,cluster2
1278,33,30000,1,cluster4
1279,46,90000,1,cluster3
1280,27,200000,1,cluster6
1281,24,8000,1,cluster1
1282,35,200000,1,cluster6
1283,30,80000,1,cluster2
1284,44,80000,0,cluster5
1285,31,71000,1,cluster2
1286,27,60000,1,cluster0
1287,29,30000,1,cluster1
1288,27,70000,0,cluster2
1289,32,20000,1,cluster4
1290,31,45000,1,cluster0
1291,29,20300,1,cluster1
1292,34,53000,1,cluster2
1293,21,50000,1,cluster0
1294,34,70000,0,cluster2
1295,23,52000,1,cluster0
1296,29,48000,0,cluster0
1297,28,30000,1,cluster1
1298,42,58000,1,cluster5
1299,32,35000,1,cluster4
1300,26,98000,1,cluster3
1301,57,12000,0,cluster5
1302,25,12000,1,cluster1
1303,35,139000,0,cluster3
1304,31,45000,1,cluster0
1305,28,75000,1,cluster2
1306,42,105000,0,cluster3
1307,26,48000,0,cluster0
1308,30,36000,1,cluster0
1309,40,40000,1,cluster4
1310,27,10000,0,cluster1
1311,24,51600,1,cluster0
1312,28,50000,1,cluster0
1313,31,8000,1,cluster1
1314,29,60000,0,cluster2
1315,29,6000,1,cluster1
1316,24,35000,1,cluster0
1317,36,60000,1,cluster2
1318,25,42000,1,cluster0
1319,21,20000,1,cluster1
1320,56,124000,1,cluster3
1321,32,75000,1,cluster2
1322,31,70000,1,cluster2
1323,35,45000,1,cluster4
1324,27,17000,1,cluster1
1325,25,45000,0,cluster0
1326,48,62000,0,cluster5
1327,22,11300,0,cluster1
1328,54,70000,0,cluster5
1329,28,14000,1,cluster1
1330,35,12000,1,cluster4
1331,27,17000,0,cluster1
1332,27,15000,1,cluster1
1333,24,10000,1,cluster1
1334,32,6000,1,cluster1
1335,25,60000,0,cluster0
1336,33,39000,0,cluster4
1337,40,40000,1,cluster4
1338,21,15000,1,cluster1
1339,29,20000,1,cluster1
1340,25,60000,1,cluster0
1341,28,100000,1,cluster3
1342,45,7000,1,cluster4
1343,35,86000,1,cluster2
1344,21,8000,1,cluster1
1345,32,20000,1,cluster4
1346,25,8000,0,cluster1
1347,34,45000,1,cluster4
1348,22,9600,1,cluster1
1349,40,40000,1,cluster4
1350,29,40000,1,cluster0
1351,42,14000,1,cluster4
1352,28,16000,1,cluster1
1353,31,9000,1,cluster1
1354,37,30000,1,cluster4
1355,29,60000,1,cluster2
1356,27,18000,1,cluster1
1357,47,30000,0,cluster5
1358,36,30000,0,cluster4
1359,50,200000,1,cluster6
1360,29,40000,1,cluster0
1361,27,10000,1,cluster1
1362,33,40000,0,cluster4
1363,34,80000,1,cluster2
1364,44,100000,0,cluster3
1365,25,6600,1,cluster1
1366,24,44000,1,cluster0
1367,24,10000,1,cluster1
1368,24,21000,1,cluster1
1369,25,35000,0,cluster0
1370,24,40000,1,cluster0
1371,33,67200,1,cluster2
1372,27,40000,1,cluster0
1373,22,36000,1,cluster0
1374,30,16000,1,cluster1
1375,26,50000,1,cluster0
1376,36,15000,1,cluster4
1377,39,120000,1,cluster3
1378,43,192000,1,cluster6
1379,27,8500,0,cluster1
1380,30,12000,1,cluster1
1381,56,42000,1,cluster5
1382,28,72000,0,cluster2
1383,28,17500,1,cluster1
1384,28,200000,0,cluster6
1385,22,41640,1,cluster0
1386,25,11505,0,cluster1
1387,50,25000,1,cluster5
1388,56,11000,0,cluster5
1389,28,25000,1,cluster1
1390,28,38000,0,cluster0
1391,20,6000,1,cluster1
1392,30,80000,0,cluster2
1393,26,32000,1,cluster0
1394,35,48000,1,cluster4
1395,33,18000,1,cluster4
1396,26,16000,1,cluster1
1397,36,56000,1,cluster2
1398,28,18000,1,cluster1
1399,40,21000,1,cluster4
1400,23,60000,1,cluster0
1401,50,70000,0,cluster5
1402,30,14000,1,cluster1
1403,34,14400,1,cluster4
1404,47,50000,1,cluster5
1405,57,40000,1,cluster5
1406,29,130000,1,cluster3
1407,34,95000,1,cluster3
1408,28,70000,1,cluster2
1409,30,44614,1,cluster0
1410,34,24000,1,cluster4
1411,32,12000,1,cluster4
1412,28,10000,1,cluster1
1413,25,16000,0,cluster1
1414,28,40000,1,cluster0
1415,50,120000,1,cluster3
1416,31,40000,1,cluster0
1417,21,9000,1,cluster1
1418,24,54228,1,cluster0
1419,27,52125,1,cluster0
1420,30,58000,0,cluster2
1421,24,20000,1,cluster1
1422,19,24000,1,cluster1
1423,45,26000,1,cluster4
1424,24,47000,1,cluster0
1425,25,45000,0,cluster0
1426,31,27000,1,cluster4
1427,21,17256,0,cluster1
1428,29,12000,1,cluster1
1429,30,25000,1,cluster1
1430,39,8500,1,cluster4
1431,21,16000,1,cluster1
1432,25,41000,1,cluster0
1433,26,29000,1,cluster1
1434,47,105000,1,cluster3
1435,23,14700,1,cluster1
1436,20,20000,1,cluster1
1437,37,53000,1,cluster2
1438,25,10000,1,cluster1
1439,29,105000,0,cluster3
1440,25,24000,1,cluster1
1441,25,75000,1,cluster2
1442,61,139000,1,cluster3
1443,47,20000,1,cluster4
1444,26,30000,1,cluster1
1445,27,50000,0,cluster0
1446,28,30000,0,cluster1
1447,30,10000,1,cluster1
1448,30,30000,1,cluster1
1449,37,20000,1,cluster4
1450,23,18000,0,cluster1
1451,26,10000,0,cluster1
1452,40,30000,1,cluster4
1453,38,74000,1,cluster2
1454,28,32000,1,cluster0
1455,21,12000,1,cluster1
1456,32,23000,1,cluster4
1457,27,57000,1,cluster0
1458,29,40000,0,cluster0
1459,36,30000,1,cluster4
1460,35,20000,1,cluster4
1461,31,25000,1,cluster4
1462,22,25000,1,cluster1
1463,44,14000,1,cluster4
1464,23,80000,0,cluster2
1465,25,60000,1,cluster0
1466,25,60000,1,cluster0
1467,30,32000,0,cluster0
1468,23,70000,1,cluster0
1469,30,22000,0,cluster1
1470,25,15000,1,cluster1
1471,35,80000,1,cluster2
1472,37,62000,1,cluster2
1473,43,200000,1,cluster6
1474,35,45000,1,cluster4
1475,29,100000,0,cluster3
1476,25,12000,1,cluster1
1477,35,20000,1,cluster4
1478,33,70000,1,cluster2
1479,28,38000,1,cluster0
1480,26,20000,1,cluster1
1481,25,40000,1,cluster0
1482,22,28000,0,cluster1
1483,29,47000,1,cluster0
1484,26,14000,1,cluster1
1485,22,36000,1,cluster0
1486,22,8000,1,cluster1
1487,28,17379,1,cluster1
1488,30,55000,0,cluster2
1489,36,130000,1,cluster3
1490,22,14000,1,cluster1
1491,27,87000,1,cluster2
1492,23,10800,1,cluster1
1493,23,30000,1,cluster1
1494,28,12000,0,cluster1
1495,34,20000,0,cluster4
1496,22,120000,1,cluster3
1497,31,20000,1,cluster1
1498,30,80000,0,cluster2
1499,36,15000,1,cluster4
1500,28,40000,0,cluster0
1501,28,10000,1,cluster1
1502,17,24000,0,cluster1
1503,23,36000,1,cluster0
1504,26,9000,1,cluster1
1505,28,36000,1,cluster0
1506,30,20000,0,cluster1
1507,39,10000,1,cluster4
1508,35,90000,0,cluster3
1509,28,6000,1,cluster1
1510,35,10000,1,cluster4
1511,24,43200,1,cluster0
1512,32,75500,0,cluster2
1513,30,30000,0,cluster1
1514,25,30000,0,cluster1
1515,21,117500,1,cluster3
1516,31,36000,1,cluster0
1517,58,27000,1,cluster5
1518,45,50000,1,cluster5
1519,34,14000,1,cluster4
1520,27,55000,1,cluster0
1521,21,24000,1,cluster1
1522,25,29000,0,cluster1
1523,25,60000,0,cluster0
1524,52,10000,1,cluster5
1525,28,25000,0,cluster1
1526,28,12000,0,cluster1
1527,47,15000,0,cluster4
1528,25,30000,1,cluster1
1529,27,40000,1,cluster0
1530,29,100000,1,cluster3
1531,46,45000,1,cluster5
1532,31,45000,1,cluster0
1533,36,45000,1,cluster4
1534,36,40000,0,cluster4
1535,28,24000,0,cluster1
1536,29,42000,1,cluster0
1537,46,6000,1,cluster4
1538,33,45000,1,cluster4
1539,22,30000,1,cluster1
1540,36,30000,1,cluster4
1541,25,48000,1,cluster0
1542,32,75000,0,cluster2
1543,23,64000,0,cluster0
1544,29,45000,1,cluster0
1545,32,24000,1,cluster4
1546,28,16000,1,cluster1
1547,53,15000,1,cluster5
1548,23,34800,1,cluster0
1549,22,48000,1,cluster0
1550,23,6000,1,cluster1
1551,42,50000,0,cluster5
1552,36,12000,1,cluster4
1553,46,115000,1,cluster3
1554,24,6000,1,cluster1
1555,34,10000,1,cluster4
1556,27,15000,1,cluster1
1557,24,100000,1,cluster3
1558,49,28000,1,cluster5
1559,30,30000,1,cluster1
1560,50,100000,1,cluster3
1561,25,53000,0,cluster0
1562,41,65000,1,cluster2
1563,63,120000,1,cluster5
1564,31,97000,0,cluster3
1565,22,55200,1,cluster0
1566,24,51432,1,cluster0
1567,31,25000,1,cluster4
1568,26,30000,1,cluster1
1569,40,90000,1,cluster3
1570,26,6081,1,cluster1
1571,35,120000,1,cluster3
1572,39,45000,1,cluster4
1573,34,60000,1,cluster2
1574,50,90000,1,cluster5
1575,36,12000,1,cluster4
1576,28,40000,1,cluster0
1577,39,60000,1,cluster2
1578,54,42000,1,cluster5
1579,27,15000,1,cluster1
1580,30,30000,1,cluster1
1581,28,9000,0,cluster1
1582,40,200000,1,cluster6
1583,25,30000,1,cluster1
1584,28,25000,0,cluster1
1585,23,50000,0,cluster0
1586,29,28000,1,cluster1
1587,35,100000,1,cluster3
1588,39,25000,1,cluster4
1589,38,55000,1,cluster2
1590,33,65000,1,cluster2
1591,27,38000,1,cluster0
1592,31,36000,1,cluster0
1593,24,61740,1,cluster0
1594,34,55000,1,cluster2
1595,37,72000,0,cluster2
1596,33,53000,1,cluster2
1597,27,47000,1,cluster0
1598,29,65000,1,cluster2
1599,37,50000,0,cluster4
1600,47,58000,0,cluster5
1601,37,36000,0,cluster4
1602,24,45000,1,cluster0
1603,22,57084,1,cluster0
1604,34,48000,1,cluster2
1605,23,30000,0,cluster1
1606,22,60000,1,cluster0
1607,32,75000,1,cluster2
1608,27,60000,1,cluster0
1609,35,65000,1,cluster2
1610,21,15000,1,cluster1
1611,25,14400,1,cluster1
1612,26,6300,1,cluster1
1613,34,65000,1,cluster2
1614,19,24000,1,cluster1
1615,25,28800,0,cluster1
1616,30,36000,1,cluster0
1617,30,55000,1,cluster2
1618,23,49200,1,cluster0
1619,39,40000,0,cluster4
1620,23,25000,1,cluster1
1621,35,77000,1,cluster2
1622,29,35000,1,cluster0
1623,31,45000,1,cluster0
1624,28,27696,1,cluster1
1625,34,200000,1,cluster6
1626,47,50000,1,cluster5
1627,29,60000,1,cluster2
1628,26,9000,1,cluster1
1629,26,36000,0,cluster0
1630,23,38000,0,cluster0
1631,28,110282,1,cluster3
1632,30,25000,1,cluster1
1633,45,20000,1,cluster4
1634,26,75000,1,cluster2
1635,35,32000,1,cluster4
1636,28,7000,1,cluster1
1637,30,60000,0,cluster2
1638,65,128000,1,cluster5
1639,36,60000,1,cluster2
1640,20,39600,1,cluster0
1641,26,12000,1,cluster1
1642,27,26000,0,cluster1
1643,28,70000,1,cluster2
1644,25,28000,1,cluster1
1645,35,12000,1,cluster4
1646,46,80000,1,cluster5
1647,40,50000,1,cluster4
1648,23,41000,1,cluster0
1649,32,32000,0,cluster4
1650,27,16000,1,cluster1
1651,29,15000,1,cluster1
1652,27,20000,1,cluster1
1653,27,90000,0,cluster2
1654,29,8000,1,cluster1
1655,27,12000,1,cluster1
1656,25,13000,1,cluster1
1657,27,10000,1,cluster1
1658,31,40000,1,cluster0
1659,23,14400,0,cluster1
1660,24,20909,1,cluster1
1661,22,8400,1,cluster1
1662,21,8400,0,cluster1
1663,33,20000,1,cluster4
1664,25,22000,1,cluster1
1665,28,15000,0,cluster1
1666,34,60000,1,cluster2
1667,24,12000,0,cluster1
1668,31,35000,0,cluster4
1669,29,32000,1,cluster0
1670,22,36072,1,cluster0
1671,24,72000,1,cluster2
1672,32,80000,1,cluster2
1673,30,150000,1,cluster6
1674,32,12500,1,cluster4
1675,19,13000,0,cluster1
1676,29,8500,1,cluster1
1677,30,24000,1,cluster1
1678,26,24000,1,cluster1
1679,29,55000,1,cluster0
1680,32,36500,1,cluster4
1681,29,28800,1,cluster1
1682,23,36000,1,cluster0
1683,28,65000,1,cluster2
1684,21,6000,0,cluster1
1685,37,10000,1,cluster4
1686,31,45000,1,cluster0
1687,24,6000,1,cluster1
1688,54,60000,0,cluster5
1689,19,60000,0,cluster0
1690,26,11000,1,cluster1
1691,25,123000,1,cluster3
1692,25,55000,1,cluster0
1693,28,40000,1,cluster0
1694,34,65000,1,cluster2
1695,46,20000,1,cluster4
1696,45,10000,1,cluster4
1697,28,15000,1,cluster1
1698,26,26000,1,cluster1
1699,27,30000,1,cluster1
1700,25,100000,1,cluster3
1701,33,12000,1,cluster4
1702,29,33000,1,cluster0
1703,39,108000,1,cluster3
1704,40,121000,1,cluster3
1705,32,105000,1,cluster3
1706,26,6000,1,cluster1
1707,47,32000,1,cluster5
1708,35,50000,1,cluster2
1709,26,20000,1,cluster1
1710,28,38000,1,cluster0
1711,21,13000,1,cluster1
1712,40,26000,1,cluster4
1713,39,24000,1,cluster4
1714,32,7900,1,cluster1
1715,28,14400,1,cluster1
1716,22,72000,1,cluster0
1717,28,40800,0,cluster0
1718,41,32000,0,cluster4
1719,19,30000,1,cluster1
1720,28,16000,1,cluster1
1721,23,27000,0,cluster1
1722,29,50000,0,cluster0
1723,24,10000,1,cluster1
1724,26,48000,1,cluster0
1725,30,9000,1,cluster1
1726,28,20000,1,cluster1
1727,27,6100,1,cluster1
1728,29,24000,1,cluster1
1729,28,40000,1,cluster0
1730,29,55000,1,cluster0
1731,28,80000,1,cluster2
1732,28,10000,1,cluster1
1733,41,100000,0,cluster3
1734,28,10000,1,cluster1
1735,30,30000,0,cluster1
1736,17,26400,1,cluster1
1737,32,45000,1,cluster0
1738,38,90000,1,cluster3
1739,59,10000,1,cluster5
1740,27,35000,1,cluster0
1741,28,50000,0,cluster0
1742,27,30000,1,cluster1
1743,42,43500,1,cluster4
1744,22,6600,1,cluster1
1745,29,25000,1,cluster1
1746,23,6000,1,cluster1
1747,24,26000,0,cluster1
1748,34,60000,1,cluster2
1749,26,25000,0,cluster1
1750,29,50000,1,cluster0
1751,32,29000,1,cluster4
1752,30,15000,0,cluster1
1753,25,60000,1,cluster0
1754,33,24000,0,cluster4
1755,26,55000,1,cluster0
1756,37,60000,1,cluster2
1757,25,57600,1,cluster0
1758,29,12000,0,cluster1
1759,35,100000,1,cluster3
1760,32,14416,0,cluster4
1761,28,18000,1,cluster1
1762,25,17000,1,cluster1
1763,31,60000,0,cluster2
1764,36,80000,1,cluster2
1765,28,110000,1,cluster3
1766,26,10000,1,cluster1
1767,48,45000,1,cluster5
1768,31,80000,1,cluster2
1769,25,50000,1,cluster0
1770,29,78000,1,cluster2
1771,29,12000,1,cluster1
1772,37,19000,1,cluster4
1773,37,48000,1,cluster4
1774,25,50000,1,cluster0
1775,37,55000,1,cluster2
1776,29,70800,1,cluster2
1777,26,10000,1,cluster1
1778,30,50000,0,cluster0
1779,28,6480,1,cluster1
1780,28,6000,1,cluster1
1781,28,42200,1,cluster0
1782,27,10000,1,cluster1
1783,19,7000,1,cluster1
1784,26,15000,1,cluster1
1785,41,75000,1,cluster2
1786,31,40000,0,cluster0
1787,40,30000,1,cluster4
1788,34,35000,1,cluster4
1789,27,55000,1,cluster0
1790,23,95000,1,cluster2
1791,25,63000,1,cluster0
1792,41,60000,1,cluster5
1793,24,36000,1,cluster0
1794,41,6000,1,cluster4
1795,24,18000,0,cluster1
1796,46,85000,1,cluster5
1797,26,30000,1,cluster1
1798,40,112000,1,cluster3
1799,24,40000,1,cluster0
1800,25,12000,1,cluster1
1801,26,8000,1,cluster1
1802,30,25000,1,cluster1
1803,31,65000,1,cluster2
1804,29,12000,1,cluster1
1805,24,10000,1,cluster1
1806,32,180000,1,cluster6
1807,25,75000,1,cluster2
1808,25,24000,0,cluster1
1809,28,60000,1,cluster2
1810,30,31000,1,cluster0
1811,27,52000,1,cluster0
1812,30,40000,1,cluster0
1813,32,28000,1,cluster4
1814,30,20000,1,cluster1
1815,36,120000,1,cluster3
1816,24,45000,0,cluster0
1817,28,20000,0,cluster1
1818,28,28000,1,cluster1
1819,43,45000,1,cluster5
1820,35,65000,1,cluster2
1821,38,90000,1,cluster3
1822,37,12000,1,cluster4
1823,28,18000,1,cluster1
1824,26,7000,1,cluster1
1825,30,50000,0,cluster0
1826,14,12000,1,cluster1
1827,26,36000,1,cluster0
1828,29,6800,1,cluster1
1829,34,48000,1,cluster2
1830,22,28000,1,cluster1
1831,39,25000,1,cluster4
1832,23,40000,0,cluster0
1833,22,125000,1,cluster3
1834,34,8000,1,cluster4
1835,45,6000,1,cluster4
1836,27,36000,1,cluster0
1837,26,60000,1,cluster0
1838,28,24000,1,cluster1
1839,30,25000,1,cluster1
1840,53,72000,1,cluster5
1841,34,25000,0,cluster4
1842,58,74000,0,cluster5
1843,29,42000,1,cluster0
1844,24,40000,1,cluster0
1845,26,7200,1,cluster1
1846,52,20000,1,cluster5
1847,29,85000,1,cluster2
1848,36,20000,1,cluster4
1849,36,30000,1,cluster4
1850,23,36000,1,cluster0
1851,27,30000,0,cluster1
1852,26,21700,0,cluster1
1853,28,200000,0,cluster6
1854,28,55000,1,cluster0
