Latitude, Aircraft.Damage, Longitude
46.255833, 2, -5
38.796666, 3, -5
45.539722, 2, -6
29.912222, 3, -4
4.21, 2, -3
40.82, 2, -3
56.54, 2, -7
28.760278, 2, -4
44.861667, 2, -4
34.672223, 2, -4
40.219167, 2, -5
30.427778, 2, -4
34.983333, 2, -4
32.460833, 2, -4
40.333056, 2, -3
34.901944, 2, -3
43.471945, 2, -3
29.408056, 3, -4
38.009722, 2, -3
27.395555, 2, -4
33.254722, 2, -4
37.826389, 2, -6
38.601944, 2, -4
60.966111, 2, -7
29.768056, 3, -4
47.751111, 2, -6
44.926111, 2, -4
36.909722, 2, -3
39.795277, 2, -6
36.745, 2, -4
35.766667, 2, -5
46.606944, 2, -5
28.975556, 2, -4
33.257778, 2, -4
55.7825, 2, -6
45.451389, 2, -6
33.675556, 2, -5
34.801389, 2, -3
40.442777, 2, -3
41.195833, 2, -4
60.016667, 2, -7
35.610278, 3, -5
36.52, 2, -4
24.873611, 2, -4
41.604722, 1, -4
44.052778, 2, -4
38.806667, 2, -4
36.666667, 2, -3
46.8, 2, -4
43.641666, 2, -5
41.433056, 2, -5
38.468889, 2, -4
3.466667, 2, -3
45.303056, 3, -6
42.935833, 2, -4
40.508889, 2, -6
42.716667, 2, -3
31.875278, 2, -5
47.629167, 2, -6
32.2625, 2, -5
36.099444, 1, -5
35.726945, 3, -5
30.333333, 2, -4
34.015833, 2, -5
47.309722, 2, -5
59.033333, 2, -7
29.104167, 2, -4
26.683056, 2, -4
10.152778, 3, -3
37.745, 2, -5
34.531945, 2, -4
36.093055, 2, -5
34.593055, 2, -4
41.032223, 3, -3
42.568611, 2, -3
27.460556, 2, -4
30.063333, 2, -4
41.200278, 2, -3
34.259444, 3, -5
38.215278, 3, -5
47.47, 2, -6
37.35, 2, -6
37.127778, 2, -3
35.469167, 2, -5
39.983889, 3, -3
41.938611, 3, -4
37.511944, 2, -6
53.865833, 2, 0
39.583056, 2, -4
43.641944, 2, -5
39.564722, 2, -3
41.302778, 2, -4
35.602222, 2, -4
38.890277, 2, -4
42.826389, 2, -3
-2.296389, 3, -3
45.343889, 2, -6
40.761944, 2, -4
37.073056, 3, -4
48.433611, 2, -5
60.809444, 2, -7
69.116667, 2, -7
43.077778, 2, -4
40.917778, 2, -5
35.3075, 2, -4
38.570556, 2, -4
33.275556, 2, -5
32.579167, 2, -4
67.769445, 2, -7
45.236944, 2, -5
39.374445, 2, -5
32.895, 2, -5
39.549166, 3, -4
30.688889, 2, -4
39.843611, 2, -4
40.096389, 1, -3
61.571945, 2, -7
31.863333, 2, -4
44.274167, 2, -6
34.421667, 2, -5
30.519723, 2, -4
27.395555, 2, -4
36.329723, 2, -3
47.514444, 2, -6
35.219167, 3, -5
39.219167, 2, -3
57.097777, 3, -6
40.168611, 3, -4
45.9325, 2, -5
30.17, 2, -4
39.228889, 2, -5
34.908889, 2, -4
33.63, 2, -5
30.878611, 2, -4
42.904722, 2, -5
36.6125, 2, -3
34.945833, 3, -4
36.029723, 2, -5
61.271945, 2, -7
61.95, 2, -7
42.556667, 2, -4
29.818056, 2, -4
40.503333, 2, -3
40.85, 2, -3
39.570278, 1, -5
30.707222, 2, -4
26.845833, 2, -4
45.401944, 2, -6
43.767778, 2, -3
18.255556, 2, -3
30.243055, 2, -4
33.725278, 2, -4
-32.096666, 3, 5
39.003889, 2, -5
34.653889, 2, -4
-23.364444, 3, -2
33.420556, 2, -5
33.896944, 2, -5
33.085277, 3, -5
35.264722, 2, -5
33.871945, 2, -4
47.304444, 2, -5
35.220278, 2, -6
30.716667, 2, -4
39.667223, 2, -5
36.685, 2, -4
41.805556, 2, -5
46.794722, 2, -5
28.443611, 2, -4
29.374723, 2, -4
60.707222, 2, -7
30.208611, 2, -5
46.247777, 2, -5
40.751389, 3, -5
32.7, 2, -4
37.221667, 3, -6
32.656389, 2, -5
33.756944, 2, -5
33.268889, 2, -5
60.779723, 2, -8
33.891944, 2, -5
62.563611, 2, -7
46.761667, 2, -6
43.191389, 2, -3
35.811389, 2, -4
32.948055, 3, -4
29.69, 3, -4
40.868056, 2, -5
38.976389, 2, -3
29.510278, 2, -4
32.601389, 2, -4
38.135833, 2, -3
60.905833, 2, -8
38.683889, 2, -6
36.318056, 2, -4
30.061944, 2, -4
44.968056, 3, -5
41.203611, 2, -6
70.9825, 2, -7
43.202778, 2, -3
45.120834, 2, -5
35.702778, 2, -4
31.806667, 2, -5
39.467778, 2, -5
41.071389, 2, -4
61.051111, 2, -7
-38.828056, 3, 7
35.958056, 2, -4
39.57, 2, -5
29.570278, 2, -4
42.965278, 2, -4
36.285833, 2, -5
40.874723, 1, -4
52.172223, 3, 0
40.869445, 2, -5
47.53, 2, -6
61.4, 2, -7
42.664444, 2, -4
18.502778, 2, -3
39.453889, 2, -4
38.080556, 2, -4
46.767778, 3, -5
30.042777, 2, -4
34.440277, 2, -5
38.726667, 2, -4
64.318889, 3, -7
35.626945, 3, -5
44.170556, 2, -3
27.91, 2, -4
32.766667, 2, -4
33.9425, 2, -5
26.689166, 2, -4
38.2, 2, -4
21.463611, 2, -7
31.85, 2, -5
30.203611, 2, -4
32.446666, 2, -5
29.055833, 2, -4
27.495, 2, -4
64.658333, 2, -7
29.702778, 2, -4
41.430834, 2, -4
28.513889, 2, -4
58.678889, 2, -7
46.15, 2, 0
61.865556, 3, -7
36.535555, 2, -4
32.467223, 2, -5
-12.504167, 2, -3
37.506389, 2, -6
38.945, 2, -3
34.904444, 2, -5
37.693611, 2, -6
21, 3, -7
44.124723, 2, -5
34.046666, 3, -5
39.935277, 2, -4
45.47, 2, -3
37.146389, 2, -5
32.116111, 2, -5
29.356667, 2, -4
30.554167, 2, -4
33.640277, 2, -5
26.191666, 3, -4
33.824167, 3, -5
64.391389, 2, -7
32.504167, 2, -5
41.311667, 3, -5
44.857222, 2, -4
50.459167, 3, 0
42.578611, 3, -6
39.484722, 1, -4
41.446944, 2, -4
65.671389, 3, 0
37.489444, 2, -4
44.203333, 3, -3
40.075834, 3, -6
45.991389, 2, -5
67.253611, 2, -7
41.066945, 2, -3
40.040277, 2, -5
62.534444, 2, -7
40.426667, 2, -5
38.058333, 2, -4
35.935, 2, -3
36.843611, 3, -5
35.8775, 2, -4
26.254444, 3, -4
32.544722, 2, -4
40.830278, 2, -3
42.616945, 2, -5
28.441666, 2, -4
36.168611, 2, -4
48.979723, 2, -6
36.859722, 2, -6
37.511944, 2, -6
67.803333, 2, -8
61.366667, 2, -7
45.250556, 3, -3
31.586389, 2, -5
42.259722, 2, -4
31.702222, 2, -5
33.921389, 2, -5
39.048055, 2, -5
61.4, 2, -7
30.641944, 2, -4
38.360556, 2, -4
42.081945, 2, -4
33.645555, 2, -4
36.057778, 2, -4
40.802778, 2, -5
36.9375, 2, -3
43.576667, 2, -4
33.258333, 2, -5
33.271945, 2, -5
18.263611, 2, -3
33.503056, 2, -4
38.148889, 2, -6
43.369723, 2, -4
44.441944, 2, -3
66.885555, 2, -8
33.969167, 2, -4
60.866945, 2, -8
49.867778, 3, -4
40.435833, 3, -5
45.18, 2, -6
26.557778, 3, -4
40.242222, 2, -4
61.2, 2, -7
38.700278, 2, 1
31.886944, 2, -4
36.039722, 3, -4
35.886111, 2, -4
34.256667, 2, -5
40.85, 1, -3
33.300833, 2, -5
45.456944, 2, -5
38.610278, 2, -4
38.228334, 2, -4
26.246944, 2, -4
35.9475, 2, -5
-3.255556, 3, -3
39.901111, 2, -4
33.729445, 3, -5
28.844444, 2, -4
33.579167, 2, -5
36.124445, 1, -4
29.506667, 2, -4
36.514167, 3, -4
43.626667, 3, -5
37.933334, 3, 8
36.55, 2, -3
32.825833, 2, -5
43.733333, 2, -5
37.95, 2, -6
33.75, 2, -5
40.729445, 2, -3
45.716945, 2, -5
48.498889, 2, -6
43.023334, 2, -5
45.563333, 3, -4
51.875, 1, 0
36.270834, 2, -5
29.633611, 3, -4
40.777223, 2, -3
35.896389, 3, -4
60.774167, 2, -7
43.397222, 2, -3
42.114167, 2, -4
35.836944, 2, -4
37.798611, 2, -4
43.55, 2, -4
33.265, 3, -4
33.860556, 2, -4
39.014444, 2, -4
29.336944, 2, 4
44.607778, 2, -6
34.930834, 2, -5
43.586944, 2, -5
8.819723, 2, -3
32.630834, 2, -5
40.875278, 2, -3
33.311667, 2, -3
27.769723, 3, -4
35.115833, 2, -4
-9.320834, 3, -3
16.25, 2, -3
27.899722, 2, -4
42.206667, 2, -4
34.205833, 2, -5
39.668056, 2, -5
26.845277, 2, -4
38.052778, 2, 3
61.456667, 2, -7
44.06, 2, -3
33.658056, 2, -5
30.424723, 3, -4
36.076667, 2, -4
21.574445, 2, -7
35.930556, 2, -4
41.830834, 2, -4
34.200556, 2, -5
39.078334, 2, -4
32.2125, 2, -5
41.393333, 2, -5
35.507778, 2, -4
36.625834, 2, -4
33.888889, 2, -4
48.741389, 2, -3
43.849722, 2, -5
36.321667, 3, -4
34.394444, 2, -5
42.566389, 2, -3
33.005556, 2, -4
4.091111, 3, -3
43.738611, 2, -5
32.8425, 2, -4
31.351389, 2, -4
39.280556, 2, -4
32.236944, 2, -4
27.975556, 2, -4
44.721945, 2, -4
33.576111, 2, -5
46.64, 2, -5
34.654444, 2, -5
39.145833, 2, -4
46.743889, 2, -5
45.1125, 2, -4
37.668889, 3, -5
21.528334, 1, -4
40.732223, 2, -4
29.597777, 2, -4
44.329167, 2, -4
42.7225, 2, -3
40.313889, 3, -5
-10.586944, 3, -3
30.243611, 2, -4
-34.006667, 2, 1
36.541944, 2, -5
41.508333, 2, -4
41.146111, 2, -4
29.372778, 2, -5
30.663056, 2, -4
34.653611, 2, -5
38.076945, 2, -3
44.014167, 2, -5
36.351389, 2, -4
43.398055, 2, -5
43.14, 2, -4
40.091944, 2, -3
41.352222, 2, -5
55.35, 1, -6
42.334722, 2, -3
38.478056, 2, -4
39.908611, 2, -5
61.134166, 2, -7
47.383333, 2, -6
60.048333, 2, -7
-48.571389, 3, 0
41.736666, 2, -3
25.038889, 2, -3
9.9525, 3, 5
33.829445, 2, -5
19.255833, 2, -3
40.686944, 3, -6
43.25, 2, -4
59.737777, 2, 1
34.080834, 2, -5
41.384166, 2, -3
27.491666, 2, -4
33.978056, 3, -5
33.961111, 3, -5
34.546389, 3, 3
32.991666, 2, -5
44.142222, 2, -5
30.307222, 3, -4
33.258056, 2, -4
40.446111, 2, -5
42.531111, 1, -4
35.636944, 3, -4
30.396666, 1, -4
38.945555, 2, -5
34.111667, 2, -5
34.845555, 2, -5
-20, 3, 7
41.945277, 2, -4
32.788889, 2, -5
41.241389, 2, -4
37.521111, 2, -3
35.772223, 3, -3
34.470834, 2, -4
31.976111, 2, -4
40.728611, 2, -3
39.345277, 2, -4
31.398889, 3, -5
41.812778, 2, -4
28.522223, 2, -4
32.578056, 2, -4
37.138333, 3, -5
41.7875, 2, -4
59.466667, 2, -6
44.966389, 2, -4
37.706667, 2, -5
45.195555, 2, -4
29.834444, 2, -4
43.499444, 2, -5
29.467223, 2, -4
43.1675, 2, -4
33.971111, 2, -5
38.724167, 2, -6
40.481945, 2, -3
37, 2, -5
46.212222, 2, -5
41.189722, 2, -4
33.8375, 2, -4
37.203333, 2, -5
38.6, 2, -4
29.804167, 2, -4
38.909167, 2, -6
-8.914444, 3, 1
40.066111, 2, -5
47.774445, 2, -5
46.041111, 3, -6
61.466667, 2, -7
38.19, 2, -4
33.700556, 2, -5
35.216667, 2, -4
21.919167, 2, -7
37.263056, 3, -6
31.606944, 3, -4
64.333611, 2, -7
61.237777, 2, -7
41.790555, 2, -5
34.173056, 2, -4
32.123334, 2, -5
36.023889, 2, -4
32.897777, 2, -3
34.733889, 2, -3
40.212222, 2, -3
28.768334, 2, -4
9.956944, 3, -4
33.4, 3, -7
36.893333, 2, -6
60, 2, -7
45.776945, 2, 0
43.341111, 2, -3
35.145, 2, -5
61.213611, 2, -7
34.9775, 2, -4
26.593055, 2, -4
30.520834, 2, -5
39.318056, 2, -3
46.321389, 2, -4
42.003889, 2, -4
41.535, 2, -4
32.425, 2, -4
36.797222, 2, -4
27.765, 2, -4
61.4625, 2, -7
33.618056, 2, -5
35.097222, 1, -4
34.086111, 2, -5
32.841666, 2, -4
36.329445, 2, -4
43.984444, 2, -4
34.971111, 2, -4
38.288889, 2, -5
35.5775, 2, -3
40.445833, 2, -4
33.175278, 2, -4
34.270278, 2, -4
33.651111, 2, -5
39.012778, 2, -6
48.6, 2, -5
26.744166, 2, -4
35.288889, 2, -4
6.8075, 3, -2
28, 2, -4
35.915278, 3, -4
34.853611, 2, -4
39.955, 3, -5
39.667223, 2, -5
41.580556, 3, -4
36.993889, 3, -6
40.765, 2, -3
31.251389, 2, -4
14.067223, 3, -4
47.138055, 2, -5
25.505833, 2, -4
27.483333, 3, -4
37.5, 2, -1
33.920834, 2, -5
29.061667, 2, -4
37.648333, 3, -5
30.828889, 2, -4
34.654444, 2, -5
33.425278, 2, -5
39.175, 2, -5
31.431945, 2, -4
-33.918889, 3, 7
43.204444, 3, -5
39.195555, 2, -5
18.256111, 2, -3
43.034166, 2, -4
37.803333, 2, -3
45.588611, 1, -6
41.685277, 3, -3
34.484166, 2, -4
43.833889, 2, 0
41.071389, 2, -4
24.129723, 2, -5
33.923889, 2, 5
26.001111, 2, -4
60.809722, 2, -7
35.673056, 2, -4
33.645, 2, -4
45.122223, 2, -5
44.911667, 2, -5
33.8375, 2, -4
39.154722, 3, -4
33.529445, 2, -4
40.431667, 2, -5
43.9925, 2, -4
48.411389, 2, -5
28.922778, 2, -4
31.3275, 2, -4
37.505278, 2, -3
34.920834, 2, -5
30.240555, 2, -4
66.174167, 2, -7
41.743889, 2, -3
47.904167, 2, -6
47.514444, 2, -6
44.020556, 2, -5
43.06, 2, -4
40.874723, 2, -4
-33.478889, 3, -3
27.462222, 2, -4
65.133333, 2, -7
35.934722, 2, -6
33.110556, 2, -4
41.448055, 2, -4
40.05, 2, -3
42.536944, 2, -5
30.454722, 2, -4
35.561667, 2, -4
38.6675, 2, -6
40.217778, 2, -4
38.262778, 2, -6
25.917223, 2, -4
44.213333, 2, -4
41.359722, 2, -3
36.234444, 2, -5
19.738611, 1, -7
27.915556, 3, -4
27.996389, 1, -4
24.285, 3, -5
38.116389, 2, -4
38.289722, 2, -5
46.901111, 2, -5
36.937777, 3, -6
42.574445, 2, -6
38.671389, 3, -4
29.55, 2, -4
30.532778, 2, -4
40.312778, 3, -5
43.35, 2, -4
31.595, 2, -5
27.495, 2, -4
37.897222, 3, -6
29.671111, 2, -4
40.849166, 2, -3
33.653889, 2, -5
9.906667, 3, -3
44.936111, 3, 0
39.366111, 2, -3
48.178611, 2, -5
32.098611, 2, -4
36.066667, 2, -5
38.976389, 2, -3
27.988889, 2, -4
34.231111, 2, -4
34.935555, 2, -5
32.523334, 1, -4
39.785277, 2, -5
37.778889, 2, -4
43.978889, 2, -6
57.051111, 3, -6
46.720834, 2, -5
42.591389, 2, -5
42.716945, 2, -3
38.838055, 2, -4
32.572223, 2, -5
33.922778, 2, -5
33.569723, 2, -4
38.726667, 2, -4
42.283333, 2, -3
44.769167, 2, -5
43.646111, 2, -3
47.353056, 2, -5
47.301944, 2, -4
37.428334, 3, -6
37.792222, 2, -6
30.667223, 3, -4
40.922778, 2, -4
39.367223, 3, -3
41.453889, 2, -4
43.508056, 2, -5
44.253889, 2, -6
33.406389, 2, 4
84.571667, 2, -1
38.771945, 2, -5
10.603056, 2, -3
36.734166, 3, -5
28.0575, 2, -4
33.357222, 2, -4
59.122223, 2, -7
27.988333, 2, -4
42.825278, 1, -5
37.894166, 2, -6
39.843611, 2, -4
62.279167, 2, -7
46.28, 2, -4
36.686111, 2, -5
42.064444, 2, -5
34.213889, 2, -5
33.688055, 2, -5
36.3725, 2, -4
29.8925, 2, -4
38.574167, 2, -6
40.141666, 2, -5
40.1475, 2, -4
38.888055, 2, -5
45.768611, 2, -6
61.983333, 3, -7
43.4175, 2, -4
38.256111, 2, -5
31.234444, 2, -4
44.492222, 2, -5
35.270278, 2, -4
28.0925, 2, -4
37.487222, 2, -6
40.836666, 2, -3
30.708611, 2, -4
42.177222, 2, -5
38.641389, 2, -4
41.519445, 2, -4
31.853611, 2, -4
34.991389, 2, -3
41.883056, 2, -5
37.203056, 2, -5
39.746666, 2, -4
34.199722, 2, -5
45.483889, 2, -4
34.982223, 2, -5
32.340555, 2, -4
32.572223, 2, -5
44.302222, 3, -5
32.956111, 2, -5
47.567223, 3, 0
37.135555, 3, -4
35.373334, 2, -4
38.230556, 2, -5
43.316667, 3, -4
48.299444, 2, -5
40.57, 2, -4
40.081945, 2, -3
39.483056, 2, -6
26.5, 2, 6
38.843055, 2, -3
33.224167, 2, -5
30.131389, 2, -4
44.06, 2, -3
33.918334, 3, -4
34.1, 3, -5
38.074167, 2, -4
29.833333, 2, -4
32.110556, 2, -4
39.331667, 2, -5
29.607222, 2, -4
39.397777, 2, -5
44.529723, 2, -6
-3.013889, 2, -3
30.152222, 2, -4
26.641111, 2, -4
38.7275, 2, -4
65.173334, 2, -7
42.908889, 2, -3
44.860278, 3, -5
41.483056, 2, -6
61.573889, 2, -7
46.461667, 2, -5
40.451111, 2, -3
43.717778, 2, -4
60.524723, 3, -8
41.090277, 2, 4
41.820278, 2, -4
33.9425, 2, -5
34.759722, 1, -5
32.779445, 3, -5
63.52, 2, -7
37.866111, 2, -5
58.259167, 3, -6
60.039444, 2, -7
33.626111, 2, -4
38.058056, 2, -4
18.135277, 2, -3
33.844444, 2, -4
59.683333, 1, -8
38.343333, 3, -4
35.482778, 2, -3
35.858611, 2, -4
29.468334, 2, -5
33.126945, 3, -5
32.438333, 2, -4
33.111667, 2, -4
36.418334, 2, -5
-25.1625, 3, -2
41.2, 2, -3
43.605556, 2, -5
44.988611, 2, -4
33.433333, 1, -5
45.210278, 3, -5
43.471111, 2, -4
32.752222, 2, -5
40.333889, 2, -5
35.5675, 2, -6
29.532223, 2, -4
57.646111, 2, -7
39.490277, 2, -4
47.481945, 2, -5
33.982778, 2, -4
33.863056, 2, -4
34.709167, 2, -3
38.801389, 3, -6
33.460833, 2, -5
37.327778, 2, -5
35.135, 2, -5
62.320556, 2, -7
43.796111, 2, -6
42.261389, 2, -3
38.952778, 2, -6
41.2075, 2, -4
35.920834, 2, -4
25.413056, 2, -4
40.487777, 2, -5
44.866667, 2, -6
25.904167, 2, -4
39.753611, 2, -4
41.712778, 2, -5
41.736666, 3, -3
33.688055, 2, -5
42.195833, 2, -4
34.3375, 2, -4
40.948611, 1, -3
41.436666, 2, -3
35.133333, 3, -4
36.074723, 2, -5
33.299444, 3, -3
41.568889, 2, -3
-40.316667, 2, -3
40.813056, 2, -5
46.95, 3, 0
40.965833, 2, -3
38.283333, 2, -5
6.485, 2, -3
26.791111, 2, -4
61.415278, 2, -7
26.609167, 2, -4
35.205278, 2, -4
38.072778, 2, -3
42.743055, 2, -6
39.566667, 3, -5
48.133333, 2, -5
35.635, 2, -3
34.740833, 2, -5
36.265, 2, -4
29.622223, 2, -4
38.283333, 3, -5
36.178334, 2, -3
43.205278, 2, 0
60.2, 2, -7
30.869723, 2, -4
44.627778, 3, -4
39.418334, 2, -4
30.605556, 2, -4
47.616667, 2, -6
38.704722, 2, -6
40.531945, 2, -4
43.513611, 2, -5
33.460833, 1, -5
40.75, 2, -5
41.0025, 2, -4
37.9275, 2, -5
48.595833, 2, -6
38.376667, 2, -6
33.05, 2, -5
41.449722, 2, -4
32.579167, 2, -4
34.917778, 2, -4
59.353333, 2, -7
33.266667, 2, -5
33.154722, 2, -6
43.7825, 2, -5
39.1225, 2, -3
25.608611, 2, -4
40.671389, 2, -3
27.655556, 2, -4
39.417223, 2, -3
39.761111, 2, -4
42.405556, 3, -4
69.5, 2, -7
18.436944, 2, -3
37.183611, 3, -5
36.927778, 2, -5
41.163333, 2, -3
39.908889, 2, -5
29.466667, 2, -4
35.366667, 2, -1
34.008611, 2, -4
41.188055, 2, -5
29.301111, 3, -4
29.811667, 2, -4
38.865556, 2, -5
35.451944, 1, -4
39.861667, 1, -5
35.877223, 2, -4
21.3275, 2, -7
38.905556, 3, -3
37.659167, 2, -6
44.093333, 3, 0
61.683333, 2, -7
40.0425, 2, -3
35.471389, 2, -3
42.069723, 2, -3
44.740555, 2, -5
-7.340555, 3, -2
9.750833, 2, -4
37.7475, 2, -4
33.067223, 2, -4
42.667223, 3, -4
35.168611, 2, -5
26.874167, 3, -4
35.096389, 2, -6
20.014444, 2, -4
27.988889, 2, -4
32.951944, 2, -5
33.049722, 2, -4
34.665, 2, -6
34.200556, 2, -5
41.74, 2, -3
33.535555, 2, -4
41.866667, 2, -3
47.267778, 2, -6
28.043055, 3, -4
52.205, 2, 0
38.340277, 2, -3
25.558611, 2, -4
32.968611, 2, -4
41.133611, 3, -3
42.190277, 2, -3
28.733333, 3, -4
37.843611, 2, -6
39.668056, 2, -5
47.129445, 2, -6
33.422223, 2, -5
45.966389, 2, -4
39.078334, 2, -4
25.642222, 2, -4
32.743889, 2, -4
33.834444, 2, -4
59.45, 2, -6
31.154167, 2, -4
29.655, 3, -4
39.863889, 1, -5
39.066111, 2, -3
34.144444, 2, -4
40.053611, 2, -5
25.52, 2, -4
53.352222, 1, 0
44.633333, 3, -5
61.174167, 2, -7
30.509722, 3, -4
29.335555, 2, -4
38.909167, 2, -6
33.166667, 2, -4
27.906111, 2, -4
39.570278, 2, -4
33.236944, 2, -5
14.583333, 2, -3
47.523056, 2, -4
33.748333, 2, -5
37.120556, 2, -4
8.274445, 3, -3
29.704444, 2, -4
38.966389, 3, -4
41.183333, 2, -5
37.3425, 2, -5
34.813889, 2, -4
19.486944, 3, -4
40.9675, 2, -4
66.885555, 2, -8
30.243055, 2, -4
28.473334, 2, -4
43.564444, 2, -5
45.396666, 3, -5
41.100278, 2, -3
31.625, 2, -4
59.946389, 2, -7
29.533611, 2, -4
-4.501111, 3, -3
40.7725, 2, -4
42.665556, 2, -4
34.157222, 2, -4
28.429445, 1, -4
41.499722, 2, -3
43.564444, 2, -5
39.575278, 2, -3
34.422223, 2, -5
45.7725, 2, -6
32.933889, 2, -5
41.399722, 1, -4
41.117223, 2, -5
32.332223, 2, -4
37.221389, 2, -5
47.268056, 2, -6
39.218334, 2, -3
35.138611, 2, -4
61.186666, 2, -7
4.446389, 2, -3
44.320278, 2, -4
19.716667, 3, -5
39.925278, 2, -3
36.311389, 3, -5
60.48, 2, -7
40.016389, 2, -5
31.908056, 2, -5
32.542777, 3, -4
38.714722, 3, -4
43.5375, 2, -4
38.809722, 2, -4
41.331389, 2, -4
34.882223, 2, -5
37.601111, 2, -3
41.515278, 2, -3
30.0425, 2, -4
40.332223, 3, -3
29.5275, 2, -4
34.15, 2, -5
47.433333, 2, -5
32.813333, 3, -4
40.660278, 2, -5
33.867223, 2, -4
33.326389, 2, -4
37.044166, 2, -3
42.307222, 2, -4
59.066667, 2, -7
41.925278, 2, -3
57.176389, 3, -7
26.345833, 2, -4
43.201389, 2, 3
36.543611, 3, -5
36.400833, 2, -4
34.128889, 2, -5
35.972778, 2, -5
37.16, 2, -4
29.354167, 2, -4
27.390555, 2, -4
41.617223, 2, -4
35.041666, 2, -4
34.65, 2, -5
44.589444, 2, -4
39.525834, 2, -5
39.070556, 2, -4
44.595, 2, -6
25.966667, 3, -4
29.75, 3, -5
43.355833, 2, -6
39.543611, 2, -5
46.65, 2, -5
21.896944, 2, -7
43.377778, 2, -4
30.529167, 2, -5
46.353611, 2, -4
35.218056, 2, -3
35.25, 2, -4
30.473334, 2, -4
32.841666, 1, -4
40.821945, 2, -3
28.559444, 2, -4
29.935277, 3, -4
48.359722, 2, -5
40.852222, 3, -5
39.838333, 3, -5
35.128334, 2, -5
41.7875, 2, -5
41.518334, 3, -4
34.473611, 2, -4
40.617223, 2, -3
27.994722, 2, -4
48.510278, 3, -5
31.843889, 2, -4
46.878334, 2, -5
38.766667, 2, -3
37.561944, 2, -4
42.574167, 2, -4
32.028056, 2, -4
34.834166, 2, -4
26.603333, 2, -4
44.967778, 2, -5
55.551389, 3, -6
40.170556, 2, -3
18.0075, 2, -3
26.378334, 2, -4
38.029445, 2, -6
35.116945, 2, -4
41.585555, 2, -3
35.754167, 2, -5
36.907222, 2, -6
36.659444, 3, -3
36.598333, 2, -4
29.354167, 2, -4
32.245277, 2, -5
26.583889, 2, -4
36.73, 2, -4
17.975278, 2, -3
61.528056, 2, -7
48.591111, 2, 0
41.786111, 2, -4
33.224723, 2, -5
41.500833, 2, -4
40.01, 2, -5
35.839722, 2, -5
42.629167, 2, -3
36.325556, 2, -5
42.833333, 2, -5
36.820556, 3, -3
34.816667, 2, -5
40.484166, 2, -3
30.398889, 3, -4
46.747777, 2, -5
37.693333, 2, -6
40.305, 2, -6
37.203333, 2, -5
47.678889, 2, -5
34.125, 2, -4
35.438055, 2, -4
40.126111, 2, -4
31.1525, 2, -4
44.826667, 2, -4
38.455833, 2, -6
34.740833, 2, -5
61.2625, 2, -7
18.317778, 3, -3
32.837222, 2, -5
45.725278, 2, -5
44.743055, 2, -4
37.720834, 3, -6
66.816667, 2, -8
37.925, 2, -3
43.139722, 2, -4
27.060278, 3, -4
33.778889, 2, -4
39.649166, 3, -5
35.38, 2, -3
32.826111, 2, -5
31.847222, 3, -5
30.871667, 2, -4
61.174723, 2, -7
32.453611, 3, -4
27.853056, 3, -4
35.486111, 2, -4
46.291667, 2, -5
68.078334, 2, -7
43.307778, 2, -5
38.146111, 2, -6
45.566667, 2, -5
38.213056, 2, -6
47.280556, 2, -6
38.655556, 2, -3
35.064444, 3, -5
41.323611, 2, -4
32.786944, 3, -5
35.040277, 2, -5
40.626111, 2, -3
41.496944, 2, -4
40.481667, 2, -5
30.344722, 3, -4
61.082778, 2, -7
30.686944, 2, -4
42.572223, 2, -4
42.317778, 2, -3
33.154167, 3, -4
36.316667, 2, -5
36.8375, 2, -5
43.966111, 2, -5
40.468889, 2, -4
32.006389, 3, -5
34.271111, 2, -3
34.870556, 2, -5
35.425278, 2, -5
35.976389, 2, -5
37.489444, 2, -4
39.735555, 2, -3
38.423056, 2, -4
29.524445, 1, -4
59.211389, 2, -7
29.336944, 2, -4
33.293611, 2, -4
42.166667, 3, -3
40.824723, 2, -5
38.755, 2, -5
26.046666, 3, -4
39.880834, 2, -4
13.483611, 2, 7
30.033333, 3, -4
38.911111, 2, -6
42.154167, 2, -4
35.921389, 2, -5
30.252222, 2, -4
40.119445, 2, 5
35.040277, 2, -5
40.325278, 2, -5
43.8875, 2, -5
33.75, 2, -5
32.575556, 2, -4
34.566389, 2, -4
17.952778, 3, -3
45.323334, 3, -5
45.061667, 2, -4
33.421111, 2, -4
33.258889, 2, -5
30.448333, 2, -4
42.422223, 2, -4
-33.383333, 3, -3
33.526667, 2, -5
34.200833, 2, -5
37.151667, 2, -4
-5.576667, 3, -2
43.552778, 2, -3
39.045277, 2, -4
33.4, 2, -5
26.303889, 2, -4
41.467223, 2, -4
35.135, 2, -5
48.160556, 2, -6
39.180278, 2, -5
42.783333, 2, -3
40.155, 3, -4
27.341944, 2, -4
41.321667, 3, -5
56, 3, 0
27.952222, 2, -4
39.228056, 2, -6
43.338055, 2, -3
32.603056, 2, -4
35.559722, 2, -6
35.885, 2, -4
27.91, 2, -4
33.175278, 2, -4
42.491111, 2, -3
36.160556, 2, -5
33.200556, 2, -4
43.5725, 2, -3
29.622223, 2, -4
28.063056, 2, -4
44.033611, 2, -4
29.136111, 2, -4
40.104167, 2, -5
33.945833, 3, -5
33.790277, 2, -5
41.490277, 2, -3
38.928334, 3, -3
39.515833, 3, -4
35.101111, 2, -3
42.891111, 2, -3
33.875556, 2, -4
39.620278, 2, -4
36.665556, 2, -3
26.026667, 2, -4
